trade_id,zone_id,direction,timeframe,zone_formed_at,zone_available_at,zone_proximal,zone_distal,entry_time,entry_price,stop_price,target_price,exit_time,exit_price,exit_reason,points,pnl
3610,7983,short,1h,2026-02-12 14:00:00+00:00,2026-02-12 15:00:00+00:00,25356.75,25420.0,2026-02-25 15:00:00+00:00,25356.75,25421.0,25256.75,2026-02-25 21:00:00+00:00,25381.75,timed_close,-25.0,-50.0
3611,8026,short,1h,2026-02-26 02:00:00+00:00,2026-02-26 03:00:00+00:00,25316.25,25320.25,2026-02-26 03:38:00+00:00,25316.25,25321.25,25216.25,2026-02-26 03:42:00+00:00,25321.25,stop,-5.0,-10.0
3612,8027,long,1h,2026-02-26 05:00:00+00:00,2026-02-26 06:00:00+00:00,25301.0,25281.5,2026-02-26 14:30:00+00:00,25301.0,25280.5,25401.0,2026-02-26 14:31:00+00:00,25280.5,stop,-20.5,-41.0
3613,8023,long,1h,2026-02-25 08:00:00+00:00,2026-02-25 09:00:00+00:00,25042.25,25017.5,2026-02-26 15:15:00+00:00,25042.25,25016.5,25142.25,2026-02-26 15:16:00+00:00,25016.5,stop,-25.75,-51.5
3614,8019,long,1h,2026-02-24 15:00:00+00:00,2026-02-24 16:00:00+00:00,24877.0,24694.0,2026-02-26 15:34:00+00:00,24877.0,24777.0,24977.0,2026-02-26 15:40:00+00:00,24977.0,target,100.0,200.0
3615,8032,long,1h,2026-02-27 05:00:00+00:00,2026-02-27 06:00:00+00:00,25025.5,25012.0,2026-02-27 06:12:00+00:00,25025.5,25011.0,25125.5,2026-02-27 06:13:00+00:00,25011.0,stop,-14.5,-29.0
3616,8031,short,1h,2026-02-26 21:00:00+00:00,2026-02-26 22:00:00+00:00,25063.0,25093.75,2026-02-27 07:22:00+00:00,25063.0,25094.75,24963.0,2026-02-27 09:18:00+00:00,25094.75,stop,-31.75,-63.5
3617,8036,short,1h,2026-03-02 18:00:00+00:00,2026-03-02 19:00:00+00:00,25033.25,25076.5,2026-03-02 19:10:00+00:00,25033.25,25077.5,24933.25,2026-03-02 19:16:00+00:00,25077.5,stop,-44.25,-88.5
3618,8035,long,1h,2026-03-02 14:00:00+00:00,2026-03-02 15:00:00+00:00,24629.5,24594.5,2026-03-03 08:15:00+00:00,24629.5,24593.5,24729.5,2026-03-03 08:32:00+00:00,24593.5,stop,-36.0,-72.0
3619,8039,long,1h,2026-03-03 11:00:00+00:00,2026-03-03 12:00:00+00:00,24456.25,24369.5,2026-03-03 13:52:00+00:00,24456.25,24368.5,24556.25,2026-03-03 14:30:00+00:00,24556.25,target,100.0,200.0
3620,8041,long,1h,2026-03-03 18:00:00+00:00,2026-03-03 19:00:00+00:00,24671.5,24601.75,2026-03-03 23:06:00+00:00,24671.5,24600.75,24771.5,2026-03-04 00:18:00+00:00,24771.5,target,100.0,200.0
3621,8042,long,1h,2026-03-04 00:00:00+00:00,2026-03-04 01:00:00+00:00,24711.5,24668.75,2026-03-04 01:08:00+00:00,24711.5,24667.75,24811.5,2026-03-04 01:21:00+00:00,24667.75,stop,-43.75,-87.5
3622,8048,short,1h,2026-03-05 03:00:00+00:00,2026-03-05 04:00:00+00:00,25071.0,25125.25,2026-03-05 04:08:00+00:00,25071.0,25126.25,24971.0,2026-03-05 09:05:00+00:00,25126.25,stop,-55.25,-110.5
3623,8047,short,1h,2026-03-05 01:00:00+00:00,2026-03-05 02:00:00+00:00,25171.0,25243.0,2026-03-05 09:10:00+00:00,25171.0,25244.0,25071.0,2026-03-05 12:44:00+00:00,25071.0,target,100.0,200.0
3624,8046,long,1h,2026-03-04 13:00:00+00:00,2026-03-04 14:00:00+00:00,24806.25,24720.0,2026-03-05 17:50:00+00:00,24806.25,24719.0,24906.25,2026-03-05 20:08:00+00:00,24906.25,target,100.0,200.0
3625,8044,long,1h,2026-03-04 09:00:00+00:00,2026-03-04 10:00:00+00:00,24656.75,24611.5,2026-03-06 13:51:00+00:00,24656.75,24610.5,24756.75,2026-03-06 15:00:00+00:00,24756.75,target,100.0,200.0
3626,8054,short,1h,2026-03-06 11:00:00+00:00,2026-03-06 12:00:00+00:00,24920.5,24980.0,2026-03-06 17:04:00+00:00,24920.5,24981.0,24820.5,2026-03-06 17:16:00+00:00,24820.5,target,100.0,200.0
3627,8055,short,1h,2026-03-06 17:00:00+00:00,2026-03-06 18:00:00+00:00,24858.5,24921.0,2026-03-06 18:13:00+00:00,24858.5,24922.0,24758.5,2026-03-06 20:10:00+00:00,24758.5,target,100.0,200.0
3628,7734,long,1h,2025-11-21 16:00:00+00:00,2025-11-21 17:00:00+00:00,24175.5,23927.25,2026-03-08 23:57:00+00:00,24175.5,24075.5,24275.5,2026-03-09 01:10:00+00:00,24075.5,stop,-100.0,-200.0
3629,8057,long,1h,2026-03-09 07:00:00+00:00,2026-03-09 08:00:00+00:00,24258.0,24210.25,2026-03-09 08:04:00+00:00,24258.0,24209.25,24358.0,2026-03-09 09:16:00+00:00,24358.0,target,100.0,200.0
3630,8056,short,1h,2026-03-06 20:00:00+00:00,2026-03-06 21:00:00+00:00,24801.0,24854.0,2026-03-09 19:20:00+00:00,24801.0,24855.0,24701.0,2026-03-09 19:21:00+00:00,24855.0,stop,-54.0,-108.0
3631,8052,short,1h,2026-03-06 08:00:00+00:00,2026-03-06 09:00:00+00:00,25106.5,25140.25,2026-03-10 08:07:00+00:00,25106.5,25141.25,25006.5,2026-03-10 08:08:00+00:00,25141.25,stop,-34.75,-69.5
3632,8063,short,1h,2026-03-10 10:00:00+00:00,2026-03-10 11:00:00+00:00,25087.0,25134.5,2026-03-10 11:04:00+00:00,25087.0,25135.5,24987.0,2026-03-10 11:43:00+00:00,24987.0,target,100.0,200.0
3633,8061,long,1h,2026-03-10 07:00:00+00:00,2026-03-10 08:00:00+00:00,24957.0,24939.5,2026-03-10 12:01:00+00:00,24957.0,24938.5,25057.0,2026-03-10 12:04:00+00:00,24938.5,stop,-18.5,-37.0
