date,Sarah baseline,Phase 6 locked candidate
2022-03-19,-13567.0,-2179.5
2022-03-20,-13567.0,-2179.5
2022-03-21,-13607.0,-2219.5
2022-03-22,-13527.5,-2290.5
2022-03-23,-13835.0,-2403.0
2022-03-24,-13787.0,-2285.0
2022-03-25,-14111.0,-2408.5
2022-03-26,-14111.0,-2408.5
2022-03-27,-14111.0,-2408.5
2022-03-28,-13827.5,-2550.5
2022-03-29,-14182.5,-2590.0
2022-03-30,-14293.5,-2770.5
2022-03-31,-14610.5,-2792.5
2022-04-01,-14493.5,-2844.5
2022-04-02,-14493.5,-2844.5
2022-04-03,-14493.5,-2844.5
2022-04-04,-14269.0,-2897.0
2022-04-05,-14458.0,-2793.0
2022-04-06,-14848.0,-2626.0
2022-04-07,-14777.0,-2743.5
2022-04-08,-14973.0,-2903.5
2022-04-09,-14973.0,-2903.5
2022-04-10,-15197.5,-2996.5
2022-04-11,-15108.0,-2907.0
2022-04-12,-14865.0,-2885.0
2022-04-13,-14758.0,-2708.0
2022-04-14,-14985.5,-2827.5
2022-04-15,-14985.5,-2827.5
2022-04-16,-14985.5,-2827.5
2022-04-17,-14985.5,-2827.5
2022-04-18,-14499.0,-2528.0
2022-04-19,-14649.0,-2583.5
2022-04-20,-14810.0,-2751.5
2022-04-21,-15054.5,-3059.5
2022-04-22,-15198.0,-3097.5
2022-04-23,-15198.0,-3097.5
2022-04-24,-15198.0,-3097.5
2022-04-25,-14798.0,-2897.5
2022-04-26,-15096.0,-3037.5
2022-04-27,-15077.0,-2872.5
2022-04-28,-15365.5,-2534.5
2022-04-29,-15712.5,-2568.0
2022-04-30,-15712.5,-2568.0
2022-05-01,-15782.5,-2638.0
2022-05-02,-16016.0,-2671.5
2022-05-03,-16017.0,-2600.0
2022-05-04,-16776.0,-2703.5
2022-05-05,-16925.5,-2853.0
2022-05-06,-17175.0,-3053.0
2022-05-07,-17175.0,-3053.0
2022-05-08,-17175.0,-3053.0
2022-05-09,-16975.0,-2853.0
2022-05-10,-16879.0,-2718.0
2022-05-11,-17291.5,-2982.0
2022-05-12,-17522.5,-2982.0
2022-05-13,-17966.5,-3124.0
2022-05-14,-17966.5,-3124.0
2022-05-15,-18031.0,-3124.0
2022-05-16,-17272.5,-3163.0
2022-05-17,-17228.0,-2963.0
2022-05-18,-17503.5,-2803.0
2022-05-19,-16972.5,-2716.0
2022-05-20,-17778.5,-2978.5
2022-05-21,-17778.5,-2978.5
2022-05-22,-17778.5,-2978.5
2022-05-23,-17852.5,-3022.0
2022-05-24,-17681.5,-2517.5
2022-05-25,-17354.0,-2668.0
2022-05-26,-17637.0,-2734.5
2022-05-27,-17842.0,-2779.0
2022-05-28,-17842.0,-2779.0
2022-05-29,-17842.0,-2779.0
2022-05-30,-17670.0,-2607.0
2022-05-31,-17435.5,-2275.5
2022-06-01,-17635.5,-2181.5
2022-06-02,-17894.5,-2120.0
2022-06-03,-18580.0,-2205.5
2022-06-04,-18580.0,-2205.5
2022-06-05,-18580.0,-2205.5
2022-06-06,-18502.0,-1863.5
2022-06-07,-18604.0,-1965.5
2022-06-08,-18461.0,-1810.0
2022-06-09,-18525.5,-1741.5
2022-06-10,-18602.5,-1745.5
2022-06-11,-18602.5,-1745.5
2022-06-12,-18602.5,-1745.5
2022-06-13,-18679.0,-1836.0
2022-06-14,-18852.0,-1836.0
2022-06-15,-18640.5,-1760.5
2022-06-16,-19118.0,-1838.0
2022-06-17,-18938.5,-1705.5
2022-06-18,-18938.5,-1705.5
2022-06-19,-18938.5,-1705.5
2022-06-20,-18810.0,-1730.5
2022-06-21,-18487.5,-1782.0
2022-06-22,-18145.0,-1799.0
2022-06-23,-17850.0,-1637.5
2022-06-24,-18160.0,-1947.5
2022-06-25,-18160.0,-1947.5
2022-06-26,-18160.0,-1947.5
2022-06-27,-18270.5,-1704.0
2022-06-28,-18085.5,-1790.5
2022-06-29,-18034.0,-1830.5
2022-06-30,-18388.0,-1891.5
2022-07-01,-17988.0,-1970.5
2022-07-02,-17988.0,-1970.5
2022-07-03,-17788.0,-1970.5
2022-07-04,-17883.5,-1870.5
2022-07-05,-18039.5,-2027.5
2022-07-06,-18114.0,-2102.0
2022-07-07,-17885.5,-2102.0
2022-07-08,-18190.0,-2330.0
2022-07-09,-18190.0,-2330.0
2022-07-10,-18190.0,-2330.0
2022-07-11,-18314.5,-2470.0
2022-07-12,-18460.0,-2556.5
2022-07-13,-18357.0,-2584.0
2022-07-14,-18228.5,-2582.5
2022-07-15,-18183.5,-2537.5
2022-07-16,-18183.5,-2537.5
2022-07-17,-18299.5,-2537.5
2022-07-18,-17892.0,-2622.5
2022-07-19,-18154.5,-2622.5
2022-07-20,-18372.5,-2695.0
2022-07-21,-18616.5,-2665.0
2022-07-22,-18685.5,-2500.5
2022-07-23,-18685.5,-2500.5
2022-07-24,-18685.5,-2500.5
2022-07-25,-18812.5,-2566.0
2022-07-26,-19037.5,-2366.0
2022-07-27,-19464.0,-2434.0
2022-07-28,-19743.5,-2466.5
2022-07-29,-19614.0,-2295.5
2022-07-30,-19614.0,-2295.5
2022-07-31,-19614.0,-2295.5
2022-08-01,-19060.5,-2342.0
2022-08-02,-18660.5,-2406.5
2022-08-03,-18276.0,-2222.0
2022-08-04,-18138.0,-2074.0
2022-08-05,-18253.5,-1903.5
2022-08-06,-18253.5,-1903.5
2022-08-07,-18253.5,-1903.5
2022-08-08,-18054.0,-1512.0
2022-08-09,-17550.0,-1534.0
2022-08-10,-17734.5,-1636.5
2022-08-11,-17924.0,-1727.0
2022-08-12,-17524.0,-1584.0
2022-08-13,-17524.0,-1584.0
2022-08-14,-17524.0,-1584.0
2022-08-15,-17262.0,-1612.0
2022-08-16,-17142.5,-1412.0
2022-08-17,-16836.0,-1500.0
2022-08-18,-16556.0,-1347.0
2022-08-19,-16904.5,-1347.0
2022-08-20,-16904.5,-1347.0
2022-08-21,-16904.5,-1347.0
2022-08-22,-17388.0,-1436.0
2022-08-23,-17217.5,-1465.5
2022-08-24,-17017.5,-1497.5
2022-08-25,-16470.0,-950.0
2022-08-26,-16573.0,-1204.5
2022-08-27,-16573.0,-1204.5
2022-08-28,-16731.5,-1204.5
2022-08-29,-16894.0,-1289.5
2022-08-30,-16908.5,-1327.0
2022-08-31,-16323.5,-927.0
2022-09-01,-15905.0,-1084.5
2022-09-02,-15969.0,-948.5
2022-09-03,-15969.0,-948.5
2022-09-04,-16025.5,-1005.0
2022-09-05,-16069.5,-1049.0
2022-09-06,-16002.0,-649.0
2022-09-07,-16227.0,-681.5
2022-09-08,-16322.5,-481.5
2022-09-09,-16545.0,-504.0
2022-09-10,-16545.0,-504.0
2022-09-11,-16545.0,-504.0
2022-09-12,-16076.5,-154.5
2022-09-13,-16593.5,-471.0
2022-09-14,-16457.5,-584.5
2022-09-15,-16131.5,-658.5
2022-09-16,-15724.0,-458.5
2022-09-17,-15724.0,-458.5
2022-09-18,-15724.0,-458.5
2022-09-19,-15404.5,-506.5
2022-09-20,-15256.0,-673.0
2022-09-21,-15399.5,-721.5
2022-09-22,-15508.0,-781.0
2022-09-23,-15508.0,-781.0
2022-09-24,-15508.0,-781.0
2022-09-25,-15508.0,-781.0
2022-09-26,-15587.5,-898.5
2022-09-27,-15836.0,-957.0
2022-09-28,-16326.5,-1215.5
2022-09-29,-15962.5,-1176.5
2022-09-30,-16492.5,-1269.0
2022-10-01,-16492.5,-1269.0
2022-10-02,-16492.5,-1269.0
2022-10-03,-16573.0,-1349.5
2022-10-04,-16747.0,-1393.0
2022-10-05,-16992.5,-1405.0
2022-10-06,-16766.0,-912.0
2022-10-07,-16887.0,-1019.5
2022-10-08,-16887.0,-1019.5
2022-10-09,-16887.0,-1019.5
2022-10-10,-17271.0,-956.5
2022-10-11,-16776.5,-1282.0
2022-10-12,-16580.0,-1037.0
2022-10-13,-17205.0,-1318.0
2022-10-14,-17859.0,-1387.0
2022-10-15,-17859.0,-1387.0
2022-10-16,-17876.5,-1404.5
2022-10-17,-17979.0,-1204.5
2022-10-18,-18148.0,-1335.0
2022-10-19,-17722.0,-1204.0
2022-10-20,-17784.5,-1240.0
2022-10-21,-17965.0,-1332.5
2022-10-22,-17965.0,-1332.5
2022-10-23,-17765.0,-1132.5
2022-10-24,-17896.5,-1227.5
2022-10-25,-18357.5,-1278.0
2022-10-26,-17904.5,-1225.0
2022-10-27,-18017.5,-1225.0
2022-10-28,-18221.5,-1258.5
2022-10-29,-18221.5,-1258.5
2022-10-30,-18221.5,-1258.5
2022-10-31,-18033.0,-1114.5
2022-11-01,-18519.5,-1166.5
2022-11-02,-18405.0,-1264.0
2022-11-03,-18561.0,-1360.0
2022-11-04,-18629.0,-1559.0
2022-11-05,-18629.0,-1559.0
2022-11-06,-18629.0,-1559.0
2022-11-07,-18750.0,-1623.5
2022-11-08,-18775.0,-1859.5
2022-11-09,-19314.0,-1921.5
2022-11-10,-19644.5,-2022.0
2022-11-11,-19596.5,-1920.5
2022-11-12,-19596.5,-1920.5
2022-11-13,-19633.0,-1957.0
2022-11-14,-19726.5,-2034.5
2022-11-15,-19455.5,-1665.0
2022-11-16,-19633.5,-1744.0
2022-11-17,-20083.0,-1788.5
2022-11-18,-20433.5,-1941.5
2022-11-19,-20433.5,-1941.5
2022-11-20,-20433.5,-1941.5
2022-11-21,-20282.5,-1790.5
2022-11-22,-20662.5,-2011.5
2022-11-23,-20440.0,-1611.5
2022-11-24,-20441.0,-1647.0
2022-11-25,-20241.0,-1447.0
2022-11-26,-20241.0,-1447.0
2022-11-27,-20427.0,-1447.0
2022-11-28,-20607.5,-1463.0
2022-11-29,-20851.0,-1543.5
2022-11-30,-20749.0,-1594.5
2022-12-01,-20977.0,-1594.5
2022-12-02,-20965.5,-1545.5
2022-12-03,-20965.5,-1545.5
2022-12-04,-20965.5,-1545.5
2022-12-05,-20565.5,-1550.0
2022-12-06,-20767.0,-1582.0
2022-12-07,-20756.5,-1680.5
2022-12-08,-20940.0,-1864.0
2022-12-09,-20726.5,-1671.5
2022-12-10,-20726.5,-1671.5
2022-12-11,-20726.5,-1671.5
2022-12-12,-20955.5,-1481.0
2022-12-13,-20451.0,-1081.0
2022-12-14,-20676.0,-1241.0
2022-12-15,-20696.0,-1230.0
2022-12-16,-20906.5,-1440.5
2022-12-17,-20906.5,-1440.5
2022-12-18,-20906.5,-1440.5
2022-12-19,-21107.0,-1480.5
2022-12-20,-20893.0,-1336.5
2022-12-21,-20953.0,-1312.5
2022-12-22,-21135.5,-1238.5
2022-12-23,-20978.0,-1060.0
2022-12-24,-20978.0,-1060.0
2022-12-25,-20978.0,-1060.0
2022-12-26,-20978.0,-1060.0
2022-12-27,-21090.0,-1125.5
2022-12-28,-21085.0,-1201.0
2022-12-29,-21039.5,-1032.5
2022-12-30,-21143.0,-1059.5
2022-12-31,-21143.0,-1059.5
2023-01-01,-21143.0,-1059.5
2023-01-02,-21143.0,-1059.5
2023-01-03,-21347.5,-910.0
2023-01-04,-21253.5,-955.0
2023-01-05,-20904.0,-978.0
2023-01-06,-21460.5,-978.0
2023-01-07,-21460.5,-978.0
2023-01-08,-21460.5,-978.0
2023-01-09,-21324.0,-1041.5
2023-01-10,-21309.0,-864.5
2023-01-11,-20968.0,-723.5
2023-01-12,-20639.5,-523.5
2023-01-13,-20717.5,-532.5
2023-01-14,-20717.5,-532.5
2023-01-15,-20717.5,-532.5
2023-01-16,-20744.0,-559.0
2023-01-17,-20410.5,-371.5
2023-01-18,-20414.0,-171.5
2023-01-19,-20334.0,0.0
2023-01-20,-20740.5,-29.5
2023-01-21,-20740.5,-29.5
2023-01-22,-20740.5,-29.5
2023-01-23,-21194.5,-342.0
2023-01-24,-21043.0,-288.5
2023-01-25,-21332.0,-373.5
2023-01-26,-21675.0,-373.5
2023-01-27,-21850.0,-451.0
2023-01-28,-21850.0,-451.0
2023-01-29,-21850.0,-451.0
2023-01-30,-21945.5,-471.5
2023-01-31,-21952.5,-347.5
2023-02-01,-21864.0,-612.0
2023-02-02,-22099.0,-847.0
2023-02-03,-22449.0,-962.0
2023-02-04,-22449.0,-962.0
2023-02-05,-22449.0,-962.0
2023-02-06,-22236.5,-749.5
2023-02-07,-22451.0,-840.0
2023-02-08,-22169.5,-685.5
2023-02-09,-22455.0,-739.5
2023-02-10,-22219.0,-403.0
2023-02-11,-22219.0,-403.0
2023-02-12,-22219.0,-403.0
2023-02-13,-22448.5,-441.5
2023-02-14,-22200.0,-302.5
2023-02-15,-21918.0,-323.0
2023-02-16,-21861.5,-553.5
2023-02-17,-21656.0,-411.0
2023-02-18,-21656.0,-411.0
2023-02-19,-21656.0,-411.0
2023-02-20,-21596.5,-411.0
2023-02-21,-21615.0,-427.5
2023-02-22,-21750.5,-507.5
2023-02-23,-21905.5,-495.0
2023-02-24,-21863.5,-561.0
2023-02-25,-21863.5,-561.0
2023-02-26,-21863.5,-561.0
2023-02-27,-21496.5,-319.5
2023-02-28,-21521.5,-365.0
2023-03-01,-21750.0,-365.0
2023-03-02,-21409.5,-496.5
2023-03-03,-21731.5,-496.5
2023-03-04,-21731.5,-496.5
2023-03-05,-21731.5,-496.5
2023-03-06,-21836.0,-544.5
2023-03-07,-21691.0,-368.5
2023-03-08,-21555.0,-430.5
2023-03-09,-21764.0,-519.5
2023-03-10,-21790.5,-635.5
2023-03-11,-21790.5,-635.5
2023-03-12,-21790.5,-635.5
2023-03-13,-21641.5,-530.5
2023-03-14,-21370.5,-611.5
2023-03-15,-21545.0,-242.5
2023-03-16,-21636.5,-71.0
2023-03-17,-21604.0,0.0
2023-03-18,-21604.0,0.0
2023-03-19,-21604.0,0.0
2023-03-20,-21330.0,-159.5
2023-03-21,-21548.5,-217.0
2023-03-22,-21574.0,-371.0
2023-03-23,-21919.5,-418.0
2023-03-24,-22087.5,-486.0
2023-03-25,-22087.5,-486.0
2023-03-26,-22087.5,-486.0
2023-03-27,-22193.0,-522.5
2023-03-28,-22193.0,-522.5
2023-03-29,-22390.0,-408.0
2023-03-30,-22428.5,-408.0
2023-03-31,-22242.5,-422.0
2023-04-01,-22242.5,-422.0
2023-04-02,-22242.5,-422.0
2023-04-03,-22474.0,-539.5
2023-04-04,-22352.0,-364.0
2023-04-05,-21952.0,-389.5
2023-04-06,-22025.0,-240.5
2023-04-07,-22062.5,-278.0
2023-04-08,-22062.5,-278.0
2023-04-09,-22062.5,-278.0
2023-04-10,-21821.5,-294.5
2023-04-11,-21937.5,-352.0
2023-04-12,-22146.5,-363.5
2023-04-13,-22284.5,-408.5
2023-04-14,-22443.5,-383.0
2023-04-15,-22443.5,-383.0
2023-04-16,-22443.5,-383.0
2023-04-17,-22474.5,-198.0
2023-04-18,-22525.5,-218.5
2023-04-19,-22700.5,-302.5
2023-04-20,-22366.0,-147.0
2023-04-21,-22548.0,-238.0
2023-04-22,-22548.0,-238.0
2023-04-23,-22548.0,-238.0
2023-04-24,-22481.5,-171.5
2023-04-25,-22445.5,0.0
2023-04-26,-22642.0,-10.5
2023-04-27,-22872.5,-92.5
2023-04-28,-22585.0,0.0
2023-04-29,-22585.0,0.0
2023-04-30,-22585.0,0.0
2023-05-01,-22733.5,-134.0
2023-05-02,-22748.5,-149.0
2023-05-03,-22411.0,-276.0
2023-05-04,-22337.0,-202.0
2023-05-05,-22581.0,-158.0
2023-05-06,-22581.0,-158.0
2023-05-07,-22581.0,-158.0
2023-05-08,-22708.0,-249.5
2023-05-09,-22742.0,-298.0
2023-05-10,-22452.0,-180.5
2023-05-11,-22641.0,-265.5
2023-05-12,-22569.5,-194.0
2023-05-13,-22569.5,-194.0
2023-05-14,-22569.5,-194.0
2023-05-15,-22739.5,-218.5
2023-05-16,-22751.5,-282.0
2023-05-17,-22882.0,-327.0
2023-05-18,-22745.5,-151.5
2023-05-19,-22669.0,-188.0
2023-05-20,-22669.0,-188.0
2023-05-21,-22669.0,-188.0
2023-05-22,-22639.5,-206.0
2023-05-23,-22794.5,-305.5
2023-05-24,-22611.0,-105.5
2023-05-25,-22594.0,-77.5
2023-05-26,-22845.5,0.0
2023-05-27,-22845.5,0.0
2023-05-28,-22845.5,0.0
2023-05-29,-22817.0,0.0
2023-05-30,-22799.5,0.0
2023-05-31,-22923.5,-76.5
2023-06-01,-23255.0,-225.0
2023-06-02,-23321.0,-25.0
2023-06-03,-23321.0,-25.0
2023-06-04,-23321.0,-25.0
2023-06-05,-23121.0,0.0
2023-06-06,-23169.0,-48.0
2023-06-07,-23214.5,0.0
2023-06-08,-23055.5,0.0
2023-06-09,-23123.0,0.0
2023-06-10,-23123.0,0.0
2023-06-11,-23123.0,0.0
2023-06-12,-23007.5,0.0
2023-06-13,-22848.0,-165.0
2023-06-14,-22720.0,-254.5
2023-06-15,-22754.0,-254.5
2023-06-16,-22883.5,-419.0
2023-06-17,-22883.5,-419.0
2023-06-18,-22903.5,-439.0
2023-06-19,-22957.5,-474.0
2023-06-20,-22879.5,-523.0
2023-06-21,-22698.0,-341.5
2023-06-22,-22661.5,-271.0
2023-06-23,-22391.5,-143.5
2023-06-24,-22391.5,-143.5
2023-06-25,-22404.5,-156.5
2023-06-26,-22324.5,0.0
2023-06-27,-22582.5,-37.5
2023-06-28,-22772.0,-173.5
2023-06-29,-22791.5,-229.5
2023-06-30,-22640.0,-29.5
2023-07-01,-22640.0,-29.5
2023-07-02,-22640.0,-29.5
2023-07-03,-22643.5,-29.5
2023-07-04,-22676.0,-45.0
2023-07-05,-22731.5,-73.5
2023-07-06,-22405.0,0.0
2023-07-07,-22553.5,-64.0
2023-07-08,-22553.5,-64.0
2023-07-09,-22553.5,-64.0
2023-07-10,-22488.5,-138.0
2023-07-11,-22325.0,-257.0
2023-07-12,-22676.0,-70.5
2023-07-13,-22526.5,0.0
2023-07-14,-22733.0,-82.0
2023-07-15,-22733.0,-82.0
2023-07-16,-22733.0,-82.0
2023-07-17,-22733.0,-82.0
2023-07-18,-22964.0,-177.0
2023-07-19,-23060.0,-255.5
2023-07-20,-23375.5,-118.0
2023-07-21,-23501.0,-29.0
2023-07-22,-23501.0,-29.0
2023-07-23,-23501.0,-29.0
2023-07-24,-23601.0,-64.0
2023-07-25,-23047.0,0.0
2023-07-26,-23115.5,0.0
2023-07-27,-22868.0,-46.5
2023-07-28,-23074.5,-46.5
2023-07-29,-23074.5,-46.5
2023-07-30,-23144.0,-81.0
2023-07-31,-23209.5,-81.0
2023-08-01,-23414.5,-182.5
2023-08-02,-23913.5,-329.0
2023-08-03,-24123.0,-431.0
2023-08-04,-23860.0,-484.5
2023-08-05,-23860.0,-484.5
2023-08-06,-23860.0,-484.5
2023-08-07,-23978.5,-503.5
2023-08-08,-23863.5,-388.5
2023-08-09,-23486.5,-407.0
2023-08-10,-23293.5,-548.5
2023-08-11,-23134.0,-579.5
2023-08-12,-23134.0,-579.5
2023-08-13,-23134.0,-579.5
2023-08-14,-23268.5,-698.0
2023-08-15,-23437.0,-792.5
2023-08-16,-23620.0,-827.5
2023-08-17,-23666.0,-873.5
2023-08-18,-23227.5,-515.0
2023-08-19,-23227.5,-515.0
2023-08-20,-23227.5,-515.0
2023-08-21,-23472.5,-686.0
2023-08-22,-23339.0,-552.5
2023-08-23,-23398.5,-410.5
2023-08-24,-23608.5,-536.5
2023-08-25,-23291.5,-374.0
2023-08-26,-23291.5,-374.0
2023-08-27,-23291.5,-374.0
2023-08-28,-22778.5,-61.0
2023-08-29,-22534.0,-153.0
2023-08-30,-22164.0,0.0
2023-08-31,-22120.5,-17.5
2023-09-01,-22100.5,-32.0
2023-09-02,-22100.5,-32.0
2023-09-03,-22100.5,-32.0
2023-09-04,-22049.5,-57.0
2023-09-05,-21873.5,-139.5
2023-09-06,-21629.5,0.0
2023-09-07,-21029.5,0.0
2023-09-08,-20985.5,0.0
2023-09-09,-20985.5,0.0
2023-09-10,-21017.5,-32.0
2023-09-11,-21142.5,-21.0
2023-09-12,-20815.5,-45.0
2023-09-13,-21073.5,0.0
2023-09-14,-21149.0,-75.5
2023-09-15,-21579.0,-75.5
2023-09-16,-21579.0,-75.5
2023-09-17,-21579.0,-75.5
2023-09-18,-21514.0,-87.0
2023-09-19,-21412.5,-119.0
2023-09-20,-21335.0,-153.5
2023-09-21,-21615.5,-223.5
2023-09-22,-21757.5,-158.5
2023-09-23,-21757.5,-158.5
2023-09-24,-21757.5,-158.5
2023-09-25,-21703.5,-23.5
2023-09-26,-22055.0,-69.5
2023-09-27,-21714.5,-98.5
2023-09-28,-21317.5,0.0
2023-09-29,-21257.0,-83.0
2023-09-30,-21257.0,-83.0
2023-10-01,-21257.0,-83.0
2023-10-02,-21340.5,-101.5
2023-10-03,-21455.5,-149.5
2023-10-04,-21731.0,-149.5
2023-10-05,-21912.0,-162.0
2023-10-06,-22374.0,-239.0
2023-10-07,-22374.0,-239.0
2023-10-08,-22374.0,-239.0
2023-10-09,-22099.5,-173.0
2023-10-10,-22123.5,-197.0
2023-10-11,-22395.5,-250.0
2023-10-12,-22666.0,-329.5
2023-10-13,-22824.5,-488.0
2023-10-14,-22824.5,-488.0
2023-10-15,-22824.5,-488.0
2023-10-16,-22343.0,-406.5
2023-10-17,-22352.0,-226.5
2023-10-18,-22120.0,-26.5
2023-10-19,-22028.5,0.0
2023-10-20,-22130.5,-19.5
2023-10-21,-22130.5,-19.5
2023-10-22,-22130.5,-19.5
2023-10-23,-21858.0,0.0
2023-10-24,-22078.5,-61.0
2023-10-25,-21965.0,0.0
2023-10-26,-21987.5,0.0
2023-10-27,-21998.5,-13.5
2023-10-28,-21998.5,-13.5
2023-10-29,-21998.5,-13.5
2023-10-30,-21728.0,0.0
2023-10-31,-21589.0,-38.5
2023-11-01,-21656.0,-83.0
2023-11-02,-21679.0,-83.0
2023-11-03,-21676.0,0.0
2023-11-04,-21676.0,0.0
2023-11-05,-21676.0,0.0
2023-11-06,-21771.5,-74.0
2023-11-07,-22038.0,-91.5
2023-11-08,-22095.5,-134.0
2023-11-09,-22212.5,-251.5
2023-11-10,-22200.5,-62.5
2023-11-11,-22200.5,-62.5
2023-11-12,-22200.5,-62.5
2023-11-13,-22181.0,-62.5
2023-11-14,-22177.5,-224.0
2023-11-15,-22051.5,-251.0
2023-11-16,-22237.0,-322.5
2023-11-17,-22297.5,-383.0
2023-11-18,-22297.5,-383.0
2023-11-19,-22297.5,-383.0
2023-11-20,-22509.5,-469.5
2023-11-21,-22552.0,-512.0
2023-11-22,-22690.0,-637.5
2023-11-23,-22648.0,-632.5
2023-11-24,-22648.0,-641.0
2023-11-25,-22648.0,-641.0
2023-11-26,-22583.5,-641.0
2023-11-27,-22631.0,-690.5
2023-11-28,-22524.5,-584.0
2023-11-29,-22595.5,-637.5
2023-11-30,-22654.5,-714.0
2023-12-01,-22453.5,-795.5
2023-12-02,-22453.5,-795.5
2023-12-03,-22453.5,-795.5
2023-12-04,-22579.5,-870.5
2023-12-05,-22420.0,-686.0
2023-12-06,-22147.0,-750.5
2023-12-07,-22504.0,-761.5
2023-12-08,-22193.0,-585.5
2023-12-09,-22193.0,-585.5
2023-12-10,-22228.5,-621.0
2023-12-11,-22314.0,-685.5
2023-12-12,-22114.0,-485.5
2023-12-13,-22241.5,-613.0
2023-12-14,-22041.5,-413.0
2023-12-15,-21873.5,-150.0
2023-12-16,-21873.5,-150.0
2023-12-17,-21873.5,-150.0
2023-12-18,-21946.0,-164.5
2023-12-19,-21959.0,-136.0
2023-12-20,-22189.0,-211.0
2023-12-21,-22280.0,-232.5
2023-12-22,-22097.5,-245.5
2023-12-23,-22097.5,-245.5
2023-12-24,-22097.5,-245.5
2023-12-25,-22097.5,-245.5
2023-12-26,-22214.0,-257.5
2023-12-27,-22397.5,-376.5
2023-12-28,-22303.5,-282.5
2023-12-29,-22451.0,-385.5
2023-12-30,-22451.0,-385.5
2023-12-31,-22451.0,-385.5
2024-01-01,-22451.0,-385.5
2024-01-02,-22610.5,-385.5
2024-01-03,-22662.0,-437.0
2024-01-04,-22262.0,-457.0
2024-01-05,-22058.0,-480.5
2024-01-06,-22058.0,-480.5
2024-01-07,-22058.0,-480.5
2024-01-08,-21810.0,-518.0
2024-01-09,-21916.0,-610.0
2024-01-10,-21943.0,-569.5
2024-01-11,-22062.5,-636.0
2024-01-12,-22112.5,-686.0
2024-01-13,-22112.5,-686.0
2024-01-14,-22112.5,-686.0
2024-01-15,-22136.0,-709.5
2024-01-16,-22349.0,-747.0
2024-01-17,-22289.0,-795.0
2024-01-18,-22217.0,-748.5
2024-01-19,-21817.0,-748.5
2024-01-20,-21817.0,-748.5
2024-01-21,-21817.0,-748.5
2024-01-22,-21845.5,-777.0
2024-01-23,-21925.5,-844.5
2024-01-24,-21987.0,-906.0
2024-01-25,-21760.0,-636.5
2024-01-26,-21643.0,-436.5
2024-01-27,-21643.0,-436.5
2024-01-28,-21643.0,-436.5
2024-01-29,-21166.5,-462.0
2024-01-30,-20967.0,-303.5
2024-01-31,-21019.0,-352.5
2024-02-01,-21159.5,-382.0
2024-02-02,-21346.0,-496.0
2024-02-03,-21346.0,-496.0
2024-02-04,-21346.0,-496.0
2024-02-05,-21233.5,-571.0
2024-02-06,-21162.0,-592.5
2024-02-07,-21353.0,-679.0
2024-02-08,-21294.5,-679.0
2024-02-09,-21363.5,-748.0
2024-02-10,-21363.5,-748.0
2024-02-11,-21363.5,-748.0
2024-02-12,-21451.0,-811.5
2024-02-13,-21941.5,-839.5
2024-02-14,-21541.5,-886.5
2024-02-15,-21302.0,-904.0
2024-02-16,-21529.5,-949.5
2024-02-17,-21529.5,-949.5
2024-02-18,-21529.5,-949.5
2024-02-19,-21578.0,-998.0
2024-02-20,-21578.0,-1026.5
2024-02-21,-21679.0,-892.5
2024-02-22,-22119.5,-692.5
2024-02-23,-22238.5,-711.0
2024-02-24,-22238.5,-711.0
2024-02-25,-22238.5,-711.0
2024-02-26,-22124.0,-547.0
2024-02-27,-22202.5,-347.0
2024-02-28,-22375.0,-382.0
2024-02-29,-22170.0,-396.5
2024-03-01,-21770.0,-256.5
2024-03-02,-21770.0,-256.5
2024-03-03,-21770.0,-256.5
2024-03-04,-21627.0,-113.5
2024-03-05,-21873.0,-300.0
2024-03-06,-21927.5,-336.0
2024-03-07,-21997.5,-326.5
2024-03-08,-22278.0,-374.5
2024-03-09,-22278.0,-374.5
2024-03-10,-22278.0,-374.5
2024-03-11,-22152.0,-222.0
2024-03-12,-22752.0,-222.0
2024-03-13,-22829.5,-299.5
2024-03-14,-22670.5,-140.5
2024-03-15,-22278.5,-180.5
2024-03-16,-22278.5,-180.5
2024-03-17,-22329.5,-180.5
2024-03-18,-22679.5,-180.5
2024-03-19,-22318.5,-270.5
2024-03-20,-22462.0,-292.5
2024-03-21,-22571.5,-383.0
2024-03-22,-22656.5,-545.0
2024-03-23,-22656.5,-545.0
2024-03-24,-22675.5,-564.0
2024-03-25,-22870.5,-716.0
2024-03-26,-22736.0,-541.0
2024-03-27,-22771.0,-576.0
2024-03-28,-22886.5,-651.5
2024-03-29,-22886.5,-651.5
2024-03-30,-22886.5,-651.5
2024-03-31,-22943.0,-651.5
2024-04-01,-22923.0,-584.5
2024-04-02,-23111.5,-704.0
2024-04-03,-23167.0,-759.5
2024-04-04,-23477.0,-826.5
2024-04-05,-23386.5,-859.0
2024-04-06,-23386.5,-859.0
2024-04-07,-23386.5,-859.0
2024-04-08,-23297.0,-659.0
2024-04-09,-23401.0,-803.5
2024-04-10,-23232.0,-942.0
2024-04-11,-23282.5,-992.5
2024-04-12,-23560.0,-1063.5
2024-04-13,-23560.0,-1063.5
2024-04-14,-23560.0,-1063.5
2024-04-15,-23695.5,-1236.5
2024-04-16,-23471.0,-1113.5
2024-04-17,-23729.0,-1153.5
2024-04-18,-24114.0,-1228.0
2024-04-19,-23826.5,-1296.0
