date,Sarah baseline,Phase 6 locked candidate
2024-04-20,-23826.5,-1296.0
2024-04-21,-23826.5,-1296.0
2024-04-22,-23646.5,-1395.5
2024-04-23,-23546.5,-1295.5
2024-04-24,-23400.5,-1115.0
2024-04-25,-23736.0,-1222.5
2024-04-26,-23469.5,-1287.5
2024-04-27,-23469.5,-1287.5
2024-04-28,-23469.5,-1287.5
2024-04-29,-23575.5,-1312.0
2024-04-30,-23728.0,-1112.0
2024-05-01,-23826.5,-1210.5
2024-05-02,-24073.5,-1403.5
2024-05-03,-24263.5,-1422.5
2024-05-04,-24263.5,-1422.5
2024-05-05,-24263.5,-1422.5
2024-05-06,-23923.0,-1511.5
2024-05-07,-23891.0,-1479.5
2024-05-08,-23974.0,-1502.0
2024-05-09,-24102.0,-1560.5
2024-05-10,-24053.0,-1573.5
2024-05-11,-24053.0,-1573.5
2024-05-12,-24053.0,-1573.5
2024-05-13,-24103.5,-1594.5
2024-05-14,-24362.0,-1471.0
2024-05-15,-24501.0,-1536.0
2024-05-16,-24522.0,-1557.0
2024-05-17,-24337.0,-1372.0
2024-05-18,-24337.0,-1372.0
2024-05-19,-24337.0,-1372.0
2024-05-20,-24312.5,-1220.5
2024-05-21,-24367.5,-1234.5
2024-05-22,-24291.0,-1110.0
2024-05-23,-24506.0,-1260.0
2024-05-24,-24506.0,-1060.0
2024-05-25,-24506.0,-1060.0
2024-05-26,-24506.0,-1060.0
2024-05-27,-24529.0,-1083.0
2024-05-28,-24688.0,-1170.5
2024-05-29,-24822.0,-1024.5
2024-05-30,-24984.5,-1105.0
2024-05-31,-24829.0,-1064.5
2024-06-01,-24829.0,-1064.5
2024-06-02,-24829.0,-1064.5
2024-06-03,-24403.0,-1215.5
2024-06-04,-24199.5,-1215.5
2024-06-05,-24669.0,-1306.5
2024-06-06,-24776.0,-1413.5
2024-06-07,-24992.5,-1630.0
2024-06-08,-24992.5,-1630.0
2024-06-09,-24992.5,-1630.0
2024-06-10,-25041.5,-1700.0
2024-06-11,-24733.5,-1716.0
2024-06-12,-24745.0,-1727.5
2024-06-13,-24635.5,-1713.5
2024-06-14,-24532.0,-1797.5
2024-06-15,-24532.0,-1797.5
2024-06-16,-24532.0,-1797.5
2024-06-17,-24639.0,-1812.5
2024-06-18,-24439.0,-1836.0
2024-06-19,-24406.5,-1803.5
2024-06-20,-24233.5,-1816.0
2024-06-21,-24150.5,-1739.0
2024-06-22,-24150.5,-1739.0
2024-06-23,-24150.5,-1739.0
2024-06-24,-24000.0,-1764.0
2024-06-25,-24246.0,-2010.0
2024-06-26,-24189.5,-2136.0
2024-06-27,-24268.0,-1985.0
2024-06-28,-24509.0,-2139.0
2024-06-29,-24509.0,-2139.0
2024-06-30,-24538.5,-2168.5
2024-07-01,-24676.5,-2280.5
2024-07-02,-24505.5,-2330.5
2024-07-03,-24577.0,-2394.0
2024-07-04,-24515.0,-2332.0
2024-07-05,-24081.0,-2298.0
2024-07-06,-24081.0,-2298.0
2024-07-07,-24081.0,-2298.0
2024-07-08,-24011.5,-2147.0
2024-07-09,-24047.5,-2154.5
2024-07-10,-24252.0,-2187.5
2024-07-11,-24598.0,-2294.5
2024-07-12,-24373.5,-2375.0
2024-07-13,-24373.5,-2375.0
2024-07-14,-24373.5,-2375.0
2024-07-15,-24550.0,-2392.5
2024-07-16,-24697.0,-2414.0
2024-07-17,-24818.0,-2214.0
2024-07-18,-25247.0,-2276.0
2024-07-19,-24861.0,-2010.0
2024-07-20,-24861.0,-2010.0
2024-07-21,-24861.0,-2010.0
2024-07-22,-25002.0,-1810.0
2024-07-23,-24863.0,-1877.5
2024-07-24,-25227.5,-2156.0
2024-07-25,-25909.0,-1882.5
2024-07-26,-25958.0,-1882.5
2024-07-27,-25958.0,-1882.5
2024-07-28,-25958.0,-1882.5
2024-07-29,-26278.0,-2020.0
2024-07-30,-26144.0,-2086.0
2024-07-31,-26527.0,-1686.0
2024-08-01,-26523.5,-1760.5
2024-08-02,-26723.5,-1760.5
2024-08-03,-26723.5,-1760.5
2024-08-04,-27226.5,-1882.0
2024-08-05,-27304.0,-1959.5
2024-08-06,-27160.0,-1559.5
2024-08-07,-27267.5,-1870.5
2024-08-08,-27424.5,-1670.5
2024-08-09,-27737.5,-1670.5
2024-08-10,-27737.5,-1670.5
2024-08-11,-27737.5,-1670.5
2024-08-12,-27649.0,-1834.5
2024-08-13,-27501.0,-1686.5
2024-08-14,-27456.0,-1641.5
2024-08-15,-27293.5,-1464.5
2024-08-16,-27238.5,-1353.0
2024-08-17,-27238.5,-1353.0
2024-08-18,-27286.0,-1353.0
2024-08-19,-27407.5,-1475.5
2024-08-20,-27076.5,-1275.5
2024-08-21,-27098.5,-1101.0
2024-08-22,-27501.5,-1239.5
2024-08-23,-27260.5,-1039.5
2024-08-24,-27260.5,-1039.5
2024-08-25,-27260.5,-1039.5
2024-08-26,-26818.0,-1039.5
2024-08-27,-26955.0,-1173.0
2024-08-28,-27064.0,-1282.0
2024-08-29,-27083.5,-1463.0
2024-08-30,-27014.0,-1263.0
2024-08-31,-27014.0,-1263.0
2024-09-01,-27028.5,-1277.5
2024-09-02,-27101.5,-1350.5
2024-09-03,-27839.5,-1500.0
2024-09-04,-27570.0,-1430.5
2024-09-05,-27739.5,-1291.5
2024-09-06,-27904.5,-1152.0
2024-09-07,-27904.5,-1152.0
2024-09-08,-28017.0,-1264.5
2024-09-09,-28217.0,-1464.5
2024-09-10,-27545.5,-1064.5
2024-09-11,-28088.5,-1301.0
2024-09-12,-27598.5,-926.0
2024-09-13,-27394.5,-956.0
2024-09-14,-27394.5,-956.0
2024-09-15,-27394.5,-956.0
2024-09-16,-27367.5,-1011.5
2024-09-17,-27339.5,-1108.5
2024-09-18,-27798.0,-1121.0
2024-09-19,-27998.0,-921.0
2024-09-20,-27885.5,-1008.5
2024-09-21,-27885.5,-1008.5
2024-09-22,-27885.5,-1008.5
2024-09-23,-27720.0,-1066.0
2024-09-24,-27275.0,-970.5
2024-09-25,-27126.0,-1015.0
2024-09-26,-27198.0,-1015.0
2024-09-27,-27294.0,-1111.0
2024-09-28,-27294.0,-1111.0
2024-09-29,-27294.0,-1111.0
2024-09-30,-27175.0,-1192.0
2024-10-01,-26775.0,-992.0
2024-10-02,-26619.0,-1036.0
2024-10-03,-26683.0,-1105.5
2024-10-04,-26534.0,-1189.0
2024-10-05,-26534.0,-1189.0
2024-10-06,-26534.0,-1189.0
2024-10-07,-26245.5,-989.0
2024-10-08,-26160.0,-928.5
2024-10-09,-25960.0,-952.0
2024-10-10,-25664.5,-656.5
2024-10-11,-25426.5,-732.0
2024-10-12,-25426.5,-732.0
2024-10-13,-25426.5,-732.0
2024-10-14,-25541.0,-616.5
2024-10-15,-25843.5,-597.5
2024-10-16,-25465.0,-197.5
2024-10-17,-25120.5,-273.0
2024-10-18,-24833.0,-342.5
2024-10-19,-24833.0,-342.5
2024-10-20,-24833.0,-342.5
2024-10-21,-24367.0,-184.5
2024-10-22,-24416.0,-228.5
2024-10-23,-24887.0,-49.5
2024-10-24,-24967.5,-90.0
2024-10-25,-25031.5,0.0
2024-10-26,-25031.5,0.0
2024-10-27,-25031.5,0.0
2024-10-28,-24847.5,-92.0
2024-10-29,-24918.5,-37.0
2024-10-30,-25060.0,-74.5
2024-10-31,-25255.0,-116.5
2024-11-01,-24884.5,-167.5
2024-11-02,-24884.5,-167.5
2024-11-03,-24884.5,-167.5
2024-11-04,-25229.5,-238.0
2024-11-05,-25239.5,-162.5
2024-11-06,-25673.0,-26.0
2024-11-07,-25473.0,0.0
2024-11-08,-25681.5,-73.0
2024-11-09,-25681.5,-73.0
2024-11-10,-25681.5,-73.0
2024-11-11,-25912.0,-153.0
2024-11-12,-25868.5,-246.5
2024-11-13,-25548.0,-46.5
2024-11-14,-25928.5,-194.5
2024-11-15,-26457.5,-345.0
2024-11-16,-26457.5,-345.0
2024-11-17,-26457.5,-345.0
2024-11-18,-26362.5,-250.0
2024-11-19,-26533.5,-249.5
2024-11-20,-25978.5,-284.5
2024-11-21,-26096.0,-406.5
2024-11-22,-25914.0,-466.0
2024-11-23,-25914.0,-466.0
2024-11-24,-25914.0,-466.0
2024-11-25,-25721.0,-277.0
2024-11-26,-25425.0,-333.0
2024-11-27,-25648.0,-333.0
2024-11-28,-25733.5,-377.5
2024-11-29,-26133.5,-456.0
2024-11-30,-26133.5,-456.0
2024-12-01,-26134.5,-463.0
2024-12-02,-26173.0,-517.5
2024-12-03,-26383.0,-480.5
2024-12-04,-26206.5,-304.0
2024-12-05,-26326.5,-390.0
2024-12-06,-26502.5,-509.0
2024-12-07,-26502.5,-509.0
2024-12-08,-26502.5,-509.0
2024-12-09,-26601.5,-579.5
2024-12-10,-26458.5,-287.0
2024-12-11,-26351.0,-169.0
2024-12-12,-26130.5,0.0
2024-12-13,-26289.5,-220.0
2024-12-14,-26289.5,-220.0
2024-12-15,-26289.5,-220.0
2024-12-16,-26308.0,-238.5
2024-12-17,-26272.0,-326.0
2024-12-18,-26263.0,-528.0
2024-12-19,-25718.5,-183.5
2024-12-20,-25675.0,0.0
2024-12-21,-25675.0,0.0
2024-12-22,-25675.0,0.0
2024-12-23,-25241.5,0.0
2024-12-24,-25041.5,0.0
2024-12-25,-25168.5,0.0
2024-12-26,-24633.0,-81.0
2024-12-27,-24507.0,0.0
2024-12-28,-24507.0,0.0
2024-12-29,-24507.0,0.0
2024-12-30,-24906.0,-199.0
2024-12-31,-24984.5,-125.5
2025-01-01,-24984.5,-125.5
2025-01-02,-25142.5,-283.5
2025-01-03,-25397.0,-320.5
2025-01-04,-25397.0,-320.5
2025-01-05,-25397.0,-320.5
2025-01-06,-25431.0,-320.5
2025-01-07,-25475.5,-603.0
2025-01-08,-25616.0,-363.0
2025-01-09,-25374.5,-363.0
2025-01-10,-25044.5,-390.5
2025-01-11,-25044.5,-390.5
2025-01-12,-25044.5,-390.5
2025-01-13,-25307.0,-520.0
2025-01-14,-24507.0,-320.0
2025-01-15,-24689.5,-197.5
2025-01-16,-24233.5,0.0
2025-01-17,-24246.0,0.0
2025-01-18,-24246.0,0.0
2025-01-19,-24246.0,0.0
2025-01-20,-24357.0,0.0
2025-01-21,-23624.0,0.0
2025-01-22,-23523.0,0.0
2025-01-23,-23655.0,-109.5
2025-01-24,-23782.5,-173.0
2025-01-25,-23782.5,-173.0
2025-01-26,-23982.5,-173.0
2025-01-27,-24694.5,-542.0
2025-01-28,-24668.0,-424.0
2025-01-29,-24043.0,-321.0
2025-01-30,-24093.0,-274.0
2025-01-31,-24220.5,-319.5
2025-02-01,-24220.5,-319.5
2025-02-02,-24277.0,-376.0
2025-02-03,-24659.0,-470.5
2025-02-04,-24911.5,-523.0
2025-02-05,-24364.5,-687.5
2025-02-06,-24254.0,-541.5
2025-02-07,-24709.0,-371.0
2025-02-08,-24709.0,-371.0
2025-02-09,-24509.0,-371.0
2025-02-10,-24468.0,-171.0
2025-02-11,-24444.5,0.0
2025-02-12,-24068.5,0.0
2025-02-13,-24535.0,-40.0
2025-02-14,-24609.0,-114.0
2025-02-15,-24609.0,-114.0
2025-02-16,-24702.5,-114.0
2025-02-17,-24689.5,-115.0
2025-02-18,-24909.5,-275.0
2025-02-19,-24641.5,-128.0
2025-02-20,-24744.0,-230.5
2025-02-21,-24991.5,-363.0
2025-02-22,-24991.5,-363.0
2025-02-23,-25063.0,-434.5
2025-02-24,-25325.5,-297.0
2025-02-25,-25376.0,-196.0
2025-02-26,-25246.0,-257.5
2025-02-27,-25261.5,-218.5
2025-02-28,-25407.5,-246.0
2025-03-01,-25407.5,-246.0
2025-03-02,-25407.5,-246.0
2025-03-03,-25910.0,-548.5
2025-03-04,-25352.0,-880.5
2025-03-05,-25678.5,-1007.0
2025-03-06,-26130.0,-1007.0
2025-03-07,-26253.0,-1052.0
2025-03-08,-26253.0,-1052.0
2025-03-09,-26253.0,-1052.0
2025-03-10,-25853.0,-706.5
2025-03-11,-26248.0,-555.0
2025-03-12,-26374.5,-681.5
2025-03-13,-26174.5,-481.5
2025-03-14,-26792.5,-564.0
2025-03-15,-26792.5,-564.0
2025-03-16,-26792.5,-564.0
2025-03-17,-26851.5,-629.5
2025-03-18,-26318.0,-473.0
2025-03-19,-26771.0,-624.0
2025-03-20,-26656.0,-461.0
2025-03-21,-26728.0,-642.0
2025-03-22,-26728.0,-642.0
2025-03-23,-26728.0,-642.0
2025-03-24,-26840.5,-737.0
2025-03-25,-26994.5,-833.5
2025-03-26,-26827.0,-666.0
2025-03-27,-26879.5,-720.0
2025-03-28,-26919.0,-520.0
2025-03-29,-26919.0,-520.0
2025-03-30,-26919.0,-520.0
2025-03-31,-27298.0,-899.0
2025-04-01,-27581.5,-1182.5
2025-04-02,-27649.0,-1182.5
2025-04-03,-28141.0,-1274.5
2025-04-04,-28341.0,-1474.5
2025-04-05,-28341.0,-1474.5
2025-04-06,-28541.0,-1474.5
2025-04-07,-29341.0,-1674.5
2025-04-08,-29439.0,-1474.5
2025-04-09,-28886.0,-874.5
2025-04-10,-28686.0,-474.5
2025-04-11,-29086.0,-474.5
2025-04-12,-29086.0,-474.5
2025-04-13,-29086.0,-274.5
2025-04-14,-28566.0,-354.5
2025-04-15,-28506.5,-412.5
2025-04-16,-28908.0,-412.5
2025-04-17,-28433.0,-212.5
2025-04-18,-28433.0,-212.5
2025-04-19,-28433.0,-212.5
2025-04-20,-28633.0,-212.5
2025-04-21,-28767.0,-346.5
2025-04-22,-29294.5,-295.5
2025-04-23,-29494.0,-241.0
2025-04-24,-29412.0,0.0
2025-04-25,-29642.0,0.0
2025-04-26,-29642.0,0.0
2025-04-27,-29642.0,0.0
2025-04-28,-29573.0,-273.0
2025-04-29,-29458.5,-415.5
2025-04-30,-30033.5,-415.5
2025-05-01,-30397.5,-722.0
2025-05-02,-30735.0,-522.0
2025-05-03,-30735.0,-522.0
2025-05-04,-30889.0,-522.0
2025-05-05,-30623.0,-201.0
2025-05-06,-31108.0,-417.0
2025-05-07,-31061.0,-314.0
2025-05-08,-31034.0,-339.0
2025-05-09,-30901.0,-139.0
2025-05-10,-30901.0,-139.0
2025-05-11,-31183.5,-167.5
2025-05-12,-30887.5,-271.5
2025-05-13,-30922.5,-71.5
2025-05-14,-30492.5,0.0
2025-05-15,-30529.0,-95.5
2025-05-16,-30715.5,-282.0
2025-05-17,-30715.5,-282.0
2025-05-18,-30788.5,-282.0
2025-05-19,-31116.0,-392.0
2025-05-20,-30940.0,-192.0
2025-05-21,-30781.0,-351.0
2025-05-22,-30806.5,-376.5
2025-05-23,-30690.0,-260.0
2025-05-24,-30690.0,-260.0
2025-05-25,-30690.0,-260.0
2025-05-26,-30660.5,-305.0
2025-05-27,-30902.5,-395.5
2025-05-28,-31203.5,-427.0
2025-05-29,-31243.0,-604.5
2025-05-30,-30905.5,-604.5
2025-05-31,-30905.5,-604.5
2025-06-01,-30905.5,-604.5
2025-06-02,-30623.0,-404.5
2025-06-03,-30741.0,-477.5
2025-06-04,-30521.5,-293.5
2025-06-05,-30711.5,-623.5
2025-06-06,-30759.5,-423.5
2025-06-07,-30759.5,-423.5
2025-06-08,-30759.5,-423.5
2025-06-09,-30763.0,-483.0
2025-06-10,-30402.0,-83.0
2025-06-11,-29971.0,0.0
2025-06-12,-29677.5,0.0
2025-06-13,-29796.5,-119.0
2025-06-14,-29796.5,-119.0
2025-06-15,-29796.5,-119.0
2025-06-16,-29996.5,-119.0
2025-06-17,-30250.5,-141.5
2025-06-18,-30309.5,-200.5
2025-06-19,-30272.5,-295.0
2025-06-20,-30720.0,-564.0
2025-06-21,-30720.0,-564.0
2025-06-22,-30749.0,-593.0
2025-06-23,-30659.5,-253.0
2025-06-24,-30624.5,-318.5
2025-06-25,-30674.0,-382.5
2025-06-26,-30556.5,-265.0
2025-06-27,-30318.0,0.0
2025-06-28,-30318.0,0.0
2025-06-29,-30318.0,0.0
2025-06-30,-30483.5,-65.0
2025-07-01,-30503.0,-156.0
2025-07-02,-30596.5,-258.0
2025-07-03,-30626.5,-288.0
2025-07-04,-30626.5,-288.0
2025-07-05,-30626.5,-288.0
2025-07-06,-30478.0,-139.5
2025-07-07,-30632.5,-206.0
2025-07-08,-30712.0,-285.5
2025-07-09,-30668.0,-191.5
2025-07-10,-30595.5,0.0
2025-07-11,-30730.5,-88.0
2025-07-12,-30730.5,-88.0
2025-07-13,-30730.5,-88.0
2025-07-14,-30330.5,-122.5
2025-07-15,-30271.5,0.0
2025-07-16,-30058.0,-75.5
2025-07-17,-30091.5,-158.0
2025-07-18,-30122.5,-189.0
2025-07-19,-30122.5,-189.0
2025-07-20,-30122.5,-189.0
2025-07-21,-30299.5,-302.5
2025-07-22,-30568.0,-389.0
2025-07-23,-30804.5,-479.5
2025-07-24,-30863.5,-493.5
2025-07-25,-30945.5,-575.5
2025-07-26,-30945.5,-575.5
2025-07-27,-30945.5,-575.5
2025-07-28,-31010.0,-640.0
2025-07-29,-30745.0,-375.0
2025-07-30,-30686.5,-220.0
2025-07-31,-31045.5,-316.5
2025-08-01,-31181.0,-373.0
2025-08-02,-31181.0,-373.0
2025-08-03,-31181.0,-373.0
2025-08-04,-31252.0,-444.0
2025-08-05,-31085.5,-547.5
2025-08-06,-31025.0,-446.5
2025-08-07,-31065.0,-434.5
2025-08-08,-31232.5,-555.5
2025-08-09,-31232.5,-555.5
2025-08-10,-31232.5,-555.5
2025-08-11,-30862.5,-555.5
2025-08-12,-30868.5,-396.5
2025-08-13,-30910.0,-438.0
2025-08-14,-30976.5,-264.0
2025-08-15,-30517.5,-270.5
2025-08-16,-30517.5,-270.5
2025-08-17,-30517.5,-270.5
2025-08-18,-30806.0,-356.5
2025-08-19,-30803.0,-297.5
2025-08-20,-30987.5,-332.0
2025-08-21,-30789.0,-395.0
2025-08-22,-30620.0,-431.0
2025-08-23,-30620.0,-431.0
2025-08-24,-30620.0,-431.0
2025-08-25,-30775.0,-545.0
2025-08-26,-30857.5,-627.5
2025-08-27,-30701.0,-471.0
2025-08-28,-30539.0,-206.0
2025-08-29,-30809.5,-75.0
2025-08-30,-30809.5,-75.0
2025-08-31,-30926.0,-121.5
2025-09-01,-30957.5,-156.0
2025-09-02,-31498.0,-296.5
2025-09-03,-31477.5,-339.0
2025-09-04,-31716.5,-391.5
2025-09-05,-31598.5,-569.0
2025-09-06,-31598.5,-569.0
2025-09-07,-31598.5,-569.0
2025-09-08,-31824.5,-595.0
2025-09-09,-31739.0,-452.5
2025-09-10,-31280.0,-252.5
2025-09-11,-31129.0,-300.5
2025-09-12,-31154.0,-325.5
2025-09-13,-31154.0,-325.5
2025-09-14,-31154.0,-325.5
2025-09-15,-31193.5,-365.0
2025-09-16,-31057.0,-236.5
2025-09-17,-30640.5,-56.0
2025-09-18,-30729.0,-144.5
2025-09-19,-30794.0,-209.5
2025-09-20,-30794.0,-209.5
2025-09-21,-30794.0,-209.5
2025-09-22,-30701.0,-63.0
2025-09-23,-30834.0,-196.0
2025-09-24,-30925.0,-227.0
2025-09-25,-30925.0,-227.0
2025-09-26,-30945.5,-180.5
2025-09-27,-30945.5,-180.5
2025-09-28,-30945.5,-180.5
2025-09-29,-30832.5,-34.0
2025-09-30,-30963.0,-34.0
2025-10-01,-30739.0,0.0
2025-10-02,-30735.5,-53.5
2025-10-03,-30987.5,-151.5
2025-10-04,-30987.5,-151.5
2025-10-05,-30987.5,-151.5
2025-10-06,-31246.0,-386.0
2025-10-07,-31057.0,-373.5
2025-10-08,-31066.5,-210.5
2025-10-09,-30731.5,-110.0
2025-10-10,-31509.0,-437.0
2025-10-11,-31509.0,-437.0
2025-10-12,-31698.0,-626.0
2025-10-13,-31629.5,-557.5
2025-10-14,-31376.5,-557.5
2025-10-15,-31738.5,-464.5
2025-10-16,-32405.0,-600.0
2025-10-17,-32690.0,-600.0
2025-10-18,-32690.0,-600.0
2025-10-19,-32490.0,-600.0
2025-10-20,-32980.5,-692.5
2025-10-21,-33013.0,-584.0
2025-10-22,-33310.5,-469.5
2025-10-23,-32989.0,-469.5
2025-10-24,-33136.5,-531.5
2025-10-25,-33136.5,-531.5
2025-10-26,-33136.5,-531.5
2025-10-27,-33136.5,-531.5
2025-10-28,-33162.0,-557.0
2025-10-29,-33556.5,-681.0
2025-10-30,-33057.5,-281.0
2025-10-31,-32457.5,-125.5
2025-11-01,-32457.5,-125.5
2025-11-02,-32457.5,-125.5
2025-11-03,-32769.5,-369.0
2025-11-04,-33148.5,-732.5
2025-11-05,-33325.5,-909.5
2025-11-06,-34068.0,-1178.0
2025-11-07,-34247.5,-1157.5
2025-11-08,-34247.5,-1157.5
2025-11-09,-34247.5,-1157.5
2025-11-10,-34780.5,-957.5
2025-11-11,-34513.5,-884.0
2025-11-12,-34120.0,-853.5
2025-11-13,-34328.0,-820.5
2025-11-14,-34637.5,-930.0
2025-11-15,-34637.5,-930.0
2025-11-16,-34798.5,-1091.0
2025-11-17,-35673.0,-1568.0
2025-11-18,-35365.5,-1460.5
2025-11-19,-35775.0,-1460.5
2025-11-20,-36822.0,-1260.5
2025-11-21,-36041.0,-1385.0
2025-11-22,-36041.0,-1385.0
2025-11-23,-36041.0,-1385.0
2025-11-24,-36241.0,-1385.0
2025-11-25,-36190.0,-1472.5
2025-11-26,-36404.0,-1515.5
2025-11-27,-36369.0,-1515.5
2025-11-28,-36184.5,-1331.0
2025-11-29,-36184.5,-1331.0
2025-11-30,-36334.5,-1331.0
2025-12-01,-35734.5,-1131.0
2025-12-02,-34950.5,-803.0
2025-12-03,-34202.5,-603.0
2025-12-04,-34513.5,-790.0
2025-12-05,-34293.0,-691.5
2025-12-06,-34293.0,-691.5
2025-12-07,-34293.0,-691.5
2025-12-08,-34361.5,-791.5
2025-12-09,-34272.0,-799.0
2025-12-10,-35216.0,-916.0
2025-12-11,-34932.5,-966.0
2025-12-12,-35548.0,-1092.0
2025-12-13,-35548.0,-1092.0
2025-12-14,-35548.0,-1092.0
2025-12-15,-36028.5,-1325.5
2025-12-16,-35455.5,-1373.5
2025-12-17,-35766.0,-1551.0
2025-12-18,-35986.5,-1670.5
2025-12-19,-35986.5,-1670.5
2025-12-20,-35986.5,-1670.5
2025-12-21,-35986.5,-1670.5
2025-12-22,-35921.5,-1734.0
2025-12-23,-36084.5,-1758.5
2025-12-24,-36124.0,-1798.0
2025-12-25,-36124.0,-1798.0
2025-12-26,-36123.0,-1760.0
2025-12-27,-36123.0,-1760.0
2025-12-28,-36123.0,-1760.0
2025-12-29,-35650.0,-1760.0
2025-12-30,-35692.0,-1909.0
2025-12-31,-35891.0,-1940.0
2026-01-01,-35999.0,-2048.0
2026-01-02,-35962.5,-2011.5
2026-01-03,-35962.5,-2011.5
2026-01-04,-35962.5,-2011.5
2026-01-05,-35562.5,-1611.5
2026-01-06,-35828.0,-1677.0
2026-01-07,-36098.0,-1793.0
2026-01-08,-35876.5,-1629.0
2026-01-09,-35699.0,-1546.5
2026-01-10,-35699.0,-1546.5
2026-01-11,-35699.0,-1546.5
2026-01-12,-36024.0,-1546.5
2026-01-13,-35615.0,-1376.5
2026-01-14,-35499.0,-1477.5
2026-01-15,-35265.0,-1243.5
2026-01-16,-34938.5,-1278.0
2026-01-17,-34938.5,-1278.0
2026-01-18,-35138.5,-1278.0
2026-01-19,-35209.5,-1431.0
2026-01-20,-34881.0,-1097.5
2026-01-21,-34993.0,-1473.5
2026-01-22,-34816.5,-1273.5
2026-01-23,-34036.5,-1273.5
2026-01-24,-34036.5,-1273.5
2026-01-25,-34036.5,-1273.5
2026-01-26,-34351.5,-1311.5
2026-01-27,-34455.5,-1456.5
2026-01-28,-34255.5,-1256.5
2026-01-29,-34938.0,-1256.5
2026-01-30,-35038.0,-1356.5
2026-01-31,-35038.0,-1356.5
2026-02-01,-35238.0,-1356.5
2026-02-02,-35515.5,-1834.0
2026-02-03,-35383.5,-1702.0
2026-02-04,-35487.5,-1862.0
2026-02-05,-35831.5,-1956.5
2026-02-06,-36154.5,-1956.5
2026-02-07,-36154.5,-1956.5
2026-02-08,-36154.5,-1956.5
2026-02-09,-36342.5,-2128.5
2026-02-10,-36077.0,-1928.5
2026-02-11,-35906.0,-1528.5
2026-02-12,-36274.5,-1328.5
2026-02-13,-36182.5,-1236.5
2026-02-14,-36182.5,-1236.5
2026-02-15,-36238.5,-1292.5
2026-02-16,-36089.5,-1328.5
2026-02-17,-36251.5,-1609.0
2026-02-18,-35797.5,-1818.5
2026-02-19,-35651.5,-1818.5
2026-02-20,-35269.5,-1855.0
2026-02-21,-35269.5,-1855.0
2026-02-22,-35469.5,-1855.0
2026-02-23,-36269.5,-1855.0
2026-02-24,-36124.5,-1680.5
2026-02-25,-36096.0,-1773.0
2026-02-26,-36022.0,-1665.5
2026-02-27,-35936.5,-1758.0
2026-02-28,-35936.5,-1758.0
2026-03-01,-35936.5,-1758.0
2026-03-02,-36025.0,-1846.5
2026-03-03,-36101.5,-1606.0
2026-03-04,-36301.5,-1606.0
2026-03-05,-36211.5,-1316.5
2026-03-06,-35447.0,-716.5
2026-03-07,-35447.0,-716.5
2026-03-08,-35647.0,-916.5
2026-03-09,-35803.0,-824.5
2026-03-10,-35117.5,-675.5
2026-03-11,-34796.5,-554.5
2026-03-12,-35085.0,-694.5
2026-03-13,-35045.0,-750.0
2026-03-14,-35045.0,-750.0
2026-03-15,-35075.5,-780.5
2026-03-16,-35513.0,-848.0
2026-03-17,-35113.0,-648.0
2026-03-18,-34468.0,-771.0
2026-03-19,-34391.0,-916.5
2026-03-20,-34901.5,-1023.0
2026-03-21,-34901.5,-1023.0
2026-03-22,-34901.5,-1023.0
2026-03-23,-35057.0,-823.0
2026-03-24,-35158.0,-983.0
2026-03-25,-35171.0,-895.5
2026-03-26,-35990.0,-1211.5
2026-03-27,-36614.5,-991.0
2026-03-28,-36614.5,-991.0
2026-03-29,-36917.5,-1094.0
2026-03-30,-37117.5,-1094.0
2026-03-31,-37050.5,-1098.0
2026-04-01,-37447.0,-983.5
2026-04-02,-37430.5,-909.5
2026-04-03,-37537.0,-963.5
2026-04-04,-37537.0,-963.5
2026-04-05,-37711.5,-963.5
2026-04-06,-36983.5,-763.5
2026-04-07,-37676.5,-944.5
2026-04-08,-37929.5,-1072.5
2026-04-09,-38068.5,-1221.5
2026-04-10,-38025.0,-1075.5
2026-04-11,-38025.0,-1075.5
2026-04-12,-38025.0,-1075.5
2026-04-13,-37888.5,-902.0
2026-04-14,-37966.0,-935.0
2026-04-15,-37978.0,-843.5
2026-04-16,-37925.5,-738.0
2026-04-17,-37879.0,-656.5
2026-04-18,-37879.0,-656.5
2026-04-19,-37679.0,-456.5
2026-04-20,-37769.5,-547.0
2026-04-21,-37824.5,-602.0
2026-04-22,-37860.0,-637.5
2026-04-23,-37940.0,-765.5
2026-04-24,-37982.5,-808.0
2026-04-25,-37982.5,-808.0
2026-04-26,-37982.5,-808.0
2026-04-27,-37926.0,-660.5
2026-04-28,-38097.5,-660.5
2026-04-29,-38728.0,-891.0
2026-04-30,-38269.0,-1130.0
2026-05-01,-38334.5,-1195.5
2026-05-02,-38334.5,-1195.5
2026-05-03,-38334.5,-1195.5
2026-05-04,-37582.5,-1195.5
2026-05-05,-37770.0,-983.5
2026-05-06,-37770.0,-983.5
2026-05-07,-37170.0,-583.5
2026-05-08,-36970.0,-383.5
2026-05-09,-36970.0,-383.5
2026-05-10,-37026.0,-439.5
2026-05-11,-36673.5,-239.5
2026-05-12,-36209.0,-39.5
2026-05-13,-37000.0,-39.5
2026-05-14,-36438.5,0.0
2026-05-15,-36937.0,-8.5
2026-05-16,-36937.0,-8.5
2026-05-17,-37137.0,-8.5
2026-05-18,-36921.0,0.0
2026-05-19,-36684.5,0.0
2026-05-20,-36643.5,0.0
2026-05-21,-37183.0,-97.5
