year,median_px,contract_$,ann_vol,ann_vol_$,cost_SR_trade,annual_cost_SR,min_cap_1ct,min_cap_4ct
2020,3269.0,16345.0,0.21054940409842512,3441.4300099887587,0.00036176821739404395,0.18233118156659814,28678.58341657299,114714.33366629196
2021,4294.5,21472.5,0.12157010041080081,2610.4139810709203,0.00047693584581907575,0.24037566629281418,21753.44984225767,87013.79936903068
2022,4037.5,20187.5,0.24246886949916238,4894.840303014341,0.0002543494624805847,0.12819212909021468,40790.33585845284,163161.34343381136
2023,4324.0,21620.0,0.13092596085181643,2830.619273616271,0.0004398330823238706,0.22167587349123077,23588.49394680226,94353.97578720904
2024,5464.0,27320.0,0.115238360872464,3148.3120190357167,0.00039545000383453923,0.19930680193260777,26235.933491964308,104943.73396785723
2025,6263.25,31316.25,0.1414244134379024,4428.882287324711,0.00028110930009658233,0.1416790872486775,36907.35239437259,147629.40957749035
2026,7122.5,35612.5,0.13633666560945779,4855.289504016815,0.00025642137280794543,0.1292363718952045,40460.74586680679,161842.98346722717
