year,trades,win_pct,average_pnl,net_pnl
2024,108,39.81481481481482,-0.0011338331356743356,-0.12245397865282825
2025,43,34.883720930232556,-7.555294438102372,-324.877660838402
2026,9,44.44444444444444,-3.5348176963871034,-31.813359267483932
