year,median_px,contract_$,ann_vol,ann_vol_$,cost_SR_trade,annual_cost_SR,min_cap_1ct,min_cap_4ct
2019,1497.2,14972.0,0.12858017117705278,1925.1023228628342,0.0008415137111210203,0.4241229104049942,16042.519357190286,64170.07742876114
2020,1784.8,17848.0,0.16900976958972178,3016.4863676373543,0.0005370486727141605,0.27067253104793687,25137.386396977952,100549.54558791181
2021,1794.1,17941.0,0.13666359758887614,2451.881604342027,0.0006607170579244727,0.33300139719393423,20432.346702850227,81729.38681140091
2022,1809.45,18094.5,0.14340871664363058,2594.909023308174,0.0006242993436181086,0.31464686918352675,21624.24186090145,86496.9674436058
2023,1959.0,19590.0,0.1359326490024291,2662.920593957586,0.0006083546027155037,0.30661071976861387,22191.00494964655,88764.0197985862
2024,2391.8,23918.0,0.15509305841052906,3709.515771063034,0.00043671468191002123,0.2201041996826507,30912.631425525287,123650.52570210115
2025,3369.5,33695.0,0.16263772166904347,5480.07803163842,0.00029561622857323744,0.14899057920091166,45667.316930320165,182669.26772128066
2026,4608.85,46088.5,0.2811342655802096,12957.056599193491,0.00012502839573154574,0.06301431144869905,107975.47165994576,431901.88663978304
