session,sessions,years,passive_SR,best_cell,best_SR,vs_passive,p_best,cells_beating_passive,cells_breaching,long_$,short_$
GLOBEX,1661,6.591269841269841,0.753964450154223,OR10|or_stop_2r|trend,0.36874395998194226,-0.3852204901722807,0.711,0,54,7394.959999999994,-2122.0200000000013
