year,median_px,contract_$,ann_vol,ann_vol_$,cost_SR_trade,annual_cost_SR,min_cap_1ct,min_cap_4ct
2021,76.46000000000001,7646.000000000001,0.291227725585843,2226.7271898293557,0.0005029803404366886,0.25350209158009107,18556.05991524463,74224.23966097852
2022,91.845,9184.5,0.4495945626781379,4129.3012609173575,0.00027123232945013633,0.1367010940428687,34410.84384097798,137643.3753639119
2023,77.12,7712.0,0.3519131259565866,2713.954027377196,0.00041268200887042446,0.20799173247069394,22616.283561476634,90465.13424590653
2024,76.43,7643.000000000001,0.2711200049281806,2072.1701976660847,0.0005404961432518778,0.2724100561989464,17268.084980550706,69072.33992220282
2025,63.64,6364.0,0.27049628850797497,1721.4383800647527,0.0006506186994377753,0.32791182451663875,14345.31983387294,57381.27933549176
2026,84.445,8444.5,0.5554015906658512,4690.08873237778,0.00023880145214911166,0.12035593188315227,39084.07276981483,156336.29107925933
