market,proxy,start,end,raw_setups,tradable_setups,risk_skips,trades,win_pct,avg_pnl,profit_factor,net_pnl,average_winner,average_loser,average_stop_risk,maximum_stop_risk,max_drawdown,longest_losing_streak,holdout_trades,holdout_win_pct,holdout_avg_pnl,holdout_profit_factor,holdout_net_pnl,windows,pass_pct,breach_pct,timeout_pct,median_pass_days,first_outcome,first_days,first_end_balance
MES,SPY,2024-01-02,2026-06-08,405,160,245,160,38.75,-2.230084213028369,0.935325802272324,-356.813474084539,83.23029261893424,-56.29685322916797,57.659238749548784,74.98856409684257,802.4471934491048,8,42,35.714285714285715,-10.257967740641922,0.7243095749921494,-430.83464510696075,73,0.0,0.0,100.0,,timeout,610,24643.186525915466
MNQ,QQQ,2024-01-02,2026-06-08,363,3,360,3,33.33333333333333,-2.2398689747873752,0.9544590831487404,-6.719606924362125,140.83137335802675,-73.77549014119444,70.90555565380076,74.61574139908461,147.55098028238717,2,0,,,,0.0,73,0.0,0.0,100.0,,timeout,610,24993.280393075638
