market,proxy,start,end,raw_setups,tradable_setups,risk_skips,trades,win_pct,avg_pnl,profit_factor,net_pnl,average_winner,average_loser,average_stop_risk,maximum_stop_risk,max_drawdown,longest_losing_streak,holdout_trades,holdout_win_pct,holdout_avg_pnl,holdout_profit_factor,holdout_net_pnl,windows,pass_pct,breach_pct,timeout_pct,median_pass_days,first_outcome,first_days,first_end_balance
MES,SPY,2024-01-02,2026-06-08,417,195,222,195,38.97435897435898,0.7989000496970052,1.0222924801959654,155.78550969091603,94.0005173803565,-58.72482194299309,57.77069856730187,74.80561034028752,855.1069978346168,10,59,37.28813559322034,-1.5636144658035396,0.9560738167111359,-92.25325348240884,73,0.0,0.0,100.0,,timeout,610,25155.78550969092
MNQ,QQQ,2024-01-02,2026-06-08,385,3,382,3,33.33333333333333,-0.6735885141286767,0.9861888923084386,-2.0207655423860302,144.29375082480917,-73.1572581835976,71.07046392653326,73.89687541240458,146.31451636719794,2,0,,,,0.0,73,0.0,0.0,100.0,,timeout,610,24997.979234457616
