or_min,best_SR,worst_SR,median_SR,trades_yr,cost_SR,vs_passive,beats_passive
5,0.10534812005199058,-0.7671940677851322,-0.30600006076744657,439.6724864539434,0.44494747858574896,-0.6486163301022324,0
10,0.36874395998194226,-0.4270409059481778,-0.1962851397157409,430.5695364238411,0.4270199369447306,-0.3852204901722807,0
15,0.2880193713869856,-0.4462148087018613,-0.17565949647922996,425.5629139072848,0.4191573690542071,-0.4659450787672374,0
20,0.13261781072629425,-0.4324977834516103,-0.23665698465134394,420.40457555689346,0.4049877113583522,-0.6213466394279288,0
30,0.07571634553163897,-0.6822776408084699,-0.3474626418363415,412.97049969897654,0.3934794800298035,-0.678248104622584,0
45,0.19069541405872387,-0.6592780672847033,-0.1428284935706807,400.68151715833835,0.3715141129781473,-0.563269036095499,0
60,-0.12172149965995142,-0.9295936930136255,-0.35681845277221,394.9163154726069,0.3660113103088313,-0.8756859498141744,0
90,-0.4186406554142106,-1.1430337251279703,-0.6671766213212835,377.46899458157736,0.3573655849542744,-1.1726051055684334,0
120,-0.5465756992723139,-1.1818240957228618,-0.7462829676729221,356.532209512342,0.3445736380221741,-1.3005401494265367,0
