date,side,entry,exit,why,or_width,ann_vol,or_hi,or_lo,stop,target,entry_ts,exit_ts,sig_ts,pts,contracts,gross_$,cost_$,net_$,R_pts,R_mult,R_$,dow,year,month,cross,dir,bucket,ehour
2020-03-06 00:00:00-05:00,1,8464.25,8377.75,stop,84.25,0.3547431034463456,8462.0,8377.75,8377.75,8637.25,2020-03-06 10:25:00-05:00,2020-03-06 14:05:00-05:00,2020-03-06 10:20:00-05:00,-86.5,2.0,-346.0,4.48,-350.48,86.5,-1.0,346.0,4,2020,3,13,long,chop 10+,10:00
2020-03-09 00:00:00-04:00,1,8037.75,7932.75,close,221.25,0.3519145524787664,8022.25,7801.0,7801.0,8511.25,2020-03-09 09:55:00-04:00,2020-03-09 15:55:00-04:00,2020-03-09 09:50:00-04:00,-105.0,2.0,-420.0,4.48,-424.48,236.75,-0.44350580781414994,947.0,0,2020,3,10,long,chop 10+,09:00
2020-03-10 00:00:00-04:00,-1,8111.75,8244.75,stop,106.5,0.4097145885952069,8244.75,8138.25,8244.75,7845.75,2020-03-10 10:50:00-04:00,2020-03-10 15:10:00-04:00,2020-03-10 10:45:00-04:00,-133.0,2.0,-532.0,4.48,-536.48,133.0,-1.0,532.0,1,2020,3,9,short,busy 6-9,10:00
2020-03-11 00:00:00-04:00,-1,8125.5,7942.0,target,90.25,0.44243621603142463,8217.25,8127.0,8217.25,7942.0,2020-03-11 10:40:00-04:00,2020-03-11 15:05:00-04:00,2020-03-11 10:35:00-04:00,183.5,2.0,734.0,4.48,729.52,91.75,2.0,367.0,2,2020,3,3,short,normal 3-5,10:00
2020-03-12 00:00:00-04:00,-1,7403.25,7524.75,stop,83.25,0.45785447122512485,7524.75,7441.5,7524.75,7160.25,2020-03-12 09:55:00-04:00,2020-03-12 09:55:00-04:00,2020-03-12 09:50:00-04:00,-121.5,2.0,-486.0,4.48,-490.48,121.5,-1.0,486.0,3,2020,3,16,short,chop 10+,09:00
2020-03-13 00:00:00-04:00,-1,7476.25,7747.0,stop,247.0,0.5545756088538747,7747.0,7500.0,7747.0,6934.75,2020-03-13 09:55:00-04:00,2020-03-13 15:50:00-04:00,2020-03-13 09:50:00-04:00,-270.75,1.0,-541.5,2.24,-543.74,270.75,-1.0,541.5,4,2020,3,13,short,chop 10+,09:00
2020-03-17 00:00:00-04:00,-1,6975.75,7253.25,stop,221.25,0.703220216262988,7253.25,7032.0,7253.25,6420.75,2020-03-17 09:55:00-04:00,2020-03-17 11:05:00-04:00,2020-03-17 09:50:00-04:00,-277.5,1.0,-555.0,2.24,-557.24,277.5,-1.0,555.0,1,2020,3,3,short,normal 3-5,09:00
2020-03-18 00:00:00-04:00,1,7239.75,6950.5,stop,247.75,0.7240830664248271,7198.25,6950.5,6950.5,7818.25,2020-03-18 09:55:00-04:00,2020-03-18 13:30:00-04:00,2020-03-18 09:50:00-04:00,-289.25,1.0,-578.5,2.24,-580.74,289.25,-1.0,578.5,2,2020,3,15,long,chop 10+,09:00
2020-03-19 00:00:00-04:00,1,7248.25,7288.25,close,180.5,0.7215575100371054,7210.5,7030.0,7030.0,7684.75,2020-03-19 10:00:00-04:00,2020-03-19 15:55:00-04:00,2020-03-19 09:55:00-04:00,40.0,1.0,80.0,2.24,77.76,218.25,0.18327605956471935,436.5,3,2020,3,1,long,calm 0-2,10:00
2020-03-23 00:00:00-04:00,1,7030.25,6834.25,stop,176.0,0.7342203932522392,7010.25,6834.25,6834.25,7422.25,2020-03-23 10:00:00-04:00,2020-03-23 11:25:00-04:00,2020-03-23 09:55:00-04:00,-196.0,1.0,-392.0,2.24,-394.24,196.0,-1.0,392.0,0,2020,3,20,long,chop 10+,10:00
2020-03-24 00:00:00-04:00,1,7445.5,7327.5,stop,109.5,0.7534065244889295,7437.0,7327.5,7327.5,7681.5,2020-03-24 11:40:00-04:00,2020-03-24 14:00:00-04:00,2020-03-24 11:35:00-04:00,-118.0,1.0,-236.0,2.24,-238.24,118.0,-1.0,236.0,1,2020,3,7,long,busy 6-9,11:00
2020-03-25 00:00:00-04:00,-1,7472.25,7665.0,stop,180.5,0.8131798169685504,7665.0,7484.5,7665.0,7086.75,2020-03-25 10:00:00-04:00,2020-03-25 13:05:00-04:00,2020-03-25 09:55:00-04:00,-192.75,1.0,-385.5,2.24,-387.74,192.75,-1.0,385.5,2,2020,3,17,short,chop 10+,10:00
2020-03-26 00:00:00-04:00,1,7665.75,7868.0,close,123.75,0.8109454578272705,7638.0,7514.25,7514.25,7968.75,2020-03-26 10:10:00-04:00,2020-03-26 15:55:00-04:00,2020-03-26 10:05:00-04:00,202.25,1.0,404.5,2.24,402.26,151.5,1.334983498349835,303.0,3,2020,3,3,long,normal 3-5,10:00
2020-03-27 00:00:00-04:00,1,7703.25,7586.75,stop,106.25,0.8338554907760233,7693.0,7586.75,7586.75,7936.25,2020-03-27 13:40:00-04:00,2020-03-27 15:50:00-04:00,2020-03-27 13:35:00-04:00,-116.5,1.0,-233.0,2.24,-235.24,116.5,-1.0,233.0,4,2020,3,9,long,busy 6-9,13:00
2020-03-30 00:00:00-04:00,1,7724.25,7865.5,close,82.5,0.8396108232148858,7712.5,7630.0,7630.0,7912.75,2020-03-30 10:05:00-04:00,2020-03-30 15:55:00-04:00,2020-03-30 10:00:00-04:00,141.25,1.0,282.5,2.24,280.26,94.25,1.4986737400530503,188.5,0,2020,3,1,long,calm 0-2,10:00
2020-03-31 00:00:00-04:00,-1,7816.0,7875.25,stop,57.0,0.8460503196924488,7875.25,7818.25,7875.25,7697.5,2020-03-31 09:50:00-04:00,2020-03-31 10:05:00-04:00,2020-03-31 09:45:00-04:00,-59.25,1.0,-118.5,2.24,-120.74,59.25,-1.0,118.5,1,2020,3,11,short,chop 10+,09:00
2020-04-01 00:00:00-04:00,1,7637.75,7559.25,stop,72.5,0.8437003391458138,7631.75,7559.25,7559.25,7794.75,2020-04-01 10:35:00-04:00,2020-04-01 12:25:00-04:00,2020-04-01 10:30:00-04:00,-78.5,1.0,-157.0,2.24,-159.24,78.5,-1.0,157.0,2,2020,4,5,long,normal 3-5,10:00
2020-04-02 00:00:00-04:00,1,7521.5,7617.75,close,104.25,0.8514334397701303,7521.0,7416.75,7416.75,7731.0,2020-04-02 10:30:00-04:00,2020-04-02 15:55:00-04:00,2020-04-02 10:25:00-04:00,96.25,1.0,192.5,2.24,190.26,104.75,0.918854415274463,209.5,3,2020,4,5,long,normal 3-5,10:00
2020-04-03 00:00:00-04:00,-1,7568.0,7514.5,close,89.75,0.8395557241964561,7660.5,7570.75,7660.5,7383.0,2020-04-03 10:30:00-04:00,2020-04-03 15:55:00-04:00,2020-04-03 10:25:00-04:00,53.5,1.0,107.0,2.24,104.76,92.5,0.5783783783783784,185.0,4,2020,4,1,short,calm 0-2,10:00
2020-04-06 00:00:00-04:00,1,7844.75,8033.75,target,61.25,0.8355048724496554,7811.5,7750.25,7750.25,8033.75,2020-04-06 09:55:00-04:00,2020-04-06 15:50:00-04:00,2020-04-06 09:50:00-04:00,189.0,1.0,378.0,2.24,375.76,94.5,2.0,189.0,0,2020,4,1,long,calm 0-2,09:00
2020-04-07 00:00:00-04:00,-1,8174.75,8040.5,close,97.25,0.8598036893727032,8298.75,8201.5,8298.75,7926.75,2020-04-07 10:10:00-04:00,2020-04-07 15:55:00-04:00,2020-04-07 10:05:00-04:00,134.25,1.0,268.5,2.24,266.26,124.0,1.0826612903225807,248.0,1,2020,4,3,short,normal 3-5,10:00
2020-04-08 00:00:00-04:00,-1,8093.0,8154.75,stop,54.0,0.8551014574180554,8154.75,8100.75,8154.75,7969.5,2020-04-08 09:50:00-04:00,2020-04-08 11:20:00-04:00,2020-04-08 09:45:00-04:00,-61.75,1.0,-123.5,2.24,-125.74,61.75,-1.0,123.5,2,2020,4,9,short,busy 6-9,09:00
2020-04-09 00:00:00-04:00,-1,8220.75,8226.0,close,89.5,0.8495284103337454,8327.0,8237.5,8327.0,8008.25,2020-04-09 10:10:00-04:00,2020-04-09 15:55:00-04:00,2020-04-09 10:05:00-04:00,-5.25,1.0,-10.5,2.24,-12.74,106.25,-0.04941176470588235,212.5,3,2020,4,7,short,busy 6-9,10:00
2020-04-13 00:00:00-04:00,-1,8170.0,8244.0,stop,67.5,0.8464506374882288,8244.0,8176.5,8244.0,8022.0,2020-04-13 10:00:00-04:00,2020-04-13 13:50:00-04:00,2020-04-13 09:55:00-04:00,-74.0,1.0,-148.0,2.24,-150.24,74.0,-1.0,148.0,0,2020,4,17,short,chop 10+,10:00
2020-04-14 00:00:00-04:00,1,8560.75,8681.5,close,82.0,0.8449180947183407,8539.0,8457.0,8457.0,8768.25,2020-04-14 09:50:00-04:00,2020-04-14 15:55:00-04:00,2020-04-14 09:45:00-04:00,120.75,1.0,241.5,2.24,239.26,103.75,1.163855421686747,207.5,1,2020,4,1,long,calm 0-2,09:00
2020-04-15 00:00:00-04:00,1,8570.0,8582.0,close,67.25,0.8223638364700527,8566.25,8499.0,8499.0,8712.0,2020-04-15 10:55:00-04:00,2020-04-15 15:55:00-04:00,2020-04-15 10:50:00-04:00,12.0,1.0,24.0,2.24,21.759999999999998,71.0,0.16901408450704225,142.0,2,2020,4,7,long,busy 6-9,10:00
2020-04-16 00:00:00-04:00,-1,8642.5,8697.5,stop,51.0,0.8065565036955021,8697.5,8646.5,8697.5,8532.5,2020-04-16 10:00:00-04:00,2020-04-16 10:45:00-04:00,2020-04-16 09:55:00-04:00,-55.0,1.0,-110.0,2.24,-112.24,55.0,-1.0,110.0,3,2020,4,13,short,chop 10+,10:00
2020-04-17 00:00:00-04:00,-1,8742.75,8815.75,close,107.5,0.7972469260871297,8871.5,8764.0,8871.5,8485.25,2020-04-17 10:50:00-04:00,2020-04-17 15:55:00-04:00,2020-04-17 10:45:00-04:00,-73.0,1.0,-146.0,2.24,-148.24,128.75,-0.566990291262136,257.5,4,2020,4,6,short,busy 6-9,10:00
2020-04-20 00:00:00-04:00,1,8788.5,8729.5,stop,55.0,0.7081763826357541,8784.5,8729.5,8729.5,8906.5,2020-04-20 10:30:00-04:00,2020-04-20 15:05:00-04:00,2020-04-20 10:25:00-04:00,-59.0,1.0,-118.0,2.24,-120.24,59.0,-1.0,118.0,0,2020,4,9,long,busy 6-9,10:00
2020-04-21 00:00:00-04:00,-1,8522.25,8391.0,close,113.5,0.6542766132418368,8651.75,8538.25,8651.75,8263.25,2020-04-21 10:20:00-04:00,2020-04-21 15:55:00-04:00,2020-04-21 10:15:00-04:00,131.25,1.0,262.5,2.24,260.26,129.5,1.0135135135135136,259.0,1,2020,4,3,short,normal 3-5,10:00
2020-04-22 00:00:00-04:00,-1,8540.25,8598.0,stop,56.5,0.572715706163161,8598.0,8541.5,8598.0,8424.75,2020-04-22 09:50:00-04:00,2020-04-22 10:40:00-04:00,2020-04-22 09:45:00-04:00,-57.75,1.0,-115.5,2.24,-117.74,57.75,-1.0,115.5,2,2020,4,9,short,busy 6-9,09:00
2020-04-23 00:00:00-04:00,1,8746.75,8661.75,stop,82.25,0.5625908425505524,8744.0,8661.75,8661.75,8916.75,2020-04-23 10:20:00-04:00,2020-04-23 12:45:00-04:00,2020-04-23 10:15:00-04:00,-85.0,1.0,-170.0,2.24,-172.24,85.0,-1.0,170.0,3,2020,4,7,long,busy 6-9,10:00
2020-04-24 00:00:00-04:00,-1,8592.5,8667.25,stop,51.25,0.5589354930831708,8667.25,8616.0,8667.25,8443.0,2020-04-24 09:50:00-04:00,2020-04-24 10:35:00-04:00,2020-04-24 09:45:00-04:00,-74.75,1.0,-149.5,2.24,-151.74,74.75,-1.0,149.5,4,2020,4,3,short,normal 3-5,09:00
2020-04-27 00:00:00-04:00,1,8865.25,8819.5,stop,39.75,0.5580999434552488,8859.25,8819.5,8819.5,8956.75,2020-04-27 10:00:00-04:00,2020-04-27 10:55:00-04:00,2020-04-27 09:55:00-04:00,-45.75,1.0,-91.5,2.24,-93.74,45.75,-1.0,91.5,0,2020,4,14,long,chop 10+,10:00
2020-04-28 00:00:00-04:00,-1,8829.75,8678.75,target,55.0,0.5515225200769235,8905.25,8850.25,8905.25,8678.75,2020-04-28 10:00:00-04:00,2020-04-28 12:15:00-04:00,2020-04-28 09:55:00-04:00,151.0,1.0,302.0,2.24,299.76,75.5,2.0,151.0,1,2020,4,1,short,calm 0-2,10:00
2020-04-29 00:00:00-04:00,1,8881.0,9011.0,target,53.0,0.5030721656127605,8869.0,8816.0,8816.0,9011.0,2020-04-29 09:50:00-04:00,2020-04-29 15:35:00-04:00,2020-04-29 09:45:00-04:00,130.0,1.0,260.0,2.24,257.76,65.0,2.0,130.0,2,2020,4,1,long,calm 0-2,09:00
2020-04-30 00:00:00-04:00,-1,8927.75,8982.25,close,79.75,0.4576809637955705,9017.5,8937.75,9017.5,8748.25,2020-04-30 12:05:00-04:00,2020-04-30 15:55:00-04:00,2020-04-30 12:00:00-04:00,-54.5,1.0,-109.0,2.24,-111.24,89.75,-0.6072423398328691,179.5,3,2020,4,10,short,chop 10+,12:00
2020-05-01 00:00:00-04:00,1,8856.0,8780.0,stop,62.75,0.4678850709742337,8842.75,8780.0,8780.0,9008.0,2020-05-01 10:05:00-04:00,2020-05-01 11:30:00-04:00,2020-05-01 10:00:00-04:00,-76.0,1.0,-152.0,2.24,-154.24,76.0,-1.0,152.0,4,2020,5,5,long,normal 3-5,10:00
2020-05-04 00:00:00-04:00,1,8716.5,8818.0,close,36.75,0.45074589102102525,8687.25,8650.5,8650.5,8848.5,2020-05-04 09:55:00-04:00,2020-05-04 15:55:00-04:00,2020-05-04 09:50:00-04:00,101.5,2.0,406.0,4.48,401.52,66.0,1.5378787878787878,264.0,0,2020,5,1,long,calm 0-2,09:00
2020-05-05 00:00:00-04:00,1,8948.5,8895.0,stop,47.75,0.42760336651636643,8942.75,8895.0,8895.0,9055.5,2020-05-05 09:50:00-04:00,2020-05-05 15:35:00-04:00,2020-05-05 09:45:00-04:00,-53.5,2.0,-214.0,4.48,-218.48,53.5,-1.0,214.0,1,2020,5,4,long,normal 3-5,09:00
2020-05-06 00:00:00-04:00,-1,8965.25,9029.5,stop,57.25,0.41452811279100915,9029.5,8972.25,9029.5,8836.75,2020-05-06 10:05:00-04:00,2020-05-06 10:45:00-04:00,2020-05-06 10:00:00-04:00,-64.25,2.0,-257.0,4.48,-261.48,64.25,-1.0,257.0,2,2020,5,23,short,chop 10+,10:00
2020-05-07 00:00:00-04:00,-1,9051.5,9107.5,stop,49.75,0.41132148155246373,9107.5,9057.75,9107.5,8939.5,2020-05-07 10:15:00-04:00,2020-05-07 11:45:00-04:00,2020-05-07 10:10:00-04:00,-56.0,2.0,-224.0,4.48,-228.48,56.0,-1.0,224.0,3,2020,5,12,short,chop 10+,10:00
2020-05-08 00:00:00-04:00,1,9177.5,9209.5,close,52.75,0.38385278535032336,9168.75,9116.0,9116.0,9300.5,2020-05-08 10:20:00-04:00,2020-05-08 15:55:00-04:00,2020-05-08 10:15:00-04:00,32.0,2.0,128.0,4.48,123.52,61.5,0.5203252032520326,246.0,4,2020,5,5,long,normal 3-5,10:00
2020-05-11 00:00:00-04:00,1,9217.75,9286.75,close,64.5,0.38157198205445525,9212.0,9147.5,9147.5,9358.25,2020-05-11 09:55:00-04:00,2020-05-11 15:55:00-04:00,2020-05-11 09:50:00-04:00,69.0,2.0,276.0,4.48,271.52,70.25,0.9822064056939501,281.0,0,2020,5,3,long,normal 3-5,09:00
2020-05-12 00:00:00-04:00,-1,9245.0,9102.25,close,81.0,0.3752944052615303,9345.75,9264.75,9345.75,9043.5,2020-05-12 09:55:00-04:00,2020-05-12 15:55:00-04:00,2020-05-12 09:50:00-04:00,142.75,2.0,571.0,4.48,566.52,100.75,1.4168734491315136,403.0,1,2020,5,11,short,chop 10+,09:00
2020-05-13 00:00:00-04:00,1,9151.75,9042.5,stop,98.75,0.3343521348064615,9141.25,9042.5,9042.5,9370.25,2020-05-13 10:05:00-04:00,2020-05-13 11:35:00-04:00,2020-05-13 10:00:00-04:00,-109.25,2.0,-437.0,4.48,-441.48,109.25,-1.0,437.0,2,2020,5,3,long,normal 3-5,10:00
2020-05-14 00:00:00-04:00,-1,8897.25,8976.25,stop,63.75,0.33400052401952557,8976.25,8912.5,8976.25,8739.25,2020-05-14 09:50:00-04:00,2020-05-14 12:55:00-04:00,2020-05-14 09:45:00-04:00,-79.0,2.0,-316.0,4.48,-320.48,79.0,-1.0,316.0,3,2020,5,15,short,chop 10+,09:00
2020-05-15 00:00:00-04:00,1,9015.0,9146.0,close,68.5,0.32746518551178555,9012.0,8943.5,8943.5,9158.0,2020-05-15 10:00:00-04:00,2020-05-15 15:55:00-04:00,2020-05-15 09:55:00-04:00,131.0,2.0,524.0,4.48,519.52,71.5,1.832167832167832,286.0,4,2020,5,5,long,normal 3-5,10:00
2020-05-18 00:00:00-04:00,-1,9244.25,9288.75,stop,42.75,0.32747363592389084,9288.75,9246.0,9288.75,9155.25,2020-05-18 09:55:00-04:00,2020-05-18 10:15:00-04:00,2020-05-18 09:50:00-04:00,-44.5,2.0,-178.0,4.48,-182.48,44.5,-1.0,178.0,0,2020,5,3,short,normal 3-5,09:00
2020-05-19 00:00:00-04:00,1,9372.0,9313.5,stop,55.25,0.3314459871836674,9368.75,9313.5,9313.5,9489.0,2020-05-19 10:00:00-04:00,2020-05-19 15:50:00-04:00,2020-05-19 09:55:00-04:00,-58.5,2.0,-234.0,4.48,-238.48,58.5,-1.0,234.0,1,2020,5,9,long,busy 6-9,10:00
2020-05-20 00:00:00-04:00,1,9443.0,9480.25,close,40.25,0.30490055352514583,9442.0,9401.75,9401.75,9525.5,2020-05-20 09:50:00-04:00,2020-05-20 15:55:00-04:00,2020-05-20 09:45:00-04:00,37.25,2.0,149.0,4.48,144.52,41.25,0.9030303030303031,165.0,2,2020,5,9,long,busy 6-9,09:00
2020-05-21 00:00:00-04:00,-1,9440.0,9378.0,close,41.25,0.30499302097755204,9510.5,9469.25,9510.5,9299.0,2020-05-21 10:05:00-04:00,2020-05-21 15:55:00-04:00,2020-05-21 10:00:00-04:00,62.0,2.0,248.0,4.48,243.52,70.5,0.8794326241134752,282.0,3,2020,5,1,short,calm 0-2,10:00
2020-05-22 00:00:00-04:00,1,9380.75,9406.0,close,49.0,0.29786011128080836,9368.5,9319.5,9319.5,9503.25,2020-05-22 09:55:00-04:00,2020-05-22 15:55:00-04:00,2020-05-22 09:50:00-04:00,25.25,2.0,101.0,4.48,96.52,61.25,0.4122448979591837,245.0,4,2020,5,5,long,normal 3-5,09:00
2020-05-25 00:00:00-04:00,1,9528.0,9532.5,close,12.5,0.29754169170369116,9526.0,9513.5,9513.5,9557.0,2020-05-25 11:00:00-04:00,2020-05-25 12:55:00-04:00,2020-05-25 10:55:00-04:00,4.5,2.0,18.0,4.48,13.52,14.5,0.3103448275862069,58.0,0,2020,5,7,long,busy 6-9,11:00
2020-05-26 00:00:00-04:00,-1,9507.25,9382.25,target,50.25,0.2953303743936357,9569.75,9519.5,9569.75,9382.25,2020-05-26 09:55:00-04:00,2020-05-26 15:40:00-04:00,2020-05-26 09:50:00-04:00,125.0,2.0,500.0,4.48,495.52,62.5,2.0,250.0,1,2020,5,3,short,normal 3-5,09:00
2020-05-27 00:00:00-04:00,-1,9295.5,9385.25,stop,61.0,0.2763152817035814,9385.25,9324.25,9385.25,9116.0,2020-05-27 09:50:00-04:00,2020-05-27 14:50:00-04:00,2020-05-27 09:45:00-04:00,-89.75,2.0,-359.0,4.48,-363.48,89.75,-1.0,359.0,2,2020,5,11,short,chop 10+,09:00
2020-05-28 00:00:00-04:00,1,9468.0,9415.0,close,80.5,0.2692651854321898,9462.75,9382.25,9382.25,9639.5,2020-05-28 10:15:00-04:00,2020-05-28 15:55:00-04:00,2020-05-28 10:10:00-04:00,-53.0,2.0,-212.0,4.48,-216.48,85.75,-0.6180758017492711,343.0,3,2020,5,6,long,busy 6-9,10:00
2020-05-29 00:00:00-04:00,1,9473.5,9420.5,stop,44.25,0.26825431743257344,9464.75,9420.5,9420.5,9579.5,2020-05-29 09:50:00-04:00,2020-05-29 10:05:00-04:00,2020-05-29 09:45:00-04:00,-53.0,2.0,-212.0,4.48,-216.48,53.0,-1.0,212.0,4,2020,5,17,long,chop 10+,09:00
2020-06-01 00:00:00-04:00,1,9561.5,9594.0,close,53.5,0.26540210003687403,9559.0,9505.5,9505.5,9673.5,2020-06-01 10:05:00-04:00,2020-06-01 15:55:00-04:00,2020-06-01 10:00:00-04:00,32.5,2.0,130.0,4.48,125.52,56.0,0.5803571428571429,224.0,0,2020,6,13,long,chop 10+,10:00
2020-06-02 00:00:00-04:00,-1,9569.5,9605.5,stop,35.0,0.2655091951816791,9605.5,9570.5,9605.5,9497.5,2020-06-02 09:50:00-04:00,2020-06-02 10:20:00-04:00,2020-06-02 09:45:00-04:00,-36.0,2.0,-144.0,4.48,-148.48,36.0,-1.0,144.0,1,2020,6,15,short,chop 10+,09:00
2020-06-03 00:00:00-04:00,-1,9650.25,9697.5,stop,46.75,0.2596229002608821,9697.5,9650.75,9697.5,9555.75,2020-06-03 12:15:00-04:00,2020-06-03 14:00:00-04:00,2020-06-03 12:10:00-04:00,-47.25,2.0,-189.0,4.48,-193.48,47.25,-1.0,189.0,2,2020,6,6,short,busy 6-9,12:00
2020-06-04 00:00:00-04:00,1,9724.5,9669.75,stop,37.5,0.2145212126909734,9707.25,9669.75,9669.75,9834.0,2020-06-04 09:50:00-04:00,2020-06-04 11:10:00-04:00,2020-06-04 09:45:00-04:00,-54.75,3.0,-328.5,6.720000000000001,-335.22,54.75,-1.0,328.5,3,2020,6,7,long,busy 6-9,09:00
2020-06-05 00:00:00-04:00,1,9767.75,9816.0,close,109.5,0.1921722187335311,9762.75,9653.25,9653.25,9996.75,2020-06-05 09:50:00-04:00,2020-06-05 15:55:00-04:00,2020-06-05 09:45:00-04:00,48.25,3.0,289.5,6.720000000000001,282.78,114.5,0.42139737991266374,687.0,4,2020,6,3,long,normal 3-5,09:00
2020-06-08 00:00:00-04:00,-1,9780.25,9829.0,stop,37.0,0.1816644549454178,9829.0,9792.0,9829.0,9682.75,2020-06-08 09:50:00-04:00,2020-06-08 13:20:00-04:00,2020-06-08 09:45:00-04:00,-48.75,3.0,-292.5,6.720000000000001,-299.22,48.75,-1.0,292.5,0,2020,6,3,short,normal 3-5,09:00
2020-06-09 00:00:00-04:00,1,9905.25,9963.75,close,48.25,0.18029554886165045,9900.0,9851.75,9851.75,10012.25,2020-06-09 09:55:00-04:00,2020-06-09 15:55:00-04:00,2020-06-09 09:50:00-04:00,58.5,3.0,351.0,6.720000000000001,344.28,53.5,1.0934579439252337,321.0,1,2020,6,3,long,normal 3-5,09:00
2020-06-10 00:00:00-04:00,1,10068.5,10023.0,stop,43.0,0.17788439114793494,10066.0,10023.0,10023.0,10159.5,2020-06-10 10:05:00-04:00,2020-06-10 10:55:00-04:00,2020-06-10 10:00:00-04:00,-45.5,3.0,-273.0,6.720000000000001,-279.72,45.5,-1.0,273.0,2,2020,6,17,long,chop 10+,10:00
2020-06-11 00:00:00-04:00,1,9963.75,9876.5,stop,78.25,0.17950464476623132,9954.75,9876.5,9876.5,10138.25,2020-06-11 10:15:00-04:00,2020-06-11 11:00:00-04:00,2020-06-11 10:10:00-04:00,-87.25,3.0,-523.5,6.720000000000001,-530.22,87.25,-1.0,523.5,3,2020,6,5,long,normal 3-5,10:00
2020-06-12 00:00:00-04:00,-1,9774.25,9628.25,target,71.0,0.23751969027580416,9847.25,9776.25,9847.25,9628.25,2020-06-12 10:15:00-04:00,2020-06-12 11:00:00-04:00,2020-06-12 10:10:00-04:00,146.0,3.0,876.0,6.720000000000001,869.28,73.0,2.0,438.0,4,2020,6,3,short,normal 3-5,10:00
2020-06-15 00:00:00-04:00,1,9596.0,9778.25,close,87.25,0.23559290580878803,9571.0,9483.75,9483.75,9820.5,2020-06-15 10:00:00-04:00,2020-06-15 15:55:00-04:00,2020-06-15 09:55:00-04:00,182.25,3.0,1093.5,6.720000000000001,1086.78,112.25,1.623608017817372,673.5,0,2020,6,1,long,calm 0-2,10:00
2020-06-16 00:00:00-04:00,1,9998.0,9951.25,stop,44.75,0.24066169068767176,9996.0,9951.25,9951.25,10091.5,2020-06-16 10:15:00-04:00,2020-06-16 10:40:00-04:00,2020-06-16 10:10:00-04:00,-46.75,2.0,-187.0,4.48,-191.48,46.75,-1.0,187.0,1,2020,6,16,long,chop 10+,10:00
2020-06-17 00:00:00-04:00,-1,9979.5,10026.0,stop,38.75,0.2254836411918289,10026.0,9987.25,10026.0,9886.5,2020-06-17 10:05:00-04:00,2020-06-17 12:30:00-04:00,2020-06-17 10:00:00-04:00,-46.5,3.0,-279.0,6.720000000000001,-285.72,46.5,-1.0,279.0,2,2020,6,9,short,busy 6-9,10:00
2020-06-18 00:00:00-04:00,1,9998.25,9954.0,stop,41.0,0.224180777111463,9995.0,9954.0,9954.0,10086.75,2020-06-18 09:50:00-04:00,2020-06-18 10:30:00-04:00,2020-06-18 09:45:00-04:00,-44.25,3.0,-265.5,6.720000000000001,-272.22,44.25,-1.0,265.5,3,2020,6,13,long,chop 10+,09:00
2020-06-22 00:00:00-04:00,1,10020.75,10111.75,target,31.0,0.22557210424729368,10006.25,9975.25,9975.25,10111.75,2020-06-22 10:00:00-04:00,2020-06-22 14:55:00-04:00,2020-06-22 09:55:00-04:00,91.0,3.0,546.0,6.720000000000001,539.28,45.5,2.0,273.0,0,2020,6,1,long,calm 0-2,10:00
2020-06-23 00:00:00-04:00,1,10207.5,10197.75,close,40.75,0.21844011202364028,10199.5,10158.75,10158.75,10305.0,2020-06-23 10:20:00-04:00,2020-06-23 15:55:00-04:00,2020-06-23 10:15:00-04:00,-9.75,3.0,-58.5,6.720000000000001,-65.22,48.75,-0.2,292.5,1,2020,6,2,long,calm 0-2,10:00
2020-06-24 00:00:00-04:00,-1,10132.75,9955.75,target,59.25,0.21763051953010318,10221.25,10162.0,10221.25,9955.75,2020-06-24 09:55:00-04:00,2020-06-24 11:40:00-04:00,2020-06-24 09:50:00-04:00,177.0,3.0,1062.0,6.720000000000001,1055.28,88.5,2.0,531.0,2,2020,6,1,short,calm 0-2,09:00
2020-06-25 00:00:00-04:00,-1,9891.0,10017.5,stop,106.5,0.21798366495543645,10017.5,9911.0,10017.5,9638.0,2020-06-25 09:50:00-04:00,2020-06-25 12:00:00-04:00,2020-06-25 09:45:00-04:00,-126.5,3.0,-759.0,6.720000000000001,-765.72,126.5,-1.0,759.0,3,2020,6,9,short,busy 6-9,09:00
2020-06-26 00:00:00-04:00,-1,9985.0,9841.0,close,78.0,0.21165658406642715,10082.5,10004.5,10082.5,9790.0,2020-06-26 10:05:00-04:00,2020-06-26 15:55:00-04:00,2020-06-26 10:00:00-04:00,144.0,3.0,864.0,6.720000000000001,857.28,97.5,1.476923076923077,585.0,4,2020,6,1,short,calm 0-2,10:00
2020-06-29 00:00:00-04:00,1,9868.25,9950.75,close,106.5,0.22955331351246153,9850.0,9743.5,9743.5,10117.75,2020-06-29 10:40:00-04:00,2020-06-29 15:55:00-04:00,2020-06-29 10:35:00-04:00,82.5,3.0,495.0,6.720000000000001,488.28,124.75,0.6613226452905812,748.5,0,2020,6,3,long,normal 3-5,10:00
2020-06-30 00:00:00-04:00,1,10014.0,10156.0,target,69.0,0.2309853219998679,10012.0,9943.0,9943.0,10156.0,2020-06-30 09:50:00-04:00,2020-06-30 15:50:00-04:00,2020-06-30 09:45:00-04:00,142.0,3.0,852.0,6.720000000000001,845.28,71.0,2.0,426.0,1,2020,6,1,long,calm 0-2,09:00
