ts_event,MNQ ON 18-06,MNQ ON 23-04,MNQ 24h hold,"MNQ MAC(16,64)",MNQ 24h hold [c2c],"MNQ MAC(16,64) [c2c]",MES ON 18-06,MES ON 23-04,MES 24h hold,"MES MAC(16,64)",MES 24h hold [c2c],"MES MAC(16,64) [c2c]",MGC ON 18-06,MGC ON 23-04,MGC 24h hold,"MGC MAC(16,64)",MGC 24h hold [c2c],"MGC MAC(16,64) [c2c]",MCL ON 18-06,MCL ON 23-04,MCL 24h hold,"MCL MAC(16,64)",MCL 24h hold [c2c],"MCL MAC(16,64) [c2c]",BOOK ON 18-06 equity only (MES+MNQ),BOOK ON 18-06 handcrafted 4,BOOK ON 23-04 equity only (MES+MNQ),BOOK ON 23-04 handcrafted 4,BOOK 24h equity only (MES+MNQ),BOOK 24h handcrafted 4
2017-01-16 00:00:00-05:00,,,,,,,,,,,,,0.0015984,-0.0011915999999999182,0.0026968,0.0,0.005306800000000081,0.0,,,,,,,0.0,0.0006089957305108448,0.0,-0.00044851868505574023,0.0,0.0010292554975829225
2017-01-17 00:00:00-05:00,,,,,,,,,,,,,0.012398399999999999,0.005918399999999959,0.012506800000000082,0.0,0.0125968,0.0,,,,,,,0.0,0.004723831747476012,0.0,0.002227687970488467,0.0,0.004773321216690218
2017-01-18 00:00:00-05:00,,,,,,,,,,,,,-0.005061600000000082,-0.0029016000000000003,-0.011973200000000163,0.0,-0.011973200000000163,0.0,,,,,,,0.0,-0.0019284864799510397,0.0,-0.0010921633237309712,0.0,-0.004569668467687636
2017-01-19 00:00:00-05:00,,,,,,,,,,,,,-0.0011392000000000364,0.0010207999999999999,0.0006268000000000409,0.0,0.0005368000000001228,0.0,,,,,,,0.0,-0.0004340389991228582,0.0,0.0003842295012629498,0.0,0.00023922328162452461
2017-01-20 00:00:00-05:00,,,,,,,,,,,,,-0.004099200000000073,-0.0045792,0.004586799999999918,0.0,0.004766799999999959,0.0,,,,,,,0.0,-0.0015618088704392513,0.0,-0.001723612590304957,0.0,0.0017505892599797037
2017-01-23 00:00:00-05:00,,,,,,,,,,,,,0.003488399999999918,-0.004521599999999959,0.0080968,0.0,0.007556800000000081,0.0,,,,,,,0.0,0.001329092033479718,0.0,-0.0017019319287916717,0.0,0.003090209104430958
2017-01-24 00:00:00-05:00,,,,,,,,,,,,,-0.006823999999999909,-0.0039240000000000455,-0.008924755555555637,0.0,-0.00883475555555572,0.0,,,,,,,0.0,-0.002599966757386105,0.0,-0.001476995065591529,0.0,-0.0034062050282332285
2017-01-25 00:00:00-05:00,,,,,,,,,,,,,-0.0066239999999998635,-0.004424000000000045,-0.010003555555555555,0.0,-0.008003555555555555,0.0,,,,,,,0.0,-0.0025237660904052508,0.0,-0.0016651952523386634,0.0,-0.0038179377599123934
2017-01-26 00:00:00-05:00,,,,,,,,,,,,,-0.006861600000000081,-0.0017316000000000408,-0.011603555555555693,0.0,-0.012003555555555556,0.0,,,,,,,0.0,-0.0026142924827785674,0.0,-0.0006517748867426917,0.0,-0.004428590680460013
2017-01-27 00:00:00-05:00,,,,,,,,,,,,,-0.003891600000000123,-0.0020016,0.00319644444444449,0.0,0.0022964444444446264,0.0,,,,,,,0.0,-0.0014827125781131623,0.0,-0.000753402987586129,0.0,0.0012199488346050437
2017-01-30 00:00:00-05:00,,,,,,,,,,,,,6.839999999995904e-05,-0.0042516,0.00319644444444449,0.0,0.002796444444444399,0.0,,,,,,,0.0,2.6060628107430455e-05,0.0,-0.0016003038279482345,0.0,0.0012199488346050437
2017-01-31 00:00:00-05:00,,,,,,,,,,,,,0.009608399999999878,0.0,0.023185599999999817,0.0,0.021885599999999863,0.0,,,,,,,0.0,0.003660832443093298,0.0,0.0,0.0,0.008848971471654709
2017-02-01 00:00:00-05:00,,,,,,,,,,,,,-0.0006591999999999272,0.0013407999999998908,-0.001533200000000041,0.0,-0.002973199999999959,0.0,,,,,,,0.0,-0.0002511573983688092,0.0,0.0005046776207810749,0.0,-0.0005851581611147209
2017-02-02 00:00:00-05:00,,,,,,,,,,,,,0.009820800000000001,0.0011808000000000363,0.005486799999999918,0.0,0.005216799999999959,0.0,,,,,,,0.0,0.003741757551426993,0.0,0.0004444535610220466,0.0,0.0020940815277877096
2017-02-03 00:00:00-05:00,,,,,,,,,,,,,-0.0020992000000000727,0.0011808000000000363,0.004136799999999918,0.0,0.003776800000000041,0.0,,,,,,,0.0,-0.000799802200630887,0.0,0.0004444535610220466,0.0,0.0015788431260757008
2017-02-06 00:00:00-05:00,,,,,,,,,,,,,0.0021407999999998907,-1.9199999999963638e-05,0.014306799999999878,0.0,0.0139468,0.0,,,,,,,0.0,0.0008156519393628316,0.0,-7.22688717107628e-06,0.0,0.005460305752306153
2017-02-07 00:00:00-05:00,,,,,,,,,,,,,-0.004499200000000073,-0.0006592000000001092,-0.001983200000000041,0.0,-0.0018032,0.0,,,,,,,0.0,-0.0017142102044009244,0.0,-0.00024812312620746326,0.0,-0.0007569042950187237
2017-02-08 00:00:00-05:00,,,,,,,,,,,,,0.0021407999999998907,0.0018207999999999998,0.0067468,-9.244444444444445e-05,0.006836800000000122,-9.244444444444445e-05,,,,,,,0.0,0.0008156519393628316,0.0,0.0006853498000583651,0.0,0.002574970702718949
2017-02-09 00:00:00-05:00,,,,,,,,,,,,,0.00038080000000003636,-9.920000000007278e-05,-0.012063200000000081,-0.010722844444444518,-0.012243200000000122,-0.010882844444444553,,,,,,,0.0,0.00014508606993152644,0.0,-3.733891705065889e-05,0.0,-0.004604017694468405
2017-02-10 00:00:00-05:00,,,,,,,,,,,,,-0.0016191999999999637,-9.920000000007278e-05,0.004226800000000041,0.003757155555555592,0.004856800000000082,0.004317155555555628,,,,,,,0.0,-0.000616920599876838,0.0,-3.733891705065889e-05,0.0,0.0016131923528565483
2017-02-13 00:00:00-05:00,,,,,,,,,,,,,-0.002099199999999891,0.0010207999999999999,-0.007473199999999959,-0.0066428444444444085,-0.007563200000000082,-0.006722844444444518,,,,,,,0.0,-0.0007998022006308178,0.0,0.0003842295012629498,0.0,-0.0028522071286475287
2017-02-14 00:00:00-05:00,,,,,,,,,,,,,0.0026208,0.0007808000000000363,0.003236799999999918,0.002877155555555483,0.002966799999999959,0.002637155555555519,,,,,,,0.0,0.0009985335401168807,0.0,0.000293893411624339,0.0,0.0012353508582676948
2017-02-15 00:00:00-05:00,,,,,,,,,,,,,-0.0016191999999999637,0.00014080000000007273,0.005216799999999959,0.0046371555555555196,0.004676800000000041,0.004157155555555592,,,,,,,0.0,-0.000616920599876838,0.0,5.299717258802046e-05,0.0,0.0019910338474453237
2017-02-16 00:00:00-05:00,,,,,,,,,,,,,0.0029408000000000728,0.0018207999999999998,0.005396799999999999,0.0047971555555555555,0.0049468,0.004397155555555555,,,,,,,0.0,0.0011204546072862468,0.0,0.0006853498000583651,0.0,0.00205973230100694
2017-02-17 00:00:00-05:00,,,,,,,,,,,,,0.0006208,-0.0007392000000000364,-0.0049532,-0.004402844444444444,-0.0040532,-0.0036028444444444444,,,,,,,0.0,0.0002365268703085163,0.0,-0.00027823515608697743,0.0,-0.0018904287787851275
2017-02-20 00:00:00-05:00,,,,,,,,,,,,,0.0004607999999999636,0.0012607999999999636,0.002066799999999959,0.0018371555555555194,0.002606800000000082,0.0023171555555556284,,,,,,,0.0,0.0001755663367238333,0.0,0.0004745655909015608,0.0,0.0007888109101173027
2017-02-21 00:00:00-05:00,,,,,,,,,,,,,-0.007219199999999963,-0.0004992000000000727,-0.0015331999999998363,-0.0013628444444442988,-0.001623199999999959,-0.001442844444444408,,,,,,,0.0,-0.002750539275340258,0.0,-0.0001878990664483665,0.0,-0.0005851581611146427
2017-02-22 00:00:00-05:00,,,,,,,,,,,,,0.0008607999999999636,0.0005408000000000728,0.0009867999999999182,0.0008771555555554828,0.0009867999999999182,0.0008771555555554828,,,,,,,0.0,0.0003279676706855062,0.0,0.0002035573219857281,0.0,0.0003766201887476801
2017-02-23 00:00:00-05:00,,,,,,,,,,,,,-0.0004715999999999591,0.000878400000000041,0.0107968,0.009597155555555554,0.011246800000000001,0.009997155555555555,,,,,,,0.0,-0.00017968117274079674,0.0,0.0003306300880773814,0.0,0.004120685907854976
2017-02-24 00:00:00-05:00,,,,,,,,,,,,,0.006188399999999919,0.003488399999999918,0.007106799999999877,0.006317155555555446,0.0070167999999999585,0.0062371555555555186,,,,,,,0.0,0.00235780103772101,0.0,0.0013130350628973774,0.0,0.0027123676098421046
2017-02-27 00:00:00-05:00,,,,,,,,,,,,,-0.0005616000000000818,-0.0015516,-0.0036932000000001225,-0.0032828444444445532,-0.0045032,-0.004002844444444444,,,,,,,0.0,-0.0002139714728822199,0.0,-0.0005840228195137079,0.0,-0.0014095396038539662
2017-02-28 00:00:00-05:00,,,,,,,,,,,,,-0.001281600000000041,-0.001371599999999959,-0.0045032,-0.004002844444444444,-0.003963199999999877,-0.0035228444444443353,,,,,,,0.0,-0.0004882938740132155,0.0,-0.000516270752284724,0.0,-0.0017186826448811247
2017-03-01 00:00:00-05:00,,,,,,,,,,,,,-0.002091599999999918,0.0029484,0.0014367999999999183,0.0012771555555554828,0.0010767999999998364,0.0009571555555554101,,,,,,,0.0,-0.0007969065752855562,0.0,0.001109778861210503,0.0,0.0005483663226516831
2017-03-02 00:00:00-05:00,,,,,,,,,,,,,-0.0060516,-0.0017315999999998363,-0.014493200000000123,-0.012882844444444553,-0.014223199999999958,-0.012642844444444409,,,,,,,0.0,-0.002305679781506149,0.0,-0.0006517748867426147,0.0,-0.005531446817550037
2017-03-03 00:00:00-05:00,,,,,,,,,,,,,-0.0060516,-0.00623160000000004,0.00017680000000004092,0.00015715555555559192,0.0005368000000001228,0.00047715555555566467,,,,,,,0.0,-0.002305679781506149,0.0,-0.0023455765674669023,0.0,6.747714772052166e-05
2017-03-06 00:00:00-05:00,,,,,,,,,,,,,-0.0023616000000000817,-0.0002915999999999182,-0.008193199999999918,-0.007282844444444372,-0.0085532,-0.007602844444444445,,,,,,,0.0,-0.0008997774757097478,0.0,-0.00010975834891089807,0.0,-0.0031270009428939175
2017-03-07 00:00:00-05:00,,,,,,,,,,,,,-0.0005616000000000818,-0.0016416000000001227,-0.008823200000000165,-0.00784284444444459,-0.008823200000000165,-0.00784284444444459,,,,,,,0.0,-0.0002139714728822199,0.0,-0.0006178988531282383,0.0,-0.0033674455303596158
2017-03-08 00:00:00-05:00,,,,,,,,,,,,,-0.003224,-0.0056239999999998635,-0.006843199999999918,-0.006082844444444372,-0.006843199999999918,-0.006082844444444372,,,,,,,0.0,-0.0012283547517310833,0.0,-0.002116875700531718,0.0,-0.002611762541181909
2017-03-09 00:00:00-05:00,,,,,,,,,,,,,-0.0039240000000000455,-0.002724,-0.0061232000000001644,-0.00544284444444459,-0.006213200000000083,-0.0055228444444445175,,,,,,,0.0,-0.0014950570861640283,0.0,-0.001025314617398389,0.0,-0.002336968726935598
2017-03-10 00:00:00-05:00,,,,,,,,,,,,,-0.004624000000000091,-0.0024240000000000455,0.003416799999999959,0.0030371555555555193,0.003056800000000082,0.0027171555555556286,,,,,,,0.0,-0.0017617594205969732,0.0,-0.0009123945053501253,0.0,0.0013040493118293118
2017-03-13 00:00:00-04:00,,,,,,,,,,,,,0.0028760000000001367,0.002475999999999818,-0.000723199999999959,-0.0006428444444444081,-0.000633200000000041,-0.0005628444444444808,,,,,,,0.0,0.0010957655911844801,0.0,0.0009319673247717419,0.0,-0.00027601512008748423
2017-03-14 00:00:00-04:00,,,,,,,,,,,,,-0.0017864000000000998,-0.00288639999999985,-0.004874755555555638,-0.004536711111111183,-0.004784755555555515,-0.004456711111111075,,,,,,,0.0,-0.0006806243574728691,0.0,-0.0010864420380538018,0.0,-0.0018604898230972018
2017-03-15 00:00:00-04:00,,,,,,,,,,,,,0.00459359999999985,0.0029436000000001004,0.019596444444444354,0.02155608888888879,0.019496444444444445,0.021446088888888888,,,,,,,0.0,0.0017501769192157942,0.0,0.0011079721394177682,0.0,0.007479141270217544
2017-03-16 00:00:00-04:00,,,,,,,,,,,,,0.005018400000000163,0.0010583999999998772,0.007896444444444534,0.00868608888888899,0.007996444444444443,0.00879608888888889,,,,,,,0.0,0.00191202713588321,0.0,0.00039838215530628814,0.0,0.003013741788713536
2017-03-17 00:00:00-04:00,,,,,,,,,,,,,0.002676000000000091,-0.001724,0.0029964444444444444,0.0032960888888888887,0.0030964444444443536,0.003406088888888789,,,,,,,0.0,0.0010195649242036263,0.0,-0.0006489142439041199,0.0,0.0011436172195365805
2017-03-20 00:00:00-04:00,,,,,,,,,,,,,0.003476000000000046,-0.0005239999999999546,0.005396444444444307,0.0059360888888887395,0.004996444444444445,0.005496088888888889,,,,,,,0.0,0.0013243675921269548,0.0,-0.0001972337957109799,0.0,0.0020595966003578775
2017-03-21 00:00:00-04:00,,,,,,,,,,,,,-0.0019240000000000455,-2.3999999999954545e-05,0.011296444444444399,0.01242608888888884,0.01069644444444449,0.011766088888888939,,,,,,,0.0,-0.0007330504163556639,0.0,-9.033608963845348e-06,0.0,0.004311379244877062
2017-03-22 00:00:00-04:00,,,,,,,,,,,,,0.0009683999999999591,0.001958400000000082,0.004096444444444353,0.004506088888888789,0.003996444444444445,0.004396088888888889,,,,,,,0.0,0.0003689636295211945,0.0,0.0007371424914512074,0.0,0.0015634411024129974
2017-03-23 00:00:00-04:00,,,,,,,,,,,,,-0.002361599999999877,0.0009683999999999591,-0.0035035555555555553,-0.003853911111111111,-0.003703555555555601,-0.0040739111111111614,,,,,,,0.0,-0.0008997774757096698,0.0,0.0003645061216918348,0.0,-0.0013371602701879063
2017-03-24 00:00:00-04:00,,,,,,,,,,,,,-0.001281600000000041,0.0001584000000000818,-0.0025035555555555557,-0.002753911111111111,-0.0024035555555554193,-0.0026439111111109612,,,,,,,0.0,-0.0004882938740132155,0.0,5.9621819161523014e-05,0.0,-0.0009555021948456778
2017-03-27 00:00:00-04:00,,,,,,,,,,,,,0.011498399999999999,0.001688399999999918,0.009396444444444535,0.010336088888888989,0.01169644444444449,0.01286608888888894,,,,,,,0.0,0.0043809287460622485,0.0,0.0006355143906076931,0.0,0.0035862289017268797
2017-03-28 00:00:00-04:00,,,,,,,,,,,,,-0.0009215999999999591,-0.0011915999999999182,-0.0026035555555554645,-0.0028639111111110113,-0.003203555555555601,-0.0035239111111111613,,,,,,,0.0,-0.00035113267344767874,0.0,-0.00044851868505574023,0.0,-0.0009936680023798657
2017-03-29 00:00:00-04:00,,,,,,,,,,,,,6.839999999995904e-05,0.001328400000000041,0.001296444444444399,0.0014260888888888389,0.0013964444444443081,0.0015360888888887388,,,,,,,0.0,2.6060628107430455e-05,0.0,0.0005000102561498025,0.0,0.0004947984914547743
2017-03-30 00:00:00-04:00,,,,,,,,,,,,,-0.0029915999999999185,0.001688399999999918,-0.011203555555555375,-0.01232391111111091,-0.011203555555555375,-0.01232391111111091,,,,,,,0.0,-0.0011398095766993203,0.0,0.0006355143906076931,0.0,-0.004275927450322999
2017-03-31 00:00:00-04:00,,,,,,,,,,,,,0.0,0.0,0.001096444444444581,0.0012060888888890389,0.004496444444444444,0.004946088888888889,,,,,,,0.0,0.0,0.0,0.0,0.0,0.00041846687638639806
2017-04-03 00:00:00-04:00,,,,,,,,,,,,,-0.0032616000000000823,-0.0023616000000000817,0.0037964444444443988,0.004176088888888839,0.009596444444444354,0.010556088888888789,,,,,,,0.0,-0.001242680477123512,0.0,-0.0008889071220440966,0.0,0.0014489436798103463
2017-04-04 00:00:00-04:00,,,,,,,,,,,,,0.00447840000000004,0.002678400000000041,0.0025856000000001366,0.002856088888889039,0.0026856000000000453,0.002966088888888939,,,,,,,0.0,0.0017062853350349049,0.0,0.0010081507603670657,0.0,0.000986815119604919
2017-04-05 00:00:00-04:00,,,,,,,,,,,,,-0.0037115999999998775,0.001778400000000041,-0.0005431999999999181,-0.0006639111111110111,-0.000633200000000041,-0.0007739111111111611,,,,,,,0.0,-0.001414131977830316,0.0,0.0006693904242222236,0.0,-0.00020731666652586744
2017-04-06 00:00:00-04:00,,,,,,,,,,,,,-0.002631600000000041,-0.00047160000000016374,-0.003783200000000041,-0.004623911111111162,-0.003333200000000041,-0.0040739111111111614,,,,,,,0.0,-0.0010026483761338616,0.0,-0.00017751041613995892,0.0,-0.0014438888306347354
2017-04-07 00:00:00-04:00,,,,,,,,,,,,,0.01217600000000009,-0.0019240000000000455,0.0014368000000001227,0.0017560888888890388,0.0018868000000001228,0.0023060888888890387,,,,,,,0.0,0.004639096605793357,0.0,-0.0007241943186029908,0.0,0.0005483663226517612
2017-04-10 00:00:00-04:00,,,,,,,,,,,,,-0.0015239999999999546,-0.0003239999999999091,-0.000633200000000041,-0.0007739111111111611,0.0003567999999998772,0.0004360888888887389,,,,,,,0.0,-0.0005806490823939564,0.0,-0.00012195372101210897,0.0,-0.0002416658933067149
2017-04-11 00:00:00-04:00,,,,,,,,,,,,,0.001375999999999909,0.0014760000000000454,0.017726799999999838,0.02166608888888869,0.018266799999999958,0.02232608888888884,,,,,,,0.0,0.0005242605888281201,0.0,0.0005555669512775583,0.0,0.0067655763699765595
2017-04-12 00:00:00-04:00,,,,,,,,,,,,,-0.0011915999999999182,-0.000381600000000041,0.010976800000000042,0.01341608888888894,0.010976800000000042,0.01341608888888894,,,,,,,0.0,-0.00045400357387179234,0.0,-0.0001436343825254285,0.0,0.004189384361416593
2017-04-13 00:00:00-04:00,,,,,,,,,,,,,0.002138399999999918,-0.001281600000000041,0.002426800000000041,0.002966088888888939,0.0009868000000001229,0.0012060888888890389,,,,,,,0.0,0.0008147375313590719,0.0,-0.0004823947186702707,0.0,0.0009262078172405365
2017-04-17 00:00:00-04:00,,,,,,,,,,,,,-0.00022400000000000002,-0.0024240000000000455,-0.004683200000000041,-0.005723911111111161,-0.003063200000000082,-0.0037439111111112113,,,,,,,0.0,-8.534474701853682e-05,0.0,-0.0009123945053501253,0.0,-0.0017873810984427416
2017-04-18 00:00:00-04:00,,,,,,,,,,,,,0.003175999999999864,0.0011759999999998636,0.005306799999999876,0.00648608888888874,0.004316799999999959,0.005276088888888839,,,,,,,0.0,0.0012100665916556308,0.0,0.00044264683922920907,0.0,0.0020253830742260927
