date,side,entry_ts,entry,exit_ts,exit,why,or_hi,or_lo,or_width,risk_pts,ann_vol,pts,contracts_raw,contracts,gross_$,cost_$,net_$
2021-02-15 00:00:00-05:00,-1,2021-02-15 10:15:00-05:00,1817.7,2021-02-15 11:40:00-05:00,1820.9,stop,1820.9,1818.4,2.5,3.2000000000000455,0.13613210493189923,-3.2000000000000455,4.849516921016107,5.0,-160.00000000000227,16.200000000000003,-176.20000000000226
2021-02-17 00:00:00-05:00,-1,2021-02-17 10:10:00-05:00,1778.0,2021-02-17 15:55:00-05:00,1773.8,close,1784.3,1778.3,6.0,6.2999999999999545,0.14030282048326667,4.2000000000000455,4.81042101093079,5.0,210.00000000000227,16.200000000000003,193.80000000000229
2021-02-18 00:00:00-05:00,-1,2021-02-18 10:10:00-05:00,1771.7,2021-02-18 15:55:00-05:00,1773.6,close,1783.3,1771.8,11.5,11.599999999999909,0.14293360517971754,-1.8999999999998636,4.738672698853787,5.0,-94.99999999999318,16.200000000000003,-111.19999999999318
2021-02-19 00:00:00-05:00,-1,2021-02-19 13:10:00-05:00,1776.6,2021-02-19 15:55:00-05:00,1781.2,close,1791.0,1777.2,13.799999999999955,14.400000000000091,0.14281032560856846,-4.600000000000136,4.72968240272394,5.0,-230.00000000000682,16.200000000000003,-246.2000000000068
2021-02-25 00:00:00-05:00,-1,2021-02-25 10:05:00-05:00,1776.3,2021-02-25 15:55:00-05:00,1768.7,close,1787.6,1778.3,9.299999999999955,11.299999999999955,0.13419208472146854,7.599999999999909,5.034287692522345,5.0,379.99999999999545,16.200000000000003,363.79999999999546
2021-02-26 00:00:00-05:00,-1,2021-02-26 10:05:00-05:00,1739.9,2021-02-26 15:55:00-05:00,1725.8,close,1759.9,1742.7,17.200000000000045,20.0,0.14610418421351984,14.100000000000136,4.720568502258768,5.0,705.0000000000068,16.200000000000003,688.8000000000068
2021-03-01 00:00:00-05:00,-1,2021-03-01 11:55:00-05:00,1730.8,2021-03-01 15:55:00-05:00,1721.8,close,1741.1,1731.1,10.0,10.299999999999955,0.15606272664061205,9.0,4.442579099768905,4.0,360.0,12.96,347.04
2021-03-02 00:00:00-05:00,-1,2021-03-02 10:55:00-05:00,1719.1,2021-03-02 11:15:00-05:00,1727.0,stop,1727.0,1719.3,7.7000000000000455,7.900000000000091,0.15621441401571423,-7.900000000000091,4.468471596040655,4.0,-316.00000000000364,12.96,-328.9600000000036
2021-03-03 00:00:00-05:00,-1,2021-03-03 10:15:00-05:00,1707.8,2021-03-03 10:55:00-05:00,1715.4,stop,1715.4,1707.8,7.600000000000136,7.600000000000136,0.1602724682828645,-7.600000000000136,4.384149058415726,4.0,-304.00000000000546,12.96,-316.96000000000544
2021-03-04 00:00:00-05:00,-1,2021-03-04 10:20:00-05:00,1707.6,2021-03-04 10:25:00-05:00,1715.5,stop,1715.5,1709.9,5.599999999999909,7.900000000000091,0.16625342878683716,-7.900000000000091,4.226924483987023,4.0,-316.00000000000364,12.96,-328.9600000000036
2021-03-08 00:00:00-05:00,-1,2021-03-08 10:45:00-05:00,1677.6,2021-03-08 15:55:00-05:00,1677.0,close,1691.3,1682.9,8.399999999999864,13.700000000000045,0.16647869155394754,0.599999999999909,4.296691519998978,4.0,23.999999999996362,12.96,11.039999999996361
2021-03-09 00:00:00-05:00,-1,2021-03-09 10:35:00-05:00,1712.1,2021-03-09 15:55:00-05:00,1714.2,close,1718.8,1712.3,6.5,6.7000000000000455,0.1626836547343222,-2.1000000000001364,4.308322434327211,4.0,-84.00000000000546,12.96,-96.96000000000546
2021-03-10 00:00:00-05:00,-1,2021-03-10 10:30:00-05:00,1712.3,2021-03-10 13:05:00-05:00,1719.2,stop,1719.2,1713.0,6.2000000000000455,6.900000000000091,0.17733921991216967,-6.900000000000091,3.9518149114724106,4.0,-276.00000000000364,12.96,-288.9600000000036
2021-03-15 00:00:00-04:00,-1,2021-03-15 10:25:00-04:00,1728.4,2021-03-15 15:55:00-04:00,1729.5,close,1733.2,1729.1,4.100000000000136,4.7999999999999545,0.16205552790926997,-1.099999999999909,4.2842335560846845,4.0,-43.99999999999636,12.96,-56.95999999999636
2021-03-16 00:00:00-04:00,-1,2021-03-16 11:35:00-04:00,1726.2,2021-03-16 15:55:00-04:00,1731.0,close,1734.4,1728.7,5.7000000000000455,8.200000000000045,0.15848339329080835,-4.7999999999999545,4.386381209699749,4.0,-191.99999999999818,12.96,-204.9599999999982
2021-03-17 00:00:00-04:00,-1,2021-03-17 10:05:00-04:00,1723.3,2021-03-17 10:20:00-04:00,1730.2,stop,1730.2,1725.9,4.2999999999999545,6.900000000000091,0.15741307041948072,-6.900000000000091,4.423637875919191,4.0,-276.00000000000364,12.96,-288.9600000000036
2021-03-23 00:00:00-04:00,-1,2021-03-23 10:20:00-04:00,1725.0,2021-03-23 15:55:00-04:00,1725.7,close,1732.8,1725.6,7.2000000000000455,7.7999999999999545,0.1601575406479682,-0.7000000000000455,4.343549302134396,4.0,-28.00000000000182,12.96,-40.96000000000182
2021-03-25 00:00:00-04:00,-1,2021-03-25 10:35:00-04:00,1732.8,2021-03-25 15:55:00-04:00,1725.3,close,1744.8,1736.2,8.599999999999909,12.0,0.154642128912328,7.5,4.478215480439246,4.0,300.0,12.96,287.04
2021-04-12 00:00:00-04:00,-1,2021-04-12 10:40:00-04:00,1730.6,2021-04-12 15:55:00-04:00,1732.3,close,1738.0,1731.9,6.099999999999909,7.400000000000091,0.14033093670824867,-1.7000000000000455,4.941185093040322,5.0,-85.00000000000227,16.200000000000003,-101.20000000000228
2021-04-13 00:00:00-04:00,-1,2021-04-13 10:40:00-04:00,1741.4,2021-04-13 15:55:00-04:00,1745.6,close,1749.6,1742.2,7.399999999999864,8.199999999999818,0.14262141573573342,-4.199999999999818,4.831677767332016,5.0,-209.9999999999909,16.200000000000003,-226.1999999999909
2021-04-14 00:00:00-04:00,-1,2021-04-14 10:20:00-04:00,1735.2,2021-04-14 10:40:00-04:00,1739.4,stop,1739.4,1735.9,3.5,4.2000000000000455,0.13874792009269843,-4.2000000000000455,4.98431206582985,5.0,-210.00000000000227,16.200000000000003,-226.20000000000226
2021-04-22 00:00:00-04:00,-1,2021-04-22 11:30:00-04:00,1780.4,2021-04-22 15:55:00-04:00,1783.7,close,1788.1,1781.6,6.5,7.699999999999818,0.1373115769450308,-3.2999999999999545,4.908587144504063,5.0,-164.99999999999773,16.200000000000003,-181.19999999999771
2021-04-23 00:00:00-04:00,-1,2021-04-23 10:05:00-04:00,1778.2,2021-04-23 15:55:00-04:00,1776.3,close,1788.4,1780.9,7.5,10.200000000000045,0.1372619346086845,1.900000000000091,4.916437521364219,5.0,95.00000000000455,16.200000000000003,78.80000000000454
2021-04-27 00:00:00-04:00,-1,2021-04-27 13:45:00-04:00,1777.3,2021-04-27 15:55:00-04:00,1776.2,close,1784.2,1777.6,6.600000000000136,6.900000000000091,0.13574042255853902,1.099999999999909,4.974063306196492,5.0,54.99999999999545,16.200000000000003,38.79999999999545
2021-04-29 00:00:00-04:00,1,2021-04-29 11:10:00-04:00,1769.0,2021-04-29 15:55:00-04:00,1774.3,close,1768.5,1755.6,12.900000000000091,13.400000000000091,0.13306991637440285,5.2999999999999545,5.097691261837245,5.0,264.9999999999977,16.200000000000003,248.79999999999774
2021-04-30 00:00:00-04:00,1,2021-04-30 10:45:00-04:00,1770.9,2021-04-30 12:25:00-04:00,1765.5,stop,1770.7,1765.5,5.2000000000000455,5.400000000000091,0.13431640608545184,-5.400000000000091,5.044964856594929,5.0,-270.00000000000455,16.200000000000003,-286.20000000000454
2021-05-03 00:00:00-04:00,1,2021-05-03 10:05:00-04:00,1795.3,2021-05-03 15:55:00-04:00,1792.1,close,1793.3,1787.2,6.099999999999909,8.099999999999909,0.13334334756238708,-3.2000000000000455,5.012713245866557,5.0,-160.00000000000227,16.200000000000003,-176.20000000000226
2021-05-04 00:00:00-04:00,1,2021-05-04 10:05:00-04:00,1798.1,2021-05-04 11:10:00-04:00,1788.6,stop,1795.1,1788.6,6.5,9.5,0.13980174524068198,-9.5,4.773696585866471,5.0,-475.0,16.200000000000003,-491.2
2021-05-05 00:00:00-04:00,1,2021-05-05 10:05:00-04:00,1783.1,2021-05-05 15:55:00-04:00,1786.0,close,1782.8,1778.6,4.2000000000000455,4.5,0.1362856805220454,2.900000000000091,4.938048134101177,5.0,145.00000000000455,16.200000000000003,128.80000000000456
2021-05-06 00:00:00-04:00,1,2021-05-06 10:05:00-04:00,1813.9,2021-05-06 15:55:00-04:00,1815.4,close,1813.6,1792.8,20.799999999999955,21.100000000000136,0.1238014600958489,1.5,5.343700861886825,5.0,75.0,16.200000000000003,58.8
2021-05-07 00:00:00-04:00,1,2021-05-07 10:25:00-04:00,1841.0,2021-05-07 15:55:00-04:00,1833.2,close,1840.0,1826.6,13.400000000000091,14.400000000000091,0.12674149801593074,-7.7999999999999545,5.142906415265638,5.0,-389.9999999999977,16.200000000000003,-406.1999999999977
2021-05-11 00:00:00-04:00,1,2021-05-11 10:10:00-04:00,1830.7,2021-05-11 15:55:00-04:00,1838.2,close,1830.4,1818.2,12.200000000000045,12.5,0.12207268931955977,7.5,5.369644724386346,5.0,375.0,16.200000000000003,358.8
2021-05-13 00:00:00-04:00,1,2021-05-13 10:25:00-04:00,1822.9,2021-05-13 15:55:00-04:00,1827.3,close,1822.6,1817.7,4.899999999999864,5.2000000000000455,0.12755371044577776,4.399999999999864,5.1608983435477755,5.0,219.99999999999318,16.200000000000003,203.7999999999932
2021-05-14 00:00:00-04:00,1,2021-05-14 14:25:00-04:00,1841.8,2021-05-14 15:55:00-04:00,1843.7,close,1841.5,1836.6,4.900000000000091,5.2000000000000455,0.1250829877091577,1.900000000000091,5.208834169007219,5.0,95.00000000000455,16.200000000000003,78.80000000000454
2021-05-17 00:00:00-04:00,1,2021-05-17 10:15:00-04:00,1857.4,2021-05-17 15:55:00-04:00,1866.5,close,1857.1,1850.7,6.399999999999864,6.7000000000000455,0.12464272515159487,9.099999999999909,5.18333011652742,5.0,454.99999999999545,16.200000000000003,438.79999999999546
2021-05-20 00:00:00-04:00,1,2021-05-20 10:05:00-04:00,1878.9,2021-05-20 15:55:00-04:00,1878.6,close,1878.8,1869.9,8.899999999999864,9.0,0.12121249312533271,-0.3000000000001819,5.269024229113659,5.0,-15.000000000009095,16.200000000000003,-31.200000000009098
2021-05-25 00:00:00-04:00,1,2021-05-25 10:05:00-04:00,1894.5,2021-05-25 15:55:00-04:00,1900.9,close,1887.2,1879.9,7.2999999999999545,14.599999999999909,0.11116157411133992,6.400000000000091,5.698124688866332,6.0,384.00000000000546,19.44,364.56000000000546
2021-05-27 00:00:00-04:00,1,2021-05-27 13:20:00-04:00,1894.9,2021-05-27 15:55:00-04:00,1897.7,close,1894.4,1888.4,6.0,6.5,0.11260653293740688,2.7999999999999545,5.623819368847357,6.0,167.99999999999727,19.44,148.55999999999727
2021-05-28 00:00:00-04:00,1,2021-05-28 10:15:00-04:00,1899.5,2021-05-28 10:30:00-04:00,1898.4,stop,1898.7,1898.4,0.2999999999999545,1.099999999999909,0.10978690754275984,-1.099999999999909,5.754285371943696,6.0,-65.99999999999454,19.44,-85.43999999999454
2021-05-31 00:00:00-04:00,1,2021-05-31 12:55:00-04:00,1909.3,2021-05-31 12:55:00-04:00,1909.4,close,1909.2,1906.7,2.5,2.599999999999909,0.10772841000578688,0.10000000000013642,5.8341396901656015,6.0,6.0000000000081855,19.44,-13.439999999991816
2021-06-04 00:00:00-04:00,1,2021-06-04 10:10:00-04:00,1894.8,2021-06-04 15:55:00-04:00,1894.3,close,1894.3,1888.7,5.599999999999909,6.099999999999909,0.12838269480534514,-0.5,4.933003033517371,5.0,-25.0,16.200000000000003,-41.2
2021-06-07 00:00:00-04:00,1,2021-06-07 10:30:00-04:00,1894.7,2021-06-07 15:55:00-04:00,1902.6,close,1893.6,1888.7,4.899999999999864,6.0,0.1306687785394409,7.899999999999864,4.846954685479358,5.0,394.9999999999932,16.200000000000003,378.7999999999932
2021-06-08 00:00:00-04:00,1,2021-06-08 10:10:00-04:00,1898.2,2021-06-08 15:55:00-04:00,1895.8,close,1896.7,1885.8,10.900000000000091,12.400000000000091,0.12511499226988929,-2.400000000000091,5.052774581473582,5.0,-120.00000000000455,16.200000000000003,-136.20000000000454
2021-06-10 00:00:00-04:00,1,2021-06-10 11:55:00-04:00,1896.5,2021-06-10 15:55:00-04:00,1901.2,close,1896.3,1887.3,9.0,9.200000000000045,0.12245051795826398,4.7000000000000455,5.167348737650263,5.0,235.00000000000227,16.200000000000003,218.80000000000229
2021-06-14 00:00:00-04:00,1,2021-06-14 10:15:00-04:00,1869.2,2021-06-14 15:55:00-04:00,1867.5,close,1869.1,1848.8,20.299999999999955,20.40000000000009,0.11896424051308144,-1.7000000000000455,5.396460932645787,5.0,-85.00000000000227,16.200000000000003,-101.20000000000228
2021-06-16 00:00:00-04:00,1,2021-06-16 11:50:00-04:00,1861.8,2021-06-16 14:00:00-04:00,1857.5,stop,1861.4,1857.5,3.900000000000091,4.2999999999999545,0.12205220108024689,-4.2999999999999545,5.280835073905678,5.0,-214.99999999999773,16.200000000000003,-231.19999999999771
2021-06-18 00:00:00-04:00,1,2021-06-18 10:40:00-04:00,1778.8,2021-06-18 12:55:00-04:00,1772.2,stop,1777.5,1772.2,5.2999999999999545,6.599999999999909,0.15608942402471251,-6.599999999999909,4.321959045327879,4.0,-263.99999999999636,12.96,-276.95999999999634
2021-06-21 00:00:00-04:00,1,2021-06-21 10:30:00-04:00,1781.9,2021-06-21 15:55:00-04:00,1783.3,close,1779.7,1773.6,6.100000000000136,8.300000000000182,0.15215536402992952,1.3999999999998636,4.425992266876854,4.0,55.99999999999454,12.96,43.03999999999454
2021-06-22 00:00:00-04:00,1,2021-06-22 10:25:00-04:00,1778.6,2021-06-22 15:55:00-04:00,1776.7,close,1778.3,1773.1,5.2000000000000455,5.5,0.15036161582805832,-1.8999999999998636,4.487102330633975,4.0,-75.99999999999454,12.96,-88.95999999999455
2021-06-29 00:00:00-04:00,1,2021-06-29 11:20:00-04:00,1759.3,2021-06-29 15:55:00-04:00,1761.3,close,1759.1,1753.8,5.2999999999999545,5.5,0.1491237744934025,2.0,4.573982047590838,5.0,100.0,16.200000000000003,83.8
2021-06-30 00:00:00-04:00,1,2021-06-30 10:15:00-04:00,1762.7,2021-06-30 15:55:00-04:00,1770.4,close,1762.8,1755.2,7.599999999999909,7.5,0.14541198005263195,7.7000000000000455,4.68169000005541,5.0,385.0000000000023,16.200000000000003,368.8000000000023
2021-07-01 00:00:00-04:00,-1,2021-07-01 10:15:00-04:00,1775.9,2021-07-01 15:55:00-04:00,1776.8,close,1781.9,1778.2,3.7000000000000455,6.0,0.1476646772117094,-0.8999999999998636,4.576001081495844,5.0,-44.99999999999318,16.200000000000003,-61.19999999999318
2021-07-05 00:00:00-04:00,-1,2021-07-05 10:10:00-04:00,1791.3,2021-07-05 12:55:00-04:00,1791.8,close,1792.9,1791.4,1.5,1.6000000000001364,0.1498198068762472,-0.5,4.471401696283039,4.0,-20.0,12.96,-32.96
2021-07-06 00:00:00-04:00,-1,2021-07-06 10:30:00-04:00,1807.0,2021-07-06 11:55:00-04:00,1796.4,target,1812.3,1807.1,5.2000000000000455,5.2999999999999545,0.14977715199687816,10.599999999999909,4.433814560283327,4.0,423.99999999999636,12.96,411.0399999999964
2021-07-07 00:00:00-04:00,-1,2021-07-07 10:35:00-04:00,1798.7,2021-07-07 14:00:00-04:00,1808.0,stop,1808.0,1801.0,7.0,9.299999999999955,0.1506970280867097,-9.299999999999955,4.427084625399693,4.0,-371.9999999999982,12.96,-384.95999999999816
2021-07-08 00:00:00-04:00,-1,2021-07-08 10:10:00-04:00,1806.4,2021-07-08 15:55:00-04:00,1802.5,close,1815.4,1807.4,8.0,9.0,0.1504865199970426,3.900000000000091,4.414380068280505,4.0,156.00000000000364,12.96,143.04000000000363
2021-07-13 00:00:00-04:00,-1,2021-07-13 10:15:00-04:00,1809.8,2021-07-13 15:55:00-04:00,1808.7,close,1816.0,1810.5,5.5,6.2000000000000455,0.1310356811009568,1.099999999999909,5.060123210534208,5.0,54.99999999999545,16.200000000000003,38.79999999999545
2021-07-14 00:00:00-04:00,-1,2021-07-14 10:25:00-04:00,1820.8,2021-07-14 15:55:00-04:00,1828.1,stop,1828.1,1821.6,6.5,7.2999999999999545,0.13121661243148725,-7.2999999999999545,5.0226183590297895,5.0,-364.9999999999977,16.200000000000003,-381.1999999999977
2021-07-15 00:00:00-04:00,-1,2021-07-15 10:05:00-04:00,1825.0,2021-07-15 12:25:00-04:00,1827.8,stop,1827.8,1825.1,2.7000000000000455,2.7999999999999545,0.13797312099539338,-2.7999999999999545,4.765669152307543,5.0,-139.99999999999773,16.200000000000003,-156.19999999999771
2021-07-16 00:00:00-04:00,-1,2021-07-16 10:15:00-04:00,1818.2,2021-07-16 15:55:00-04:00,1811.2,close,1827.7,1822.5,5.2000000000000455,9.5,0.13630630135318691,7.0,4.841987446756939,5.0,350.0,16.200000000000003,333.8
2021-07-19 00:00:00-04:00,-1,2021-07-19 11:10:00-04:00,1808.7,2021-07-19 15:55:00-04:00,1812.8,close,1816.4,1809.2,7.2000000000000455,7.7000000000000455,0.13504908035425148,-4.099999999999909,4.912732036868094,5.0,-204.99999999999545,16.200000000000003,-221.19999999999544
2021-07-20 00:00:00-04:00,-1,2021-07-20 10:20:00-04:00,1821.3,2021-07-20 10:40:00-04:00,1812.0999999999997,target,1825.9,1821.6,4.300000000000182,4.600000000000136,0.13419205886624563,9.200000000000273,4.909903338928186,5.0,460.00000000001364,16.200000000000003,443.80000000001365
2021-07-23 00:00:00-04:00,-1,2021-07-23 10:45:00-04:00,1795.3,2021-07-23 11:45:00-04:00,1802.7,stop,1802.7,1797.0,5.7000000000000455,7.400000000000091,0.08076153648603855,-7.400000000000091,8.276365131930296,8.0,-592.0000000000073,25.92,-617.9200000000072
2021-07-26 00:00:00-04:00,-1,2021-07-26 10:15:00-04:00,1797.6,2021-07-26 15:55:00-04:00,1797.3,close,1804.3,1799.0,5.2999999999999545,6.7000000000000455,0.07906419632000113,0.2999999999999545,8.443224283482959,8.0,23.999999999996362,25.92,-1.9200000000036397
2021-07-27 00:00:00-04:00,-1,2021-07-27 10:25:00-04:00,1797.6,2021-07-27 15:55:00-04:00,1800.1,close,1804.9,1800.0,4.900000000000091,7.300000000000182,0.07308965580555031,-2.5,9.133395621660656,9.0,-225.0,29.160000000000004,-254.16
2021-07-30 00:00:00-04:00,-1,2021-07-30 10:30:00-04:00,1821.6,2021-07-30 13:00:00-04:00,1811.7999999999997,target,1826.5,1823.8,2.7000000000000455,4.900000000000091,0.08097666030397166,9.800000000000182,8.135202487406554,8.0,784.0000000000146,25.92,758.0800000000146
2021-08-03 00:00:00-04:00,-1,2021-08-03 11:15:00-04:00,1811.7,2021-08-03 15:55:00-04:00,1814.1,close,1818.2,1812.7,5.5,6.5,0.08607317183587443,-2.3999999999998636,7.695328334850065,8.0,-191.9999999999891,25.92,-217.9199999999891
2021-08-04 00:00:00-04:00,-1,2021-08-04 10:05:00-04:00,1827.3,2021-08-04 11:10:00-04:00,1810.0999999999997,target,1835.9,1832.6,3.300000000000182,8.600000000000136,0.07912130874214846,17.200000000000273,8.299996887808396,8.0,1376.0000000000218,25.92,1350.0800000000218
2021-08-06 00:00:00-04:00,-1,2021-08-06 10:40:00-04:00,1763.7,2021-08-06 15:55:00-04:00,1761.4,close,1774.6,1764.2,10.399999999999864,10.899999999999864,0.07939745955427446,2.2999999999999545,8.569390316486183,9.0,206.9999999999959,29.160000000000004,177.8399999999959
2021-08-09 00:00:00-04:00,-1,2021-08-09 10:05:00-04:00,1737.8,2021-08-09 15:55:00-04:00,1730.4,close,1747.2,1739.6,7.600000000000136,9.400000000000091,0.10791499898716862,7.399999999999864,6.398816296115642,6.0,443.9999999999918,19.44,424.5599999999918
2021-08-10 00:00:00-04:00,-1,2021-08-10 10:05:00-04:00,1721.5,2021-08-10 11:00:00-04:00,1729.3,stop,1729.3,1721.8,7.5,7.7999999999999545,0.1226322535813198,-7.7999999999999545,5.684202087183852,6.0,-467.99999999999727,19.44,-487.43999999999727
2021-08-17 00:00:00-04:00,-1,2021-08-17 10:15:00-04:00,1784.0,2021-08-17 15:55:00-04:00,1787.2,close,1794.7,1788.9,5.7999999999999545,10.700000000000045,0.14106775506580568,-3.2000000000000455,4.768245865942477,5.0,-160.00000000000227,16.200000000000003,-176.20000000000226
2021-08-18 00:00:00-04:00,-1,2021-08-18 10:20:00-04:00,1785.5,2021-08-18 14:00:00-04:00,1789.6,stop,1789.6,1786.2,3.3999999999998636,4.099999999999909,0.1410312921988143,-4.099999999999909,4.765471826851854,5.0,-204.99999999999545,16.200000000000003,-221.19999999999544
2021-08-19 00:00:00-04:00,-1,2021-08-19 10:10:00-04:00,1779.9,2021-08-19 15:55:00-04:00,1783.0,close,1790.5,1783.8,6.7000000000000455,10.599999999999909,0.13548348089047735,-3.099999999999909,4.976216842623604,5.0,-154.99999999999545,16.200000000000003,-171.19999999999544
2021-08-20 00:00:00-04:00,-1,2021-08-20 10:35:00-04:00,1780.9,2021-08-20 12:00:00-04:00,1787.8,stop,1787.8,1781.3,6.5,6.899999999999864,0.13582653151585364,-6.899999999999864,4.960861490457616,5.0,-344.9999999999932,16.200000000000003,-361.19999999999317
2021-08-23 00:00:00-04:00,-1,2021-08-23 10:10:00-04:00,1803.6,2021-08-23 12:00:00-04:00,1808.5,stop,1808.5,1803.8,4.7000000000000455,4.900000000000091,0.1326742062651748,-4.900000000000091,5.014810439849256,5.0,-245.00000000000455,16.200000000000003,-261.20000000000454
2021-08-25 00:00:00-04:00,-1,2021-08-25 11:00:00-04:00,1785.8,2021-08-25 15:55:00-04:00,1792.6,close,1797.1,1786.7,10.399999999999864,11.299999999999955,0.14114158833582988,-6.7999999999999545,4.760947878447741,5.0,-339.9999999999977,16.200000000000003,-356.1999999999977
2021-08-30 00:00:00-04:00,-1,2021-08-30 10:25:00-04:00,1814.0,2021-08-30 15:55:00-04:00,1813.0,close,1818.2,1814.3,3.900000000000091,4.2000000000000455,0.1498370925901808,1.0,4.414938170604114,4.0,40.0,12.96,27.04
2021-08-31 00:00:00-04:00,-1,2021-08-31 10:55:00-04:00,1810.4,2021-08-31 13:00:00-04:00,1817.8,stop,1817.8,1810.7,7.099999999999909,7.399999999999864,0.15026679196727663,-7.399999999999864,4.411067365147353,4.0,-295.99999999999454,12.96,-308.9599999999945
2021-09-01 00:00:00-04:00,-1,2021-09-01 10:20:00-04:00,1812.6,2021-09-01 15:55:00-04:00,1817.3,close,1820.0,1814.1,5.900000000000091,7.400000000000091,0.1503572135637197,-4.7000000000000455,4.403064035959792,4.0,-188.00000000000182,12.96,-200.96000000000183
2021-09-02 00:00:00-04:00,-1,2021-09-02 10:05:00-04:00,1809.2,2021-09-02 10:40:00-04:00,1815.6,stop,1815.6,1811.1,4.5,6.399999999999864,0.14976513381832543,-6.399999999999864,4.4287783773565,4.0,-255.99999999999454,12.96,-268.9599999999945
2021-09-06 00:00:00-04:00,-1,2021-09-06 10:05:00-04:00,1824.4,2021-09-06 12:55:00-04:00,1825.1,close,1826.6,1824.6,2.0,2.199999999999818,0.14605564319153144,-0.6999999999998181,4.503424030321941,5.0,-34.999999999990905,16.200000000000003,-51.19999999999091
2021-09-09 00:00:00-04:00,1,2021-09-09 13:25:00-04:00,1800.9,2021-09-09 15:55:00-04:00,1797.9,close,1800.4,1790.3,10.100000000000136,10.600000000000136,0.15510032281407038,-3.0,4.296145151905898,4.0,-120.0,12.96,-132.96
2021-09-10 00:00:00-04:00,1,2021-09-10 10:05:00-04:00,1797.9,2021-09-10 13:45:00-04:00,1791.2,stop,1797.2,1791.2,6.0,6.7000000000000455,0.15486895938959366,-6.7000000000000455,4.309742607830675,4.0,-268.0000000000018,12.96,-280.9600000000018
2021-09-13 00:00:00-04:00,1,2021-09-13 10:05:00-04:00,1796.8,2021-09-13 15:55:00-04:00,1794.6,close,1796.0,1791.2,4.7999999999999545,5.599999999999909,0.1357235333007491,-2.2000000000000455,4.920693901479001,5.0,-110.00000000000227,16.200000000000003,-126.20000000000228
2021-09-14 00:00:00-04:00,1,2021-09-14 10:40:00-04:00,1805.3,2021-09-14 15:55:00-04:00,1807.4,close,1802.1,1791.9,10.199999999999818,13.399999999999864,0.11917517438540347,2.1000000000001364,5.577583334772671,6.0,126.00000000000819,19.44,106.56000000000819
2021-09-16 00:00:00-04:00,1,2021-09-16 11:10:00-04:00,1758.6,2021-09-16 15:55:00-04:00,1754.6,close,1758.3,1745.4,12.899999999999864,13.199999999999818,0.11611041619627165,-4.0,5.876828206343876,6.0,-240.0,19.44,-259.44
2021-09-17 00:00:00-04:00,1,2021-09-17 11:25:00-04:00,1754.7,2021-09-17 15:55:00-04:00,1751.7,close,1754.7,1748.4,6.2999999999999545,6.2999999999999545,0.13909904934779402,-3.0,4.916479221954995,5.0,-150.0,16.200000000000003,-166.2
2021-09-20 00:00:00-04:00,1,2021-09-20 10:15:00-04:00,1760.7,2021-09-20 15:55:00-04:00,1764.4,close,1759.9,1754.8,5.100000000000136,5.900000000000091,0.1288217516382254,3.7000000000000455,5.290621368494706,5.0,185.00000000000227,16.200000000000003,168.80000000000229
2021-09-21 00:00:00-04:00,1,2021-09-21 10:35:00-04:00,1777.3,2021-09-21 15:55:00-04:00,1776.1,close,1776.5,1770.4,6.099999999999909,6.899999999999864,0.1297767303192068,-1.2000000000000455,5.202638819419458,5.0,-60.000000000002274,16.200000000000003,-76.20000000000228
2021-09-22 00:00:00-04:00,1,2021-09-22 11:25:00-04:00,1779.6,2021-09-22 14:00:00-04:00,1773.8,stop,1778.9,1773.8,5.100000000000136,5.7999999999999545,0.13138477639124382,-5.7999999999999545,5.1323208971923,5.0,-289.9999999999977,16.200000000000003,-306.1999999999977
2021-09-23 00:00:00-04:00,-1,2021-09-23 11:15:00-04:00,1748.1,2021-09-23 15:55:00-04:00,1748.6,close,1755.9,1749.6,6.300000000000182,7.800000000000182,0.13174172699079492,-0.5,5.2106466217792615,5.0,-25.0,16.200000000000003,-41.2
2021-09-27 00:00:00-04:00,-1,2021-09-27 10:55:00-04:00,1749.8,2021-09-27 15:55:00-04:00,1750.4,close,1758.3,1750.1,8.200000000000045,8.5,0.13993192263197446,-0.6000000000001364,4.900902160989909,5.0,-30.00000000000682,16.200000000000003,-46.200000000006824
2021-09-29 00:00:00-04:00,-1,2021-09-29 10:05:00-04:00,1735.1,2021-09-29 12:55:00-04:00,1724.2999999999997,target,1740.5,1735.8,4.7000000000000455,5.400000000000091,0.13312700841767142,10.800000000000182,5.1950599482770325,5.0,540.0000000000091,16.200000000000003,523.800000000009
2021-10-05 00:00:00-04:00,-1,2021-10-05 10:05:00-04:00,1750.5,2021-10-05 11:25:00-04:00,1756.7,stop,1756.7,1750.6,6.100000000000136,6.2000000000000455,0.13834444103716503,-6.2000000000000455,4.955156984757109,5.0,-310.0000000000023,16.200000000000003,-326.20000000000226
2021-10-08 00:00:00-04:00,-1,2021-10-08 10:10:00-04:00,1769.5,2021-10-08 15:55:00-04:00,1757.3,close,1781.1,1769.8,11.299999999999955,11.599999999999909,0.139164365202006,12.200000000000045,4.873069845676882,5.0,610.0000000000023,16.200000000000003,593.8000000000022
2021-10-11 00:00:00-04:00,-1,2021-10-11 13:55:00-04:00,1754.3,2021-10-11 15:55:00-04:00,1753.5,close,1759.4,1754.5,4.900000000000091,5.100000000000136,0.1340111868097858,0.7999999999999545,5.104301617843854,5.0,39.999999999997726,16.200000000000003,23.799999999997723
