exit_reason,trades,wins,losses,win_rate,avg_points,total_points,avg_r,total_pnl,avg_pnl,profit_factor,max_drawdown,avg_mfe_points,avg_mae_points
stop,4430,0,4430,0.0,-40.98205417607223,-181550.5,-1.0,-363101.0,-81.96410835214446,0.0,-363101.0,26.178103837471784,47.225112866817156
target,1149,1149,0,1.0,118.97302001740644,136700.0,3.206486511896973,273400.0,237.94604003481288,,0.0,126.40644038294168,21.25739773716275
timed_close,896,627,269,0.6997767857142857,30.810267857142858,27606.0,0.7336595714198904,55212.0,61.620535714285715,4.8553173661057185,-406.5,74.80050223214286,32.159877232142854
