sess,entry,exit,high,low,bars,prior_day_ret,trend,mfe,mae,pnl,mfe_usd,mae_usd,prior_night,vol20,dow,year,month
2021-05-11,13321.5,13276.0,13352.0,13184.75,144,1.7557906777237564,-0.24415661308577752,30.5,136.75,-91.5,61.0,273.5,-265.0,96.04679163933834,1,2021,5
2021-05-12,12968.5,12955.5,13069.25,12914.75,144,-1.0260412700830002,-2.7887310987436797,100.75,53.75,-26.5,201.5,107.5,-91.5,96.57207221334174,2,2021,5
2021-05-13,13095.5,13238.75,13260.5,13071.0,144,-0.17719348385253353,-2.048581600194732,165.0,24.5,286.0,330.0,49.0,-26.5,93.1116866145731,3,2021,5
2021-05-16,13380.5,13346.25,13452.5,13332.0,144,1.1563314816914083,-0.011355130203005714,72.0,48.5,-69.0,144.0,97.0,286.0,115.90120566104632,6,2021,5
2021-05-17,13310.0,13405.5,13433.0,13290.25,144,-0.05821158973974283,-0.7233987467455294,123.0,19.75,190.5,246.0,39.5,-69.0,115.42715577139388,0,2021,5
2021-05-18,13182.25,13031.75,13223.25,13022.75,144,-0.996590611067405,-1.5001425778447097,41.0,159.5,-301.5,82.0,319.0,190.5,121.4318386889055,1,2021,5
2021-05-19,13221.0,13169.5,13259.0,13151.25,144,1.8984538960663988,-1.5007076210903136,38.0,69.75,-103.5,76.0,139.5,-301.5,138.42753186757074,2,2021,5
2021-05-20,13493.25,13516.25,13546.75,13486.5,144,1.4670478483298277,0.3024244152774802,53.5,6.75,45.5,107.0,13.5,-103.5,139.19567824507055,3,2021,5
2021-05-23,13390.0,13496.0,13497.75,13356.25,144,-1.0551948051948035,-0.37497761798941376,107.75,33.75,211.5,215.5,67.5,45.5,139.6505130297545,6,2021,5
2021-05-24,13654.5,13717.75,13738.5,13632.0,144,0.9530683248204941,1.2355897352148704,84.0,22.5,126.0,168.0,45.0,211.5,148.58619685131183,0,2021,5
2021-05-25,13671.0,13688.0,13720.75,13663.5,144,-0.32479381067075375,1.2666394031893846,49.75,7.5,33.5,99.5,15.0,126.0,151.52812835975527,1,2021,5
2021-05-26,13703.75,13629.25,13717.0,13620.25,144,0.11508110477860267,1.5082420462336765,13.25,83.5,-149.5,26.5,167.0,33.5,151.20367929246595,2,2021,5
2021-05-27,13694.5,13710.0,13716.0,13662.5,144,-0.24295787512330635,1.0662022582537567,21.5,32.0,30.5,43.0,64.0,-149.5,153.06581616725308,3,2021,5
2021-05-30,13698.75,13669.25,13722.0,13660.75,144,-0.09486627503921818,1.2765633212469263,23.25,38.0,-59.5,46.5,76.0,30.5,150.75392986062087,6,2021,5
2021-05-31,13658.25,13738.25,13748.75,13654.25,144,-0.17363967026740035,0.8786430810320489,90.5,4.0,159.5,181.0,8.0,-59.5,151.10639986098312,0,2021,5
2021-06-01,13653.0,13637.5,13661.0,13616.5,144,-0.7344386271087799,0.7700779822067183,8.0,36.5,-31.5,16.0,73.0,159.5,154.4766206122772,1,2021,6
2021-06-02,13678.5,13642.5,13707.0,13631.0,144,0.051217326089747495,0.8421426019289635,28.5,47.5,-72.5,57.0,95.0,-31.5,151.28207358928432,2,2021,6
2021-06-03,13530.0,13537.0,13546.75,13467.75,144,-0.20286968389214843,-0.34482987238863005,16.75,62.25,13.5,33.5,124.5,-72.5,151.5770496271918,3,2021,6
2021-06-06,13772.25,13707.0,13786.75,13691.5,144,1.1498897869213875,1.2638022639721802,14.5,80.75,-131.0,29.0,161.5,13.5,150.9791202015764,6,2021,6
2021-06-07,13823.5,13846.25,13866.75,13791.75,144,0.4603766718223934,1.3996263450952062,43.25,31.75,45.0,86.5,63.5,-131.0,152.4059222326314,0,2021,6
2021-06-08,13813.0,13827.5,13845.5,13803.5,144,-0.5043591036818174,1.324058685626861,32.5,9.5,28.5,65.0,19.0,45.0,140.42383916295378,1,2021,6
2021-06-09,13815.75,13782.0,13839.5,13764.0,144,-0.40010813733440953,1.236869323596368,23.75,51.75,-68.0,47.5,103.5,28.5,138.62335139734407,2,2021,6
2021-06-10,13974.5,13958.75,13986.0,13947.5,144,0.9345118666739038,2.1628370239292316,11.5,27.0,-32.0,23.0,54.0,-68.0,139.52620957330808,3,2021,6
2021-06-13,13996.5,14030.25,14037.5,13995.0,144,0.24713024480220724,2.315238918941054,41.0,1.5,67.0,82.0,3.0,-32.0,123.52427845739882,6,2021,6
2021-06-14,14121.25,14136.75,14163.0,14110.25,144,0.8259008205494078,3.226704273380654,41.75,11.0,30.5,83.5,22.0,67.0,123.65748535454888,0,2021,6
2021-06-15,14047.75,14043.0,14057.75,14031.75,144,-0.5755472125805738,2.4632947689935625,10.0,16.0,-10.0,20.0,32.0,30.5,115.60465752773636,1,2021,6
2021-06-16,13948.5,13918.0,13950.0,13850.5,144,-0.5387816067427664,2.027191929318062,1.5,98.0,-61.5,3.0,196.0,-10.0,92.75863912099452,2,2021,6
2021-06-17,14171.25,14198.25,14213.25,14171.25,144,1.5849110728628713,3.286990906880205,42.0,0.0,53.5,84.0,0.0,-61.5,90.58297664514389,3,2021,6
2021-06-20,14022.25,14111.5,14126.75,13983.75,144,1.5849110728628713,3.286990906880205,104.5,38.5,178.0,209.0,77.0,53.5,90.7711516600079,6,2021,6
2021-06-21,14137.0,14107.25,14154.5,14066.25,144,0.5462050314912981,2.974119536930786,17.5,70.75,-60.0,35.0,141.5,178.0,87.07498281124661,0,2021,6
2021-06-22,14273.5,14265.0,14313.5,14251.5,144,0.9773371104815798,3.8522498164485386,40.0,22.0,-17.5,80.0,44.0,-60.0,83.61666920190613,1,2021,6
2021-06-23,14274.25,14346.75,14358.75,14269.0,144,0.03506741710939121,3.8469211234462897,84.5,5.25,144.5,169.0,10.5,-17.5,83.26038737156526,2,2021,6
2021-06-24,14364.75,14384.0,14392.0,14332.25,144,0.03135943134897623,4.426480971089708,27.25,32.5,38.0,54.5,65.0,144.5,82.23187690273957,3,2021,6
2021-06-27,14347.75,14373.25,14386.75,14333.25,144,-0.28337969401946994,4.268316625776425,39.0,14.5,50.5,78.0,29.0,38.0,82.34562510348778,6,2021,6
2021-06-28,14506.75,14500.75,14507.0,14468.75,144,0.8163265306122547,5.445373864661507,0.25,38.0,-12.5,0.5,76.0,50.5,81.07200746704615,0,2021,6
2021-06-29,14584.0,14540.25,14599.0,14526.5,144,0.4015648966789076,5.727268800546481,15.0,57.5,-88.0,30.0,115.0,-12.5,73.87718738412704,1,2021,6
2021-06-30,14558.0,14545.0,14606.5,14531.0,144,-0.10474620509650645,5.466261492513946,48.5,27.0,-26.5,97.0,54.0,-88.0,76.4862216694164,2,2021,6
2021-07-01,14542.25,14568.25,14590.25,14513.5,144,0.1376675672420058,5.399078720293504,48.0,28.75,51.5,96.0,57.5,-26.5,74.71042342552342,3,2021,7
2021-07-04,14702.25,14698.25,14722.0,14674.75,144,0.5827266823883237,6.460253982379305,19.75,27.5,-8.5,39.5,55.0,51.5,75.3621083066351,6,2021,7
2021-07-05,14695.25,14710.25,14723.5,14671.0,144,-0.07991022850925011,6.179510565013957,28.25,24.25,29.5,56.5,48.5,-8.5,68.00365218520444,0,2021,7
2021-07-06,14758.5,14837.75,14859.25,14754.0,144,0.24422923627482884,6.668971917211675,100.75,4.5,158.0,201.5,9.0,29.5,67.7330479859989,1,2021,7
2021-07-07,14811.75,14622.0,14821.75,14602.0,144,-0.46566361267545986,6.723809063736863,10.0,209.75,-380.0,20.0,419.5,158.0,74.96109078434553,2,2021,7
2021-07-08,14712.75,14698.5,14743.0,14640.5,144,0.8856227623893043,6.031292680142819,30.25,72.25,-29.0,60.5,144.5,-380.0,115.77376702681352,3,2021,7
2021-07-11,14823.75,14836.25,14852.75,14785.25,144,0.7928541046363202,6.524765511013553,29.0,38.5,24.5,58.0,77.0,-29.0,115.72493192230013,6,2021,7
2021-07-12,14880.0,14921.75,14926.75,14850.75,144,-0.013449446891500294,6.788927305817749,46.75,29.25,83.0,93.5,58.5,24.5,114.92119725684778,0,2021,7
2021-07-13,14868.0,14916.0,14931.5,14841.0,144,0.08247353272852198,6.602728694244764,63.5,27.0,95.5,127.0,54.0,83.0,116.1692135817854,1,2021,7
2021-07-14,14896.25,14948.5,14962.5,14874.75,144,-0.4993570152145188,6.604092961603336,66.25,21.5,104.0,132.5,43.0,95.5,117.79432342680565,2,2021,7
2021-07-15,14778.0,14810.75,14817.5,14735.75,144,-0.6899214396025033,5.6618883867831205,39.5,42.25,65.0,79.0,84.5,104.0,118.23440978790686,3,2021,7
2021-07-18,14675.75,14631.75,14683.25,14601.0,144,-1.0536430763006144,4.665014176935278,7.5,74.75,-88.5,15.0,149.5,65.0,118.43663640151729,6,2021,7
2021-07-19,14593.5,14595.0,14644.0,14578.0,144,0.17379633134873007,3.687288470985184,50.5,15.5,2.5,101.0,31.0,-88.5,114.6561535750765,0,2021,7
2021-07-20,14729.5,14737.25,14765.5,14687.25,144,0.8703846483337552,4.656152639806699,36.0,42.25,15.0,72.0,84.5,2.5,113.5900292140206,1,2021,7
2021-07-21,14838.0,14847.75,14878.5,14823.25,144,0.8587267038498103,5.216233169092432,40.5,14.75,19.0,81.0,29.5,15.0,113.41125385075306,2,2021,7
2021-07-22,14978.25,15005.5,15015.75,14964.25,144,0.5997405616671392,5.6399322659009155,37.5,14.0,54.0,75.0,28.0,19.0,109.04876987167836,3,2021,7
2021-07-25,15098.0,15083.25,15127.75,15038.75,144,0.7557305395215375,6.541219870947423,29.75,59.25,-30.0,59.5,118.5,54.0,109.36069004132946,6,2021,7
2021-07-26,15125.0,15098.75,15125.25,15052.5,144,0.2769485903814317,6.408102269471705,0.25,72.5,-53.0,0.5,145.0,-30.0,109.11585766852035,0,2021,7
2021-07-27,14876.25,14986.25,14998.5,14866.5,144,-1.0277883517320174,4.9913004700028685,122.25,9.75,219.5,244.5,19.5,-53.0,109.77148512873627,1,2021,7
2021-07-28,14984.25,15004.25,15024.75,14944.5,144,0.05167269514776418,5.119772863953398,40.5,39.75,39.5,81.0,79.5,219.5,118.03561850916888,2,2021,7
2021-07-29,14910.0,14859.75,14936.75,14811.5,144,0.34538568067674635,5.057357054564848,26.75,98.5,-101.0,53.5,197.0,39.5,117.72842019263054,3,2021,7
2021-08-01,14972.25,15041.5,15056.0,14970.0,144,0.5800756620428782,4.284412287081629,83.75,2.25,138.0,167.5,4.5,-101.0,120.3921115618284,6,2021,8
2021-08-02,14963.75,14969.25,14993.25,14941.75,144,-0.4824488437863872,4.060046578264909,29.5,22.0,10.5,59.0,44.0,138.0,123.56145658186263,0,2021,8
2021-08-03,15039.0,15052.75,15073.5,15021.25,144,0.385359669024421,4.473170491186229,34.5,17.75,27.0,69.0,35.5,10.5,123.54365039382445,1,2021,8
2021-08-04,15081.0,15112.75,15115.25,15069.5,144,0.15786237724122465,4.440225757509597,34.25,11.5,63.0,68.5,23.0,27.0,119.08505087585597,2,2021,8
2021-08-05,15168.0,15155.25,15170.0,15141.5,144,0.4320834368015891,4.90645987646956,2.0,26.5,-26.0,4.0,53.0,63.0,75.9687046022723,3,2021,8
2021-08-08,15091.25,15099.75,15114.25,15003.5,144,-0.08769607518697153,4.2089847221824295,23.0,87.75,16.5,46.0,175.5,-26.0,75.84285606297678,6,2021,8
2021-08-09,15127.75,15143.75,15148.0,15092.75,144,0.047964010452838934,4.189344856379873,20.25,35.0,31.5,40.5,70.0,16.5,75.91152658470908,0,2021,8
2021-08-10,15045.25,14994.25,15051.75,14975.0,144,-0.6471102893837566,3.463807007380093,6.5,70.25,-102.5,13.0,140.5,31.5,74.98238389606443,1,2021,8
2021-08-11,15007.75,15009.75,15014.75,14982.5,144,-0.505017054674306,3.104334606501724,7.0,25.25,3.5,14.0,50.5,-102.5,78.86370654823584,2,2021,8
2021-08-12,15077.0,15086.75,15096.25,15061.5,144,0.5100085001416677,3.27620446376522,19.25,15.5,19.0,38.5,31.0,3.5,76.40668112837105,3,2021,8
2021-08-15,15120.0,15101.75,15123.0,15087.25,144,0.24852953359291163,3.3923207556004087,3.0,32.75,-37.0,6.0,65.5,19.0,75.51505165406252,6,2021,8
2021-08-16,15133.75,15074.75,15134.75,15057.75,144,0.363075698796389,3.253939501859482,1.0,76.0,-118.5,2.0,152.0,-37.0,72.70196913281933,0,2021,8
2021-08-17,14971.0,14992.75,15023.0,14951.75,144,-0.11486981421056086,2.1693294140525454,52.0,19.25,43.0,104.0,38.5,-118.5,78.62931019061895,1,2021,8
2021-08-18,14840.75,14780.25,14874.75,14711.0,144,-0.8194942835683894,1.0460675796589713,34.0,129.75,-121.5,68.0,259.5,43.0,78.98274295192886,2,2021,8
2021-08-19,14943.0,14896.5,14956.75,14851.75,144,1.044028562726318,1.3873848727271154,13.75,91.25,-93.5,27.5,182.5,-121.5,84.28530417575736,3,2021,8
2021-08-22,15092.25,15130.25,15153.75,15087.5,144,0.7329615654322552,2.2806102693916586,61.5,4.75,75.5,123.0,9.5,-93.5,86.09306470020466,6,2021,8
2021-08-23,15327.5,15349.25,15384.0,15322.0,144,1.1849476937315195,3.6101607204684916,56.5,5.5,43.0,113.0,11.0,75.5,87.60907111769423,0,2021,8
2021-08-24,15361.25,15371.5,15390.25,15346.75,144,0.151633731168066,3.774748397974692,29.0,14.5,20.0,58.0,29.0,43.0,87.08412070490986,1,2021,8
2021-08-25,15367.0,15328.25,15368.5,15295.5,144,-0.019524258891667756,3.6311547124602273,1.5,71.5,-78.0,3.0,143.0,20.0,71.41520551638362,2,2021,8
2021-08-26,15286.5,15326.75,15337.0,15265.5,144,-0.4010368269183773,2.853466091942014,50.5,21.0,80.0,101.0,42.0,-78.0,72.51621869405596,3,2021,8
2021-08-29,15431.75,15447.25,15459.75,15420.0,144,0.8071367884451952,3.6927234591803693,28.0,11.75,30.5,56.0,23.5,80.0,71.77015121387929,6,2021,8
2021-08-30,15603.75,15632.25,15677.25,15589.5,144,0.9284570467301911,4.660501240554926,73.5,14.25,56.5,147.0,28.5,30.5,64.52527044744355,0,2021,8
2021-08-31,15601.25,15608.0,15648.5,15577.75,144,-0.14736740937705273,4.3741119652913385,47.25,23.5,13.0,94.5,47.0,56.5,65.93749033424679,1,2021,8
2021-09-01,15609.0,15638.5,15651.75,15600.5,144,-0.1183621241202859,4.368132070161268,42.75,8.5,58.5,85.5,17.0,13.0,65.6715511586173,2,2021,9
2021-09-02,15599.25,15616.0,15631.75,15595.5,144,-0.4036761655550891,4.1521364361118085,32.5,3.75,33.0,65.0,7.5,58.5,65.43684681471574,3,2021,9
2021-09-05,15653.75,15693.25,15708.75,15642.0,144,0.6219565112578929,4.284683026864178,55.0,11.75,78.5,110.0,23.5,33.0,65.73749130563044,6,2021,9
2021-09-06,15701.0,15640.0,15704.0,15621.5,144,0.08764521218109778,4.448750466467244,3.0,79.5,-122.5,6.0,159.0,78.5,68.04612889720237,0,2021,9
2021-09-07,15671.0,15662.75,15691.0,15605.0,144,0.11817122051707152,4.107129632181916,20.0,66.0,-17.0,40.0,132.0,-122.5,73.03018031500434,1,2021,9
2021-09-08,15610.0,15589.0,15612.5,15547.0,144,-0.2760755776841539,3.6198550306974386,2.5,63.0,-42.5,5.0,126.0,-17.0,69.49960242218691,2,2021,9
2021-09-09,15561.25,15610.25,15625.75,15553.5,144,-0.4222581212712573,3.092834719286164,64.5,7.75,97.5,129.0,15.5,-42.5,70.07721305441325,3,2021,9
2021-09-12,15449.75,15503.75,15510.0,15413.0,144,-1.2230215827338076,2.212190422874083,60.25,36.75,107.5,120.5,73.5,97.5,73.54577432492349,6,2021,9
2021-09-13,15452.75,15430.0,15469.75,15398.5,144,-0.6947012945244024,2.0584899779299892,17.0,54.25,-46.0,34.0,108.5,107.5,76.75509583631596,0,2021,9
2021-09-14,15395.5,15436.0,15439.75,15377.0,144,-0.7032371489862688,1.6618827140616466,44.25,18.5,80.5,88.5,37.0,-46.0,72.0780780966391,1,2021,9
2021-09-15,15510.5,15466.75,15529.5,15461.5,144,0.5968987218581745,2.321520548609657,19.0,49.0,-88.0,38.0,98.0,80.5,73.43545321895702,2,2021,9
2021-09-16,15505.5,15491.25,15541.5,15475.0,144,0.44008672297188856,2.3097230000260316,36.0,30.5,-29.0,72.0,61.0,-88.0,70.53951393591915,3,2021,9
2021-09-19,15285.0,15151.5,15338.0,15133.25,144,0.44008672297188856,2.3097230000260316,53.0,151.75,-267.5,106.0,303.5,-29.0,66.72151471838549,6,2021,9
2021-09-20,14991.25,15124.25,15163.5,14981.5,144,-0.47095501053016076,-1.109040550582363,172.25,9.75,265.5,344.5,19.5,-267.5,90.78496861438974,0,2021,9
2021-09-21,14992.25,15070.75,15098.75,14929.25,144,-0.4193810399986786,-1.0379859021054538,106.5,63.0,156.5,213.0,126.0,265.5,108.23566818946975,1,2021,9
2021-09-22,15177.75,15280.5,15308.0,15174.5,144,0.6639334738659297,-0.13305273696725406,130.25,3.25,205.0,260.5,6.5,156.5,112.99710056829797,2,2021,9
2021-09-23,15298.75,15214.25,15333.0,15206.0,144,0.5818157912037325,0.7205374570854017,34.25,92.75,-169.5,68.5,185.5,205.0,117.90919789129414,3,2021,9
2021-09-26,15318.75,15273.75,15399.5,15265.0,144,0.7168105219893084,0.7545779593501667,80.75,53.75,-90.5,161.5,107.5,-169.5,125.56907042487956,6,2021,9
2021-09-27,15172.5,14951.75,15192.25,14944.0,144,0.060915377016801386,-0.10992066909605303,19.75,228.5,-442.0,39.5,457.0,-90.5,127.93053985001286,0,2021,9
2021-09-28,14770.0,14904.5,14926.25,14757.0,144,-1.57820181651529,-2.962073744091842,156.25,13.0,268.5,312.5,26.0,-442.0,162.97205927785015,1,2021,9
2021-09-29,14762.0,14811.0,14884.0,14754.5,144,-0.5078368848171921,-3.1097546148148636,122.0,7.5,97.5,244.0,15.0,268.5,174.55094830057934,2,2021,9
2021-09-30,14700.5,14616.5,14732.0,14552.25,144,-0.9031060094530696,-3.5258860565201333,31.5,148.25,-168.5,63.0,296.5,97.5,175.43303378242425,3,2021,9
2021-10-03,14781.0,14698.0,14835.75,14633.5,144,0.4146909362837681,-2.884518658441082,54.75,147.5,-166.5,109.5,295.0,-168.5,179.40731370411368,6,2021,10
2021-10-04,14488.5,14541.5,14549.25,14410.0,144,-1.6134516644564556,-4.800932299083227,60.75,78.5,105.5,121.5,157.0,-166.5,181.6625631276439,0,2021,10
2021-10-05,14661.75,14448.75,14674.75,14422.25,144,1.0408768180878214,-3.487468284295192,13.0,239.5,-426.5,26.0,479.0,105.5,181.9496821709376,1,2021,10
2021-10-06,14767.0,14890.0,14910.75,14765.0,144,1.5958820390104433,-2.833525479732102,143.75,2.0,245.5,287.5,4.0,-426.5,204.73100933715554,2,2021,10
2021-10-07,14894.0,14878.25,14935.5,14835.5,144,0.028557989517530302,-1.943767809692687,41.5,58.5,-32.0,83.0,117.0,245.5,213.5674104721725,3,2021,10
2021-10-10,14810.0,14749.25,14828.75,14703.5,144,-0.8119736820076717,-2.407413386291113,18.75,106.5,-122.0,37.5,213.0,-32.0,211.9910251327684,6,2021,10
2021-10-11,14688.25,14724.25,14735.75,14587.0,144,-0.3288470013899758,-3.1095251246229028,47.5,101.25,71.5,95.0,202.5,-122.0,210.9521818477252,0,2021,10
2021-10-12,14595.0,14717.25,14730.25,14590.25,144,-0.7418824844594218,-3.3986288114442598,135.25,4.75,244.0,270.5,9.5,71.5,212.15035631412562,1,2021,10
2021-10-13,14770.0,14883.25,14896.75,14766.75,144,0.13392781460321856,-2.596481692439312,126.75,3.25,226.0,253.5,6.5,244.0,219.46585125805106,2,2021,10
2021-10-14,15064.5,15078.0,15112.25,15020.75,144,0.7841954456341504,-0.8096905602726245,47.75,43.75,26.5,95.5,87.5,226.0,225.2830544121397,3,2021,10
2021-10-17,15146.25,15070.75,15166.75,15038.5,144,0.30817151567366086,-0.15420009730273687,20.5,107.75,-151.5,41.0,215.5,26.5,225.2673324133606,6,2021,10
2021-10-18,15290.25,15332.5,15340.0,15269.5,144,1.3878755720634128,0.8149282267619462,49.75,20.75,84.0,99.5,41.5,-151.5,219.39774623416602,0,2021,10
2021-10-19,15410.5,15402.25,15415.0,15366.25,144,0.45661355816115634,1.529611058900393,4.5,44.25,-17.0,9.0,88.5,84.0,211.77025007254775,1,2021,10
2021-10-20,15358.25,15358.5,15367.25,15300.75,144,-0.235099552500162,1.3692618071936336,9.0,57.5,0.0,18.0,115.0,-17.0,208.46680917190565,2,2021,10
2021-10-21,15385.5,15430.25,15434.5,15373.0,144,0.8356682087704348,1.9179697082954084,49.0,12.5,89.0,98.0,25.0,0.0,202.25538181636637,3,2021,10
2021-10-24,15325.5,15373.5,15395.0,15296.5,144,-0.5219646620197804,1.0050469605657586,69.5,29.0,95.5,139.0,58.0,89.0,200.50812262061118,6,2021,10
2021-10-25,15543.5,15598.75,15613.25,15523.75,144,0.6231641810421795,2.0031138052384545,69.75,19.75,110.0,139.5,39.5,95.5,200.7898793711841,0,2021,10
2021-10-26,15523.25,15521.5,15593.0,15517.5,144,-0.33978715219900035,2.2357367336060197,69.75,5.75,-4.0,139.5,11.5,110.0,172.59592870419362,1,2021,10
2021-10-27,15596.0,15647.25,15664.0,15591.25,144,0.09312481936996075,2.419963251046875,68.0,4.75,102.0,136.0,9.5,-4.0,163.19185512441268,2,2021,10
2021-10-28,15677.0,15628.5,15692.5,15618.0,144,0.5903376092922352,3.4567410158406364,15.5,59.0,-97.5,31.0,118.0,102.0,163.3141366717592,3,2021,10
2021-10-31,15875.0,15898.75,15912.75,15855.0,144,1.3322457857531278,3.8461714970540406,37.75,20.0,47.0,75.5,40.0,-97.5,159.83691318274828,6,2021,10
2021-11-01,15891.25,15863.5,15896.75,15849.5,144,0.22543826459830996,4.089578435160757,5.5,41.75,-56.0,11.0,83.5,47.0,153.80271026288992,0,2021,11
2021-11-02,15958.5,15977.5,15987.25,15937.5,144,0.6066526952712703,4.446877161390117,28.75,21.0,37.5,57.5,42.0,-56.0,153.8586565137317,1,2021,11
2021-11-03,16130.0,16192.25,16215.75,16128.0,144,0.9355297945901953,5.43781229817466,85.75,2.0,124.0,171.5,4.0,37.5,112.00461397920856,2,2021,11
2021-11-04,16335.5,16405.75,16412.25,16302.25,144,0.9579876079667482,6.642315156203837,76.75,33.25,140.0,153.5,66.5,124.0,103.52727837831435,3,2021,11
2021-11-07,16300.0,16344.0,16356.5,16265.0,144,-0.36104932817403457,6.600060304292188,56.5,35.0,87.5,113.0,70.0,140.0,104.47171614214132,6,2021,11
2021-11-08,16313.25,16362.0,16364.0,16282.0,144,-0.1269113149847123,6.33119684416914,50.75,31.25,97.0,101.5,62.5,87.5,96.80926377486567,0,2021,11
2021-11-09,16202.25,16150.25,16243.0,16132.5,144,-0.9694064484611631,5.516961376976104,40.75,69.75,-104.5,81.5,139.5,97.0,97.16472719318598,1,2021,11
2021-11-10,15990.25,16075.0,16095.75,15976.0,144,-0.765456634475048,3.908641424549719,105.5,14.25,169.0,211.0,28.5,-104.5,93.45776910061088,2,2021,11
2021-11-11,16042.0,16059.75,16093.75,16033.0,144,-0.49371982176403817,4.142326817538788,51.75,9.0,35.0,103.5,18.0,169.0,88.26921663447058,3,2021,11
2021-11-14,16211.0,16229.0,16241.25,16206.0,144,0.7467446599978222,5.147876632812953,30.25,5.0,35.5,60.5,10.0,35.0,88.22669663996233,6,2021,11
2021-11-15,16199.0,16166.0,16226.5,16150.75,144,-0.32325595714549626,5.0666073029680625,27.5,48.25,-66.5,55.0,96.5,35.5,75.99781852824836,0,2021,11
2021-11-16,16296.75,16314.25,16332.25,16273.25,144,0.9144643188710777,5.738364062023749,35.5,23.5,34.5,71.0,47.0,-66.5,79.680327592594,1,2021,11
2021-11-17,16322.0,16400.5,16410.25,16320.0,144,-0.012258469836501362,5.70581019899965,88.25,2.0,156.5,176.5,4.0,34.5,78.52513844891322,2,2021,11
2021-11-18,16505.5,16543.75,16589.75,16490.0,144,0.5076838638858439,6.67572392241742,84.25,15.5,76.0,168.5,31.0,156.5,81.67059559113343,3,2021,11
2021-11-21,16599.75,16633.0,16649.0,16582.5,144,0.1344431184761019,7.1233609017185895,49.25,17.25,66.0,98.5,34.5,76.0,81.40837196698953,6,2021,11
2021-11-22,16399.75,16324.75,16414.75,16274.5,144,-1.5310875379391131,5.778285098908786,15.0,125.25,-150.5,30.0,250.5,66.0,80.82337793641496,0,2021,11
2021-11-23,16299.0,16229.0,16356.25,16226.75,144,-0.15461629135220534,5.155322643783644,57.25,72.25,-140.5,114.5,144.5,-150.5,90.91251940305288,1,2021,11
2021-11-24,16361.0,16409.75,16435.75,16352.25,144,1.0124550491565465,5.389248940777569,74.75,8.75,97.0,149.5,17.5,-140.5,98.88145480960065,2,2021,11
2021-11-25,16406.0,16176.75,16413.5,16122.5,144,0.10831426392066135,5.5438125601334765,7.5,283.5,-459.0,15.0,567.0,97.0,98.69491801559593,3,2021,11
2021-11-28,16046.25,16213.25,16252.75,16037.0,144,-1.2645959292933995,3.1548053400882736,206.5,9.25,333.5,413.0,18.5,-459.0,145.264502401291,6,2021,11
2021-11-29,16418.75,16312.5,16441.0,16238.0,144,0.9329248579829752,5.19183635748699,22.25,180.75,-213.0,44.5,361.5,333.5,162.12118599174002,0,2021,11
2021-11-30,16235.75,16368.0,16403.75,16182.25,144,-1.256458072208122,3.4964497193099353,168.0,53.5,264.0,336.0,107.0,-213.0,169.8948978509638,1,2021,11
2021-12-01,15890.5,15938.25,15993.25,15868.75,144,-2.8337974722281722,1.644345631111488,102.75,21.75,95.0,205.5,43.5,264.0,178.6064679532541,2,2021,12
2021-12-02,16019.0,15934.75,16031.0,15861.75,144,1.056922129010851,2.2963995236851,12.0,157.25,-169.0,24.0,314.5,95.0,177.9116335209848,3,2021,12
2021-12-05,15703.75,15600.75,15809.0,15591.75,144,-2.058017074842655,0.4872272673362765,105.25,112.0,-206.5,210.5,224.0,-169.0,181.0288778213661,6,2021,12
2021-12-06,15849.0,16146.25,16167.25,15825.0,144,0.6911673578340327,1.210462566885906,318.25,24.0,594.0,636.5,48.0,-206.5,186.44608893443518,0,2021,12
2021-12-07,16363.75,16356.25,16417.75,16327.25,144,1.251609100919704,4.05715141874381,54.0,36.5,-15.5,108.0,73.0,594.0,228.73417546644782,1,2021,12
2021-12-08,16380.75,16325.25,16420.0,16317.25,144,0.35516908804213987,4.267104987318326,39.25,63.5,-111.5,78.5,127.0,-15.5,226.99608592730348,2,2021,12
2021-12-09,16159.0,16198.5,16203.5,16141.25,144,-1.1523276099531743,2.5480718396927005,44.5,17.75,78.5,89.0,35.5,-111.5,226.41081083543216,3,2021,12
2021-12-12,16321.0,16393.25,16404.5,16321.0,144,0.3735013833384482,3.470917451747213,83.5,0.0,144.0,167.0,0.0,78.5,226.8443284327497,6,2021,12
2021-12-13,16092.5,15984.25,16133.5,15960.75,144,-1.4578420262779113,1.7519358958060227,41.0,131.75,-217.0,82.0,263.5,144.0,228.65246554542102,0,2021,12
2021-12-14,15932.0,15902.75,15966.75,15850.75,144,0.27857345210740014,0.5861672115774708,34.75,81.25,-59.0,69.5,162.5,-217.0,234.07338452311322,1,2021,12
2021-12-15,16288.0,16416.25,16434.0,16280.75,144,2.3583201093531514,2.6496233123742163,146.0,7.25,256.0,292.0,14.5,-59.0,234.55092029349674,2,2021,12
2021-12-16,15877.5,15732.0,15902.0,15673.0,144,-2.8205677885645986,-0.1270915178529286,24.5,204.5,-291.5,49.0,409.0,256.0,238.8784581396109,3,2021,12
2021-12-19,15810.0,15567.75,15851.75,15503.5,144,-2.8205677885645986,-0.1270915178529286,41.75,306.5,-485.0,83.5,613.0,-291.5,247.75685767767507,6,2021,12
2021-12-20,15679.25,15756.25,15827.25,15671.0,144,0.3097515567824338,-1.7432203120711143,148.0,8.25,153.5,296.0,16.5,-485.0,269.1300996290005,0,2021,12
