date,Sarah baseline,P4 · 1h reference,P4 · no BOS,P4 · normal RVOL,P4 · low impulse volume,P4 · first Sarah test,P4 · first physical touch,P4 · width ≤0.5 ATR,P4 · opposing room,P5 · first touch + opposing,P5 · first touch + width,P5 · first touch + low volume
2019-07-31,0.2822085889570552,-0.3903225806451613,-0.25,0.7324561403508771,-7.104651162790698,0.10204081632653061,-0.5939597315436241,1.0,-0.6960431654676259,-1.4173228346456692,1.1451612903225807,-7.104651162790698
2019-08-01,2.036144578313253,0.690625,1.193359375,0.2796610169491525,-7.104651162790698,1.3029801324503312,0.5637254901960784,2.5961538461538463,0.515625,-0.04007633587786259,3.1354166666666665,-7.104651162790698
2019-08-02,2.473529411764706,1.2067901234567902,1.193359375,0.025,-7.104651162790698,1.9523026315789473,1.2094155844155845,3.5238095238095237,1.0907534246575343,-0.04007633587786259,4.134020618556701,-7.104651162790698
2019-08-03,2.473529411764706,1.2067901234567902,1.193359375,0.025,-7.104651162790698,1.9523026315789473,1.2094155844155845,3.5238095238095237,1.0907534246575343,-0.04007633587786259,4.134020618556701,-7.104651162790698
2019-08-04,3.3875739644970415,2.158385093167702,2.3996062992125986,1.6639344262295082,-4.034883720930233,2.9718543046357615,2.2107843137254903,4.433962264150943,2.146551724137931,1.1288461538461538,5.112244897959184,-4.034883720930233
2019-08-05,2.8026315789473686,1.5696969696969696,2.189453125,1.25,-4.034883720930233,2.448051948051948,1.853225806451613,4.40566037735849,1.49496644295302,0.7253787878787878,5.081632653061225,-4.034883720930233
2019-08-06,2.5248538011695905,1.2818181818181817,2.2023809523809526,0.8253968253968254,-4.9186046511627906,2.1396103896103895,1.5467741935483872,4.172169811320755,1.2516666666666667,0.4567669172932331,4.829081632653061,-4.9186046511627906
2019-08-07,1.5380116959064327,0.39090909090909093,1.1011904761904763,0.8253968253968254,-4.875,1.1435483870967742,0.5608974358974359,2.5185185185185186,0.3674496644295302,-0.5827067669172933,2.948019801980198,-4.875
2019-08-08,1.5263157894736843,0.3787878787878788,0.9464285714285714,0.66796875,-4.976744186046512,1.0,0.582258064516129,3.153669724770642,0.4391891891891892,0.2840909090909091,3.75,-4.875
2019-08-09,1.8034682080924855,0.3509036144578313,0.905511811023622,0.5923076923076923,-4.976744186046512,0.9663461538461539,0.5512820512820513,3.0863636363636364,0.4077181208053691,0.25,3.6715686274509802,-4.875
2019-08-10,1.8034682080924855,0.3509036144578313,0.905511811023622,0.5923076923076923,-4.976744186046512,0.9663461538461539,0.5512820512820513,3.0863636363636364,0.4077181208053691,0.25,3.6715686274509802,-4.875
2019-08-11,1.2325581395348837,-0.4126506024096386,-0.09251968503937008,0.17803030303030304,-4.5,0.15384615384615385,-0.26121794871794873,2.197247706422018,-0.4429530201342282,-0.7030075187969925,2.717821782178218,-4.384146341463414
2019-08-12,2.276627218934911,-0.06515151515151515,0.044,0.8917910447761194,-3.65,0.6258064516129033,0.42045454545454547,2.6319444444444446,-0.1326530612244898,-0.21374045801526717,3.23,-3.5064102564102564
2019-08-13,1.4220588235294118,-0.6272727272727273,0.17540322580645162,0.5882352941176471,-3.230769230769231,-0.0016025641025641025,-0.08279220779220779,2.9403669724770642,-0.08277027027027027,-0.041666666666666664,3.0693069306930694,-3.0723684210526314
2019-08-14,0.5176470588235295,-0.7331288343558282,0.0471311475409836,0.5882352941176471,-3.230769230769231,0.12419354838709677,0.04411764705882353,2.8457943925233646,-0.1934931506849315,0.10687022900763359,3.295,-3.0723684210526314
2019-08-15,1.495639534883721,0.3015151515151515,1.3024193548387097,0.5882352941176471,-3.230769230769231,1.2006369426751593,1.3133116883116882,2.6921296296296298,-0.08221476510067115,0.22388059701492538,3.126237623762376,-3.0723684210526314
2019-08-16,1.04,-0.15178571428571427,0.8134920634920635,0.39492753623188404,-3.55625,0.7078125,1.1105769230769231,2.3795454545454544,-0.2731788079470199,0.007352941176470588,2.783980582524272,-3.41025641025641
2019-08-17,1.04,-0.15178571428571427,0.8134920634920635,0.39492753623188404,-3.55625,0.7078125,1.1105769230769231,2.3795454545454544,-0.2731788079470199,0.007352941176470588,2.783980582524272,-3.41025641025641
2019-08-18,0.09,-0.8952095808383234,-0.028225806451612902,0.20714285714285716,-3.4166666666666665,-0.03459119496855346,0.35161290322580646,2.311926605504587,-0.2550335570469799,0.11481481481481481,2.715686274509804,-3.263157894736842
2019-08-19,0.16428571428571428,-0.8272727272727273,0.15040650406504066,0.07971014492753623,-3.164473684210526,0.04777070063694268,0.4411764705882353,2.2409090909090907,-0.13356164383561644,0.25757575757575757,2.6359223300970873,-3.0
2019-08-20,0.03571428571428571,-1.18562874251497,-0.344,-0.05357142857142857,-4.230263157894737,-0.33962264150943394,0.03870967741935484,1.7725225225225225,-0.35517241379310344,0.26515151515151514,2.1322115384615383,-4.094594594594595
