date,Sarah baseline,P4 · 1h reference,P4 · no BOS,P4 · normal RVOL,P4 · low impulse volume,P4 · first Sarah test,P4 · first physical touch,P4 · width ≤0.5 ATR,P4 · opposing room,P5 · first touch + opposing,P5 · first touch + width,P5 · first touch + low volume
2021-04-03,-5851.5,-4460.0,-444.5,-1189.0,-302.0,-1487.0,-339.5,-3715.5,-347.5,378.5,-3030.0,-506.0
2021-04-04,-5863.5,-4472.0,-444.5,-1189.0,-302.0,-1499.0,-351.5,-3727.5,-359.5,366.5,-3042.0,-506.0
2021-04-05,-5970.0,-4568.0,-444.5,-1189.0,-302.0,-1595.0,-447.5,-3757.5,-455.5,270.5,-3072.0,-506.0
2021-04-06,-6010.0,-4358.5,-235.0,-1226.0,-302.0,-1432.0,-284.5,-3775.5,-209.0,470.5,-3090.0,-506.0
2021-04-07,-6119.5,-4468.0,-344.5,-1276.5,-387.5,-1541.5,-394.0,-3820.5,-409.0,347.5,-3108.5,-591.5
2021-04-08,-6194.5,-4543.0,-391.5,-1361.0,-387.5,-1616.5,-469.0,-3848.5,-484.0,272.5,-3136.5,-591.5
2021-04-09,-6202.0,-4572.0,-391.5,-1390.0,-387.5,-1645.5,-498.0,-3877.5,-513.0,243.5,-3165.5,-591.5
2021-04-10,-6202.0,-4572.0,-391.5,-1390.0,-387.5,-1645.5,-498.0,-3877.5,-513.0,243.5,-3165.5,-591.5
2021-04-11,-6202.0,-4572.0,-391.5,-1390.0,-387.5,-1645.5,-498.0,-3877.5,-513.0,243.5,-3165.5,-591.5
2021-04-12,-6339.5,-4709.5,-456.0,-1519.0,-387.5,-1783.0,-600.5,-3907.0,-598.0,193.5,-3195.0,-591.5
2021-04-13,-6448.5,-4818.5,-516.5,-1588.0,-422.5,-1892.0,-709.5,-3953.0,-707.0,84.5,-3241.0,-626.5
2021-04-14,-6636.5,-4909.0,-563.5,-1613.5,-422.5,-1982.5,-800.0,-4011.5,-750.5,41.0,-3299.5,-626.5
2021-04-15,-6396.0,-4668.5,-323.0,-1571.0,-422.5,-1742.0,-559.5,-4094.5,-734.0,57.5,-3382.5,-626.5
2021-04-16,-6524.0,-4714.5,-367.0,-1602.0,-422.5,-1788.0,-605.5,-4138.5,-734.0,57.5,-3426.5,-626.5
2021-04-17,-6524.0,-4714.5,-367.0,-1602.0,-422.5,-1788.0,-605.5,-4138.5,-734.0,57.5,-3426.5,-626.5
2021-04-18,-6524.0,-4714.5,-367.0,-1602.0,-446.0,-1788.0,-605.5,-4138.5,-734.0,57.5,-3426.5,-650.0
2021-04-19,-6595.5,-4786.0,-438.5,-1634.5,-446.0,-1820.5,-638.0,-4171.0,-805.5,25.0,-3459.0,-650.0
2021-04-20,-6192.0,-4792.5,-497.0,-1608.0,-394.0,-1827.0,-644.5,-4278.0,-812.0,18.5,-3566.0,-598.0
2021-04-21,-5955.5,-4592.5,-363.0,-1408.0,-194.0,-1693.0,-510.5,-4344.0,-646.5,184.0,-3632.0,-598.0
2021-04-22,-6201.5,-4838.5,-521.0,-1524.0,-282.0,-1916.5,-734.0,-4372.0,-785.0,68.0,-3660.0,-686.0
2021-04-23,-6184.0,-4821.0,-521.0,-1524.0,-282.0,-1899.0,-716.5,-4372.0,-767.5,85.5,-3660.0,-686.0
2021-04-24,-6184.0,-4821.0,-521.0,-1524.0,-282.0,-1899.0,-716.5,-4372.0,-767.5,85.5,-3660.0,-686.0
2021-04-25,-6184.0,-4821.0,-521.0,-1524.0,-282.0,-1899.0,-716.5,-4372.0,-767.5,85.5,-3660.0,-686.0
2021-04-26,-6376.5,-4987.0,-593.5,-1631.5,-282.0,-1971.5,-789.0,-4382.0,-840.0,13.0,-3670.0,-686.0
2021-04-27,-6211.5,-4801.0,-407.5,-1631.5,-282.0,-1785.5,-589.0,-4196.0,-654.0,213.0,-3470.0,-686.0
2021-04-28,-6098.0,-4825.5,-432.0,-1613.5,-304.0,-1810.0,-613.5,-4252.5,-656.5,210.5,-3526.5,-708.0
2021-04-29,-6292.5,-4899.5,-506.0,-1651.0,-304.0,-1810.0,-613.5,-4252.5,-792.5,210.5,-3526.5,-708.0
2021-04-30,-6182.5,-4900.0,-506.5,-1651.5,-243.5,-1810.5,-614.0,-4192.0,-792.5,210.5,-3466.0,-647.5
2021-05-01,-6182.5,-4900.0,-506.5,-1651.5,-243.5,-1810.5,-614.0,-4192.0,-792.5,210.5,-3466.0,-647.5
2021-05-02,-6182.5,-4900.0,-506.5,-1651.5,-243.5,-1810.5,-625.5,-4203.5,-792.5,210.5,-3477.5,-647.5
2021-05-03,-6059.0,-4942.5,-549.0,-1694.0,-243.5,-1853.0,-691.5,-4213.5,-792.5,210.5,-3487.5,-647.5
2021-05-04,-6369.0,-5070.5,-349.0,-1494.0,-280.0,-1653.0,-491.5,-4213.5,-792.5,210.5,-3487.5,-684.0
2021-05-05,-6489.5,-4901.5,-180.0,-1294.0,-280.0,-1484.0,-322.5,-4244.5,-823.5,179.5,-3518.5,-684.0
2021-05-06,-6626.5,-4913.0,-191.5,-1275.5,-318.0,-1444.0,-282.5,-4312.5,-835.0,219.5,-3586.5,-722.0
2021-05-07,-6720.5,-5007.0,-285.5,-1369.5,-118.0,-1274.5,-113.0,-4343.0,-865.5,189.0,-3617.0,-522.0
2021-05-08,-6720.5,-5007.0,-285.5,-1369.5,-118.0,-1274.5,-113.0,-4343.0,-865.5,189.0,-3617.0,-522.0
2021-05-09,-6720.5,-5007.0,-285.5,-1369.5,-118.0,-1274.5,-113.0,-4343.0,-865.5,189.0,-3617.0,-522.0
2021-05-10,-7085.5,-5160.0,-361.0,-1499.0,-169.0,-1376.5,-215.0,-4445.0,-1018.5,87.0,-3719.0,-522.0
2021-05-11,-7152.5,-5227.0,-428.0,-1499.0,-169.0,-1443.5,-282.0,-4445.0,-1085.5,20.0,-3719.0,-522.0
2021-05-12,-6867.0,-5007.5,-208.5,-1499.0,-169.0,-1112.5,49.0,-4314.0,-866.0,351.0,-3588.0,-522.0
2021-05-13,-6437.5,-4868.0,36.0,-1499.0,-169.0,-868.0,293.5,-4138.5,-690.5,551.0,-3388.0,-522.0
2021-05-14,-6879.0,-5146.5,-149.5,-1499.0,-169.0,-986.5,175.0,-4215.5,-860.5,432.5,-3413.5,-522.0
2021-05-15,-6879.0,-5146.5,-149.5,-1499.0,-169.0,-986.5,175.0,-4215.5,-860.5,432.5,-3413.5,-522.0
2021-05-16,-6879.0,-5146.5,-149.5,-1499.0,-169.0,-986.5,175.0,-4215.5,-860.5,432.5,-3413.5,-522.0
2021-05-17,-6736.5,-5004.0,17.0,-1556.5,-226.5,-844.0,317.5,-4249.0,-718.0,575.0,-3447.0,-579.5
2021-05-18,-6883.5,-5151.0,-90.5,-1637.5,-226.5,-925.0,236.5,-4330.0,-799.0,494.0,-3528.0,-579.5
2021-05-19,-6714.5,-5254.5,-121.5,-1664.0,-253.0,-875.0,286.5,-4407.5,-676.5,616.5,-3605.5,-606.0
2021-05-20,-6837.0,-5126.5,78.5,-1736.0,-53.0,-747.0,414.5,-4407.5,-548.5,744.5,-3605.5,-406.0
2021-05-21,-6855.5,-5145.0,78.5,-1754.5,-53.0,-765.5,396.0,-4426.0,-567.0,726.0,-3624.0,-406.0
2021-05-22,-6855.5,-5145.0,78.5,-1754.5,-53.0,-765.5,396.0,-4426.0,-567.0,726.0,-3624.0,-406.0
2021-05-23,-6881.0,-5170.5,78.5,-1754.5,-53.0,-791.0,370.5,-4451.5,-592.5,700.5,-3649.5,-406.0
2021-05-24,-7055.0,-5331.5,78.5,-1915.5,-53.0,-952.0,209.5,-4451.5,-660.5,632.5,-3649.5,-406.0
2021-05-25,-7065.0,-5341.5,68.5,-1949.0,-53.0,-962.0,199.5,-4485.0,-694.0,599.0,-3683.0,-406.0
2021-05-26,-7137.0,-5428.5,-18.5,-1949.0,-117.5,-1049.0,112.5,-4520.0,-768.5,524.5,-3718.0,-470.5
2021-05-27,-7175.5,-5464.0,-54.0,-2012.5,-180.5,-1084.5,77.0,-4589.0,-756.0,537.0,-3787.0,-533.5
2021-05-28,-7139.5,-5428.0,-18.0,-1976.5,-119.0,-1048.5,113.0,-4642.0,-809.0,484.0,-3840.0,-472.0
2021-05-29,-7139.5,-5428.0,-18.0,-1976.5,-119.0,-1048.5,113.0,-4642.0,-809.0,484.0,-3840.0,-472.0
2021-05-30,-7139.5,-5428.0,-18.0,-1976.5,-119.0,-1048.5,113.0,-4642.0,-809.0,484.0,-3840.0,-472.0
2021-05-31,-7077.0,-5366.0,74.5,-1965.5,-122.0,-986.5,175.0,-4656.0,-812.0,436.5,-3854.0,-486.0
2021-06-01,-7047.5,-5274.0,166.5,-1765.5,-122.0,-894.5,296.5,-4754.0,-720.0,558.0,-3922.5,-486.0
2021-06-02,-7207.5,-5336.5,104.0,-1765.5,-122.0,-957.0,234.0,-4771.5,-737.5,540.5,-3940.0,-486.0
2021-06-03,-7287.0,-5424.5,92.5,-1842.0,-122.0,-1045.0,146.0,-4783.0,-749.0,529.0,-3951.5,-486.0
2021-06-04,-7309.0,-5351.0,-17.5,-1827.0,-154.0,-986.5,204.5,-4857.0,-875.5,387.5,-4025.5,-518.0
2021-06-05,-7309.0,-5351.0,-17.5,-1827.0,-154.0,-986.5,204.5,-4857.0,-875.5,387.5,-4025.5,-518.0
2021-06-06,-7309.0,-5351.0,-17.5,-1827.0,-154.0,-986.5,204.5,-4857.0,-875.5,387.5,-4025.5,-518.0
2021-06-07,-7362.5,-5404.5,-48.5,-1827.0,-185.0,-1040.0,151.0,-4910.5,-929.0,334.0,-4079.0,-549.0
2021-06-08,-7294.5,-5503.0,-133.0,-1951.5,-355.0,-1138.5,52.5,-4949.5,-903.0,360.0,-4118.0,-719.0
2021-06-09,-7313.5,-5522.0,-152.0,-1829.5,-419.0,-1157.5,33.5,-4968.5,-922.0,341.0,-4137.0,-783.0
2021-06-10,-7022.0,-5688.5,-265.5,-1916.0,-431.5,-1271.0,6.5,-4995.5,-1088.5,314.0,-4164.0,-795.5
2021-06-11,-6970.5,-5737.5,-265.5,-1916.0,-431.5,-1320.0,-42.5,-5011.5,-1137.5,265.0,-4180.0,-795.5
2021-06-12,-6970.5,-5737.5,-265.5,-1916.0,-431.5,-1320.0,-42.5,-5011.5,-1137.5,265.0,-4180.0,-795.5
2021-06-13,-6970.5,-5737.5,-265.5,-1916.0,-431.5,-1320.0,-42.5,-5011.5,-1137.5,265.0,-4180.0,-795.5
2021-06-14,-7079.0,-5568.0,-96.0,-1916.0,-451.0,-1419.0,-122.0,-5042.0,-1148.5,254.0,-4210.5,-815.0
2021-06-15,-7111.5,-5600.0,-87.5,-1932.0,-442.5,-1451.0,-154.0,-5026.5,-1180.5,222.0,-4195.0,-806.5
2021-06-16,-7118.0,-5606.5,-168.0,-1932.0,-442.5,-1457.5,-160.5,-5044.5,-1175.5,245.0,-4213.0,-806.5
2021-06-17,-6992.5,-5481.0,4.0,-1932.0,-270.5,-1285.5,11.5,-5072.5,-1050.0,417.0,-4241.0,-634.5
2021-06-18,-7035.5,-5512.0,-27.0,-1963.0,-301.5,-1316.5,-19.5,-5103.5,-1081.0,386.0,-4272.0,-665.5
2021-06-19,-7035.5,-5512.0,-27.0,-1963.0,-301.5,-1316.5,-19.5,-5103.5,-1081.0,386.0,-4272.0,-665.5
2021-06-20,-7035.5,-5512.0,-27.0,-1963.0,-301.5,-1316.5,-19.5,-5103.5,-1081.0,386.0,-4272.0,-665.5
2021-06-21,-6956.0,-5607.0,-161.5,-1948.0,-411.5,-1411.5,-114.5,-5088.5,-1176.0,291.0,-4257.0,-775.5
2021-06-22,-6801.0,-5426.5,19.0,-1748.0,-418.5,-1231.0,66.0,-5108.0,-1195.5,271.5,-4276.5,-782.5
2021-06-23,-6904.0,-5529.5,-63.5,-1807.0,-472.0,-1334.0,-37.0,-5182.0,-1298.5,168.5,-4350.5,-836.0
2021-06-24,-6742.0,-5375.5,-88.0,-1853.0,-472.0,-1180.0,117.0,-5028.0,-1144.5,322.5,-4196.5,-836.0
2021-06-25,-6700.5,-5370.5,-117.5,-1848.0,-508.0,-1175.0,122.0,-5028.0,-1180.5,322.5,-4196.5,-872.0
2021-06-26,-6700.5,-5370.5,-117.5,-1848.0,-508.0,-1175.0,122.0,-5028.0,-1180.5,322.5,-4196.5,-872.0
2021-06-27,-6700.5,-5370.5,-117.5,-1848.0,-508.0,-1175.0,122.0,-5028.0,-1180.5,322.5,-4196.5,-872.0
2021-06-28,-6814.0,-5216.5,36.5,-1848.0,-508.0,-1021.0,276.0,-5042.0,-1226.5,276.5,-4210.5,-872.0
2021-06-29,-6628.0,-5030.5,185.0,-1662.0,-508.0,-835.0,462.0,-5080.5,-1040.5,462.5,-4249.0,-872.0
2021-06-30,-6647.5,-5050.0,209.0,-1662.0,-508.0,-854.5,442.5,-5093.0,-1016.5,486.5,-4261.5,-872.0
2021-07-01,-6664.0,-5020.0,308.5,-1632.0,-603.0,-824.5,347.5,-5111.5,-986.5,391.5,-4280.0,-967.0
2021-07-02,-6676.0,-5032.0,296.5,-1632.0,-603.0,-836.5,335.5,-5123.5,-998.5,379.5,-4292.0,-967.0
2021-07-03,-6676.0,-5032.0,296.5,-1632.0,-603.0,-836.5,335.5,-5123.5,-998.5,379.5,-4292.0,-967.0
2021-07-04,-6676.0,-5032.0,296.5,-1632.0,-603.0,-836.5,335.5,-5123.5,-998.5,379.5,-4292.0,-967.0
2021-07-05,-6734.0,-5090.0,255.5,-1675.0,-603.0,-894.5,277.5,-5181.5,-1039.5,338.5,-4350.0,-967.0
2021-07-06,-6813.5,-5124.0,221.5,-1709.0,-603.0,-928.5,243.5,-5195.5,-1073.5,304.5,-4364.0,-967.0
2021-07-07,-6662.5,-4973.0,398.0,-1534.5,-603.0,-752.0,420.0,-5046.5,-924.5,479.0,-4189.5,-967.0
2021-07-08,-6513.5,-5012.0,398.0,-1534.5,-642.0,-791.0,381.0,-5085.5,-963.5,440.0,-4228.5,-1006.0
2021-07-09,-6335.5,-4834.0,576.0,-1534.5,-442.0,-613.0,559.0,-4907.5,-785.5,618.0,-4050.5,-806.0
2021-07-10,-6335.5,-4834.0,576.0,-1534.5,-442.0,-613.0,559.0,-4907.5,-785.5,618.0,-4050.5,-806.0
2021-07-11,-6335.5,-4834.0,576.0,-1534.5,-442.0,-613.0,559.0,-4907.5,-785.5,618.0,-4050.5,-806.0
2021-07-12,-6510.0,-4981.5,428.5,-1580.5,-442.0,-760.5,411.5,-4953.5,-855.0,548.5,-4096.5,-806.0
2021-07-13,-6602.0,-5062.0,348.0,-1580.5,-442.0,-841.0,331.0,-4998.0,-935.5,468.0,-4141.0,-806.0
2021-07-14,-6655.5,-5059.5,379.0,-1621.5,-442.0,-838.5,333.5,-5039.0,-1025.5,378.0,-4182.0,-806.0
2021-07-15,-6504.5,-5108.5,379.0,-1621.5,-442.0,-887.5,284.5,-5088.0,-1074.5,329.0,-4231.0,-806.0
2021-07-16,-6631.5,-5235.5,252.0,-1665.0,-490.5,-1014.5,221.0,-5160.0,-1201.5,265.5,-4274.5,-826.0
2021-07-17,-6631.5,-5235.5,252.0,-1665.0,-490.5,-1014.5,221.0,-5160.0,-1201.5,265.5,-4274.5,-826.0
2021-07-18,-6631.5,-5235.5,252.0,-1665.0,-490.5,-1014.5,221.0,-5160.0,-1201.5,265.5,-4274.5,-826.0
2021-07-19,-6893.5,-5363.0,332.0,-1707.0,-515.0,-1142.0,135.5,-5184.5,-1329.0,180.0,-4299.0,-850.5
2021-07-20,-6973.5,-5443.0,275.5,-1707.0,-515.0,-1222.0,112.0,-5208.0,-1409.0,156.5,-4322.5,-850.5
2021-07-21,-7133.5,-5559.5,159.0,-1754.0,-631.5,-1338.5,-4.5,-5232.0,-1525.5,40.0,-4346.5,-967.0
2021-07-22,-7290.0,-5639.5,104.0,-1809.0,-660.0,-1418.5,-84.5,-5312.0,-1605.5,-40.0,-4426.5,-995.5
2021-07-23,-7316.5,-5666.0,88.0,-1825.0,-660.0,-1445.0,-111.0,-5338.5,-1632.0,-66.5,-4453.0,-995.5
2021-07-24,-7316.5,-5666.0,88.0,-1825.0,-660.0,-1445.0,-111.0,-5338.5,-1632.0,-66.5,-4453.0,-995.5
2021-07-25,-7341.0,-5690.5,88.0,-1849.5,-684.5,-1469.5,-135.5,-5363.0,-1656.5,-91.0,-4477.5,-1020.0
2021-07-26,-7418.5,-5768.0,-23.5,-1862.5,-697.5,-1547.0,-213.0,-5388.5,-1708.5,-143.0,-4503.0,-1033.0
2021-07-27,-7621.5,-5826.5,-82.0,-1877.0,-712.0,-1605.5,-271.5,-5403.0,-1767.0,-187.0,-4517.5,-1047.5
2021-07-28,-7715.5,-5920.5,-82.0,-1877.0,-812.0,-1699.5,-365.5,-5403.0,-1767.0,-187.0,-4517.5,-1147.5
2021-07-29,-7853.0,-5955.5,-117.0,-1900.0,-812.0,-1734.5,-400.5,-5438.0,-1802.0,-222.0,-4552.5,-1147.5
2021-07-30,-7708.5,-5811.0,83.0,-1934.0,-812.0,-1590.0,-200.5,-5472.0,-1891.5,-311.5,-4586.5,-1147.5
2021-07-31,-7708.5,-5811.0,83.0,-1934.0,-812.0,-1590.0,-200.5,-5472.0,-1891.5,-311.5,-4586.5,-1147.5
2021-08-01,-7708.5,-5811.0,83.0,-1934.0,-812.0,-1590.0,-200.5,-5472.0,-1891.5,-311.5,-4586.5,-1147.5
2021-08-02,-7588.0,-5847.5,271.5,-1970.5,-812.0,-1626.5,-225.5,-5508.5,-1928.0,-336.5,-4611.5,-1147.5
2021-08-03,-7716.0,-5934.0,213.0,-2057.0,-841.0,-1713.0,-283.0,-5567.0,-2024.0,-432.5,-4641.0,-1176.5
2021-08-04,-7724.0,-6028.5,118.5,-2100.0,-852.5,-1807.5,-377.5,-5618.5,-2058.5,-467.0,-4692.5,-1188.0
2021-08-05,-7605.0,-5910.0,33.0,-2160.0,-895.0,-1689.0,-259.0,-5678.5,-2122.5,-531.0,-4752.5,-1230.5
2021-08-06,-7669.5,-5954.5,-41.0,-2130.5,-895.0,-1702.5,-272.5,-5688.5,-2167.0,-544.5,-4762.5,-1230.5
2021-08-07,-7669.5,-5954.5,-41.0,-2130.5,-895.0,-1702.5,-272.5,-5688.5,-2167.0,-544.5,-4762.5,-1230.5
2021-08-08,-7669.5,-5954.5,-41.0,-2130.5,-895.0,-1702.5,-272.5,-5688.5,-2167.0,-544.5,-4762.5,-1230.5
2021-08-09,-7498.0,-5783.0,-34.5,-1959.0,-867.0,-1696.0,-266.0,-5710.0,-1939.0,-516.5,-4784.0,-1202.5
2021-08-10,-7619.0,-5896.5,-99.5,-1988.0,-920.0,-1761.0,-331.0,-5750.0,-1913.0,-533.5,-4824.0,-1255.5
2021-08-11,-7480.5,-5982.5,-156.0,-2044.5,-976.5,-1847.0,-417.0,-5779.5,-1999.0,-619.5,-4853.5,-1312.0
2021-08-12,-7345.5,-6056.5,-230.0,-2118.5,-1022.0,-1921.0,-491.0,-5808.0,-2073.0,-693.5,-4882.0,-1357.5
2021-08-13,-7426.0,-6059.0,-259.5,-2091.5,-1035.0,-1923.5,-493.5,-5837.5,-2075.5,-696.0,-4911.5,-1370.5
2021-08-14,-7426.0,-6059.0,-259.5,-2091.5,-1035.0,-1923.5,-493.5,-5837.5,-2075.5,-696.0,-4911.5,-1370.5
2021-08-15,-7470.0,-6103.0,-303.5,-2091.5,-1035.0,-1967.5,-537.5,-5837.5,-2075.5,-696.0,-4911.5,-1370.5
2021-08-16,-7300.5,-6223.0,-324.5,-2190.5,-1035.0,-2087.5,-657.5,-5858.5,-2195.5,-816.0,-4932.5,-1370.5
2021-08-17,-7100.5,-6023.0,-124.5,-2190.5,-835.0,-1887.5,-457.5,-5658.5,-1995.5,-616.0,-4732.5,-1170.5
2021-08-18,-7121.5,-6044.0,-145.5,-2190.5,-835.0,-1908.5,-478.5,-5679.5,-2016.5,-637.0,-4753.5,-1170.5
2021-08-19,-6834.5,-5687.0,63.5,-2236.5,-881.0,-1549.0,-119.0,-5670.5,-1613.5,-231.5,-4744.5,-1216.5
2021-08-20,-6874.5,-5727.0,23.5,-2236.5,-881.0,-1549.0,-119.0,-5710.5,-1653.5,-231.5,-4744.5,-1216.5
2021-08-21,-6874.5,-5727.0,23.5,-2236.5,-881.0,-1549.0,-119.0,-5710.5,-1653.5,-231.5,-4744.5,-1216.5
2021-08-22,-6939.5,-5764.0,-13.5,-2236.5,-906.0,-1573.0,-143.0,-5747.5,-1690.5,-255.5,-4768.5,-1228.5
2021-08-23,-7001.5,-5804.0,-31.0,-2276.5,-906.0,-1613.0,-183.0,-5765.0,-1730.5,-295.5,-4786.0,-1228.5
2021-08-24,-7063.5,-5853.5,-80.5,-2293.5,-938.5,-1662.5,-232.5,-5825.5,-1780.0,-345.0,-4846.5,-1261.0
2021-08-25,-7099.0,-5889.0,-116.0,-2317.0,-955.0,-1698.0,-268.0,-5865.5,-1799.0,-364.0,-4886.5,-1277.5
2021-08-26,-7072.5,-5862.5,-59.5,-2347.0,-984.5,-1671.5,-241.5,-5878.0,-1772.5,-337.5,-4899.0,-1307.0
2021-08-27,-7189.0,-5970.0,-102.5,-2434.0,-1005.0,-1714.5,-284.5,-5921.0,-1880.0,-380.5,-4942.0,-1327.5
2021-08-28,-7189.0,-5970.0,-102.5,-2434.0,-1005.0,-1714.5,-284.5,-5921.0,-1880.0,-380.5,-4942.0,-1327.5
2021-08-29,-7189.0,-5970.0,-102.5,-2434.0,-1005.0,-1714.5,-284.5,-5921.0,-1880.0,-380.5,-4942.0,-1327.5
2021-08-30,-6857.0,-5987.0,-149.0,-2434.0,-1005.0,-1731.5,-301.5,-5967.5,-1892.5,-393.0,-4988.5,-1327.5
2021-08-31,-6927.0,-6057.0,-166.0,-2504.0,-1005.0,-1801.5,-371.5,-5984.5,-1962.5,-410.0,-5005.5,-1327.5
2021-09-01,-6915.0,-6110.0,-184.0,-2522.0,-1058.0,-1854.5,-424.5,-6002.5,-2015.5,-463.0,-5023.5,-1380.5
2021-09-02,-6913.0,-5910.0,16.0,-2322.0,-1058.0,-1654.5,-224.5,-5802.5,-1815.5,-263.0,-4823.5,-1380.5
2021-09-03,-7005.0,-6002.0,-76.0,-2353.5,-1083.5,-1746.5,-316.5,-5802.5,-1815.5,-263.0,-4823.5,-1406.0
2021-09-04,-7005.0,-6002.0,-76.0,-2353.5,-1083.5,-1746.5,-316.5,-5802.5,-1815.5,-263.0,-4823.5,-1406.0
2021-09-05,-7005.0,-6002.0,-76.0,-2353.5,-1083.5,-1746.5,-316.5,-5802.5,-1815.5,-263.0,-4823.5,-1406.0
2021-09-06,-6921.5,-5918.5,7.5,-2373.5,-1075.5,-1663.0,-233.0,-5719.0,-1719.0,-166.5,-4740.0,-1398.0
2021-09-07,-6841.0,-5867.0,1.5,-2379.5,-1078.0,-1611.5,-239.0,-5704.0,-1771.5,-219.0,-4725.0,-1400.5
2021-09-08,-7023.5,-6094.5,201.5,-2179.5,-1078.0,-1499.0,-39.0,-5714.5,-1571.5,-19.0,-4735.5,-1400.5
2021-09-09,-6845.0,-5916.0,380.0,-2001.0,-878.0,-1320.5,139.5,-5536.0,-1393.0,159.5,-4557.0,-1200.5
2021-09-10,-6923.5,-5994.5,301.5,-2001.0,-892.5,-1343.5,106.0,-5538.0,-1471.5,126.0,-4590.5,-1215.0
2021-09-11,-6923.5,-5994.5,301.5,-2001.0,-892.5,-1343.5,106.0,-5538.0,-1471.5,126.0,-4590.5,-1215.0
2021-09-12,-6932.0,-6003.0,293.0,-2001.0,-901.0,-1352.0,97.5,-5546.5,-1480.0,117.5,-4599.0,-1223.5
2021-09-13,-7018.5,-6064.0,232.0,-2001.0,-901.0,-1413.0,36.5,-5607.5,-1541.0,56.5,-4660.0,-1223.5
2021-09-14,-7198.5,-6244.0,147.0,-2181.0,-1063.5,-1593.0,-143.5,-5631.5,-1626.0,-28.5,-4684.0,-1386.0
2021-09-15,-6935.5,-6163.0,86.0,-2216.0,-1147.5,-1512.0,-85.5,-5431.5,-1745.0,-170.5,-4484.0,-1470.0
2021-09-16,-6614.5,-5871.5,177.5,-2124.5,-975.5,-1184.0,270.5,-5259.5,-1420.0,229.5,-4284.0,-1270.0
2021-09-17,-6783.0,-6075.5,142.0,-2160.0,-975.5,-1219.5,235.0,-5259.5,-1588.5,229.5,-4284.0,-1270.0
2021-09-18,-6783.0,-6075.5,142.0,-2160.0,-975.5,-1219.5,235.0,-5259.5,-1588.5,229.5,-4284.0,-1270.0
2021-09-19,-6583.0,-5875.5,142.0,-2160.0,-775.5,-1019.5,435.0,-5259.5,-1388.5,429.5,-4284.0,-1070.0
2021-09-20,-6615.5,-5780.0,101.0,-2201.0,-775.5,-924.0,530.5,-5364.0,-1293.0,525.0,-4388.5,-1070.0
2021-09-21,-6581.0,-5745.5,84.5,-2201.0,-775.5,-1089.5,365.0,-5380.5,-1258.5,359.5,-4405.0,-1070.0
2021-09-22,-6647.0,-5811.5,18.5,-2231.5,-775.5,-1155.5,299.0,-5446.5,-1324.5,293.5,-4471.0,-1070.0
2021-09-23,-6890.0,-5818.5,-170.0,-2298.0,-621.0,-1362.5,92.0,-5513.0,-1331.5,86.5,-4537.5,-1115.5
2021-09-24,-6931.0,-5459.5,-11.0,-1939.0,-621.0,-1003.5,225.5,-5513.0,-1398.0,20.0,-4537.5,-1115.5
2021-09-25,-6931.0,-5459.5,-11.0,-1939.0,-621.0,-1003.5,225.5,-5513.0,-1398.0,20.0,-4537.5,-1115.5
2021-09-26,-6961.5,-5490.0,-41.5,-1939.0,-621.0,-1034.0,195.0,-5543.5,-1428.5,-10.5,-4568.0,-1115.5
2021-09-27,-7323.5,-5731.0,-192.0,-1889.5,-621.0,-1196.0,33.0,-5561.0,-1669.5,-172.5,-4585.5,-1115.5
2021-09-28,-7475.5,-5883.0,-199.5,-2096.0,-621.0,-1348.0,25.5,-5217.5,-1821.5,-123.5,-4242.0,-1115.5
2021-09-29,-7700.0,-6047.0,-363.5,-2096.0,-733.0,-1490.5,-117.0,-4855.0,-1985.5,-266.0,-4079.5,-1227.5
2021-09-30,-7683.0,-6243.5,-560.0,-2159.5,-753.5,-1574.5,-201.0,-4875.5,-2182.0,-350.0,-4100.0,-1248.0
2021-10-01,-7305.5,-5914.5,-680.0,-1759.5,-753.5,-1445.5,-72.0,-4924.0,-2230.5,-398.5,-4148.5,-1248.0
2021-10-02,-7305.5,-5914.5,-680.0,-1759.5,-753.5,-1445.5,-72.0,-4924.0,-2230.5,-398.5,-4148.5,-1248.0
2021-10-03,-7305.5,-5914.5,-680.0,-1759.5,-753.5,-1445.5,-72.0,-4924.0,-2230.5,-398.5,-4148.5,-1248.0
2021-10-04,-7020.5,-6275.5,-965.0,-1840.0,-1115.0,-1806.5,-302.0,-5099.0,-2440.5,-385.5,-4323.5,-1609.5
2021-10-05,-6966.5,-6309.0,-900.0,-1840.0,-1115.0,-1840.0,-335.5,-4939.0,-2434.0,-379.0,-4163.5,-1609.5
2021-10-06,-7199.5,-6429.0,-909.5,-1893.5,-1172.0,-1870.5,-366.0,-5128.0,-2484.5,-340.0,-4324.5,-1666.5
2021-10-07,-7282.0,-6511.5,-954.0,-1964.0,-1204.5,-1953.0,-436.5,-5198.5,-2567.0,-410.5,-4395.0,-1699.0
2021-10-08,-7270.0,-6488.5,-1034.0,-1881.5,-1122.0,-1930.0,-545.5,-5258.0,-2544.0,-470.0,-4454.5,-1616.5
2021-10-09,-7270.0,-6488.5,-1034.0,-1881.5,-1122.0,-1930.0,-545.5,-5258.0,-2544.0,-470.0,-4454.5,-1616.5
2021-10-10,-7270.0,-6488.5,-1034.0,-1881.5,-1122.0,-1930.0,-545.5,-5258.0,-2544.0,-470.0,-4454.5,-1616.5
