session,trades,wins,losses,win_rate,avg_points,total_points,avg_r,total_pnl,avg_pnl,profit_factor,max_drawdown,avg_mfe_points,avg_mae_points
Asia,132,40,92,0.30303030303030304,0.3162878787878788,41.75,0.05222789194106193,83.5,0.6325757575757576,1.0081431636434561,-2128.0,66.05492424242425,50.78219696969697
London,143,45,98,0.3146853146853147,-0.486013986013986,-69.5,-0.02132886907082165,-139.0,-0.972027972027972,0.9866333301278969,-1667.5,64.27447552447552,52.09265734265734
New York,171,63,108,0.3684210526315789,-5.271929824561403,-901.5,-0.05099799120962897,-1803.0,-10.543859649122806,0.8706367713004485,-4680.5,62.00877192982456,59.35964912280702
