entry_year,trades,wins,losses,win_rate,avg_points,total_points,avg_r,total_pnl,avg_pnl,profit_factor,max_drawdown,avg_mfe_points,avg_mae_points
2026,446,148,298,0.33183856502242154,-2.083520179372197,-929.25,-0.010934087528596126,-1858.5,-4.167040358744394,0.9462713750885359,-4615.0,63.93273542600897,54.49103139013453
