session,year,confirm_brackets,direction,side,prior_val,prior_vah,va_width,open,trigger_bracket,entry_time,entry,target,stop,distance_points,distance_rel,traversed,traversed_bars,traversed_before_trigger,outcome,exit_price,gross_points,net_points,net_dollars
2020-08-19,2020,2,short,-1,14713.0,14783.0,70.0,14787.75,11,2020-08-19 19:29:00+00:00,14736.25,14713.0,14788.0,23.25,0.33214285714285713,True,19.0,True,target,14713.0,23.25,21.5,43.0
2020-08-20,2020,2,long,1,14736.0,14804.0,68.0,14679.0,2,2020-08-20 14:59:00+00:00,14788.0,14804.0,14731.0,16.0,0.23529411764705882,True,37.0,False,target,14804.0,16.0,14.25,28.5
2020-08-27,2020,2,short,-1,15236.0,15368.0,132.0,15408.25,8,2020-08-27 17:59:00+00:00,15339.5,15236.0,15373.0,103.5,0.7840909090909091,False,,True,stop,15373.0,-33.5,-35.25,-70.5
2020-09-10,2020,2,short,-1,14696.0,14874.0,178.0,14912.75,6,2020-09-10 16:59:00+00:00,14776.75,14696.0,14879.0,80.75,0.45365168539325845,True,72.0,False,target,14696.0,80.75,79.0,158.0
2020-09-21,2020,2,long,1,14178.0,14390.0,212.0,14172.5,6,2020-09-21 16:59:00+00:00,14225.5,14390.0,14173.0,164.5,0.7759433962264151,False,,False,stop,14173.0,-52.5,-54.25,-108.5
2020-09-23,2020,2,short,-1,14362.0,14488.0,126.0,14567.5,5,2020-09-23 16:29:00+00:00,14416.75,14362.0,14493.0,54.75,0.43452380952380953,True,91.0,False,target,14362.0,54.75,53.0,106.0
2020-09-24,2020,2,long,1,14308.0,14576.0,268.0,14134.0,5,2020-09-24 16:29:00+00:00,14356.25,14576.0,14303.0,219.75,0.8199626865671642,False,,False,stop,14303.0,-53.25,-55.0,-110.0
2020-10-20,2020,2,long,1,15132.0,15342.0,210.0,15081.0,9,2020-10-20 18:29:00+00:00,15162.25,15342.0,15127.0,179.75,0.8559523809523809,False,,False,stop,15127.0,-35.25,-37.0,-74.0
2020-11-02,2020,2,short,-1,14373.0,14481.0,108.0,14554.5,11,2020-11-02 20:29:00+00:00,14450.5,14373.0,14486.0,77.5,0.7175925925925926,False,,True,session_close,14483.5,-33.0,-34.75,-69.5
2020-11-18,2020,2,long,1,15400.0,15446.0,46.0,15373.75,6,2020-11-18 17:59:00+00:00,15422.5,15446.0,15395.0,23.5,0.5108695652173914,False,,False,stop,15395.0,-27.5,-29.25,-58.5
2020-11-19,2020,2,long,1,15344.0,15408.0,64.0,15284.5,9,2020-11-19 19:29:00+00:00,15372.5,15408.0,15339.0,35.5,0.5546875,True,30.0,False,target,15408.0,35.5,33.75,67.5
2020-12-10,2020,2,long,1,15722.0,15994.0,272.0,15679.25,2,2020-12-10 15:59:00+00:00,15843.0,15994.0,15717.0,151.0,0.5551470588235294,False,,False,session_close,15812.75,-30.25,-32.0,-64.0
2020-12-21,2020,2,long,1,16066.0,16140.0,74.0,15994.0,9,2020-12-21 19:29:00+00:00,16101.25,16140.0,16061.0,38.75,0.5236486486486487,False,,False,stop,16061.0,-40.25,-42.0,-84.0
2020-12-22,2020,2,short,-1,15940.0,16112.0,172.0,16131.5,5,2020-12-22 17:29:00+00:00,16073.5,15940.0,16117.0,133.5,0.7761627906976745,False,,False,stop,16117.0,-43.5,-45.25,-90.5
2020-12-30,2020,2,short,-1,16240.0,16286.0,46.0,16309.25,4,2020-12-30 16:59:00+00:00,16281.75,16240.0,16291.0,41.75,0.907608695652174,True,197.0,True,target,16240.0,41.75,40.0,80.0
2021-01-28,2021,2,long,1,16608.0,16778.0,170.0,16567.5,3,2021-01-28 16:29:00+00:00,16686.5,16778.0,16603.0,91.5,0.538235294117647,True,62.0,False,target,16778.0,91.5,89.75,179.5
2021-02-03,2021,2,short,-1,16812.0,16900.0,88.0,16943.75,4,2021-02-03 16:59:00+00:00,16882.75,16812.0,16905.0,70.75,0.8039772727272727,True,238.0,True,stop,16905.0,-22.25,-24.0,-48.0
2021-02-18,2021,2,long,1,17002.0,17086.0,84.0,16956.25,9,2021-02-18 19:29:00+00:00,17026.5,17086.0,16997.0,59.5,0.7083333333333334,False,,False,session_close,17050.5,24.0,22.25,44.5
2021-03-02,2021,2,short,-1,16496.0,16648.0,152.0,16710.0,3,2021-03-02 16:29:00+00:00,16566.25,16496.0,16653.0,70.25,0.4621710526315789,True,261.0,False,target,16496.0,70.25,68.5,137.0
2021-03-08,2021,2,short,-1,15704.0,15978.0,274.0,16048.0,9,2021-03-08 19:29:00+00:00,15889.0,15704.0,15983.0,185.0,0.6751824817518248,True,90.0,False,target,15704.0,185.0,183.25,366.5
2021-03-10,2021,2,short,-1,16093.0,16247.0,154.0,16380.25,8,2021-03-10 18:59:00+00:00,16167.5,16093.0,16252.0,74.5,0.4837662337662338,False,,False,stop,16252.0,-84.5,-86.25,-172.5
2021-04-07,2021,2,long,1,16982.0,17034.0,52.0,16975.25,5,2021-04-07 16:29:00+00:00,16989.25,17034.0,16977.0,44.75,0.8605769230769231,True,93.0,True,target,17034.0,44.75,43.0,86.0
