level_type,session,year,price,distance_from_close,lag,revisited
vah,2019-10-31,2019,11482.0,2.0,1,True
vah,2019-11-01,2019,11552.0,6.5,60,False
vah,2019-11-04,2019,11616.0,9.0,1,True
vah,2019-11-05,2019,11624.0,15.75,2,True
vah,2019-11-06,2019,11594.0,0.75,1,True
vah,2019-11-07,2019,11666.0,45.25,3,True
vah,2019-11-08,2019,11646.0,9.25,1,True
vah,2019-11-11,2019,11644.0,2.0,1,True
vah,2019-11-12,2019,11688.0,23.25,3,True
vah,2019-11-13,2019,11672.0,13.25,1,True
vah,2019-11-14,2019,11656.0,3.25,1,True
vah,2019-11-15,2019,11710.0,2.0,1,True
vah,2019-11-18,2019,11716.0,10.75,1,True
vah,2019-11-19,2019,11750.0,12.75,4,True
vah,2019-11-20,2019,11740.0,54.25,3,True
vah,2019-11-21,2019,11670.0,4.25,1,True
vah,2019-11-22,2019,11670.0,1.0,6,True
vah,2019-11-25,2019,11768.0,2.25,1,True
vah,2019-11-26,2019,11790.0,4.75,1,True
vah,2019-11-27,2019,11840.0,2.25,1,True
vah,2019-12-02,2019,11720.0,11.0,1,True
vah,2019-12-03,2019,11616.0,35.0,1,True
vah,2019-12-04,2019,11706.0,14.5,1,True
vah,2019-12-05,2019,11702.0,3.75,1,True
vah,2019-12-06,2019,11798.0,5.0,1,True
vah,2019-12-09,2019,11806.0,47.5,3,True
vah,2019-12-10,2019,11782.0,30.25,1,True
vah,2019-12-11,2019,11794.0,3.75,1,True
vah,2019-12-12,2019,11868.0,8.0,1,True
vah,2019-12-13,2019,11898.0,12.5,1,True
vah,2019-12-16,2019,11980.0,13.5,1,True
vah,2019-12-17,2019,11976.0,5.5,1,True
vah,2019-12-18,2019,12000.0,23.0,1,True
vah,2019-12-19,2019,12020.0,16.25,48,True
vah,2019-12-20,2019,12076.0,6.75,1,True
vah,2019-12-23,2019,12098.0,11.25,1,True
vah,2019-12-26,2019,12158.0,8.25,1,True
vah,2019-12-27,2019,12180.0,22.5,3,True
vah,2019-12-30,2019,12118.0,21.5,1,True
vah,2019-12-31,2019,12102.0,11.0,2,True
vah,2020-01-02,2020,12214.0,39.75,1,True
vah,2020-01-03,2020,12202.0,27.25,1,True
vah,2020-01-06,2020,12212.0,16.75,1,True
vah,2020-01-07,2020,12246.0,18.75,1,True
vah,2020-01-08,2020,12336.0,41.25,1,True
vah,2020-01-09,2020,12380.0,8.75,1,True
vah,2020-01-10,2020,12404.0,56.25,1,True
vah,2020-01-13,2020,12426.0,24.0,1,True
vah,2020-01-14,2020,12438.0,22.5,1,True
vah,2020-01-15,2020,12456.0,38.5,1,True
vah,2020-01-16,2020,12480.0,23.0,3,True
vah,2020-01-17,2020,12526.0,21.25,1,True
vah,2020-01-21,2020,12546.0,1.25,1,True
vah,2020-01-22,2020,12610.0,44.5,1,True
vah,2020-01-23,2020,12584.0,8.5,1,True
vah,2020-01-24,2020,12590.0,73.5,4,True
vah,2020-01-27,2020,12356.0,29.75,1,True
vah,2020-01-28,2020,12484.0,20.75,1,True
vah,2020-01-29,2020,12518.0,43.5,1,True
vah,2020-01-30,2020,12482.0,27.0,1,True
vah,2020-01-31,2020,12438.0,78.25,1,True
vah,2020-02-03,2020,12510.0,13.75,1,True
vah,2020-02-04,2020,12724.0,18.25,1,True
vah,2020-02-05,2020,12758.0,17.5,1,True
vah,2020-02-06,2020,12816.0,2.0,1,True
vah,2020-02-07,2020,12796.0,20.25,1,True
vah,2020-02-10,2020,12852.0,38.25,9,True
vah,2020-02-11,2020,12970.0,79.75,1,True
vah,2020-02-12,2020,12984.0,1.5,1,True
vah,2020-02-13,2020,13006.0,36.5,1,True
vah,2020-02-14,2020,12990.0,5.0,2,True
vah,2020-02-18,2020,12992.0,9.0,2,True
vah,2020-02-19,2020,13108.0,14.75,1,True
vah,2020-02-20,2020,13006.0,6.5,60,False
vah,2020-02-21,2020,12898.0,81.0,60,False
vah,2020-02-24,2020,12520.0,70.0,1,True
vah,2020-02-25,2020,12430.0,225.75,45,True
vah,2020-02-26,2020,12346.0,101.25,4,True
vah,2020-02-27,2020,12086.0,288.75,2,True
vah,2020-02-28,2020,11744.0,97.0,1,True
vah,2020-03-02,2020,12116.0,125.5,1,True
vah,2020-03-03,2020,12313.0,352.0,1,True
vah,2020-03-04,2020,12268.0,40.25,31,True
vah,2020-03-05,2020,12158.0,121.5,29,True
vah,2020-03-06,2020,11846.0,47.5,26,True
vah,2020-03-10,2020,11586.0,144.75,1,True
vah,2020-03-11,2020,11515.0,151.5,19,True
vah,2020-03-13,2020,10966.0,344.0,1,True
vah,2020-03-17,2020,10876.0,58.0,2,True
vah,2020-03-19,2020,10814.0,163.25,1,True
vah,2020-03-20,2020,10842.0,485.5,2,True
vah,2020-03-23,2020,10416.0,42.25,1,True
vah,2020-03-24,2020,10838.0,74.5,1,True
vah,2020-03-25,2020,11089.0,247.25,1,True
vah,2020-03-26,2020,11144.0,104.0,1,True
vah,2020-03-27,2020,11066.0,113.25,1,True
vah,2020-03-30,2020,11250.0,4.5,1,True
vah,2020-03-31,2020,11302.0,122.5,4,True
vah,2020-04-01,2020,11013.0,166.25,1,True
vah,2020-04-02,2020,10988.0,9.75,1,True
vah,2020-04-03,2020,10932.0,37.5,1,True
vah,2020-04-06,2020,11384.0,48.5,1,True
vah,2020-04-07,2020,11586.0,165.5,1,True
vah,2020-04-08,2020,11592.0,0.0,1,True
vah,2020-04-09,2020,11638.0,32.0,1,True
vah,2020-04-13,2020,11616.0,80.75,60,False
vah,2020-04-14,2020,12040.0,21.5,1,True
vah,2020-04-15,2020,11968.0,6.0,1,True
vah,2020-04-16,2020,12107.0,16.5,1,True
vah,2020-04-17,2020,12178.0,17.75,1,True
vah,2020-04-20,2020,12216.0,123.25,5,True
vah,2020-04-21,2020,11872.0,101.0,1,True
vah,2020-04-22,2020,12008.0,20.5,1,True
vah,2020-04-23,2020,12150.0,142.0,1,True
vah,2020-04-24,2020,12070.0,81.0,2,True
vah,2020-04-27,2020,12238.0,34.0,1,True
vah,2020-04-28,2020,12156.0,109.5,1,True
vah,2020-04-29,2020,12378.0,35.0,1,True
vah,2020-04-30,2020,12384.0,21.75,3,True
vah,2020-05-01,2020,12194.0,102.5,1,True
vah,2020-05-04,2020,12159.0,39.0,60,False
vah,2020-05-05,2020,12372.0,73.75,1,True
vah,2020-05-06,2020,12420.0,68.0,1,True
vah,2020-05-07,2020,12488.0,17.0,1,True
vah,2020-05-08,2020,12584.0,5.5,1,True
vah,2020-05-11,2020,12687.0,20.25,1,True
vah,2020-05-12,2020,12703.0,220.75,4,True
vah,2020-05-13,2020,12464.0,93.25,1,True
vah,2020-05-14,2020,12364.0,102.75,1,True
vah,2020-05-15,2020,12456.0,70.0,60,False
vah,2020-05-18,2020,12738.0,38.0,1,True
vah,2020-05-19,2020,12788.0,117.0,1,True
vah,2020-05-20,2020,12858.0,2.25,1,True
vah,2020-05-21,2020,12810.0,52.0,2,True
vah,2020-05-22,2020,12776.0,10.0,1,True
vah,2020-05-26,2020,12906.0,138.0,2,True
vah,2020-05-27,2020,12764.0,50.5,1,True
vah,2020-05-28,2020,12896.0,101.0,1,True
vah,2020-05-29,2020,12856.0,66.5,1,True
vah,2020-06-01,2020,12980.0,6.0,1,True
vah,2020-06-02,2020,12992.0,43.0,2,True
vah,2020-06-03,2020,13076.0,1.0,1,True
vah,2020-06-04,2020,13102.0,94.5,1,True
vah,2020-06-05,2020,13224.0,28.0,1,True
vah,2020-06-08,2020,13208.0,68.5,1,True
vah,2020-06-09,2020,13386.0,42.25,1,True
vah,2020-06-10,2020,13478.0,8.75,1,True
vah,2020-06-11,2020,13360.0,387.5,3,True
vah,2020-06-12,2020,13112.0,72.0,1,True
vah,2020-06-15,2020,13090.0,68.25,60,False
vah,2020-06-16,2020,13370.0,36.75,1,True
vah,2020-06-17,2020,13404.0,39.75,1,True
vah,2020-06-18,2020,13380.0,13.75,1,True
vah,2020-06-19,2020,13503.0,117.75,1,True
vah,2020-06-22,2020,13512.0,2.25,1,True
vah,2020-06-23,2020,13648.0,55.5,6,True
vah,2020-06-24,2020,13472.0,83.75,1,True
vah,2020-06-25,2020,13428.0,54.0,1,True
vah,2020-06-26,2020,13342.0,106.25,1,True
vah,2020-06-29,2020,13326.0,19.5,60,False
vah,2020-06-30,2020,13494.0,49.25,1,True
vah,2020-07-01,2020,13670.0,10.75,1,True
vah,2020-07-02,2020,13802.0,72.0,2,True
vah,2020-07-06,2020,13990.0,3.75,1,True
vah,2020-07-07,2020,14070.0,158.75,2,True
vah,2020-07-08,2020,14024.0,25.0,1,True
vah,2020-07-09,2020,14156.0,20.25,1,True
vah,2020-07-10,2020,14156.0,59.75,1,True
vah,2020-07-13,2020,14452.0,458.25,6,True
vah,2020-07-14,2020,14014.0,53.75,1,True
vah,2020-07-15,2020,14146.0,64.0,3,True
vah,2020-07-16,2020,14000.0,8.25,1,True
vah,2020-07-17,2020,14034.0,9.25,1,True
vah,2020-07-20,2020,14268.0,63.25,1,True
vah,2020-07-21,2020,14342.0,123.75,9,True
vah,2020-07-22,2020,14254.0,0.25,1,True
vah,2020-07-23,2020,14266.0,299.0,5,True
vah,2020-07-24,2020,13900.0,35.75,1,True
vah,2020-07-27,2020,14028.0,27.5,1,True
vah,2020-07-28,2020,14036.0,115.75,1,True
vah,2020-07-29,2020,14044.0,1.0,1,True
vah,2020-07-30,2020,14121.0,21.5,1,True
vah,2020-07-31,2020,14222.0,70.25,35,True
vah,2020-08-03,2020,14452.0,19.25,1,True
vah,2020-08-04,2020,14460.0,19.0,1,True
vah,2020-08-05,2020,14512.0,6.25,1,True
vah,2020-08-06,2020,14576.0,73.0,1,True
vah,2020-08-07,2020,14662.0,139.25,6,True
vah,2020-08-10,2020,14494.0,20.75,1,True
vah,2020-08-11,2020,14456.0,192.5,1,True
vah,2020-08-12,2020,14574.0,32.75,1,True
vah,2020-08-13,2020,14622.0,57.25,1,True
vah,2020-08-14,2020,14560.0,5.75,1,True
vah,2020-08-17,2020,14672.0,7.0,1,True
vah,2020-08-18,2020,14783.0,5.75,1,True
vah,2020-08-19,2020,14804.0,90.0,1,True
vah,2020-08-20,2020,14825.0,43.25,1,True
vah,2020-08-21,2020,14962.0,13.0,1,True
vah,2020-08-24,2020,15032.0,11.0,1,True
vah,2020-08-25,2020,15074.0,36.25,7,True
vah,2020-08-26,2020,15368.0,8.25,1,True
vah,2020-08-27,2020,15402.0,79.25,1,True
vah,2020-08-28,2020,15394.0,8.25,1,True
vah,2020-08-31,2020,15558.0,70.75,1,True
vah,2020-09-01,2020,15673.0,15.75,1,True
vah,2020-09-02,2020,15828.0,22.5,1,True
vah,2020-09-03,2020,15326.0,157.75,27,True
vah,2020-09-04,2020,14989.0,25.5,19,True
vah,2020-09-08,2020,14742.0,278.75,1,True
vah,2020-09-09,2020,14874.0,93.0,1,True
vah,2020-09-10,2020,14960.0,408.5,15,True
vah,2020-09-11,2020,14653.0,174.25,1,True
vah,2020-09-14,2020,14744.0,74.25,1,True
vah,2020-09-15,2020,14876.0,43.0,1,True
vah,2020-09-16,2020,14860.0,210.25,9,True
vah,2020-09-17,2020,14466.0,15.0,1,True
vah,2020-09-18,2020,14390.0,58.25,1,True
vah,2020-09-21,2020,14259.0,119.25,2,True
vah,2020-09-22,2020,14488.0,91.25,1,True
vah,2020-09-23,2020,14576.0,340.75,2,True
vah,2020-09-24,2020,14382.0,89.75,1,True
vah,2020-09-25,2020,14568.0,20.0,1,True
vah,2020-09-28,2020,14736.0,38.5,1,True
vah,2020-09-29,2020,14774.0,49.5,1,True
vah,2020-09-30,2020,14896.0,78.5,1,True
vah,2020-10-01,2020,14972.0,15.25,1,True
vah,2020-10-02,2020,14806.0,147.5,1,True
vah,2020-10-05,2020,14870.0,34.0,1,True
vah,2020-10-06,2020,14912.0,222.0,1,True
vah,2020-10-07,2020,14878.0,16.25,13,True
vah,2020-10-08,2020,14959.0,8.25,10,True
vah,2020-10-09,2020,15119.0,7.0,1,True
vah,2020-10-12,2020,15610.0,120.5,1,True
vah,2020-10-13,2020,15532.0,43.25,1,True
vah,2020-10-14,2020,15482.0,90.25,16,True
vah,2020-10-15,2020,15266.0,38.75,1,True
vah,2020-10-16,2020,15378.0,137.25,14,True
vah,2020-10-19,2020,15342.0,298.25,13,True
vah,2020-10-20,2020,15142.0,64.25,1,True
vah,2020-10-21,2020,15155.0,88.0,10,True
vah,2020-10-22,2020,15130.0,61.5,9,True
vah,2020-10-23,2020,15044.0,50.5,1,True
vah,2020-10-26,2020,14963.0,53.5,1,True
vah,2020-10-27,2020,15004.0,3.75,6,True
vah,2020-10-28,2020,14676.0,124.5,1,True
vah,2020-10-29,2020,14782.0,42.5,4,True
vah,2020-10-30,2020,14481.0,11.5,1,True
vah,2020-11-02,2020,14557.0,73.5,1,True
vah,2020-11-03,2020,14742.0,70.5,1,True
vah,2020-11-04,2020,15228.0,53.5,1,True
vah,2020-11-05,2020,15498.0,17.25,1,True
vah,2020-11-06,2020,15512.0,17.0,1,True
vah,2020-11-09,2020,15618.0,378.0,13,True
vah,2020-11-10,2020,15106.0,71.75,1,True
vah,2020-11-11,2020,15306.0,11.0,1,True
vah,2020-11-12,2020,15334.0,94.75,1,True
vah,2020-11-13,2020,15316.0,31.5,1,True
vah,2020-11-16,2020,15414.0,14.0,1,True
vah,2020-11-17,2020,15446.0,54.25,5,True
vah,2020-11-18,2020,15408.0,101.25,1,True
vah,2020-11-19,2020,15380.0,15.75,1,True
vah,2020-11-20,2020,15416.0,96.75,1,True
vah,2020-11-23,2020,15358.0,39.25,1,True
vah,2020-11-24,2020,15506.0,16.0,1,True
vah,2020-11-25,2020,15556.0,12.25,1,True
vah,2020-11-30,2020,15702.0,13.75,8,True
vah,2020-12-01,2020,15878.0,13.0,1,True
vah,2020-12-02,2020,15884.0,12.0,1,True
vah,2020-12-03,2020,15924.0,37.0,1,True
vah,2020-12-04,2020,15938.0,5.75,1,True
vah,2020-12-07,2020,16010.0,1.75,1,True
vah,2020-12-08,2020,16016.0,35.5,1,True
vah,2020-12-09,2020,15994.0,224.25,4,True
vah,2020-12-10,2020,15840.0,27.25,2,True
vah,2020-12-11,2020,15768.0,22.5,57,True
vah,2020-12-14,2020,15946.0,74.5,1,True
vah,2020-12-15,2020,15996.0,14.0,1,True
vah,2020-12-16,2020,16068.0,17.25,2,True
vah,2020-12-17,2020,16150.0,13.0,1,True
vah,2020-12-18,2020,16140.0,24.5,1,True
vah,2020-12-21,2020,16112.0,14.75,1,True
vah,2020-12-22,2020,16132.0,5.75,1,True
vah,2020-12-23,2020,16118.0,55.75,1,True
vah,2020-12-28,2020,16266.0,20.0,1,True
vah,2020-12-29,2020,16286.0,26.75,1,True
vah,2020-12-30,2020,16282.0,26.25,1,True
vah,2020-12-31,2020,16266.0,16.5,1,True
vah,2021-01-04,2021,16354.0,253.25,3,True
vah,2021-01-05,2021,16184.0,20.0,1,True
vah,2021-01-06,2021,16200.0,169.25,1,True
vah,2021-01-07,2021,16350.0,11.75,1,True
vah,2021-01-08,2021,16470.0,34.0,1,True
vah,2021-01-11,2021,16408.0,99.25,2,True
vah,2021-01-12,2021,16332.0,37.0,1,True
vah,2021-01-13,2021,16410.0,29.5,1,True
vah,2021-01-14,2021,16419.0,109.0,3,True
vah,2021-01-15,2021,16288.0,76.25,2,True
vah,2021-01-19,2021,16356.0,41.25,6,True
vah,2021-01-20,2021,16734.0,35.5,1,True
vah,2021-01-21,2021,16820.0,10.0,2,True
vah,2021-01-22,2021,16794.0,26.0,1,True
vah,2021-01-25,2021,16891.0,4.25,1,True
vah,2021-01-26,2021,16918.0,20.5,1,True
vah,2021-01-27,2021,16778.0,245.25,1,True
vah,2021-01-28,2021,16751.0,153.25,3,True
vah,2021-01-29,2021,16468.0,141.25,1,True
vah,2021-02-01,2021,16682.0,39.0,1,True
vah,2021-02-02,2021,16900.0,39.0,1,True
vah,2021-02-03,2021,16908.0,106.75,1,True
vah,2021-02-04,2021,16889.0,73.5,10,True
vah,2021-02-05,2021,17008.0,1.25,1,True
vah,2021-02-08,2021,17078.0,19.5,1,True
vah,2021-02-09,2021,17120.0,27.0,1,True
vah,2021-02-10,2021,17092.0,29.0,1,True
vah,2021-02-11,2021,17147.0,8.25,1,True
vah,2021-02-12,2021,17164.0,52.25,2,True
vah,2021-02-16,2021,17248.0,71.0,37,True
vah,2021-02-17,2021,17086.0,26.0,1,True
vah,2021-02-18,2021,16990.0,60.5,1,True
vah,2021-02-19,2021,17112.0,121.5,33,True
vah,2021-02-22,2021,16810.0,170.75,29,True
vah,2021-02-23,2021,16500.0,100.75,1,True
vah,2021-02-24,2021,16721.0,14.0,1,True
vah,2021-02-25,2021,16620.0,381.25,2,True
vah,2021-02-26,2021,16462.0,155.75,1,True
vah,2021-03-01,2021,16648.0,39.0,1,True
vah,2021-03-02,2021,16638.0,167.5,10,True
vah,2021-03-03,2021,16462.0,369.25,6,True
vah,2021-03-04,2021,16206.0,322.0,3,True
vah,2021-03-05,2021,15978.0,96.0,1,True
vah,2021-03-08,2021,16100.0,387.0,1,True
vah,2021-03-09,2021,16247.0,47.75,1,True
vah,2021-03-10,2021,16256.0,91.25,1,True
vah,2021-03-11,2021,16532.0,73.25,3,True
vah,2021-03-12,2021,16310.0,39.75,1,True
vah,2021-03-15,2021,16395.0,95.25,2,True
vah,2021-03-16,2021,16705.0,143.25,12,True
vah,2021-03-17,2021,16506.0,109.5,1,True
vah,2021-03-18,2021,16430.0,225.5,2,True
vah,2021-03-19,2021,16302.0,42.5,1,True
vah,2021-03-22,2021,16580.0,86.75,1,True
vah,2021-03-23,2021,16552.0,124.0,1,True
vah,2021-03-24,2021,16418.0,205.25,3,True
vah,2021-03-25,2021,16222.0,27.0,1,True
vah,2021-03-26,2021,16278.0,106.5,1,True
vah,2021-03-29,2021,16396.0,17.5,1,True
vah,2021-03-30,2021,16298.0,20.0,1,True
vah,2021-03-31,2021,16569.0,61.75,1,True
vah,2021-04-01,2021,16728.0,8.75,1,True
vah,2021-04-05,2021,17030.0,25.5,1,True
vah,2021-04-06,2021,17034.0,39.5,1,True
vah,2021-04-07,2021,17040.0,13.0,1,True
vah,2021-04-08,2021,17162.0,10.0,1,True
vah,2021-04-09,2021,17192.0,59.75,1,True
vah,2021-04-12,2021,17226.0,8.25,1,True
vah,2021-04-13,2021,17368.0,29.75,1,True
vah,2021-04-14,2021,17396.0,165.0,1,True
vah,2021-04-15,2021,17440.0,1.5,1,True
vah,2021-04-16,2021,17456.0,2.5,1,True
vah,2021-04-19,2021,17353.0,26.5,1,True
vah,2021-04-20,2021,17286.0,64.25,1,True
vah,2021-04-21,2021,17298.0,43.0,1,True
vah,2021-04-22,2021,17314.0,141.0,1,True
vah,2021-04-23,2021,17402.0,55.0,1,True
vah,2021-04-26,2021,17414.0,22.0,1,True
vah,2021-04-27,2021,17394.0,20.0,1,True
vah,2021-04-28,2021,17360.0,41.5,1,True
vah,2021-04-29,2021,17398.0,20.75,30,True
vah,2021-04-30,2021,17334.0,50.75,1,True
vah,2021-05-03,2021,17296.0,83.25,26,True
vah,2021-05-04,2021,16948.0,17.75,1,True
vah,2021-05-05,2021,17048.0,131.5,2,True
vah,2021-05-06,2021,16979.0,40.0,2,True
vah,2021-05-07,2021,17188.0,59.0,17,True
vah,2021-05-10,2021,17004.0,225.25,10,True
vah,2021-05-11,2021,16782.0,15.5,3,True
vah,2021-05-12,2021,16540.0,119.25,1,True
vah,2021-05-13,2021,16590.0,69.5,1,True
vah,2021-05-14,2021,16803.0,4.0,1,True
vah,2021-05-17,2021,16726.0,2.25,1,True
vah,2021-05-18,2021,16810.0,175.0,2,True
vah,2021-05-19,2021,16646.0,7.25,1,True
vah,2021-05-20,2021,16941.0,31.5,1,True
vah,2021-05-21,2021,16910.0,78.5,1,True
vah,2021-05-24,2021,17108.0,47.75,1,True
vah,2021-05-25,2021,17094.0,15.0,1,True
vah,2021-05-26,2021,17136.0,11.75,1,True
vah,2021-05-27,2021,17122.0,47.25,1,True
vah,2021-05-28,2021,17158.0,45.0,2,True
vah,2021-06-01,2021,17114.0,40.5,1,True
vah,2021-06-02,2021,17128.0,31.25,1,True
vah,2021-06-03,2021,16998.0,47.5,1,True
vah,2021-06-04,2021,17204.0,15.0,1,True
vah,2021-06-07,2021,17182.0,42.5,1,True
vah,2021-06-08,2021,17276.0,44.5,1,True
vah,2021-06-09,2021,17294.0,55.75,1,True
vah,2021-06-10,2021,17382.0,0.5,1,True
vah,2021-06-11,2021,17398.0,19.25,1,True
vah,2021-06-14,2021,17480.0,68.75,1,True
vah,2021-06-15,2021,17513.0,60.25,1,True
vah,2021-06-16,2021,17521.0,119.75,1,True
vah,2021-06-17,2021,17620.0,38.25,1,True
vah,2021-06-18,2021,17536.0,68.75,1,True
vah,2021-06-21,2021,17568.0,14.25,1,True
vah,2021-06-22,2021,17658.0,25.5,1,True
vah,2021-06-23,2021,17718.0,29.25,1,True
vah,2021-06-24,2021,17820.0,40.25,1,True
vah,2021-06-25,2021,17784.0,19.25,1,True
vah,2021-06-28,2021,17908.0,28.75,1,True
vah,2021-06-29,2021,17968.0,21.5,1,True
vah,2021-06-30,2021,17984.0,14.75,1,True
vah,2021-07-01,2021,17982.0,8.75,1,True
vah,2021-07-02,2021,18110.0,30.25,1,True
vah,2021-07-06,2021,18208.0,6.25,1,True
vah,2021-07-07,2021,18268.0,40.5,3,True
vah,2021-07-08,2021,18122.0,27.0,1,True
vah,2021-07-09,2021,18258.0,22.25,1,True
vah,2021-07-12,2021,18280.0,14.0,1,True
vah,2021-07-13,2021,18370.0,79.0,1,True
vah,2021-07-14,2021,18394.0,74.0,6,True
vah,2021-07-15,2021,18244.0,28.25,1,True
vah,2021-07-16,2021,18218.0,119.25,3,True
vah,2021-07-19,2021,17942.0,37.25,1,True
vah,2021-07-20,2021,18150.0,6.25,1,True
vah,2021-07-21,2021,18210.0,43.75,4,True
vah,2021-07-22,2021,18348.0,6.25,3,True
vah,2021-07-23,2021,18542.0,17.75,1,True
vah,2021-07-26,2021,18544.0,1.75,1,True
vah,2021-07-27,2021,18376.0,0.5,1,True
vah,2021-07-28,2021,18474.0,42.5,1,True
vah,2021-07-29,2021,18500.0,39.5,4,True
vah,2021-07-30,2021,18390.0,9.5,1,True
vah,2021-08-02,2021,18442.0,61.5,1,True
vah,2021-08-03,2021,18426.0,43.25,1,True
vah,2021-08-04,2021,18498.0,4.0,1,True
vah,2021-08-05,2021,18592.0,0.0,1,True
vah,2021-08-06,2021,18540.0,18.75,1,True
vah,2021-08-09,2021,18556.0,7.75,1,True
vah,2021-08-10,2021,18508.0,36.25,1,True
vah,2021-08-11,2021,18470.0,22.25,1,True
vah,2021-08-12,2021,18514.0,12.25,1,True
vah,2021-08-13,2021,18547.0,4.75,1,True
vah,2021-08-16,2021,18496.0,63.75,1,True
vah,2021-08-17,2021,18438.0,12.75,1,True
vah,2021-08-18,2021,18448.0,166.5,2,True
vah,2021-08-19,2021,18418.0,63.75,1,True
vah,2021-08-20,2021,18520.0,11.25,1,True
vah,2021-08-23,2021,18762.0,30.0,1,True
vah,2021-08-24,2021,18788.0,6.25,1,True
vah,2021-08-25,2021,18800.0,12.0,2,True
vah,2021-08-26,2021,18784.0,84.75,1,True
vah,2021-08-27,2021,18868.0,18.0,1,True
vah,2021-08-30,2021,19043.0,18.25,1,True
vah,2021-08-31,2021,19020.0,10.25,1,True
vah,2021-09-01,2021,19112.0,75.0,3,True
vah,2021-09-02,2021,19082.0,51.25,1,True
vah,2021-09-03,2021,19088.0,10.0,1,True
vah,2021-09-07,2021,19124.0,24.75,35,True
vah,2021-09-08,2021,19054.0,5.75,1,True
vah,2021-09-09,2021,19102.0,112.25,33,True
vah,2021-09-10,2021,19064.0,192.25,32,True
vah,2021-09-13,2021,18862.0,4.0,1,True
vah,2021-09-14,2021,18942.0,124.25,1,True
vah,2021-09-15,2021,18858.0,74.25,1,True
vah,2021-09-16,2021,18889.0,56.25,1,True
vah,2021-09-17,2021,18794.0,37.0,6,True
vah,2021-09-20,2021,18532.0,92.25,1,True
vah,2021-09-21,2021,18526.0,72.5,1,True
vah,2021-09-22,2021,18638.0,41.25,1,True
vah,2021-09-23,2021,18766.0,31.5,1,True
vah,2021-09-24,2021,18706.0,44.25,1,True
vah,2021-09-27,2021,18652.0,22.75,15,True
vah,2021-09-28,2021,18296.0,96.5,1,True
vah,2021-09-29,2021,18328.0,150.5,6,True
vah,2021-09-30,2021,18306.0,194.75,5,True
vah,2021-10-01,2021,18142.0,63.75,1,True
vah,2021-10-04,2021,17912.0,9.75,1,True
vah,2021-10-05,2021,18186.0,93.0,1,True
vah,2021-10-06,2021,18138.0,50.5,3,True
vah,2021-10-07,2021,18434.0,112.75,5,True
vah,2021-10-08,2021,18324.0,77.5,1,True
vah,2021-10-11,2021,18300.0,165.0,3,True
vah,2021-10-12,2021,18140.0,54.75,1,True
vah,2021-10-13,2021,18190.0,11.5,60,False
vah,2021-10-14,2021,18478.0,6.25,1,True
vah,2021-10-15,2021,18539.0,31.5,1,True
vah,2021-10-18,2021,18730.0,8.75,1,True
vah,2021-10-19,2021,18812.0,23.25,1,True
vah,2021-10-20,2021,18869.0,51.25,1,True
vah,2021-10-21,2021,18876.0,34.25,1,True
vah,2021-10-22,2021,18838.0,61.0,1,True
vah,2021-10-25,2021,18978.0,41.75,1,True
vah,2021-10-26,2021,19076.0,96.0,1,True
vah,2021-10-27,2021,19097.0,77.0,1,True
vah,2021-10-28,2021,19192.0,4.5,1,True
vah,2021-10-29,2021,19244.0,30.75,1,True
vah,2021-11-01,2021,19286.0,42.75,1,True
vah,2021-11-02,2021,19394.0,3.0,1,True
vah,2021-11-03,2021,19452.0,112.75,5,True
vah,2021-11-04,2021,19804.0,34.25,1,True
vah,2021-11-05,2021,19876.0,89.75,9,True
vah,2021-11-08,2021,19798.0,33.75,1,True
vah,2021-11-09,2021,19700.0,47.75,4,True
vah,2021-11-10,2021,19634.0,220.75,2,True
vah,2021-11-11,2021,19524.0,66.25,1,True
vah,2021-11-12,2021,19648.0,23.25,1,True
vah,2021-11-15,2021,19642.0,18.5,1,True
vah,2021-11-16,2021,19758.0,18.25,1,True
vah,2021-11-17,2021,19780.0,31.75,1,True
vah,2021-11-18,2021,19930.0,13.75,1,True
vah,2021-11-19,2021,20044.0,37.0,1,True
vah,2021-11-22,2021,20116.0,297.25,60,False
vah,2021-11-23,2021,19722.0,18.5,1,True
vah,2021-11-24,2021,19768.0,29.25,2,True
vah,2021-11-29,2021,19870.0,44.25,1,True
vah,2021-11-30,2021,19668.0,83.0,1,True
vah,2021-12-01,2021,19854.0,543.5,5,True
vah,2021-12-02,2021,19458.0,31.5,1,True
vah,2021-12-03,2021,19180.0,28.25,1,True
vah,2021-12-06,2021,19332.0,54.0,1,True
vah,2021-12-07,2021,19762.0,6.0,1,True
vah,2021-12-08,2021,19772.0,51.25,1,True
vah,2021-12-09,2021,19804.0,220.75,2,True
vah,2021-12-10,2021,19722.0,38.75,1,True
vah,2021-12-13,2021,19656.0,141.75,2,True
vah,2021-12-14,2021,19400.0,46.0,1,True
vah,2021-12-15,2021,19414.0,295.0,1,True
vah,2021-12-16,2021,19548.0,257.75,4,True
vah,2021-12-17,2021,19321.0,113.75,2,True
vah,2021-12-20,2021,19056.0,3.5,1,True
vah,2021-12-21,2021,19414.0,13.25,1,True
vah,2021-12-22,2021,19565.0,30.25,9,True
vah,2021-12-23,2021,19766.0,44.5,1,True
vah,2021-12-27,2021,19990.0,2.5,1,True
vah,2021-12-28,2021,19980.0,58.25,1,True
vah,2021-12-29,2021,19928.0,11.5,1,True
vah,2021-12-30,2021,19984.0,128.25,3,True
