session_date,asia_start_ts,reference_ts,side,ny_close,entry_price,gap_points,gap_bps,exit_ts,exit_price,exit_reason,filled,minutes_held,gross_points,mae_points,mfe_points,asia_bars,cost_points,net_points,gross_pnl_dollars,net_pnl_dollars
2021-04-13,2021-04-13 18:00:00-04:00,2021-04-13 17:00:00-04:00,Short,13973.5,13977.0,3.5,2.504741117114538,2021-04-13 18:10:00-04:00,13973.5,target,True,10.0,3.5,3.25,4.25,72,0.75,2.75,7.0,5.5
2021-04-15,2021-04-15 18:00:00-04:00,2021-04-15 17:00:00-04:00,Short,13999.25,13999.75,0.5,0.3571619908209368,2021-04-15 18:05:00-04:00,13999.25,target,True,5.0,0.5,2.75,10.5,72,0.75,-0.25,1.0,-0.5
2021-04-26,2021-04-26 18:00:00-04:00,2021-04-26 17:00:00-04:00,Short,14022.75,14023.25,0.5,0.3565634415503378,2021-04-26 18:05:00-04:00,14022.75,target,True,5.0,0.5,4.5,8.25,72,0.75,-0.25,1.0,-0.5
2021-04-27,2021-04-27 18:00:00-04:00,2021-04-27 17:00:00-04:00,Short,13951.0,13954.0,3.0,2.1503834850548347,2021-04-28 00:00:00-04:00,13973.0,deadline,False,360.0,-19.0,25.5,0.75,72,1.0,-20.0,-38.0,-40.0
2021-04-28,2021-04-28 18:00:00-04:00,2021-04-28 17:00:00-04:00,Short,13968.75,13970.75,2.0,1.4317673378076061,2021-04-28 18:05:00-04:00,13968.75,target,True,5.0,2.0,3.0,13.0,72,0.75,1.25,4.0,2.5
2021-04-29,2021-04-29 18:00:00-04:00,2021-04-29 17:00:00-04:00,Short,13944.0,13948.0,4.0,2.8686173264486516,2021-04-29 18:05:00-04:00,13944.0,target,True,5.0,4.0,4.0,6.75,72,0.75,3.25,8.0,6.5
2021-05-05,2021-05-05 18:00:00-04:00,2021-05-05 17:00:00-04:00,Short,13485.0,13486.0,1.0,0.7415647015202076,2021-05-05 18:05:00-04:00,13485.0,target,True,5.0,1.0,11.0,2.0,72,0.75,0.25,2.0,0.5
2021-05-06,2021-05-06 18:00:00-04:00,2021-05-06 17:00:00-04:00,Short,13605.0,13605.75,0.75,0.5512679162072768,2021-05-06 18:05:00-04:00,13605.0,target,True,5.0,0.75,15.25,4.25,72,0.75,0.0,1.5,0.0
2021-05-13,2021-05-13 18:00:00-04:00,2021-05-13 17:00:00-04:00,Short,13092.25,13095.5,3.25,2.482384616853482,2021-05-13 18:05:00-04:00,13092.25,target,True,5.0,3.25,9.5,5.0,72,0.75,2.5,6.5,5.0
2021-05-19,2021-05-19 18:00:00-04:00,2021-05-19 17:00:00-04:00,Short,13219.75,13221.0,1.25,0.9455549461979236,2021-05-19 18:05:00-04:00,13219.75,target,True,5.0,1.25,6.75,5.5,72,0.75,0.5,2.5,1.0
2021-05-24,2021-05-24 18:00:00-04:00,2021-05-24 17:00:00-04:00,Short,13652.0,13654.5,2.5,1.83123351889833,2021-05-24 18:05:00-04:00,13652.0,target,True,5.0,2.5,1.75,9.75,72,0.75,1.75,5.0,3.5
2021-05-25,2021-05-25 18:00:00-04:00,2021-05-25 17:00:00-04:00,Short,13669.25,13671.0,1.75,1.2802458071949814,2021-05-25 18:05:00-04:00,13669.25,target,True,5.0,1.75,3.25,7.5,72,0.75,1.0,3.5,2.0
2021-05-27,2021-05-27 18:00:00-04:00,2021-05-27 17:00:00-04:00,Short,13693.25,13694.5,1.25,0.9128585251857666,2021-05-27 18:05:00-04:00,13693.25,target,True,5.0,1.25,4.25,5.0,72,0.75,0.5,2.5,1.0
2021-06-02,2021-06-02 18:00:00-04:00,2021-06-02 17:00:00-04:00,Short,13678.25,13678.5,0.25,0.18277191892237676,2021-06-02 18:05:00-04:00,13678.25,target,True,5.0,0.25,10.0,0.25,72,0.75,-0.5,0.5,-1.0
2021-06-08,2021-06-08 18:00:00-04:00,2021-06-08 17:00:00-04:00,Short,13811.75,13813.0,1.25,0.9050265172769563,2021-06-08 18:05:00-04:00,13811.75,target,True,5.0,1.25,4.0,9.0,72,0.75,0.5,2.5,1.0
2021-06-09,2021-06-09 18:00:00-04:00,2021-06-09 17:00:00-04:00,Short,13812.0,13815.75,3.75,2.7150304083405734,2021-06-09 18:05:00-04:00,13812.0,target,True,5.0,3.75,5.75,3.75,72,0.75,3.0,7.5,6.0
2021-06-10,2021-06-10 18:00:00-04:00,2021-06-10 17:00:00-04:00,Short,13973.25,13974.5,1.25,0.894566403664144,2021-06-10 18:05:00-04:00,13973.25,target,True,5.0,1.25,5.5,4.75,72,0.75,0.5,2.5,1.0
2021-06-14,2021-06-14 18:00:00-04:00,2021-06-14 17:00:00-04:00,Short,14117.5,14121.25,3.75,2.6562776695590578,2021-06-14 18:05:00-04:00,14117.5,target,True,5.0,3.75,3.75,8.5,72,0.75,3.0,7.5,6.0
2021-06-15,2021-06-15 18:00:00-04:00,2021-06-15 17:00:00-04:00,Short,14046.5,14047.75,1.25,0.8899013989249992,2021-06-15 18:05:00-04:00,14046.5,target,True,5.0,1.25,3.75,6.5,72,0.75,0.5,2.5,1.0
2021-06-21,2021-06-21 18:00:00-04:00,2021-06-21 17:00:00-04:00,Short,14136.25,14137.0,0.75,0.5305508886727385,2021-06-21 18:05:00-04:00,14136.25,target,True,5.0,0.75,4.75,0.75,72,0.75,0.0,1.5,0.0
2021-06-28,2021-06-28 18:00:00-04:00,2021-06-28 17:00:00-04:00,Short,14502.75,14506.75,4.0,2.7580976021788968,2021-06-28 18:05:00-04:00,14502.75,target,True,5.0,4.0,0.25,15.25,72,0.75,3.25,8.0,6.5
2021-06-29,2021-06-29 18:00:00-04:00,2021-06-29 17:00:00-04:00,Short,14582.25,14584.0,1.75,1.2000891494796757,2021-06-29 18:05:00-04:00,14582.25,target,True,5.0,1.75,7.0,15.25,72,0.75,1.0,3.5,2.0
2021-06-30,2021-06-30 18:00:00-04:00,2021-06-30 17:00:00-04:00,Short,14555.75,14558.0,2.25,1.5457808769730175,2021-06-30 18:05:00-04:00,14555.75,target,True,5.0,2.25,5.0,3.5,72,0.75,1.5,4.5,3.0
2021-07-01,2021-07-01 18:00:00-04:00,2021-07-01 17:00:00-04:00,Short,14539.25,14542.25,3.0,2.0633801605997557,2021-07-01 18:05:00-04:00,14539.25,target,True,5.0,3.0,0.25,8.25,72,0.75,2.25,6.0,4.5
2021-07-07,2021-07-07 18:00:00-04:00,2021-07-07 17:00:00-04:00,Short,14809.25,14811.75,2.5,1.6881341053733308,2021-07-07 18:05:00-04:00,14809.25,target,True,5.0,2.5,0.5,6.25,72,0.75,1.75,5.0,3.5
2021-07-13,2021-07-13 18:00:00-04:00,2021-07-13 17:00:00-04:00,Short,14864.25,14868.0,3.75,2.5228316262172665,2021-07-13 18:05:00-04:00,14864.25,target,True,5.0,3.75,2.0,6.0,72,0.75,3.0,7.5,6.0
2021-07-15,2021-07-15 18:00:00-04:00,2021-07-15 17:00:00-04:00,Short,14776.0,14778.0,2.0,1.353546291283162,2021-07-15 18:05:00-04:00,14776.0,target,True,5.0,2.0,2.0,6.0,72,0.75,1.25,4.0,2.5
2021-07-19,2021-07-19 18:00:00-04:00,2021-07-19 17:00:00-04:00,Short,14592.25,14593.5,1.25,0.8566190957528825,2021-07-19 18:05:00-04:00,14592.25,target,True,5.0,1.25,6.25,5.25,72,0.75,0.5,2.5,1.0
2021-07-20,2021-07-20 18:00:00-04:00,2021-07-20 17:00:00-04:00,Short,14727.5,14729.5,2.0,1.3580037345102698,2021-07-20 18:05:00-04:00,14727.5,target,True,5.0,2.0,1.75,5.25,72,0.75,1.25,4.0,2.5
2021-07-21,2021-07-21 18:00:00-04:00,2021-07-21 17:00:00-04:00,Short,14837.75,14838.0,0.25,0.16848915772270054,2021-07-21 18:05:00-04:00,14837.75,target,True,5.0,0.25,1.25,9.25,72,0.75,-0.5,0.5,-1.0
2021-07-22,2021-07-22 18:00:00-04:00,2021-07-22 17:00:00-04:00,Short,14976.25,14978.25,2.0,1.3354477923378683,2021-07-22 18:05:00-04:00,14976.25,target,True,5.0,2.0,6.5,3.25,72,0.75,1.25,4.0,2.5
2021-07-26,2021-07-26 18:00:00-04:00,2021-07-26 17:00:00-04:00,Short,15124.75,15125.0,0.25,0.16529198829732722,2021-07-26 18:05:00-04:00,15124.75,target,True,5.0,0.25,0.25,9.75,72,0.75,-0.5,0.5,-1.0
2021-07-28,2021-07-28 18:00:00-04:00,2021-07-28 17:00:00-04:00,Short,14983.25,14984.25,1.0,0.6674119433367259,2021-07-28 18:05:00-04:00,14983.25,target,True,5.0,1.0,4.75,4.75,72,0.75,0.25,2.0,0.5
2021-08-02,2021-08-02 18:00:00-04:00,2021-08-02 17:00:00-04:00,Short,14960.5,14963.75,3.25,2.172387286521172,2021-08-02 18:05:00-04:00,14960.5,target,True,5.0,3.25,0.25,6.0,72,0.75,2.5,6.5,5.0
2021-08-03,2021-08-03 18:00:00-04:00,2021-08-03 17:00:00-04:00,Short,15034.5,15039.0,4.5,2.9931158335827597,2021-08-03 19:05:00-04:00,15034.5,target,True,65.0,4.5,5.75,5.5,72,0.75,3.75,9.0,7.5
2021-08-09,2021-08-09 18:00:00-04:00,2021-08-09 17:00:00-04:00,Short,15126.0,15127.75,1.75,1.1569483009387809,2021-08-09 18:05:00-04:00,15126.0,target,True,5.0,1.75,3.0,4.5,72,0.75,1.0,3.5,2.0
2021-08-11,2021-08-11 18:00:00-04:00,2021-08-11 17:00:00-04:00,Short,15007.25,15007.75,0.5,0.3331723000549734,2021-08-11 18:05:00-04:00,15007.25,target,True,5.0,0.5,7.0,12.25,72,0.75,-0.25,1.0,-0.5
2021-08-17,2021-08-17 18:00:00-04:00,2021-08-17 17:00:00-04:00,Short,14968.25,14971.0,2.75,1.8372221201543268,2021-08-17 18:05:00-04:00,14968.25,target,True,5.0,2.75,3.75,6.75,72,0.75,2.0,5.5,4.0
2021-08-18,2021-08-18 18:00:00-04:00,2021-08-18 17:00:00-04:00,Short,14837.5,14840.75,3.25,2.1903959561920807,2021-08-18 18:05:00-04:00,14837.5,target,True,5.0,3.25,10.25,7.0,72,0.75,2.5,6.5,5.0
2021-08-25,2021-08-25 18:00:00-04:00,2021-08-25 17:00:00-04:00,Short,15365.75,15367.0,1.25,0.8134975513723703,2021-08-25 18:05:00-04:00,15365.75,target,True,5.0,1.25,1.5,5.25,72,0.75,0.5,2.5,1.0
2021-08-31,2021-08-31 18:00:00-04:00,2021-08-31 17:00:00-04:00,Short,15599.75,15601.25,1.5,0.9615538710556258,2021-08-31 18:05:00-04:00,15599.75,target,True,5.0,1.5,1.0,5.0,72,0.75,0.75,3.0,1.5
2021-09-07,2021-09-07 18:00:00-04:00,2021-09-07 17:00:00-04:00,Short,15670.75,15671.0,0.25,0.15953288770480034,2021-09-07 18:05:00-04:00,15670.75,target,True,5.0,0.25,3.0,2.75,72,0.75,-0.5,0.5,-1.0
2021-09-08,2021-09-08 18:00:00-04:00,2021-09-08 17:00:00-04:00,Short,15609.25,15610.0,0.75,0.4804843282028285,2021-09-08 18:05:00-04:00,15609.25,target,True,5.0,0.75,2.5,5.25,72,0.75,0.0,1.5,0.0
2021-09-14,2021-09-14 18:00:00-04:00,2021-09-14 17:00:00-04:00,Short,15395.0,15395.5,0.5,0.32478077297823965,2021-09-14 18:05:00-04:00,15395.0,target,True,5.0,0.5,8.75,1.5,72,0.75,-0.25,1.0,-0.5
2021-09-20,2021-09-20 18:00:00-04:00,2021-09-20 17:00:00-04:00,Short,14991.0,14991.25,0.25,0.1667667267026883,2021-09-20 18:05:00-04:00,14991.0,target,True,5.0,0.25,16.0,2.5,72,0.75,-0.5,0.5,-1.0
2021-09-21,2021-09-21 18:00:00-04:00,2021-09-21 17:00:00-04:00,Short,14991.75,14992.25,0.5,0.33351676755548887,2021-09-21 18:05:00-04:00,14991.75,target,True,5.0,0.5,6.25,6.0,72,0.75,-0.25,1.0,-0.5
2021-09-23,2021-09-23 18:00:00-04:00,2021-09-23 17:00:00-04:00,Short,15296.0,15298.75,2.75,1.797855648535565,2021-09-23 18:05:00-04:00,15296.0,target,True,5.0,2.75,7.25,6.5,72,0.75,2.0,5.5,4.0
2021-09-27,2021-09-27 18:00:00-04:00,2021-09-27 17:00:00-04:00,Short,15172.25,15172.5,0.25,0.164774506088418,2021-09-27 18:50:00-04:00,15172.25,target,True,50.0,0.25,14.0,17.5,72,0.75,-0.5,0.5,-1.0
2021-09-28,2021-09-28 18:00:00-04:00,2021-09-28 17:00:00-04:00,Short,14767.25,14770.0,2.75,1.8622289187221723,2021-09-28 18:45:00-04:00,14767.25,target,True,45.0,2.75,12.5,8.25,72,0.75,2.0,5.5,4.0
2021-10-05,2021-10-05 18:00:00-04:00,2021-10-05 17:00:00-04:00,Short,14661.25,14661.75,0.5,0.3410350413504988,2021-10-05 18:05:00-04:00,14661.25,target,True,5.0,0.5,9.25,3.0,72,0.75,-0.25,1.0,-0.5
2021-10-06,2021-10-06 18:00:00-04:00,2021-10-06 17:00:00-04:00,Short,14766.75,14767.0,0.25,0.16929927032014494,2021-10-06 18:05:00-04:00,14766.75,target,True,5.0,0.25,11.75,2.0,72,0.75,-0.5,0.5,-1.0
2021-10-07,2021-10-07 18:00:00-04:00,2021-10-07 17:00:00-04:00,Short,14891.0,14894.0,3.0,2.014639715264254,2021-10-07 18:05:00-04:00,14891.0,target,True,5.0,3.0,5.25,6.25,72,0.75,2.25,6.0,4.5
2021-10-11,2021-10-11 18:00:00-04:00,2021-10-11 17:00:00-04:00,Short,14684.75,14688.25,3.5,2.383424981698701,2021-10-11 18:05:00-04:00,14684.75,target,True,5.0,3.5,8.0,7.5,72,0.75,2.75,7.0,5.5
2021-10-13,2021-10-13 18:00:00-04:00,2021-10-13 17:00:00-04:00,Short,14768.0,14770.0,2.0,1.3542795232936078,2021-10-13 18:05:00-04:00,14768.0,target,True,5.0,2.0,6.75,3.25,72,0.75,1.25,4.0,2.5
2021-10-18,2021-10-18 18:00:00-04:00,2021-10-18 17:00:00-04:00,Short,15289.0,15290.25,1.25,0.8175812675779973,2021-10-18 18:05:00-04:00,15289.0,target,True,5.0,1.25,3.5,4.75,72,0.75,0.5,2.5,1.0
2021-10-20,2021-10-20 18:00:00-04:00,2021-10-20 17:00:00-04:00,Short,15357.25,15358.25,1.0,0.6511582477331553,2021-10-20 18:05:00-04:00,15357.25,target,True,5.0,1.0,5.5,5.25,72,0.75,0.25,2.0,0.5
2021-10-27,2021-10-27 18:00:00-04:00,2021-10-27 17:00:00-04:00,Short,15591.75,15596.0,4.25,2.725800503471387,2021-10-28 00:00:00-04:00,15615.5,deadline,False,360.0,-19.5,34.5,1.75,72,1.0,-20.5,-39.0,-41.0
2021-11-01,2021-11-01 18:00:00-04:00,2021-11-01 17:00:00-04:00,Short,15888.5,15891.25,2.75,1.7308115932907449,2021-11-01 18:05:00-04:00,15888.5,target,True,5.0,2.75,0.75,11.25,72,0.75,2.0,5.5,4.0
2021-11-10,2021-11-10 18:00:00-05:00,2021-11-10 17:00:00-05:00,Short,15986.25,15990.25,4.0,2.502150285401517,2021-11-10 18:05:00-05:00,15986.25,target,True,5.0,4.0,6.25,4.0,72,0.75,3.25,8.0,6.5
2021-11-15,2021-11-15 18:00:00-05:00,2021-11-15 17:00:00-05:00,Short,16196.25,16199.0,2.75,1.6979239021378405,2021-11-15 18:05:00-05:00,16196.25,target,True,5.0,2.75,0.5,6.5,72,0.75,2.0,5.5,4.0
2021-11-16,2021-11-16 18:00:00-05:00,2021-11-16 17:00:00-05:00,Short,16293.25,16296.75,3.5,2.1481288263544718,2021-11-16 18:20:00-05:00,16293.25,target,True,20.0,3.5,5.5,4.5,72,0.75,2.75,7.0,5.5
2021-11-22,2021-11-22 18:00:00-05:00,2021-11-22 17:00:00-05:00,Short,16398.75,16399.75,1.0,0.6098025764158853,2021-11-22 18:05:00-05:00,16398.75,target,True,5.0,1.0,13.25,7.75,72,0.75,0.25,2.0,0.5
2021-11-23,2021-11-23 18:00:00-05:00,2021-11-23 17:00:00-05:00,Short,16298.0,16299.0,1.0,0.6135722174499939,2021-11-23 18:05:00-05:00,16298.0,target,True,5.0,1.0,49.25,1.0,72,0.75,0.25,2.0,0.5
2021-12-02,2021-12-02 18:00:00-05:00,2021-12-02 17:00:00-05:00,Short,16016.5,16019.0,2.5,1.5608903318452847,2021-12-02 18:05:00-05:00,16016.5,target,True,5.0,2.5,12.0,7.25,72,0.75,1.75,5.0,3.5
2021-12-09,2021-12-09 18:00:00-05:00,2021-12-09 17:00:00-05:00,Short,16155.25,16159.0,3.75,2.321226845762214,2021-12-09 18:05:00-05:00,16155.25,target,True,5.0,3.75,9.0,6.5,72,0.75,3.0,7.5,6.0
2021-12-14,2021-12-14 18:00:00-05:00,2021-12-14 17:00:00-05:00,Short,15931.25,15932.0,0.75,0.47077285209886227,2021-12-14 18:05:00-05:00,15931.25,target,True,5.0,0.75,9.0,4.25,72,0.75,0.0,1.5,0.0
2021-12-22,2021-12-22 18:00:00-05:00,2021-12-22 17:00:00-05:00,Short,16179.5,16181.5,2.0,1.2361321425260359,2021-12-22 18:05:00-05:00,16179.5,target,True,5.0,2.0,9.75,6.0,72,0.75,1.25,4.0,2.5
2022-01-03,2022-01-03 18:00:00-05:00,2022-01-03 17:00:00-05:00,Short,16494.5,16496.5,2.0,1.2125253872502955,2022-01-03 18:35:00-05:00,16494.5,target,True,35.0,2.0,13.0,3.5,72,0.75,1.25,4.0,2.5
2022-01-04,2022-01-04 18:00:00-05:00,2022-01-04 17:00:00-05:00,Short,16261.0,16265.75,4.75,2.9210995633724863,2022-01-04 18:05:00-05:00,16261.0,target,True,5.0,4.75,4.25,7.5,72,0.75,4.0,9.5,8.0
2022-01-11,2022-01-11 18:00:00-05:00,2022-01-11 17:00:00-05:00,Short,15825.75,15826.75,1.0,0.6318815853908978,2022-01-11 18:05:00-05:00,15825.75,target,True,5.0,1.0,8.75,2.75,72,0.75,0.25,2.0,0.5
2022-01-18,2022-01-18 18:00:00-05:00,2022-01-18 17:00:00-05:00,Short,15239.75,15240.0,0.25,0.16404468577240439,2022-01-18 18:05:00-05:00,15239.75,target,True,5.0,0.25,8.5,4.0,72,0.75,-0.5,0.5,-1.0
2022-02-10,2022-02-10 18:00:00-05:00,2022-02-10 17:00:00-05:00,Short,14696.25,14700.0,3.75,2.5516713447307984,2022-02-10 18:05:00-05:00,14696.25,target,True,5.0,3.75,0.5,23.75,72,0.75,3.0,7.5,6.0
2022-02-28,2022-02-28 18:00:00-05:00,2022-02-28 17:00:00-05:00,Short,14217.75,14218.0,0.25,0.17583654235023122,2022-02-28 18:05:00-05:00,14217.75,target,True,5.0,0.25,7.0,12.75,72,0.75,-0.5,0.5,-1.0
2022-03-09,2022-03-09 18:00:00-05:00,2022-03-09 17:00:00-05:00,Short,13772.25,13774.25,2.0,1.452195538129209,2022-03-09 18:05:00-05:00,13772.25,target,True,5.0,2.0,5.75,24.25,72,0.75,1.25,4.0,2.5
2022-03-10,2022-03-10 18:00:00-05:00,2022-03-10 17:00:00-05:00,Short,13572.5,13575.25,2.75,2.0261558298029105,2022-03-10 18:05:00-05:00,13572.5,target,True,5.0,2.75,8.75,17.25,72,0.75,2.0,5.5,4.0
2022-03-23,2022-03-23 18:00:00-04:00,2022-03-23 17:00:00-04:00,Short,14463.0,14463.5,0.5,0.3457097421005324,2022-03-23 18:05:00-04:00,14463.0,target,True,5.0,0.5,1.5,9.25,72,0.75,-0.25,1.0,-0.5
2022-03-24,2022-03-24 18:00:00-04:00,2022-03-24 17:00:00-04:00,Short,14762.25,14763.0,0.75,0.5080526342529086,2022-03-24 18:05:00-04:00,14762.25,target,True,5.0,0.75,12.0,4.75,72,0.75,0.0,1.5,0.0
2022-03-28,2022-03-28 18:00:00-04:00,2022-03-28 17:00:00-04:00,Short,14981.75,14982.25,0.5,0.33373938291588096,2022-03-28 18:05:00-04:00,14981.75,target,True,5.0,0.5,1.25,11.75,72,0.75,-0.25,1.0,-0.5
2022-03-31,2022-03-31 18:00:00-04:00,2022-03-31 17:00:00-04:00,Short,14917.25,14921.5,4.25,2.8490505957867573,2022-03-31 18:05:00-04:00,14917.25,target,True,5.0,4.25,1.75,12.25,72,0.75,3.5,8.5,7.0
2022-04-04,2022-04-04 18:00:00-04:00,2022-04-04 17:00:00-04:00,Short,15159.25,15160.0,0.75,0.49474743143625177,2022-04-04 18:05:00-04:00,15159.25,target,True,5.0,0.75,1.25,6.5,72,0.75,0.0,1.5,0.0
2022-04-11,2022-04-11 18:00:00-04:00,2022-04-11 17:00:00-04:00,Short,14003.5,14004.5,1.0,0.714107187488842,2022-04-11 18:05:00-04:00,14003.5,target,True,5.0,1.0,11.5,4.5,72,0.75,0.25,2.0,0.5
2022-04-12,2022-04-12 18:00:00-04:00,2022-04-12 17:00:00-04:00,Short,13953.75,13954.0,0.25,0.17916330735465377,2022-04-12 18:05:00-04:00,13953.75,target,True,5.0,0.25,13.75,0.25,72,0.75,-0.5,0.5,-1.0
2022-04-21,2022-04-21 18:00:00-04:00,2022-04-21 17:00:00-04:00,Short,13715.5,13719.0,3.5,2.551857387627137,2022-04-21 18:05:00-04:00,13715.5,target,True,5.0,3.5,0.0,26.0,72,0.75,2.75,7.0,5.5
2022-05-03,2022-05-03 18:00:00-04:00,2022-05-03 17:00:00-04:00,Short,13116.5,13120.25,3.75,2.858994396370983,2022-05-03 18:05:00-04:00,13116.5,target,True,5.0,3.75,0.75,14.25,72,0.75,3.0,7.5,6.0
2022-05-04,2022-05-04 18:00:00-04:00,2022-05-04 17:00:00-04:00,Short,13496.25,13496.75,0.5,0.3704732796147078,2022-05-04 18:05:00-04:00,13496.25,target,True,5.0,0.5,22.5,0.5,72,0.75,-0.25,1.0,-0.5
2022-05-09,2022-05-09 18:00:00-04:00,2022-05-09 17:00:00-04:00,Short,12204.25,12205.0,0.75,0.6145400167974271,2022-05-09 20:15:00-04:00,12204.25,target,True,135.0,0.75,46.0,39.75,72,0.75,0.0,1.5,0.0
2022-05-16,2022-05-16 18:00:00-04:00,2022-05-16 17:00:00-04:00,Short,12237.25,12238.0,0.75,0.6128827963799056,2022-05-16 18:05:00-04:00,12237.25,target,True,5.0,0.75,20.5,8.0,72,0.75,0.0,1.5,0.0
2022-06-01,2022-06-01 18:00:00-04:00,2022-06-01 17:00:00-04:00,Short,12546.75,12549.25,2.5,1.9925478709625999,2022-06-01 18:05:00-04:00,12546.75,target,True,5.0,2.5,8.5,34.25,72,0.75,1.75,5.0,3.5
2022-06-07,2022-06-07 18:00:00-04:00,2022-06-07 17:00:00-04:00,Short,12680.75,12683.75,3.0,2.365790666955819,2022-06-07 18:05:00-04:00,12680.75,target,True,5.0,3.0,14.25,4.75,72,0.75,2.25,6.0,4.5
2022-06-09,2022-06-09 18:00:00-04:00,2022-06-09 17:00:00-04:00,Short,12297.25,12298.25,1.0,0.8131899408404318,2022-06-09 18:05:00-04:00,12297.25,target,True,5.0,1.0,9.75,6.5,72,0.75,0.25,2.0,0.5
2022-06-13,2022-06-13 18:00:00-04:00,2022-06-13 17:00:00-04:00,Short,11331.25,11333.5,2.25,1.9856591285162712,2022-06-13 19:20:00-04:00,11331.25,target,True,80.0,2.25,39.5,6.0,72,0.75,1.5,4.5,3.0
2022-06-16,2022-06-16 18:00:00-04:00,2022-06-16 17:00:00-04:00,Short,11172.75,11173.0,0.25,0.2237586986194088,2022-06-16 18:05:00-04:00,11172.75,target,True,5.0,0.25,22.5,3.5,72,0.75,-0.5,0.5,-1.0
2022-06-23,2022-06-23 18:00:00-04:00,2022-06-23 17:00:00-04:00,Short,11688.0,11690.0,2.0,1.7111567419575633,2022-06-23 18:05:00-04:00,11688.0,target,True,5.0,2.0,14.0,3.5,72,0.75,1.25,4.0,2.5
2022-06-29,2022-06-29 18:00:00-04:00,2022-06-29 17:00:00-04:00,Short,11692.25,11695.0,2.75,2.351985289401099,2022-06-29 18:05:00-04:00,11692.25,target,True,5.0,2.75,1.25,10.0,72,0.75,2.0,5.5,4.0
2022-06-30,2022-06-30 18:00:00-04:00,2022-06-30 17:00:00-04:00,Short,11510.25,11511.0,0.75,0.6515931452401121,2022-06-30 18:05:00-04:00,11510.25,target,True,5.0,0.75,1.25,15.75,72,0.75,0.0,1.5,0.0
2022-07-05,2022-07-05 18:00:00-04:00,2022-07-05 17:00:00-04:00,Short,11812.0,11813.75,1.75,1.481544192346766,2022-07-05 18:05:00-04:00,11812.0,target,True,5.0,1.75,52.25,1.75,72,0.75,1.0,3.5,2.0
2022-07-06,2022-07-06 18:00:00-04:00,2022-07-06 17:00:00-04:00,Short,11903.0,11903.5,0.5,0.4200621692010418,2022-07-06 18:05:00-04:00,11903.0,target,True,5.0,0.5,7.75,5.75,72,0.75,-0.25,1.0,-0.5
2022-07-14,2022-07-14 18:00:00-04:00,2022-07-14 17:00:00-04:00,Short,11807.75,11808.0,0.25,0.21172534987614067,2022-07-14 21:05:00-04:00,11807.75,target,True,185.0,0.25,60.25,2.0,72,0.75,-0.5,0.5,-1.0
2022-07-20,2022-07-20 18:00:00-04:00,2022-07-20 17:00:00-04:00,Short,12428.0,12431.25,3.25,2.615062761506276,2022-07-20 18:20:00-04:00,12428.0,target,True,20.0,3.25,12.5,9.75,72,0.75,2.5,6.5,5.0
2022-07-27,2022-07-27 18:00:00-04:00,2022-07-27 17:00:00-04:00,Short,12582.0,12582.75,0.75,0.5960896518836433,2022-07-27 18:05:00-04:00,12582.0,target,True,5.0,0.75,2.25,11.75,72,0.75,0.0,1.5,0.0
2022-08-11,2022-08-11 18:00:00-04:00,2022-08-11 17:00:00-04:00,Short,13346.5,13347.5,1.0,0.7492601056456748,2022-08-11 18:05:00-04:00,13346.5,target,True,5.0,1.0,0.25,22.75,72,0.75,0.25,2.0,0.5
2022-08-16,2022-08-16 18:00:00-04:00,2022-08-16 17:00:00-04:00,Short,13662.75,13663.0,0.25,0.18297926844888474,2022-08-16 18:05:00-04:00,13662.75,target,True,5.0,0.25,0.0,18.25,72,0.75,-0.5,0.5,-1.0
2022-08-22,2022-08-22 18:00:00-04:00,2022-08-22 17:00:00-04:00,Short,12933.25,12935.5,2.25,1.7397019310691435,2022-08-22 18:05:00-04:00,12933.25,target,True,5.0,2.25,3.25,13.25,72,0.75,1.5,4.5,3.0
2022-08-23,2022-08-23 18:00:00-04:00,2022-08-23 17:00:00-04:00,Short,12888.75,12890.5,1.75,1.3577732518669383,2022-08-23 18:05:00-04:00,12888.75,target,True,5.0,1.75,4.5,50.5,72,0.75,1.0,3.5,2.0
2022-08-30,2022-08-30 18:00:00-04:00,2022-08-30 17:00:00-04:00,Short,12359.0,12360.5,1.5,1.2136904280281575,2022-08-30 18:05:00-04:00,12359.0,target,True,5.0,1.5,11.5,5.25,72,0.75,0.75,3.0,1.5
2022-09-12,2022-09-12 18:00:00-04:00,2022-09-12 17:00:00-04:00,Short,12771.5,12771.75,0.25,0.19574834592647694,2022-09-12 18:05:00-04:00,12771.5,target,True,5.0,0.25,11.25,7.75,72,0.75,-0.5,0.5,-1.0
2022-09-26,2022-09-26 18:00:00-04:00,2022-09-26 17:00:00-04:00,Short,11315.5,11316.0,0.5,0.4418717688126905,2022-09-26 18:05:00-04:00,11315.5,target,True,5.0,0.5,11.0,10.75,72,0.75,-0.25,1.0,-0.5
2022-09-27,2022-09-27 18:00:00-04:00,2022-09-27 17:00:00-04:00,Short,11354.25,11357.5,3.25,2.862364312922474,2022-09-27 18:15:00-04:00,11354.25,target,True,15.0,3.25,19.75,7.25,72,0.75,2.5,6.5,5.0
