Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Return %,Commission USD,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %,Duration (bars)
57,Entry long,2026-02-03 13:59,P6L|sig=1770145140000|zone=1770012000000|prox=25758.00|dist=25688.50|rvol=1.2491|room=12.2305,25754.25,1,51508.5,207.5,0.40,0,207.5,0.40,-56,-0.11,295,0.30,21
58,Exit long,2026-02-05 09:34,P6 Long Exit,25280.25,1,50338,222.5,0.44,0,222.5,0.44,-18,-0.04,517.5,0.52,2
58,Entry long,2026-02-05 09:32,P6L|sig=1770301920000|zone=1763978400000|prox=25180.25|dist=25119.00|rvol=0.9137|room=7.0161,25169,1,50338,222.5,0.44,0,222.5,0.44,-18,-0.04,517.5,0.52,2
59,Exit short,2026-02-09 10:14,P6 Short Exit,25724,1,51352.5,-95.5,-0.19,0,151.5,0.30,-95.5,-0.19,422,0.42,29
59,Entry short,2026-02-09 09:45,P6S|sig=1770648300000|zone=1770624000000|prox=25667.50|dist=25723.00|rvol=0.7594|room=12.9956,25676.25,1,51352.5,-95.5,-0.19,0,151.5,0.30,-95.5,-0.19,422,0.42,29
60,Exit long,2026-02-12 08:40,P6 Long Exit,25909.75,1,51610.5,209,0.40,0,209,0.40,-9,-0.02,631,0.63,425
60,Entry long,2026-02-12 01:35,P6L|sig=1770878100000|zone=1770861600000|prox=25809.75|dist=25777.25|rvol=1.1729|room=4.4403,25805.25,1,51610.5,209,0.40,0,209,0.40,-9,-0.02,631,0.63,425
61,Exit short,2026-02-13 01:25,P6 Short Exit,25195,1,50592,202,0.40,0,202,0.40,-31,-0.06,833,0.83,129
61,Entry short,2026-02-12 23:16,P6S|sig=1770956160000|zone=1770948000000|prox=25295.00|dist=25340.50|rvol=0.9242|room=7.7796,25296,1,50592,202,0.40,0,202,0.40,-31,-0.06,833,0.83,129
62,Exit short,2026-02-13 04:24,P6 Short Exit,25312.5,1,50518.5,-106.5,-0.21,0,153,0.30,-106.5,-0.21,726.5,0.73,127
62,Entry short,2026-02-13 02:17,P6S|sig=1770967020000|zone=1770955200000|prox=25258.50|dist=25311.50|rvol=1.1941|room=6.0231,25259.25,1,50518.5,-106.5,-0.21,0,153,0.30,-106.5,-0.21,726.5,0.73,127
63,Exit short,2026-02-17 14:36,P6 Short Exit,25390.25,1,50743,-37.5,-0.07,0,73,0.14,-37.5,-0.07,689,0.69,41
63,Entry short,2026-02-17 13:55,P6S|sig=1771354500000|zone=1771243200000|prox=25371.50|dist=25389.25|rvol=1.1686|room=23.3733,25371.5,1,50743,-37.5,-0.07,0,73,0.14,-37.5,-0.07,689,0.69,41
64,Exit short,2026-02-19 00:48,P6 Short Exit,25508.75,1,50979.5,-38,-0.07,0,8,0.02,-38,-0.07,651,0.65,18
64,Entry short,2026-02-19 00:30,P6S|sig=1771479000000|zone=1771470000000|prox=25488.00|dist=25507.75|rvol=1.1291|room=9.1807,25489.75,1,50979.5,-38,-0.07,0,8,0.02,-38,-0.07,651,0.65,18
65,Exit short,2026-02-24 07:06,P6 Short Exit,25399.5,1,50769,-30,-0.06,0,33.5,0.07,-30,-0.06,621,0.62,3
65,Entry short,2026-02-24 07:03,P6S|sig=1771934580000|zone=1771905600000|prox=25381.25|dist=25398.50|rvol=0.9589|room=4.589,25384.5,1,50769,-30,-0.06,0,33.5,0.07,-30,-0.06,621,0.62,3
66,Exit long,2026-02-24 09:30,P6 Long Exit,25303.5,1,50680,-73,-0.14,0,19.5,0.04,-73,-0.14,548,0.55,10
66,Entry long,2026-02-24 09:20,P6L|sig=1771942800000|zone=1771934400000|prox=25341.00|dist=25304.50|rvol=0.8258|room=6.4467,25340,1,50680,-73,-0.14,0,19.5,0.04,-73,-0.14,548,0.55,10
67,Exit long,2026-02-24 09:40,P6 Long Exit,25335.75,1,50457,214.5,0.43,0,214.5,0.43,-52.5,-0.10,762.5,0.76,7
67,Entry long,2026-02-24 09:33,P6L|sig=1771943580000|zone=1771873200000|prox=25235.75|dist=25186.75|rvol=1.162|room=6.94,25228.5,1,50457,214.5,0.43,0,214.5,0.43,-52.5,-0.10,762.5,0.76,7
68,Exit short,2026-02-25 06:46,P6 Short Exit,25627.25,1,51222.5,-32,-0.06,0,23,0.04,-32,-0.06,730.5,0.73,11
68,Entry short,2026-02-25 06:35,P6S|sig=1772019300000|zone=1771984800000|prox=25611.00|dist=25626.25|rvol=0.8786|room=3.7231,25611.25,1,51222.5,-32,-0.06,0,23,0.04,-32,-0.06,730.5,0.73,11
69,Exit short,2026-02-25 16:00,15:00 CT close,25892,1,51732.5,-51.5,-0.10,0,186.5,0.36,-77.5,-0.15,679,0.68,360
69,Entry short,2026-02-25 10:00,P6S|sig=1772031600000|zone=1770901200000|prox=25865.00|dist=25928.25|rvol=0.9324|room=4.2724,25866.25,1,51732.5,-51.5,-0.10,0,186.5,0.36,-77.5,-0.15,679,0.68,360
70,Exit long,2026-02-26 09:31,P6 Long Exit,25788.75,1,51604,-26.5,-0.05,0,27,0.05,-26.5,-0.05,652.5,0.65,1
70,Entry long,2026-02-26 09:30,P6L|sig=1772116200000|zone=1772078400000|prox=25809.25|dist=25789.75|rvol=0.9381|room=8.2805,25802,1,51604,-26.5,-0.05,0,27,0.05,-26.5,-0.05,652.5,0.65,1
71,Exit long,2026-02-26 10:15,P6 Long Exit,25572.25,1,51175.5,-31,-0.06,0,19.5,0.04,-31,-0.06,621.5,0.62,1
