Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Return %,Commission USD,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %,Duration (bars)
71,Entry long,2026-02-26 10:14,P6L|sig=1772118840000|zone=1772013600000|prox=25590.50|dist=25573.25|rvol=0.8549|room=13.4247,25587.75,1,51175.5,-31,-0.06,0,19.5,0.04,-31,-0.06,621.5,0.62,1
72,Exit short,2026-02-27 04:18,P6 Short Exit,25603,1,51142.5,-63.5,-0.12,0,49.5,0.10,-63.5,-0.12,558,0.56,116
72,Entry short,2026-02-27 02:22,P6S|sig=1772176920000|zone=1772136000000|prox=25571.25|dist=25602.00|rvol=0.8776|room=3.126,25571.25,1,51142.5,-63.5,-0.12,0,49.5,0.10,-63.5,-0.12,558,0.56,116
73,Exit short,2026-03-02 14:16,P6 Short Exit,25585.75,1,51084,-87.5,-0.17,0,13.5,0.03,-87.5,-0.17,470.5,0.47,6
73,Entry short,2026-03-02 14:10,P6S|sig=1772478600000|zone=1772470800000|prox=25541.50|dist=25584.75|rvol=0.9523|room=5.5141,25542,1,51084,-87.5,-0.17,0,13.5,0.03,-87.5,-0.17,470.5,0.47,6
74,Exit long,2026-03-03 19:18,P6 Long Exit,25279.75,1,50354,205.5,0.41,0,205.5,0.41,0,0.00,676,0.68,72
74,Entry long,2026-03-03 18:06,P6L|sig=1772579160000|zone=1772557200000|prox=25179.75|dist=25110.00|rvol=0.8673|room=4.2473,25177,1,50354,205.5,0.41,0,205.5,0.41,0,0.00,676,0.68,72
75,Exit long,2026-03-12 09:46,P6 Long Exit,25216.5,1,50469,-36,-0.07,0,9,0.02,-36,-0.07,640,0.64,1
75,Entry long,2026-03-12 09:45,P6L|sig=1773323100000|zone=1773288000000|prox=25237.00|dist=25217.50|rvol=0.8018|room=12.1585,25234.5,1,50469,-36,-0.07,0,9,0.02,-36,-0.07,640,0.64,1
76,Exit short,2026-03-13 02:37,P6 Short Exit,25034.25,1,50269,200.5,0.40,0,200.5,0.40,-6.5,-0.01,840.5,0.84,170
76,Entry short,2026-03-12 23:47,P6S|sig=1773373620000|zone=1773363600000|prox=25134.25|dist=25169.50|rvol=1.1071|room=5.6759,25134.5,1,50269,200.5,0.40,0,200.5,0.40,-6.5,-0.01,840.5,0.84,170
77,Exit long,2026-03-13 16:00,15:00 CT close,24906,1,49764,48,0.10,0,198,0.40,-46,-0.09,888.5,0.89,131
77,Entry long,2026-03-13 13:49,P6L|sig=1773424140000|zone=1773061200000|prox=24888.25|dist=24821.50|rvol=1.0658|room=4.4391,24882,1,49764,48,0.10,0,198,0.40,-46,-0.09,888.5,0.89,131
78,Exit long,2026-03-18 15:00,P6 Long Exit,25031.5,1,50113.5,-50.5,-0.10,0,26.5,0.05,-50.5,-0.10,838,0.84,8
78,Entry long,2026-03-18 14:52,P6L|sig=1773859920000|zone=1773734400000|prox=25064.00|dist=25032.50|rvol=1.0034|room=3.4308,25056.75,1,50113.5,-50.5,-0.10,0,26.5,0.05,-50.5,-0.10,838,0.84,8
79,Exit long,2026-03-19 08:02,P6 Long Exit,24792,1,49698,-114,-0.23,0,8,0.02,-114,-0.23,724,0.72,40
79,Entry long,2026-03-19 07:22,P6L|sig=1773919320000|zone=1773907200000|prox=24850.50|dist=24793.00|rvol=1.0389|room=4.906,24849,1,49698,-114,-0.23,0,8,0.02,-114,-0.23,724,0.72,40
80,Exit short,2026-03-19 21:46,P6 Short Exit,24952.25,1,49844,-60.5,-0.12,0,94,0.19,-60.5,-0.12,663.5,0.66,105
80,Entry short,2026-03-19 20:01,P6S|sig=1773964860000|zone=1773957600000|prox=24922.00|dist=24951.25|rvol=0.9805|room=4.1983,24922,1,49844,-60.5,-0.12,0,94,0.19,-60.5,-0.12,663.5,0.66,105
81,Exit long,2026-03-24 22:00,P6 Long Exit,24675,1,49438,-88,-0.18,0,43.5,0.09,-88,-0.18,575.5,0.58,29
81,Entry long,2026-03-24 21:31,P6L|sig=1774402260000|zone=1774393200000|prox=24719.00|dist=24676.00|rvol=0.8787|room=3.9545,24719,1,49438,-88,-0.18,0,43.5,0.09,-88,-0.18,575.5,0.58,29
82,Exit long,2026-03-25 08:23,P6 Long Exit,24718.25,1,49479,-42.5,-0.09,0,38,0.08,-42.5,-0.09,533,0.53,7
82,Entry long,2026-03-25 08:16,P6L|sig=1774440960000|zone=1774432800000|prox=24747.25|dist=24719.25|rvol=1.0035|room=5.0259,24739.5,1,49479,-42.5,-0.09,0,38,0.08,-42.5,-0.09,533,0.53,7
83,Exit short,2026-03-26 09:51,P6 Short Exit,24496.25,1,48898.5,-94,-0.19,0,181,0.37,-94,-0.19,439,0.44,34
83,Entry short,2026-03-26 09:17,P6S|sig=1774531020000|zone=1774519200000|prox=24448.25|dist=24495.25|rvol=0.9112|room=3.7917,24449.25,1,48898.5,-94,-0.19,0,181,0.37,-94,-0.19,439,0.44,34
84,Exit long,2026-03-26 15:31,P6 Long Exit,24107.5,1,48350,-135,-0.28,0,37.5,0.08,-135,-0.28,304,0.30,101
84,Entry long,2026-03-26 13:50,P6L|sig=1774547400000|zone=1774260000000|prox=24176.00|dist=24108.50|rvol=1.1782|room=7.8686,24175,1,48350,-135,-0.28,0,37.5,0.08,-135,-0.28,304,0.30,101
85,Exit short,2026-03-27 00:55,P6 Short Exit,24203.5,1,48327.5,-79.5,-0.16,0,63.5,0.13,-79.5,-0.16,224.5,0.22,204
85,Entry short,2026-03-26 21:31,P6S|sig=1774575060000|zone=1774566000000|prox=24162.00|dist=24202.50|rvol=0.8864|room=NaN,24163.75,1,48327.5,-79.5,-0.16,0,63.5,0.13,-79.5,-0.16,224.5,0.22,204
86,Exit short,2026-03-27 09:35,P6 Short Exit,23842.5,1,47897.5,212.5,0.44,0,212.5,0.44,-16.5,-0.03,437,0.44,10
86,Entry short,2026-03-27 09:25,P6S|sig=1774617900000|zone=1774609200000|prox=23942.50|dist=23982.00|rvol=1.1026|room=NaN,23948.75,1,47897.5,212.5,0.44,0,212.5,0.44,-16.5,-0.03,437,0.44,10
87,Exit short,2026-03-29 20:20,P6 Short Exit,23535.75,1,47005.5,-66,-0.14,0,10,0.02,-66,-0.14,371,0.37,1
87,Entry short,2026-03-29 20:19,P6S|sig=1774829940000|zone=1774821600000|prox=23484.25|dist=23534.75|rvol=1.0078|room=NaN,23502.75,1,47005.5,-66,-0.14,0,10,0.02,-66,-0.14,371,0.37,1
88,Exit short,2026-04-07 15:45,P6 Short Exit,24593,1,48996.5,-189.5,-0.39,0,62.5,0.13,-189.5,-0.39,181.5,0.18,27
88,Entry short,2026-04-07 15:18,P6S|sig=1775589480000|zone=1775581200000|prox=24494.75|dist=24592.00|rvol=1.1254|room=9.0763,24498.25,1,48996.5,-189.5,-0.39,0,62.5,0.13,-189.5,-0.39,181.5,0.18,27
89,Exit long,2026-04-08 09:51,P6 Long Exit,25378,1,50804,-48,-0.09,0,104,0.20,-48,-0.09,133.5,0.13,11
89,Entry long,2026-04-08 09:40,P6L|sig=1775655600000|zone=1775617200000|prox=25404.00|dist=25379.00|rvol=1.155|room=3.1635,25402,1,50804,-48,-0.09,0,104,0.20,-48,-0.09,133.5,0.13,11
90,Exit short,2026-04-09 12:03,P6 Short Exit,25551,1,51008.5,-93.5,-0.18,0,5.5,0.01,-93.5,-0.18,40,0.04,2
90,Entry short,2026-04-09 12:01,P6S|sig=1775750460000|zone=1775649600000|prox=25502.50|dist=25550.00|rvol=1.0214|room=4.6134,25504.25,1,51008.5,-93.5,-0.18,0,5.5,0.01,-93.5,-0.18,40,0.04,2
91,Exit long,2026-04-13 09:04,P6 Long Exit,25473.75,1,50747.5,200,0.39,0,200,0.39,-15.5,-0.03,240,0.24,63
91,Entry long,2026-04-13 08:01,P6L|sig=1776081660000|zone=1776056400000|prox=25373.75|dist=25351.75|rvol=1.2243|room=4.8913,25373.75,1,50747.5,200,0.39,0,200,0.39,-15.5,-0.03,240,0.24,63
92,Exit short,2026-04-16 12:00,P6 Short Exit,26836,1,53660,-12,-0.02,0,132,0.25,-12,-0.02,228,0.23,23
92,Entry short,2026-04-16 11:37,P6S|sig=1776353820000|zone=1769598000000|prox=26825.50|dist=26835.00|rvol=0.9835|room=50.9048,26830,1,53660,-12,-0.02,0,132,0.25,-12,-0.02,228,0.23,23
93,Exit short,2026-04-17 11:31,P6 Short Exit,27158.25,1,54239.5,-77,-0.14,0,50,0.09,-77,-0.14,151,0.15,51
93,Entry short,2026-04-17 10:40,P6S|sig=1776436800000|zone=1761793200000|prox=27114.50|dist=27157.25|rvol=0.7603|room=6.5143,27119.75,1,54239.5,-77,-0.14,0,50,0.09,-77,-0.14,151,0.15,51
94,Exit long,2026-04-17 16:00,15:00 CT close,27120.25,1,54057.5,183,0.34,0,192,0.36,0,0.00,334,0.33,156
94,Entry long,2026-04-17 13:24,P6L|sig=1776446640000|zone=1776430800000|prox=27034.00|dist=26922.25|rvol=0.9498|room=NaN,27028.75,1,54057.5,183,0.34,0,192,0.36,0,0.00,334,0.33,156
95,Exit long,2026-04-19 18:03,P6 Long Exit,26929.5,1,53655,204,0.38,0,204,0.38,0,0.00,538,0.54,3
95,Entry long,2026-04-19 18:00,P6L|sig=1776636000000|zone=1776420000000|prox=26829.50|dist=26796.75|rvol=0.9239|room=NaN,26827.5,1,53655,204,0.38,0,204,0.38,0,0.00,538,0.54,3
96,Exit long,2026-04-20 01:44,P6 Long Exit,26907.75,1,53901,-85.5,-0.16,0,47.5,0.09,-85.5,-0.16,452.5,0.45,68
96,Entry long,2026-04-20 00:36,P6L|sig=1776659760000|zone=1776643200000|prox=26951.00|dist=26908.75|rvol=0.7962|room=NaN,26950.5,1,53901,-85.5,-0.16,0,47.5,0.09,-85.5,-0.16,452.5,0.45,68
97,Exit long,2026-04-22 15:54,P6 Long Exit,27373.5,1,54541,206,0.38,0,206,0.38,0,0.00,658.5,0.66,53
97,Entry long,2026-04-22 15:01,P6L|sig=1776884460000|zone=1776873600000|prox=27273.50|dist=27250.75|rvol=0.8512|room=NaN,27270.5,1,54541,206,0.38,0,206,0.38,0,0.00,658.5,0.66,53
98,Exit short,2026-04-23 07:47,P6 Short Exit,27307.75,1,54569,-46.5,-0.09,0,99.5,0.18,-46.5,-0.09,612,0.61,39
98,Entry short,2026-04-23 07:08,P6S|sig=1776942480000|zone=1776927600000|prox=27283.75|dist=27306.75|rvol=0.7913|room=6.5521,27284.5,1,54569,-46.5,-0.09,0,99.5,0.18,-46.5,-0.09,612,0.61,39
99,Exit long,2026-04-24 05:22,P6 Long Exit,27357.75,1,54753.5,-38,-0.07,0,140,0.26,-38,-0.07,574,0.57,79
99,Entry long,2026-04-24 04:03,P6L|sig=1777017780000|zone=1777010400000|prox=27379.00|dist=27358.75|rvol=0.9975|room=NaN,27376.75,1,54753.5,-38,-0.07,0,140,0.26,-38,-0.07,574,0.57,79
100,Exit short,2026-04-29 06:22,P6 Short Exit,27564.75,1,55063,-66.5,-0.12,0,29,0.05,-66.5,-0.12,507.5,0.51,19
100,Entry short,2026-04-29 06:03,P6S|sig=1777456980000|zone=1777449600000|prox=27531.25|dist=27563.75|rvol=1.0751|room=4.709,27531.5,1,55063,-66.5,-0.12,0,29,0.05,-66.5,-0.12,507.5,0.51,19
101,Exit long,2026-04-29 08:30,P6 Long Exit,27503.25,1,55068,-61.5,-0.11,0,41.5,0.08,-61.5,-0.11,446,0.45,47
101,Entry long,2026-04-29 07:43,P6L|sig=1777462980000|zone=1777453200000|prox=27534.50|dist=27504.25|rvol=1.2415|room=3.08,27534,1,55068,-61.5,-0.11,0,41.5,0.08,-61.5,-0.11,446,0.45,47
102,Exit short,2026-05-01 09:31,P6 Short Exit,27967.5,1,55881.5,-53.5,-0.10,0,66,0.12,-53.5,-0.10,392.5,0.39,1
102,Entry short,2026-05-01 09:30,P6S|sig=1777642200000|zone=1777604400000|prox=27934.75|dist=27966.50|rvol=1.0273|room=7.7481,27940.75,1,55881.5,-53.5,-0.10,0,66,0.12,-53.5,-0.10,392.5,0.39,1
103,Exit long,2026-05-07 03:08,P6 Long Exit,29062.75,1,57912,213.5,0.37,0,213.5,0.37,-22,-0.04,606,0.61,296
103,Entry long,2026-05-06 22:12,P6L|sig=1778119920000|zone=1778112000000|prox=28962.75|dist=28930.25|rvol=0.9222|room=NaN,28956,1,57912,213.5,0.37,0,213.5,0.37,-22,-0.04,606,0.61,296
104,Exit long,2026-05-11 09:32,P6 Long Exit,29697,1,59190.5,203.5,0.34,0,203.5,0.34,-87,-0.15,809.5,0.81,563
104,Entry long,2026-05-11 00:09,P6L|sig=1778472540000|zone=1778457600000|prox=29597.00|dist=29543.25|rvol=0.9382|room=NaN,29595.25,1,59190.5,203.5,0.34,0,203.5,0.34,-87,-0.15,809.5,0.81,563
105,Exit short,2026-05-12 08:30,P6 Short Exit,29406.75,1,59019.5,206,0.35,0,206,0.35,0,0.00,1015.5,1.02,90
105,Entry short,2026-05-12 07:00,P6S|sig=1778583600000|zone=1778576400000|prox=29506.75|dist=29541.00|rvol=1.1468|room=10.7234,29509.75,1,59019.5,206,0.35,0,206,0.35,0,0.00,1015.5,1.02,90
106,Exit short,2026-05-13 12:24,P6 Short Exit,29720,1,59433,-7,-0.01,0,3.5,0.01,-7,-0.01,1008.5,1.01,0
106,Entry short,2026-05-13 12:24,P6S|sig=1778689440000|zone=1778662800000|prox=29705.25|dist=29719.00|rvol=1.0124|room=11.9153,29716.5,1,59433,-7,-0.01,0,3.5,0.01,-7,-0.01,1008.5,1.01,0
107,Exit short,2026-05-14 05:37,P6 Short Exit,29796.25,1,59797.5,205,0.34,0,205,0.34,-46.5,-0.08,1213.5,1.21,82
107,Entry short,2026-05-14 04:15,P6S|sig=1778746500000|zone=1778738400000|prox=29896.25|dist=29933.00|rvol=0.8954|room=4.1192,29898.75,1,59797.5,205,0.34,0,205,0.34,-46.5,-0.08,1213.5,1.21,82
108,Exit short,2026-05-14 16:00,15:00 CT close,29979.5,1,60045.5,86.5,0.14,0,103,0.17,-10,-0.02,1300,1.30,59
108,Entry short,2026-05-14 15:01,P6S|sig=1778785260000|zone=1778778000000|prox=30020.50|dist=30048.25|rvol=1.1209|room=9.7304,30022.75,1,60045.5,86.5,0.14,0,103,0.17,-10,-0.02,1300,1.30,59
109,Exit long,2026-05-18 07:36,P6 Long Exit,29443.25,1,58685.5,201,0.34,0,201,0.34,0,0.00,1501,1.50,26
109,Entry long,2026-05-18 07:10,P6L|sig=1779102600000|zone=1779080400000|prox=29343.25|dist=29282.75|rvol=1.0248|room=7.9106,29342.75,1,58685.5,201,0.34,0,201,0.34,0,0.00,1501,1.50,26
110,Exit short,2026-05-20 02:19,P6 Short Exit,29310.75,1,58467,-154.5,-0.26,0,140,0.24,-154.5,-0.26,1346.5,1.35,125
110,Entry short,2026-05-20 00:14,P6S|sig=1779250440000|zone=1779238800000|prox=29231.25|dist=29309.75|rvol=1.1509|room=3.0472,29233.5,1,58467,-154.5,-0.26,0,140,0.24,-154.5,-0.26,1346.5,1.35,125
111,Exit long,2026-05-20 09:44,P6 Long Exit,29431.75,1,58654.5,209,0.36,0,209,0.36,-23.5,-0.04,1555.5,1.56,8
111,Entry long,2026-05-20 09:36,P6L|sig=1779284160000|zone=1779260400000|prox=29331.75|dist=29307.00|rvol=0.9819|room=5.8835,29327.25,1,58654.5,209,0.36,0,209,0.36,-23.5,-0.04,1555.5,1.56,8
112,Exit short,2026-05-22 04:02,P6 Short Exit,29900.5,1,59734.5,-66.5,-0.11,0,92.5,0.15,-66.5,-0.11,1489,1.49,106
112,Entry short,2026-05-22 02:16,P6S|sig=1779430560000|zone=1779422400000|prox=29865.25|dist=29899.50|rvol=1.1626|room=5.4326,29867.25,1,59734.5,-66.5,-0.11,0,92.5,0.15,-66.5,-0.11,1489,1.49,106
113,Exit long,2026-05-27 09:38,P6 Long Exit,30347.25,1,60790,-95.5,-0.16,0,13,0.02,-95.5,-0.16,1393.5,1.39,2
113,Entry long,2026-05-27 09:36,P6L|sig=1779888960000|zone=1779861600000|prox=30396.25|dist=30348.25|rvol=1.2169|room=NaN,30395,1,60790,-95.5,-0.16,0,13,0.02,-95.5,-0.16,1393.5,1.39,2
114,Exit long,2026-05-27 14:26,P6 Long Exit,30333.5,1,60448,219,0.36,0,219,0.36,-72.5,-0.12,1612.5,1.61,79
114,Entry long,2026-05-27 13:07,P6L|sig=1779901620000|zone=1779894000000|prox=30233.50|dist=30170.00|rvol=1.0479|room=NaN,30224,1,60448,219,0.36,0,219,0.36,-72.5,-0.12,1612.5,1.61,79
115,Exit long,2026-05-27 20:58,P6 Long Exit,30382.25,1,60563.5,201,0.33,0,201,0.33,-53,-0.09,1813.5,1.81,73
115,Entry long,2026-05-27 19:45,P6L|sig=1779925500000|zone=1779901200000|prox=30282.25|dist=30187.75|rvol=0.8398|room=NaN,30281.75,1,60563.5,201,0.33,0,201,0.33,-53,-0.09,1813.5,1.81,73
116,Exit short,2026-05-28 09:01,P6 Short Exit,30374.5,1,60734,-15,-0.02,0,4.5,0.01,-15,-0.02,1798.5,1.80,1
116,Entry short,2026-05-28 09:00,P6S|sig=1779973200000|zone=1779930000000|prox=30363.75|dist=30373.50|rvol=0.9923|room=24.0698,30367,1,60734,-15,-0.02,0,4.5,0.01,-15,-0.02,1798.5,1.80,1
