Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Return %,Commission USD,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %,Duration (bars)
1,Exit short,2026-01-01 23:25,P6 Short Exit,26144,1,52185,-103,-0.20,0,5,0.01,-103,-0.20,-103,-0.01,121
1,Entry short,2026-01-01 21:24,P6S|sig=1767320580000|zone=1767204000000|prox=26090.00|dist=26143.00|room=5.8426,26092.5,1,52185,-103,-0.20,0,5,0.01,-103,-0.20,-103,-0.01,121
2,Exit short,2026-01-02 09:47,P6 Short Exit,26253.25,1,52476,-30.5,-0.06,0,183.5,0.35,-30.5,-0.06,-133.5,-0.01,336
2,Entry short,2026-01-02 04:11,P6S|sig=1767345000000|zone=1767117600000|prox=26237.00|dist=26252.25|room=28.4615,26238,1,52476,-30.5,-0.06,0,183.5,0.35,-30.5,-0.06,-133.5,-0.01,336
3,Exit long,2026-01-02 14:11,P6 Long Exit,25874.5,1,51571,178,0.35,0,178,0.35,-21.5,-0.04,44.5,0.00,20
3,Entry long,2026-01-02 13:51,P6L|sig=1767379800000|zone=1766109600000|prox=25774.50|dist=25744.50|room=13.7419,25785.5,1,51571,178,0.35,0,178,0.35,-21.5,-0.04,44.5,0.00,20
4,Exit long,2026-01-05 06:48,P6 Long Exit,26082.25,1,51961.5,203,0.39,0,203,0.39,-34.5,-0.07,247.5,0.02,399
4,Entry long,2026-01-05 00:09,P6L|sig=1767589680000|zone=1767582000000|prox=25982.25|dist=25964.25|room=11.4868,25980.75,1,51961.5,203,0.39,0,203,0.39,-34.5,-0.07,247.5,0.02,399
5,Exit short,2026-01-05 13:08,P6 Short Exit,26100.5,1,52391.5,190.5,0.36,0,190.5,0.36,-41,-0.08,438,0.04,118
5,Entry short,2026-01-05 11:10,P6S|sig=1767629340000|zone=1767362400000|prox=26200.50|dist=26311.75|room=3.2806,26195.75,1,52391.5,190.5,0.36,0,190.5,0.36,-41,-0.08,438,0.04,118
6,Exit long,2026-01-06 03:01,P6 Long Exit,26145.5,1,52306.5,-15.5,-0.03,0,9,0.02,-15.5,-0.03,422.5,0.04,15
6,Entry long,2026-01-06 02:46,P6L|sig=1767685500000|zone=1767675600000|prox=26155.00|dist=26146.50|room=4.7895,26153.25,1,52306.5,-15.5,-0.03,0,9,0.02,-15.5,-0.03,422.5,0.04,15
7,Exit long,2026-01-06 03:10,P6 Long Exit,26123.75,1,52265,-17.5,-0.03,0,24.5,0.05,-17.5,-0.03,405,0.04,6
7,Entry long,2026-01-06 03:04,P6L|sig=1767686580000|zone=1767668400000|prox=26132.00|dist=26124.75|room=8.303,26132.5,1,52265,-17.5,-0.03,0,24.5,0.05,-17.5,-0.03,405,0.04,6
8,Exit long,2026-01-06 03:27,P6 Long Exit,26059.5,1,52152.5,-33.5,-0.06,0,2,0.00,-33.5,-0.06,371.5,0.04,4
8,Entry long,2026-01-06 03:23,P6L|sig=1767687720000|zone=1767657600000|prox=26074.50|dist=26060.50|room=8.4,26076.25,1,52152.5,-33.5,-0.06,0,2,0.00,-33.5,-0.06,371.5,0.04,4
9,Exit short,2026-01-07 09:41,P6 Short Exit,26351.75,1,52675.5,-28,-0.05,0,205,0.39,-28,-0.05,343.5,0.03,755
9,Entry short,2026-01-06 21:06,P6S|sig=1767751500000|zone=1767744000000|prox=26333.50|dist=26350.75|room=8.5479,26337.75,1,52675.5,-28,-0.05,0,205,0.39,-28,-0.05,343.5,0.03,755
10,Exit short,2026-01-07 09:46,P6 Short Exit,26377,1,52704,-50,-0.09,0,11.5,0.02,-50,-0.09,293.5,0.03,3
10,Entry short,2026-01-07 09:43,P6S|sig=1767796920000|zone=1766980800000|prox=26360.75|dist=26376.00|room=5.2462,26352,1,52704,-50,-0.09,0,11.5,0.02,-50,-0.09,293.5,0.03,3
11,Exit short,2026-01-07 10:35,P6 Short Exit,26402.75,1,52759,-46.5,-0.09,0,118.5,0.22,-46.5,-0.09,247,0.02,46
11,Entry short,2026-01-07 09:49,P6S|sig=1767797280000|zone=1766966400000|prox=26379.25|dist=26401.75|room=4.4149,26379.5,1,52759,-46.5,-0.09,0,118.5,0.22,-46.5,-0.09,247,0.02,46
12,Exit short,2026-01-08 01:01,P6 Short Exit,26243,1,52686,200,0.38,0,200,0.38,-19,-0.04,447,0.04,322
12,Entry short,2026-01-07 19:39,P6S|sig=1767832680000|zone=1767819600000|prox=26343.00|dist=26358.50|room=4.0455,26343,1,52686,200,0.38,0,200,0.38,-19,-0.04,447,0.04,322
13,Exit short,2026-01-08 02:24,P6 Short Exit,26302.75,1,52559,-46.5,-0.09,0,2.5,0.00,-46.5,-0.09,400.5,0.04,0
13,Entry short,2026-01-08 02:24,P6S|sig=1767856980000|zone=1767844800000|prox=26284.75|dist=26301.75|room=5.9583,26279.5,1,52559,-46.5,-0.09,0,2.5,0.00,-46.5,-0.09,400.5,0.04,0
14,Exit short,2026-01-09 16:00,15:00 CT close,26437,1,52950.5,76.5,0.14,0,81.5,0.15,-38,-0.07,477,0.05,73
14,Entry short,2026-01-09 14:47,P6S|sig=1767987960000|zone=1767805200000|prox=26478.25|dist=26506.25|room=10.3707,26475.25,1,52950.5,76.5,0.14,0,81.5,0.15,-38,-0.07,477,0.05,73
15,Exit long,2026-01-13 08:30,P6 Long Exit,26487.5,1,52773.5,201.5,0.38,0,201.5,0.38,-22.5,-0.04,678.5,0.07,566
15,Entry long,2026-01-12 23:04,P6L|sig=1768276980000|zone=1768269600000|prox=26387.50|dist=26369.50|room=20.8553,26386.75,1,52773.5,201.5,0.38,0,201.5,0.38,-22.5,-0.04,678.5,0.07,566
16,Exit long,2026-01-13 10:15,P6 Long Exit,26393.75,1,52828.5,-41,-0.08,0,103.5,0.20,-41,-0.08,637.5,0.06,12
16,Entry long,2026-01-13 10:03,P6L|sig=1768316520000|zone=1768305600000|prox=26408.75|dist=26394.75|room=25,26414.25,1,52828.5,-41,-0.08,0,103.5,0.20,-41,-0.08,637.5,0.06,12
17,Exit long,2026-01-13 13:50,P6 Long Exit,26354.5,1,52910.5,-201.5,-0.38,0,76.5,0.14,-201.5,-0.38,436,0.04,92
17,Entry long,2026-01-13 12:18,P6L|sig=1768324620000|zone=1768316400000|prox=26454.50|dist=26314.25|room=2.331,26455.25,1,52910.5,-201.5,-0.38,0,76.5,0.14,-201.5,-0.38,436,0.04,92
18,Exit short,2026-01-14 04:10,P6 Short Exit,26385.25,1,52745,-25.5,-0.05,0,8,0.02,-25.5,-0.05,410.5,0.04,9
18,Entry short,2026-01-14 04:01,P6S|sig=1768381200000|zone=1768374000000|prox=26369.00|dist=26384.25|room=6.6308,26372.5,1,52745,-25.5,-0.05,0,8,0.02,-25.5,-0.05,410.5,0.04,9
19,Exit long,2026-01-15 01:18,P6 Long Exit,26213.75,1,52231.5,196,0.38,0,196,0.38,-75,-0.14,606.5,0.06,228
19,Entry long,2026-01-14 21:30,P6L|sig=1768444140000|zone=1768435200000|prox=26113.75|dist=26070.75|room=4.2955,26115.75,1,52231.5,196,0.38,0,196,0.38,-75,-0.14,606.5,0.06,228
20,Exit long,2026-01-15 16:00,15:00 CT close,26225.5,1,52445,6,0.01,0,27,0.05,-67,-0.13,612.5,0.06,39
20,Entry long,2026-01-15 15:21,P6L|sig=1768508400000|zone=1768460400000|prox=26208.50|dist=26181.75|room=3.3964,26222.5,1,52445,6,0.01,0,27,0.05,-67,-0.13,612.5,0.06,39
21,Exit long,2026-01-16 03:40,P6 Long Exit,26309.5,1,52641,-22,-0.04,0,66.5,0.13,-22,-0.04,590.5,0.06,66
21,Entry long,2026-01-16 02:34,P6L|sig=1768548780000|zone=1768539600000|prox=26318.50|dist=26310.50|room=4.8056,26320.5,1,52641,-22,-0.04,0,66.5,0.13,-22,-0.04,590.5,0.06,66
22,Exit long,2026-01-16 07:55,P6 Long Exit,26317.25,1,52650.5,-16,-0.03,0,6.5,0.01,-16,-0.03,574.5,0.06,0
22,Entry long,2026-01-16 07:55,P6L|sig=1768568040000|zone=1768554000000|prox=26325.50|dist=26318.25|room=4.3939,26325.25,1,52650.5,-16,-0.03,0,6.5,0.01,-16,-0.03,574.5,0.06,0
23,Exit long,2026-01-19 02:04,P6 Long Exit,25878.25,1,51779,-22.5,-0.04,0,22,0.04,-22.5,-0.04,552,0.06,5
