reference_close,reference_ts,reference_age_hours,asia_start_ts,asia_end_ts,side,ny_close,entry_price,raw_gap_points,gap_points,gap_bps,filled,fill_bar_ts,fill_minutes_upper_bound,exit_ts,exit_price,gross_points,net_points,gross_pnl_dollars,net_pnl_dollars,mae_points_bar_based,mfe_points_bar_based,asia_bars
16:00,2023-11-29 16:00:00-05:00,2.0,2023-11-29 18:00:00-05:00,2023-11-30 00:00:00-05:00,Short,16025.75,16041.5,15.75,15.75,9.827933170054443,False,,,2023-11-30 00:00:00-05:00,16055.0,-13.5,-13.75,-27.0,-27.5,16.25,6.25,72
16:00,2023-11-30 16:00:00-05:00,2.0,2023-11-30 18:00:00-05:00,2023-12-01 00:00:00-05:00,Long,15980.75,15955.0,-25.75,25.75,16.113136116890633,False,,,2023-12-01 00:00:00-05:00,15955.25,0.25,0.0,0.5,0.0,8.0,15.75,72
16:00,2023-12-04 16:00:00-05:00,2.0,2023-12-04 18:00:00-05:00,2023-12-05 00:00:00-05:00,Long,15871.25,15860.75,-10.5,10.5,6.61573600063007,False,,,2023-12-05 00:00:00-05:00,15828.0,-32.75,-33.0,-65.5,-66.0,33.5,1.75,72
16:00,2023-12-05 16:00:00-05:00,2.0,2023-12-05 18:00:00-05:00,2023-12-06 00:00:00-05:00,Long,15912.0,15898.75,-13.25,13.25,8.327048768225238,True,2023-12-05 18:35:00-05:00,40.0,2023-12-05 18:40:00-05:00,15912.0,13.25,13.0,26.5,26.0,7.75,18.25,72
16:00,2023-12-06 16:00:00-05:00,2.0,2023-12-06 18:00:00-05:00,2023-12-07 00:00:00-05:00,Short,15815.0,15816.25,1.25,1.25,0.7903888713246918,True,2023-12-06 18:00:00-05:00,5.0,2023-12-06 18:05:00-05:00,15815.0,1.25,1.0,2.5,2.0,0.0,16.25,72
16:00,2023-12-07 16:00:00-05:00,2.0,2023-12-07 18:00:00-05:00,2023-12-08 00:00:00-05:00,Long,16035.25,16018.5,-16.75,16.75,10.445736736252943,False,,,2023-12-08 00:00:00-05:00,16026.75,8.25,8.0,16.5,16.0,11.75,12.25,72
16:00,2023-12-11 16:00:00-05:00,2.0,2023-12-11 18:00:00-05:00,2023-12-12 00:00:00-05:00,Short,16234.25,16238.25,4.0,4.0,2.4639265749880654,True,2023-12-11 18:00:00-05:00,5.0,2023-12-11 18:05:00-05:00,16234.25,4.0,3.75,8.0,7.5,4.5,7.75,72
16:00,2023-12-12 16:00:00-05:00,2.0,2023-12-12 18:00:00-05:00,2023-12-13 00:00:00-05:00,Short,16365.0,16380.5,15.5,15.5,9.47143293614421,False,,,2023-12-13 00:00:00-05:00,16395.0,-14.5,-14.75,-29.0,-29.5,20.75,2.75,72
16:00,2023-12-13 16:00:00-05:00,2.0,2023-12-13 18:00:00-05:00,2023-12-14 00:00:00-05:00,Long,16566.5,16563.25,-3.25,3.25,1.9617903600639846,True,2023-12-13 18:00:00-05:00,5.0,2023-12-13 18:05:00-05:00,16566.5,3.25,3.0,6.5,6.0,1.25,20.75,72
16:00,2023-12-14 16:00:00-05:00,2.0,2023-12-14 18:00:00-05:00,2023-12-15 00:00:00-05:00,Long,16544.75,16525.0,-19.75,19.75,11.937321506822407,True,2023-12-14 18:25:00-05:00,30.0,2023-12-14 18:30:00-05:00,16544.75,19.75,19.5,39.5,39.0,5.75,23.0,72
16:00,2023-12-18 16:00:00-05:00,2.0,2023-12-18 18:00:00-05:00,2023-12-19 00:00:00-05:00,Long,16938.0,16920.0,-18.0,18.0,10.626992561105206,True,2023-12-18 22:20:00-05:00,265.0,2023-12-18 22:25:00-05:00,16938.0,18.0,17.75,36.0,35.5,9.0,18.5,72
16:00,2023-12-19 16:00:00-05:00,2.0,2023-12-19 18:00:00-05:00,2023-12-20 00:00:00-05:00,Short,17021.0,17023.0,2.0,2.0,1.1750190940602785,True,2023-12-19 18:00:00-05:00,5.0,2023-12-19 18:05:00-05:00,17021.0,2.0,1.75,4.0,3.5,3.0,3.0,72
16:00,2023-12-20 16:00:00-05:00,2.0,2023-12-20 18:00:00-05:00,2023-12-21 00:00:00-05:00,Short,16764.0,16793.75,29.75,29.75,17.74636125029826,False,,,2023-12-21 00:00:00-05:00,16838.0,-44.25,-44.5,-88.5,-89.0,44.75,3.75,72
16:00,2023-12-21 16:00:00-05:00,2.0,2023-12-21 18:00:00-05:00,2023-12-22 00:00:00-05:00,Short,16950.75,16954.5,3.75,3.75,2.2122914915269236,True,2023-12-21 18:00:00-05:00,5.0,2023-12-21 18:05:00-05:00,16950.75,3.75,3.5,7.5,7.0,0.0,22.75,72
16:00,2023-12-26 16:00:00-05:00,2.0,2023-12-26 18:00:00-05:00,2023-12-27 00:00:00-05:00,Short,17084.0,17085.0,1.0,1.0,0.5853430110044486,True,2023-12-26 19:15:00-05:00,80.0,2023-12-26 19:20:00-05:00,17084.0,1.0,0.75,2.0,1.5,18.0,1.5,72
16:00,2023-12-27 16:00:00-05:00,2.0,2023-12-27 18:00:00-05:00,2023-12-28 00:00:00-05:00,Short,17116.75,17129.0,12.25,12.25,7.156732440445762,False,,,2023-12-28 00:00:00-05:00,17141.0,-12.0,-12.25,-24.0,-24.5,26.5,11.25,72
16:00,2023-12-28 16:00:00-05:00,2.0,2023-12-28 18:00:00-05:00,2023-12-29 00:00:00-05:00,Long,17090.75,17089.75,-1.0,1.0,0.5851118294984129,True,2023-12-28 18:00:00-05:00,5.0,2023-12-28 18:05:00-05:00,17090.75,1.0,0.75,2.0,1.5,7.75,6.75,72
16:00,2024-01-02 16:00:00-05:00,2.0,2024-01-02 18:00:00-05:00,2024-01-03 00:00:00-05:00,Short,16721.0,16740.0,19.0,19.0,11.362956760959273,True,2024-01-02 18:20:00-05:00,25.0,2024-01-02 18:25:00-05:00,16721.0,19.0,18.75,38.0,37.5,0.0,22.75,72
16:00,2024-01-03 16:00:00-05:00,2.0,2024-01-03 18:00:00-05:00,2024-01-04 00:00:00-05:00,Short,16540.5,16543.25,2.75,2.75,1.6625857743115382,True,2024-01-03 19:00:00-05:00,65.0,2024-01-03 19:05:00-05:00,16540.5,2.75,2.5,5.5,5.0,19.75,4.0,72
16:00,2024-01-04 16:00:00-05:00,2.0,2024-01-04 18:00:00-05:00,2024-01-05 00:00:00-05:00,Short,16444.0,16454.0,10.0,10.0,6.081245439065921,True,2024-01-04 23:50:00-05:00,355.0,2024-01-04 23:55:00-05:00,16444.0,10.0,9.75,20.0,19.5,15.25,11.75,72
16:00,2024-01-08 16:00:00-05:00,2.0,2024-01-08 18:00:00-05:00,2024-01-09 00:00:00-05:00,Long,16801.5,16790.0,-11.5,11.5,6.844626967830253,False,,,2024-01-09 00:00:00-05:00,16781.5,-8.5,-8.75,-17.0,-17.5,13.0,6.0,72
16:00,2024-01-09 16:00:00-05:00,2.0,2024-01-09 18:00:00-05:00,2024-01-10 00:00:00-05:00,Long,16831.75,16829.5,-2.25,2.25,1.3367593981612131,True,2024-01-09 18:45:00-05:00,50.0,2024-01-09 18:50:00-05:00,16831.75,2.25,2.0,4.5,4.0,12.75,3.0,72
16:00,2024-01-10 16:00:00-05:00,2.0,2024-01-10 18:00:00-05:00,2024-01-11 00:00:00-05:00,Short,16941.5,16955.5,14.0,14.0,8.263731074580173,False,,,2024-01-11 00:00:00-05:00,16997.5,-42.0,-42.25,-84.0,-84.5,54.25,13.5,72
16:00,2024-01-11 16:00:00-05:00,2.0,2024-01-11 18:00:00-05:00,2024-01-12 00:00:00-05:00,Long,16965.25,16958.0,-7.25,7.25,4.273441299126155,False,,,2024-01-12 00:00:00-05:00,16946.25,-11.75,-12.0,-23.5,-24.0,37.25,7.0,72
16:00,2024-01-16 16:00:00-05:00,2.0,2024-01-16 18:00:00-05:00,2024-01-17 00:00:00-05:00,Short,16967.75,16979.5,11.75,11.75,6.924901651662713,True,2024-01-16 18:40:00-05:00,45.0,2024-01-16 18:45:00-05:00,16967.75,11.75,11.5,23.5,23.0,1.75,12.75,72
16:00,2024-01-17 16:00:00-05:00,2.0,2024-01-17 18:00:00-05:00,2024-01-18 00:00:00-05:00,Long,16868.75,16859.5,-9.25,9.25,5.483512412004446,True,2024-01-17 20:05:00-05:00,130.0,2024-01-17 20:10:00-05:00,16868.75,9.25,9.0,18.5,18.0,25.75,11.0,72
16:00,2024-01-18 16:00:00-05:00,2.0,2024-01-18 18:00:00-05:00,2024-01-19 00:00:00-05:00,Short,17109.0,17117.75,8.75,8.75,5.1142673446723945,True,2024-01-18 18:00:00-05:00,5.0,2024-01-18 18:05:00-05:00,17109.0,8.75,8.5,17.5,17.0,0.25,10.5,72
16:00,2024-01-22 16:00:00-05:00,2.0,2024-01-22 18:00:00-05:00,2024-01-23 00:00:00-05:00,Long,17460.5,17457.0,-3.5,3.5,2.004524498152974,True,2024-01-22 18:05:00-05:00,10.0,2024-01-22 18:10:00-05:00,17460.5,3.5,3.25,7.0,6.5,7.0,8.25,72
16:00,2024-01-23 16:00:00-05:00,2.0,2024-01-23 18:00:00-05:00,2024-01-24 00:00:00-05:00,Short,17529.25,17551.5,22.25,22.25,12.693070154170885,False,,,2024-01-24 00:00:00-05:00,17594.25,-42.75,-43.0,-85.5,-86.0,46.0,0.0,72
16:00,2024-01-24 16:00:00-05:00,2.0,2024-01-24 18:00:00-05:00,2024-01-25 00:00:00-05:00,Long,17624.75,17618.75,-6.0,6.0,3.4043036071433637,True,2024-01-24 18:00:00-05:00,5.0,2024-01-24 18:05:00-05:00,17624.75,6.0,5.75,12.0,11.5,5.25,7.25,72
16:00,2024-01-25 16:00:00-05:00,2.0,2024-01-25 18:00:00-05:00,2024-01-26 00:00:00-05:00,Long,17637.75,17574.25,-63.5,63.5,36.002324559538486,False,,,2024-01-26 00:00:00-05:00,17491.25,-83.0,-83.25,-166.0,-166.5,90.75,0.0,72
16:00,2024-01-29 16:00:00-05:00,2.0,2024-01-29 18:00:00-05:00,2024-01-30 00:00:00-05:00,Short,17707.75,17708.0,0.25,0.25,0.14118112126046503,True,2024-01-29 18:00:00-05:00,5.0,2024-01-29 18:05:00-05:00,17707.75,0.25,0.0,0.5,0.0,15.75,8.0,72
16:00,2024-01-30 16:00:00-05:00,2.0,2024-01-30 18:00:00-05:00,2024-01-31 00:00:00-05:00,Long,17583.75,17427.5,-156.25,156.25,88.8604535437549,False,,,2024-01-31 00:00:00-05:00,17449.75,22.25,22.0,44.5,44.0,18.5,34.5,72
16:00,2024-01-31 16:00:00-05:00,2.0,2024-01-31 18:00:00-05:00,2024-02-01 00:00:00-05:00,Short,17238.25,17275.0,36.75,36.75,21.318869374791525,False,,,2024-02-01 00:00:00-05:00,17317.75,-42.75,-43.0,-85.5,-86.0,51.0,8.0,72
16:00,2024-02-01 16:00:00-05:00,2.0,2024-02-01 18:00:00-05:00,2024-02-02 00:00:00-05:00,Short,17440.0,17592.0,152.0,152.0,87.1559633027523,False,,,2024-02-02 00:00:00-05:00,17606.5,-14.5,-14.75,-29.0,-29.5,39.0,12.5,72
16:00,2024-02-05 16:00:00-05:00,2.0,2024-02-05 18:00:00-05:00,2024-02-06 00:00:00-05:00,Short,17697.25,17702.0,4.75,4.75,2.684032829959457,True,2024-02-05 18:45:00-05:00,50.0,2024-02-05 18:50:00-05:00,17697.25,4.75,4.5,9.5,9.0,9.0,5.0,72
16:00,2024-02-06 16:00:00-05:00,2.0,2024-02-06 18:00:00-05:00,2024-02-07 00:00:00-05:00,Long,17661.75,17648.0,-13.75,13.75,7.785185499738134,True,2024-02-06 18:10:00-05:00,15.0,2024-02-06 18:15:00-05:00,17661.75,13.75,13.5,27.5,27.0,2.0,14.75,72
16:00,2024-02-07 16:00:00-05:00,2.0,2024-02-07 18:00:00-05:00,2024-02-08 00:00:00-05:00,Short,17841.25,17851.0,9.75,9.75,5.46486372871856,True,2024-02-07 18:05:00-05:00,10.0,2024-02-07 18:10:00-05:00,17841.25,9.75,9.5,19.5,19.0,3.75,16.0,72
16:00,2024-02-08 16:00:00-05:00,2.0,2024-02-08 18:00:00-05:00,2024-02-09 00:00:00-05:00,Long,17865.25,17857.25,-8.0,8.0,4.477967002980647,True,2024-02-08 18:35:00-05:00,40.0,2024-02-08 18:40:00-05:00,17865.25,8.0,7.75,16.0,15.5,5.5,10.0,72
16:00,2024-02-12 16:00:00-05:00,2.0,2024-02-12 18:00:00-05:00,2024-02-13 00:00:00-05:00,Long,17963.5,17929.75,-33.75,33.75,18.788098087789127,False,,,2024-02-13 00:00:00-05:00,17929.5,-0.25,-0.5,-0.5,-1.0,13.0,10.75,72
16:00,2024-02-13 16:00:00-05:00,2.0,2024-02-13 18:00:00-05:00,2024-02-14 00:00:00-05:00,Short,17680.25,17703.0,22.75,22.75,12.867465109373452,True,2024-02-13 19:20:00-05:00,85.0,2024-02-13 19:25:00-05:00,17680.25,22.75,22.5,45.5,45.0,3.0,27.25,72
16:00,2024-02-14 16:00:00-05:00,2.0,2024-02-14 18:00:00-05:00,2024-02-15 00:00:00-05:00,Short,17869.5,17873.25,3.75,3.75,2.0985478049189963,True,2024-02-14 18:00:00-05:00,5.0,2024-02-14 18:05:00-05:00,17869.5,3.75,3.5,7.5,7.0,0.75,7.5,72
16:00,2024-02-15 16:00:00-05:00,2.0,2024-02-15 18:00:00-05:00,2024-02-16 00:00:00-05:00,Short,17914.0,17949.25,35.25,35.25,19.677347326113654,True,2024-02-15 20:40:00-05:00,165.0,2024-02-15 20:45:00-05:00,17914.0,35.25,35.0,70.5,70.0,10.75,38.0,72
16:00,2024-02-20 16:00:00-05:00,2.0,2024-02-20 18:00:00-05:00,2024-02-21 00:00:00-05:00,Long,17612.25,17574.75,-37.5,37.5,21.29199846697611,False,,,2024-02-21 00:00:00-05:00,17554.75,-20.0,-20.25,-40.0,-40.5,36.25,16.0,72
16:00,2024-02-21 16:00:00-05:00,2.0,2024-02-21 18:00:00-05:00,2024-02-22 00:00:00-05:00,Short,17536.75,17704.0,167.25,167.25,95.37114915819636,False,,,2024-02-22 00:00:00-05:00,17798.0,-94.0,-94.25,-188.0,-188.5,98.25,28.5,72
16:00,2024-02-22 16:00:00-05:00,2.0,2024-02-22 18:00:00-05:00,2024-02-23 00:00:00-05:00,Long,18044.75,18025.25,-19.5,19.5,10.806467255018774,True,2024-02-22 18:35:00-05:00,40.0,2024-02-22 18:40:00-05:00,18044.75,19.5,19.25,39.0,38.5,6.25,22.5,72
16:00,2024-02-26 16:00:00-05:00,2.0,2024-02-26 18:00:00-05:00,2024-02-27 00:00:00-05:00,Long,17977.25,17953.75,-23.5,23.5,13.072077208694322,False,,,2024-02-27 00:00:00-05:00,17954.75,1.0,0.75,2.0,1.5,15.5,16.25,72
16:00,2024-02-27 16:00:00-05:00,2.0,2024-02-27 18:00:00-05:00,2024-02-28 00:00:00-05:00,Long,18017.5,18014.0,-3.5,3.5,1.9425558484806438,True,2024-02-27 18:00:00-05:00,5.0,2024-02-27 18:05:00-05:00,18017.5,3.5,3.25,7.0,6.5,3.25,5.25,72
16:00,2024-02-28 16:00:00-05:00,2.0,2024-02-28 18:00:00-05:00,2024-02-29 00:00:00-05:00,Long,17917.5,17868.25,-49.25,49.25,27.487093623552393,True,2024-02-28 23:20:00-05:00,325.0,2024-02-28 23:25:00-05:00,17917.5,49.25,49.0,98.5,98.0,3.25,49.25,72
16:00,2024-02-29 16:00:00-05:00,2.0,2024-02-29 18:00:00-05:00,2024-03-01 00:00:00-05:00,Short,18066.75,18071.5,4.75,4.75,2.629139164487249,True,2024-02-29 18:15:00-05:00,20.0,2024-02-29 18:20:00-05:00,18066.75,4.75,4.5,9.5,9.0,11.0,11.0,72
16:00,2024-03-04 16:00:00-05:00,2.0,2024-03-04 18:00:00-05:00,2024-03-05 00:00:00-05:00,Long,18258.25,18248.5,-9.75,9.75,5.340051757424726,False,,,2024-03-05 00:00:00-05:00,18208.25,-40.25,-40.5,-80.5,-81.0,63.25,5.5,72
16:00,2024-03-05 16:00:00-05:00,2.0,2024-03-05 18:00:00-05:00,2024-03-06 00:00:00-05:00,Short,17931.75,17982.0,50.25,50.25,28.022920239240456,False,,,2024-03-06 00:00:00-05:00,17981.0,1.0,0.75,2.0,1.5,5.75,39.5,72
16:00,2024-03-06 16:00:00-05:00,2.0,2024-03-06 18:00:00-05:00,2024-03-07 00:00:00-05:00,Long,18044.5,18040.0,-4.5,4.5,2.4938346864695613,True,2024-03-06 18:00:00-05:00,5.0,2024-03-06 18:05:00-05:00,18044.5,4.5,4.25,9.0,8.5,6.0,8.0,72
16:00,2024-03-07 16:00:00-05:00,2.0,2024-03-07 18:00:00-05:00,2024-03-08 00:00:00-05:00,Long,18308.75,18275.0,-33.75,33.75,18.433808971120364,True,2024-03-07 23:20:00-05:00,325.0,2024-03-07 23:25:00-05:00,18308.75,33.75,33.5,67.5,67.0,26.5,35.0,72
16:00,2024-03-11 16:00:00-04:00,2.0,2024-03-11 18:00:00-04:00,2024-03-12 00:00:00-04:00,Short,17970.5,18008.0,37.5,37.5,20.86753290114354,False,,,2024-03-12 00:00:00-04:00,18053.25,-45.25,-45.5,-90.5,-91.0,57.5,10.0,72
16:00,2024-03-12 16:00:00-04:00,2.0,2024-03-12 18:00:00-04:00,2024-03-13 00:00:00-04:00,Short,18226.75,18227.5,0.75,0.75,0.41148312233393225,True,2024-03-12 18:00:00-04:00,5.0,2024-03-12 18:05:00-04:00,18226.75,0.75,0.5,1.5,1.0,0.0,12.25,72
16:00,2024-03-13 16:00:00-04:00,2.0,2024-03-13 18:00:00-04:00,2024-03-14 00:00:00-04:00,Short,18079.75,18093.0,13.25,13.25,7.328641159308066,False,,,2024-03-14 00:00:00-04:00,18121.5,-28.5,-28.75,-57.0,-57.5,37.75,3.0,72
16:00,2024-03-14 16:00:00-04:00,2.0,2024-03-14 18:00:00-04:00,2024-03-15 00:00:00-04:00,Long,18030.0,18012.75,-17.25,17.25,9.56738768718802,False,,,2024-03-15 00:00:00-04:00,17997.0,-15.75,-16.0,-31.5,-32.0,36.75,8.25,72
16:00,2024-03-18 16:00:00-04:00,2.0,2024-03-18 18:00:00-04:00,2024-03-19 00:00:00-04:00,Long,18229.25,18224.0,-5.25,5.25,2.8799868343459005,False,,,2024-03-19 00:00:00-04:00,18179.5,-44.5,-44.75,-89.0,-89.5,72.75,3.0,72
16:00,2024-03-19 16:00:00-04:00,2.0,2024-03-19 18:00:00-04:00,2024-03-20 00:00:00-04:00,Short,18270.0,18275.0,5.0,5.0,2.736726874657909,True,2024-03-19 18:00:00-04:00,5.0,2024-03-19 18:05:00-04:00,18270.0,5.0,4.75,10.0,9.5,3.0,5.75,72
16:00,2024-03-20 16:00:00-04:00,2.0,2024-03-20 18:00:00-04:00,2024-03-21 00:00:00-04:00,Short,18484.5,18537.0,52.5,52.5,28.402174795098595,False,,,2024-03-21 00:00:00-04:00,18592.25,-55.25,-55.5,-110.5,-111.0,59.75,10.5,72
16:00,2024-03-21 16:00:00-04:00,2.0,2024-03-21 18:00:00-04:00,2024-03-22 00:00:00-04:00,Short,18558.75,18579.5,20.75,20.75,11.180709907725465,True,2024-03-21 22:30:00-04:00,275.0,2024-03-21 22:35:00-04:00,18558.75,20.75,20.5,41.5,41.0,16.0,24.0,72
16:00,2024-03-25 16:00:00-04:00,2.0,2024-03-25 18:00:00-04:00,2024-03-26 00:00:00-04:00,Short,18509.75,18534.0,24.25,24.25,13.101203419819283,False,,,2024-03-26 00:00:00-04:00,18523.5,10.5,10.25,21.0,20.5,22.5,17.25,72
16:00,2024-03-26 16:00:00-04:00,2.0,2024-03-26 18:00:00-04:00,2024-03-27 00:00:00-04:00,Short,18450.5,18478.0,27.5,27.5,14.904745128858297,False,,,2024-03-27 00:00:00-04:00,18497.0,-19.0,-19.25,-38.0,-38.5,24.25,10.0,72
16:00,2024-03-27 16:00:00-04:00,2.0,2024-03-27 18:00:00-04:00,2024-03-28 00:00:00-04:00,Long,18507.0,18506.0,-1.0,1.0,0.5403360890473875,True,2024-03-27 18:00:00-04:00,5.0,2024-03-27 18:05:00-04:00,18507.0,1.0,0.75,2.0,1.5,24.0,1.0,72
16:00,2024-04-01 16:00:00-04:00,2.0,2024-04-01 18:00:00-04:00,2024-04-02 00:00:00-04:00,Short,18495.0,18497.75,2.75,2.75,1.4868883482022166,True,2024-04-01 18:00:00-04:00,5.0,2024-04-01 18:05:00-04:00,18495.0,2.75,2.5,5.5,5.0,1.0,13.75,72
16:00,2024-04-02 16:00:00-04:00,2.0,2024-04-02 18:00:00-04:00,2024-04-03 00:00:00-04:00,Short,18330.75,18347.75,17.0,17.0,9.274034068436915,True,2024-04-02 18:10:00-04:00,15.0,2024-04-02 18:15:00-04:00,18330.75,17.0,16.75,34.0,33.5,0.0,17.25,72
16:00,2024-04-03 16:00:00-04:00,2.0,2024-04-03 18:00:00-04:00,2024-04-04 00:00:00-04:00,Short,18370.75,18389.0,18.25,18.25,9.934270511546888,False,,,2024-04-04 00:00:00-04:00,18453.25,-64.25,-64.5,-128.5,-129.0,96.25,11.25,72
16:00,2024-04-04 16:00:00-04:00,2.0,2024-04-04 18:00:00-04:00,2024-04-05 00:00:00-04:00,Short,18075.75,18088.0,12.25,12.25,6.777035531029141,True,2024-04-04 18:20:00-04:00,25.0,2024-04-04 18:25:00-04:00,18075.75,12.25,12.0,24.5,24.0,30.5,13.25,72
16:00,2024-04-08 16:00:00-04:00,2.0,2024-04-08 18:00:00-04:00,2024-04-09 00:00:00-04:00,Short,18297.25,18317.0,19.75,19.75,10.793971771714329,True,2024-04-08 20:05:00-04:00,130.0,2024-04-08 20:10:00-04:00,18297.25,19.75,19.5,39.5,39.0,7.75,19.75,72
16:00,2024-04-09 16:00:00-04:00,2.0,2024-04-09 18:00:00-04:00,2024-04-10 00:00:00-04:00,Short,18362.25,18384.0,21.75,21.75,11.844953641302128,False,,,2024-04-10 00:00:00-04:00,18378.75,5.25,5.0,10.5,10.0,1.0,17.25,72
16:00,2024-04-10 16:00:00-04:00,2.0,2024-04-10 18:00:00-04:00,2024-04-11 00:00:00-04:00,Long,18191.5,18190.75,-0.75,0.75,0.41228046065470136,True,2024-04-10 22:15:00-04:00,260.0,2024-04-10 22:20:00-04:00,18191.5,0.75,0.5,1.5,1.0,48.25,2.5,72
16:00,2024-04-11 16:00:00-04:00,2.0,2024-04-11 18:00:00-04:00,2024-04-12 00:00:00-04:00,Short,18481.75,18485.5,3.75,3.75,2.029028636357488,True,2024-04-11 18:00:00-04:00,5.0,2024-04-11 18:05:00-04:00,18481.75,3.75,3.5,7.5,7.0,1.25,8.5,72
16:00,2024-04-15 16:00:00-04:00,2.0,2024-04-15 18:00:00-04:00,2024-04-16 00:00:00-04:00,Short,17876.0,17882.0,6.0,6.0,3.356455582904453,True,2024-04-15 18:00:00-04:00,5.0,2024-04-15 18:05:00-04:00,17876.0,6.0,5.75,12.0,11.5,9.75,7.75,72
16:00,2024-04-16 16:00:00-04:00,2.0,2024-04-16 18:00:00-04:00,2024-04-17 00:00:00-04:00,Short,17876.75,17897.75,21.0,21.0,11.747101682352778,False,,,2024-04-17 00:00:00-04:00,17929.5,-31.75,-32.0,-63.5,-64.0,42.25,7.75,72
16:00,2024-04-17 16:00:00-04:00,2.0,2024-04-17 18:00:00-04:00,2024-04-18 00:00:00-04:00,Short,17654.5,17674.0,19.5,19.5,11.04534254722592,False,,,2024-04-18 00:00:00-04:00,17729.0,-55.0,-55.25,-110.0,-110.5,59.5,4.0,72
16:00,2024-04-18 16:00:00-04:00,2.0,2024-04-18 18:00:00-04:00,2024-04-19 00:00:00-04:00,Long,17545.0,17530.0,-15.0,15.0,8.549444286121402,False,,,2024-04-19 00:00:00-04:00,17337.75,-192.25,-192.5,-384.5,-385.0,349.75,13.0,72
16:00,2024-04-22 16:00:00-04:00,2.0,2024-04-22 18:00:00-04:00,2024-04-23 00:00:00-04:00,Long,17350.75,17350.0,-0.75,0.75,0.43225797155742546,True,2024-04-22 18:00:00-04:00,5.0,2024-04-22 18:05:00-04:00,17350.75,0.75,0.5,1.5,1.0,0.0,21.75,72
16:00,2024-04-23 16:00:00-04:00,2.0,2024-04-23 18:00:00-04:00,2024-04-24 00:00:00-04:00,Short,17608.0,17680.25,72.25,72.25,41.03248523398455,False,,,2024-04-24 00:00:00-04:00,17732.5,-52.25,-52.5,-104.5,-105.0,65.25,16.25,72
16:00,2024-04-24 16:00:00-04:00,2.0,2024-04-24 18:00:00-04:00,2024-04-25 00:00:00-04:00,Long,17658.25,17451.5,-206.75,206.75,117.0840825110076,False,,,2024-04-25 00:00:00-04:00,17460.25,8.75,8.5,17.5,17.0,14.25,43.0,72
16:00,2024-04-25 16:00:00-04:00,2.0,2024-04-25 18:00:00-04:00,2024-04-26 00:00:00-04:00,Short,17567.5,17811.0,243.5,243.5,138.6082254162516,False,,,2024-04-26 00:00:00-04:00,17769.25,41.75,41.5,83.5,83.0,11.5,69.0,72
16:00,2024-04-29 16:00:00-04:00,2.0,2024-04-29 18:00:00-04:00,2024-04-30 00:00:00-04:00,Short,17905.25,17912.75,7.5,7.5,4.188715600173134,True,2024-04-29 18:45:00-04:00,50.0,2024-04-29 18:50:00-04:00,17905.25,7.5,7.25,15.0,14.5,7.25,8.25,72
16:00,2024-04-30 16:00:00-04:00,2.0,2024-04-30 18:00:00-04:00,2024-05-01 00:00:00-04:00,Long,17563.5,17471.5,-92.0,92.0,52.381359068522784,False,,,2024-05-01 00:00:00-04:00,17526.5,55.0,54.75,110.0,109.5,17.75,56.5,72
16:00,2024-05-01 16:00:00-04:00,2.0,2024-05-01 18:00:00-04:00,2024-05-02 00:00:00-04:00,Short,17431.5,17484.0,52.5,52.5,30.117890026675845,False,,,2024-05-02 00:00:00-04:00,17549.0,-65.0,-65.25,-130.0,-130.5,77.0,0.0,72
16:00,2024-05-02 16:00:00-04:00,2.0,2024-05-02 18:00:00-04:00,2024-05-03 00:00:00-04:00,Short,17648.25,17745.0,96.75,96.75,54.82129956227955,False,,,2024-05-03 00:00:00-04:00,17763.0,-18.0,-18.25,-36.0,-36.5,63.0,23.0,72
16:00,2024-05-06 16:00:00-04:00,2.0,2024-05-06 18:00:00-04:00,2024-05-07 00:00:00-04:00,Long,18198.0,18184.75,-13.25,13.25,7.281019892295857,False,,,2024-05-07 00:00:00-04:00,18187.75,3.0,2.75,6.0,5.5,15.75,12.25,72
16:00,2024-05-07 16:00:00-04:00,2.0,2024-05-07 18:00:00-04:00,2024-05-08 00:00:00-04:00,Long,18196.25,18195.0,-1.25,1.25,0.6869547296833138,True,2024-05-07 18:20:00-04:00,25.0,2024-05-07 18:25:00-04:00,18196.25,1.25,1.0,2.5,2.0,14.25,1.5,72
16:00,2024-05-08 16:00:00-04:00,2.0,2024-05-08 18:00:00-04:00,2024-05-09 00:00:00-04:00,Long,18183.5,18164.0,-19.5,19.5,10.724008029257295,False,,,2024-05-09 00:00:00-04:00,18159.75,-4.25,-4.5,-8.5,-9.0,10.75,12.25,72
16:00,2024-05-09 16:00:00-04:00,2.0,2024-05-09 18:00:00-04:00,2024-05-10 00:00:00-04:00,Short,18215.75,18222.0,6.25,6.25,3.4310967157542236,True,2024-05-09 18:00:00-04:00,5.0,2024-05-09 18:05:00-04:00,18215.75,6.25,6.0,12.5,12.0,4.25,6.25,72
16:00,2024-05-13 16:00:00-04:00,2.0,2024-05-13 18:00:00-04:00,2024-05-14 00:00:00-04:00,Long,18295.5,18284.75,-10.75,10.75,5.875761799349567,False,,,2024-05-14 00:00:00-04:00,18266.25,-18.5,-18.75,-37.0,-37.5,22.0,5.75,72
