reference_close,bucket_unit,side,gap_bucket,trades,fills,fill_rate,fill_ci95_low,fill_ci95_high,median_gap_points,mean_gap_points,mean_gap_bps,median_fill_minutes,avg_gross_pnl_dollars,avg_net_pnl_dollars,avg_net_pnl_ci95_low,avg_net_pnl_ci95_high,net_pnl_tstat,total_net_pnl_dollars,net_win_rate,profit_factor,max_drawdown_dollars,avg_mae_points
16:00,bps,All,0-0.5 bps,32,32,1.0,0.8928208002353198,1.0000000000000002,0.5,0.5703125,0.33988869815206296,5.0,1.140625,0.640625,0.4805479844785268,0.8007020155214732,7.843736550245529,20.5,0.78125,inf,0.0,10.1796875
16:00,bps,All,0.5-1 bps,50,48,0.96,0.8653990920638485,0.9889611157718264,1.25,1.325,0.7600730169360057,5.0,-1.3,-1.8,-7.362533175814674,3.7625331758146743,-0.6342317588934304,-90.0,0.96,0.53125,155.5,14.765
16:00,bps,All,1-2 bps,74,72,0.972972972972973,0.9067070740637738,0.9925566474287307,2.5,2.7736486486486487,1.5426934359160878,5.0,-0.10135135135135136,-0.6013513513513513,-10.487828816089886,9.285126113387184,-0.11921607106309941,-44.5,0.972972972972973,0.8899876390605687,366.0,17.39864864864865
16:00,bps,All,2-3 bps,87,75,0.8620689655172413,0.7742137253558132,0.9193022174288916,4.0,4.482758620689655,2.5447195478238385,5.0,-4.155172413793103,-4.655172413793103,-13.73866352490246,4.428318697316254,-1.0044563519932024,-405.0,0.8620689655172413,0.6107640557424315,466.5,16.224137931034484
16:00,bps,All,3-5 bps,132,114,0.8636363636363636,0.794734649666611,0.9119715414373055,6.25,6.53219696969697,3.8963287870677403,5.0,0.3522727272727273,-0.14772727272727273,-6.523468730687688,6.228014185233143,-0.04541277877604836,-19.5,0.8636363636363636,0.9865702479338843,526.0,16.009469696969695
16:00,bps,All,5-7.5 bps,168,127,0.7559523809523809,0.6857565098347116,0.8147047907144578,10.75,10.927083333333334,6.217815879486678,15.0,3.7738095238095237,3.2738095238095237,-2.451034271649667,8.998653319268715,1.1208251331876098,550.0,0.7738095238095238,1.2514285714285713,431.0,22.135416666666668
16:00,bps,All,7.5-10 bps,129,83,0.6434108527131783,0.5577047899445515,0.7208227142818386,13.5,14.736434108527131,8.703777053416957,25.0,-19.82170542635659,-20.32170542635659,-37.895111052435425,-2.7482998002777563,-2.2664822005335354,-2621.5,0.6589147286821705,0.4772681954137587,2840.5,37.666666666666664
16:00,bps,All,10-15 bps,205,125,0.6097560975609756,0.5415478981014453,0.6739265591306202,18.5,20.01829268292683,12.372461238739357,55.0,0.2121951219512195,-0.28780487804878047,-10.580038240330158,10.004428484232598,-0.054807074436074035,-59.0,0.6780487804878049,0.9879714576962283,1343.5,30.23780487804878
16:00,bps,All,15-25 bps,192,120,0.625,0.5547003970059484,0.6903958164015197,27.75,31.098958333333332,19.505778547382572,125.0,10.828125,10.328125,-2.1286951292497225,22.78494512924972,1.6250337547997675,1983.0,0.6875,1.3614984960350014,762.5,39.173177083333336
16:00,bps,All,25-40 bps,114,41,0.35964912280701755,0.27745783878448094,0.4509908726980014,44.375,49.04824561403509,30.930858762037055,125.0,-19.25438596491228,-19.75438596491228,-41.59086077060269,2.0820888407781304,-1.7730831408393704,-2252.0,0.45614035087719296,0.6546541941420028,2988.0,56.33114035087719
16:00,bps,All,40-60 bps,59,20,0.3389830508474576,0.23137653612576026,0.4662752953524054,68.0,78.38135593220339,49.22538303029654,95.0,10.440677966101696,9.940677966101696,-29.303395044347603,49.184750976550994,0.496466586023444,586.5,0.5254237288135594,1.175179211469534,1139.5,63.50847457627118
16:00,bps,All,60-100 bps,34,2,0.058823529411764705,0.016282655063251508,0.19093607045929484,128.0,131.86029411764707,82.18627048173892,175.0,-75.6470588235294,-76.1470588235294,-137.724748303899,-14.569369343159813,-2.423694283748306,-2589.0,0.3235294117647059,0.317246835443038,2761.5,87.30882352941177
16:00,bps,All,100+ bps,27,3,0.1111111111111111,0.038520347982447425,0.2805780098213858,185.25,208.7314814814815,150.18937370441938,30.0,-12.481481481481481,-12.981481481481481,-89.17983166790648,63.21686870494352,-0.3339079692423993,-350.5,0.48148148148148145,0.8329361296472831,1460.5,76.86111111111111
16:00,bps,Long,0-0.5 bps,15,15,1.0,0.7961166964035129,1.0,0.5,0.5333333333333333,0.3497607947329479,5.0,1.0666666666666667,0.5666666666666667,0.3350236800200874,0.7983096533132459,4.794646635951014,8.5,0.7333333333333333,inf,0.0,12.033333333333333
16:00,bps,Long,0.5-1 bps,21,20,0.9523809523809523,0.7733063972991618,0.9915440122838988,1.25,1.4166666666666667,0.753779780528457,5.0,-3.0714285714285716,-3.5714285714285716,-15.037893152822331,7.895036009965189,-0.6104646623101144,-75.0,0.9523809523809523,0.3775933609958506,120.5,16.785714285714285
16:00,bps,Long,1-2 bps,34,33,0.9705882352941176,0.8508442656612141,0.9947890937814032,2.5,2.735294117647059,1.5871936647383427,5.0,-5.5588235294117645,-6.0588235294117645,-27.445181121323476,15.327534062499947,-0.5552640719189665,-206.0,0.9705882352941176,0.4371584699453552,366.0,21.139705882352942
16:00,bps,Long,2-3 bps,40,33,0.825,0.6805000953869541,0.9125458630150444,3.875,4.55625,2.536879012727607,5.0,-1.75,-2.25,-10.447240358935243,5.947240358935243,-0.5379760513174477,-90.0,0.825,0.757085020242915,264.5,17.5875
16:00,bps,Long,3-5 bps,67,56,0.835820895522388,0.7294473696503164,0.9057738794688371,6.5,6.526119402985074,3.8851269516494398,5.0,-2.3208955223880596,-2.8208955223880596,-12.48511744722211,6.8433264024459906,-0.5720950651427357,-189.0,0.835820895522388,0.7883538633818589,458.5,17.66044776119403
16:00,bps,Long,5-7.5 bps,74,56,0.7567567567567568,0.6479367123888292,0.8402350221356732,10.75,11.233108108108109,6.221173457595371,7.5,6.79054054054054,6.29054054054054,-1.2100613134216474,13.791142394502728,1.6437658257366496,465.5,0.7837837837837838,1.5884955752212389,438.5,24.08783783783784
16:00,bps,Long,7.5-10 bps,55,38,0.6909090909090909,0.5597140973558131,0.7971771218500944,15.0,16.03181818181818,8.665958422298958,20.0,-27.681818181818183,-28.181818181818183,-64.9018320205275,8.538195656891123,-1.5042300728296947,-1550.0,0.7272727272727273,0.4388124547429399,1692.5,47.68636363636364
16:00,bps,Long,10-15 bps,94,66,0.7021276595744681,0.6032278512754141,0.7851555644512735,17.875,20.125,12.19793438939551,27.5,7.111702127659575,6.611702127659575,-11.203238825069784,24.426643080388935,0.7274061802012776,621.5,0.776595744680851,1.32378223495702,784.0,31.98936170212766
16:00,bps,Long,15-25 bps,84,53,0.6309523809523809,0.5241523982256111,0.726298815588239,30.0,32.73511904761905,19.376229002828637,125.0,12.392857142857142,11.892857142857142,-9.608028414952315,33.3937427006666,1.084121479297696,999.0,0.7023809523809523,1.3976910828025477,781.5,46.038690476190474
16:00,bps,Long,25-40 bps,39,17,0.4358974358974359,0.2930475377708262,0.590243084664468,44.25,47.56410256410256,30.617883261556972,140.0,-8.025641025641026,-8.525641025641026,-45.8196088958404,28.768326844558356,-0.44806038191854514,-332.5,0.5384615384615384,0.8404510556621881,1009.5,59.72435897435897
16:00,bps,Long,40-60 bps,31,16,0.5161290322580645,0.34840395329054696,0.6802974855156458,67.5,77.41129032258064,49.60891619229043,135.0,70.66129032258064,70.16129032258064,25.65715840251768,114.6654222426436,3.0899064265044967,2175.0,0.7096774193548387,3.725563909774436,443.5,49.53225806451613
16:00,bps,Long,60-100 bps,15,2,0.13333333333333333,0.03736125876428492,0.37881983053980567,113.25,120.88333333333334,81.94828777387116,175.0,-25.0,-25.5,-104.07208144632622,53.07208144632622,-0.636092121781723,-382.5,0.4666666666666667,0.6718146718146718,616.5,83.15
16:00,bps,Long,100+ bps,12,3,0.25,0.0889416676948856,0.5323053370816633,170.5,204.97916666666666,153.82938300949561,30.0,16.208333333333332,15.708333333333334,-130.70692549257762,162.1235921592443,0.21027704407462244,188.5,0.5833333333333334,1.169438202247191,853.0,94.72916666666667
16:00,bps,Short,0-0.5 bps,17,17,1.0,0.8156818626193445,1.0,0.5,0.6029411764705882,0.33117802469834096,5.0,1.2058823529411764,0.7058823529411765,0.48262035496570377,0.9291443509166493,6.196773353931867,12.0,0.8235294117647058,inf,0.0,8.544117647058824
16:00,bps,Short,0.5-1 bps,29,28,0.9655172413793104,0.8282447796220433,0.9938867857749234,1.25,1.2586206896551724,0.7646301881276787,5.0,-0.017241379310344827,-0.5172413793103449,-5.498657468888057,4.464174710267367,-0.20351130371937295,-15.0,0.9655172413793104,0.7902097902097902,71.5,13.301724137931034
16:00,bps,Short,1-2 bps,40,39,0.975,0.8711863091181636,0.9955731685462955,2.625,2.80625,1.5048682414171712,5.0,4.5375,4.0375,1.8256724764765515,6.249327523523448,3.5777449036324502,161.5,0.975,5.194805194805195,38.5,14.21875
