reference_close,side,max_gap_bps,trades,fills,fill_rate,fill_ci95_low,fill_ci95_high,median_gap_points,mean_gap_points,mean_gap_bps,median_fill_minutes,avg_gross_pnl_dollars,avg_net_pnl_dollars,avg_net_pnl_ci95_low,avg_net_pnl_ci95_high,net_pnl_tstat,total_net_pnl_dollars,net_win_rate,profit_factor,max_drawdown_dollars,avg_mae_points
17:00,Long,25.0,514,462,0.8988326848249028,0.8697338565817698,0.9220142604688268,3.0,6.3550583657587545,3.792197644235721,5.0,-2.9182879377431905,-3.4182879377431905,-8.70643748475012,1.8698616092637388,-1.266931133481826,-1757.0,0.8210116731517509,0.7401272001183257,2500.5,22.469844357976655
17:00,Long,40.0,523,464,0.887189292543021,0.8572048266011457,0.9115273852866276,3.25,7.032026768642448,4.263002860874729,5.0,-3.361376673040153,-3.861376673040153,-9.249900167719476,1.5271468216391697,-1.4044959212057515,-2019.5,0.8164435946462715,0.7245447725567755,2641.5,23.262906309751433
17:00,Long,60.0,530,468,0.8830188679245283,0.8528600475637741,0.9076653729436605,3.25,7.95566037735849,4.838728737159881,5.0,-2.879245283018868,-3.379245283018868,-8.907685186774764,2.1491946207370285,-1.1980231705850943,-1791.0,0.8132075471698114,0.7678698723349102,2413.0,24.282075471698114
17:00,Long,100.0,531,468,0.8813559322033898,0.8510750521974174,0.9061586911386365,3.25,8.185499058380413,4.958877654020757,5.0,-3.3870056497175143,-3.8870056497175143,-9.494049224297553,1.7200379248625253,-1.3587180195605213,-2064.0,0.8116760828625236,0.7416285910997058,2686.0,24.56261770244821
17:00,Short,0.5,95,94,0.9894736842105263,0.9427612979894159,0.9981394237582134,0.5,0.48947368421052634,0.28217191575772577,5.0,0.06842105263157895,-0.43157894736842106,-2.21856443293163,1.355406538194788,-0.47335538359641577,-41.0,0.6,0.5232558139534884,86.0,8.476315789473684
17:00,Short,1.0,183,180,0.9836065573770492,0.9529178676233045,0.9944093533252942,0.75,0.8565573770491803,0.5017871502249042,5.0,0.8087431693989071,0.3087431693989071,-0.8311600755230515,1.4486464143208657,0.5308568950597105,56.5,0.7814207650273224,1.3498452012383901,142.0,9.972677595628415
17:00,Short,2.0,296,291,0.9831081081081081,0.9610736471271244,0.9927637610387166,1.25,1.441722972972973,0.8659482129618552,5.0,1.527027027027027,1.027027027027027,-0.4030847862618241,2.457138840315878,1.4075374955268838,304.0,0.8581081081081081,1.790637191157347,176.0,10.068412162162161
17:00,Short,3.0,395,388,0.9822784810126582,0.9638770290237964,0.9913897606140232,1.75,2.1246835443037977,1.2682139896604703,5.0,3.00126582278481,2.50126582278481,1.3455815667975868,3.6569500787720335,4.241981269270494,988.0,0.8886075949367088,3.136216216216216,176.0,10.3
17:00,Short,5.0,517,498,0.9632495164410058,0.9433172234319512,0.9763484288163041,2.5,3.243230174081238,1.8867862649161642,5.0,2.9061895551257253,2.4061895551257253,0.4352625868344062,4.377116523417044,2.3928055078118793,1244.0,0.8916827852998066,1.7624885075084278,489.5,12.723887814313347
17:00,Short,7.5,578,553,0.9567474048442907,0.9369298726601918,0.9705338220293946,2.875,4.028546712802768,2.3173158967149847,5.0,3.262975778546713,2.762975778546713,0.6144201870706776,4.9115313700227485,2.5204528476283237,1597.0,0.8927335640138409,1.6677817269496131,625.0,14.125432525951558
17:00,Short,10.0,619,584,0.9434571890145396,0.9223782353516761,0.9590659783750004,3.25,4.629644588045235,2.7137000281659476,5.0,2.401453957996769,1.901453957996769,-0.6584386608488884,4.461346576842427,1.45583501350604,1177.0,0.8836833602584814,1.327900821841482,627.0,15.494749596122778
17:00,Short,15.0,654,607,0.9281345565749235,0.9057410246027799,0.9455279132843486,3.5,5.408639143730887,3.2180812263824357,5.0,0.46788990825688076,-0.03211009174311927,-3.39527812608675,3.331057942600512,-0.01871289903166958,-21.0,0.8715596330275229,0.9962613494748086,1373.5,18.020642201834864
17:00,Short,25.0,674,617,0.9154302670623146,0.8919978999814846,0.9341539865145398,3.75,6.140949554896142,3.67820603624839,5.0,-1.9762611275964392,-2.4762611275964392,-6.590662441151297,1.6381401859584184,-1.1796084763775965,-1669.0,0.8605341246290801,0.785929583787597,2375.0,20.223293768545993
17:00,Short,40.0,679,618,0.9101620029455081,0.8862832466463879,0.9294258652645042,3.75,6.592047128129602,3.900287203740758,5.0,-2.625184094256259,-3.125184094256259,-7.426367398537497,1.1759992100249783,-1.4240844634587024,-2122.0,0.8556701030927835,0.7483844192802513,2828.0,21.13217967599411
17:00,Short,60.0,683,619,0.9062957540263543,0.8821113466210809,0.9259353908370292,3.75,6.827598828696925,4.155871832422936,5.0,-2.9231332357247437,-3.4231332357247437,-7.804202411627569,0.9579359401780811,-1.5314110870758884,-2338.0,0.8535871156661786,0.7344087242985345,2693.5,21.627379209370424
17:00,Short,100.0,684,619,0.9049707602339181,0.8806772630258067,0.924740893799204,3.75,6.903143274853801,4.248110581908766,5.0,-3.154970760233918,-3.654970760233918,-8.053165637666403,0.7432241171985678,-1.6287616421610176,-2500.0,0.8523391812865497,0.7211377579475738,2738.0,21.74451754385965
