,30,60,90,120,180,240
18:00,0.05616814316314894,0.3240759150385603,0.1699313098845593,0.22252397427888326,0.3088067580218341,0.22454897249989086
18:30,0.48890538857643545,0.18435043991330405,0.23389665787629355,0.4258656099867522,0.06430272602357459,0.13519488380125605
19:00,-0.2679588032425047,-0.06710720369112452,0.199188784160406,0.11648017180180663,0.03956409860425513,-0.11309994021176606
19:30,0.164201917882131,0.42661097726028396,0.28635231471848643,-0.048184386035285465,0.051322913200569656,0.19864352347532563
20:00,0.3967523132261281,0.2238016922973156,-0.13356544246209134,0.09334179700992058,-0.0918926196145368,0.023735037228538123
20:30,-0.10309125486255,-0.4348602761824964,-0.11886779263996695,-0.1968544227320073,-0.0028112844720940733,-0.1348793436842482
21:00,-0.4795984779485199,-0.07407252669889312,-0.17249981579649812,-0.2640087792010077,-0.10999517322084773,0.1756748092617168
21:30,0.40929012241973406,0.14797096560909195,-0.004003587928440538,0.342899901839892,0.1509970842776732,0.3481030384506072
22:00,-0.23172398305687086,-0.3449704949529512,0.14866896979137834,-0.08733555190117469,0.2785784722000656,0.3787143734572176
22:30,-0.2922827968499694,0.42200109622564247,0.06025448253644782,0.061000187033777416,0.33182330935880794,0.7245452364761721
23:00,0.9933626421226601,0.33267954854148984,0.2722095437444247,0.6662907335016378,0.651038353497803,0.793687571078933
23:30,-0.5390593628769924,-0.35250734403297723,0.25177345987749716,0.11587543711329734,0.584957912604521,0.5022124987971726
00:00,0.015365992087768567,0.53644124521817,0.33475370366466567,0.5432123765538693,0.6945493957257136,0.7285131133757117
00:30,0.7414057016681698,0.4115594729701384,0.6351566994081118,0.800305657275533,0.6543437423892211,0.8061747235693411
01:00,-0.1717942693926845,0.2752510316206991,0.5077910318526386,0.5137075227479342,0.5873424712180481,0.6413763136892453
01:30,0.5165373877046022,0.6430848872016888,0.6446410196300254,0.5285384790883577,0.6977383186366718,0.7374372715073143
02:00,0.4171105228331469,0.4419373349307837,0.3541687102795906,0.5004101864227525,0.5716992850703018,0.7088819558911398
02:30,0.18189591850462783,0.15835662050741856,0.34028256403380774,0.426620790789008,0.49565640124065136,0.4195235153093898
03:00,0.07315505346104315,0.2851606790717076,0.38341058417824375,0.40222362229251507,0.5594714890270307,0.6537524576017023
03:30,0.3612560346682905,0.44412479650256864,0.4471939346239296,0.4911155326188581,0.3798299274872489,0.7916731710682269
04:00,0.25728673219195464,0.28339746575425584,0.35492199532065455,0.49356451372973625,0.5880126157758664,0.3232057272772273
04:30,0.12664943665907294,0.23060462537144397,0.3959692738274694,0.11913133346924311,0.6276249767740095,0.2488551117765512
05:00,0.20915352462352407,0.4012242118679413,0.060162911960257845,0.4920204798665567,0.18879708342355164,0.2842515639724612
05:30,0.36732119559790405,-0.07592670558506265,0.43789924040495226,0.5899411218794831,0.15939667485762665,0.29835820680355635
06:00,-0.42358368073205244,0.3009157630875049,0.47958626341362054,-0.02706941453739498,0.1484406097349845,0.544851461887826
06:30,0.8457475529809557,0.8979995402438302,0.20603653439976152,0.23154996521218366,0.3986065037561741,0.6031883856975646
07:00,0.3839141531926915,-0.33973897700087224,-0.16364357997207854,0.011342642264904583,0.46956690663251643,0.17949143421365438
07:30,-0.8968618384639835,-0.4262498421875009,-0.14435315257893855,-0.07096122019151435,0.3180028250942457,0.19326261228734076
08:00,0.11272406896076442,0.20799678630347326,0.27222903118312103,0.6140298071382441,0.27362281624393353,0.5193340968712208
08:30,0.17197019928454432,0.21379742045400976,0.6163952180898605,0.5427852111978797,0.3379665768697177,0.46902100298873467
