bucket,n,rsv_mean,odp_bps,odp_t,od_bps,od_t
Q1 most negative,324,-0.6429286222876153,-1.0911154296883472,-0.6247910670239267,0.37229863443826117,0.37303194904426135
Q2,323,-0.24823298031923846,0.21220507466828434,0.16352530249622804,-0.16209718460773417,-0.20902900051877668
Q3,323,0.003099431659554616,1.0718293633495122,0.6213425098975276,-0.46515557945595626,-0.5196916830107675
Q4,323,0.2672873925341209,1.4480981055668556,0.8005669571920209,1.3513215193930663,1.059817277051147
Q5 most positive,324,0.6384019631769009,2.982680333280804,1.8550922813889705,1.2793227829904226,1.451808914491547
