factor_key,factor,timing,direction,threshold,split,trades,win_rate,avg_pnl,gross_pnl,gross_pf,pf_4tick,pnl_4tick,max_drawdown,sharpe
prior_1m_rvol,Prior completed 1m RVOL,Known before the touch minute.,at_or_above,1.5,Holdout 2025–26,305,0.3180327868852459,6.934426229508197,2115.0,1.131472617641574,1.0911955402048112,1505.0,-2632.0,0.8308847670925298
prior_1m_rvol,Prior completed 1m RVOL,Known before the touch minute.,at_or_above,2.0,Overall,799,0.2453066332916145,1.2446808510638299,994.5,1.0297162834476268,0.9825942750018026,-603.5,-3134.0,0.15780653536743314
prior_1m_rvol,Prior completed 1m RVOL,Known before the touch minute.,at_or_above,2.0,Train 2019–22,414,0.20531400966183574,-5.993961352657005,-2481.5,0.8507188834747037,0.8084890920664314,-3309.5,-3134.0,-0.6784390689152482
prior_1m_rvol,Prior completed 1m RVOL,Known before the touch minute.,at_or_above,2.0,Validation 2023–24,193,0.23316062176165803,6.352331606217617,1226.0,1.179923686527737,1.1181434599156117,840.0,-685.5,0.7615376683105275
prior_1m_rvol,Prior completed 1m RVOL,Known before the touch minute.,at_or_above,2.0,Holdout 2025–26,192,0.34375,11.71875,2250.0,1.2243382023032054,1.1814910275737975,1866.0,-2002.0,0.9904588020502165
prior_1m_rvol,Prior completed 1m RVOL,Known before the touch minute.,below,0.5,Overall,520,0.19230769230769232,3.953846153846154,2056.0,1.1470672389127325,1.0685421304729137,1016.0,-2125.5,0.4244163923980755
prior_1m_rvol,Prior completed 1m RVOL,Known before the touch minute.,below,0.5,Train 2019–22,268,0.1455223880597015,-4.354477611940299,-1167.0,0.8255996413360233,0.7618681395511431,-1703.0,-2125.5,-0.42872149702423407
prior_1m_rvol,Prior completed 1m RVOL,Known before the touch minute.,below,0.5,Validation 2023–24,133,0.21052631578947367,11.045112781954888,1469.0,1.4639191536396652,1.356180606957809,1203.0,-680.0,1.02349080672999
prior_1m_rvol,Prior completed 1m RVOL,Known before the touch minute.,below,0.5,Holdout 2025–26,119,0.2773109243697479,14.739495798319327,1754.0,1.425521591460456,1.353050768514206,1516.0,-567.5,1.2543387937297807
prior_1m_rvol,Prior completed 1m RVOL,Known before the touch minute.,below,0.75,Overall,1149,0.2010443864229765,2.2637075718015667,2601.0,1.0738354103386607,1.0081742766574493,303.0,-2787.5,0.3702393335024608
prior_1m_rvol,Prior completed 1m RVOL,Known before the touch minute.,below,0.75,Train 2019–22,577,0.16984402079722705,-2.817157712305026,-1625.5,0.9030246987233027,0.8431610427716962,-2779.5,-2787.5,-0.35471285658145674
prior_1m_rvol,Prior completed 1m RVOL,Known before the touch minute.,below,0.75,Validation 2023–24,318,0.20125786163522014,6.29559748427673,2002.0,1.2393305439330544,1.1539068221508648,1366.0,-1222.0,0.9752326114297221
prior_1m_rvol,Prior completed 1m RVOL,Known before the touch minute.,below,0.75,Holdout 2025–26,254,0.27165354330708663,8.757874015748031,2224.5,1.2202475247524753,1.1639446036294174,1716.5,-1389.5,0.9725268701976296
prior_1m_rvol,Prior completed 1m RVOL,Known before the touch minute.,below,1.0,Overall,1722,0.21022067363530778,1.3275261324041812,2286.0,1.0403587443946187,0.980494213957249,-1158.0,-3978.5,0.28362249560560954
prior_1m_rvol,Prior completed 1m RVOL,Known before the touch minute.,below,1.0,Train 2019–22,854,0.1873536299765808,-2.2862997658079625,-1952.5,0.9256417091933887,0.8676034432870371,-3660.5,-3978.5,-0.34178337354735294
prior_1m_rvol,Prior completed 1m RVOL,Known before the touch minute.,below,1.0,Validation 2023–24,476,0.1953781512605042,2.823529411764706,1344.0,1.099621970202357,1.0274894810659188,392.0,-1887.5,0.5845568712819376
prior_1m_rvol,Prior completed 1m RVOL,Known before the touch minute.,below,1.0,Holdout 2025–26,392,0.2780612244897959,7.383928571428571,2894.5,1.1713431598887114,1.1208832120969128,2110.5,-1428.0,1.0329877504054144
prior_1m_rvol,Prior completed 1m RVOL,Known before the touch minute.,below,1.25,Overall,2204,0.22686025408348456,4.5494555353902,10027.0,1.1387224858538205,1.074231135066582,5619.0,-2622.0,0.8474876287229978
prior_1m_rvol,Prior completed 1m RVOL,Known before the touch minute.,below,1.25,Train 2019–22,1064,0.20582706766917294,1.0173872180451127,1082.5,1.033384734001542,0.9693572496263079,-1045.5,-2622.0,0.21612377530170754
prior_1m_rvol,Prior completed 1m RVOL,Known before the touch minute.,below,1.25,Validation 2023–24,622,0.21543408360128619,7.053054662379421,4387.0,1.2505425471159337,1.1699929687922548,3143.0,-2163.5,1.4136188080369776
prior_1m_rvol,Prior completed 1m RVOL,Known before the touch minute.,below,1.25,Holdout 2025–26,518,0.28378378378378377,8.798262548262548,4557.5,1.2039514901995882,1.1525251212751213,3521.5,-1308.0,1.3429904420029317
prior_1m_rvol,Prior completed 1m RVOL,Known before the touch minute.,below,1.5,Overall,2576,0.23214285714285715,4.9167313664596275,12665.5,1.1472878133303872,1.0835237031231761,7513.5,-2521.0,0.9556377445229465
prior_1m_rvol,Prior completed 1m RVOL,Known before the touch minute.,below,1.5,Train 2019–22,1257,0.22195704057279236,3.8910103420843276,4891.0,1.1283592273777032,1.0593271102680577,2377.0,-1748.0,0.788839308501814
prior_1m_rvol,Prior completed 1m RVOL,Known before the touch minute.,below,1.5,Validation 2023–24,717,0.21338912133891214,6.472105997210599,4640.5,1.2235685207043576,1.1464991433466591,3206.5,-2521.0,1.3865805215681404
prior_1m_rvol,Prior completed 1m RVOL,Known before the touch minute.,below,1.5,Holdout 2025–26,602,0.2757475083056478,5.205980066445183,3134.0,1.1155136191072943,1.068921187015677,1930.0,-1678.0,0.87783228775504
prior_1m_rvol,Prior completed 1m RVOL,Known before the touch minute.,below,2.0,Overall,3057,0.230291135099771,3.4131501472031402,10434.0,1.0987110049431186,1.0391242330246564,4320.0,-3475.5,0.7371832942680507
prior_1m_rvol,Prior completed 1m RVOL,Known before the touch minute.,below,2.0,Train 2019–22,1491,0.21864520456069753,1.6126760563380282,2404.5,1.0509347031721654,0.9883435768567017,-577.5,-2953.0,0.3469356754093573
prior_1m_rvol,Prior completed 1m RVOL,Known before the touch minute.,below,2.0,Validation 2023–24,851,0.21269095182138661,5.9112808460634545,5030.5,1.1987829213838341,1.1248991538302782,3328.5,-3475.5,1.3573926438460464
prior_1m_rvol,Prior completed 1m RVOL,Known before the touch minute.,below,2.0,Holdout 2025–26,715,0.2755244755244755,4.194405594405595,2999.0,1.090362625608268,1.0458443512688278,1569.0,-1701.5,0.8176336562601789
prior_5m_rvol,Prior completed 5m RVOL,Latest fully completed 5-minute bar.,at_or_above,0.5,Overall,3346,0.23998804542737598,2.755827854154214,9221.0,1.0730662715282429,1.0192623341013387,2529.0,-4533.5,0.5851609189237303
prior_5m_rvol,Prior completed 5m RVOL,Latest fully completed 5-minute bar.,at_or_above,0.5,Train 2019–22,1638,0.22344322344322345,-0.13705738705738707,-224.5,0.9960955842710308,0.9417039985344813,-3500.5,-4533.5,-0.13946527653212226
prior_5m_rvol,Prior completed 5m RVOL,Latest fully completed 5-minute bar.,at_or_above,0.5,Validation 2023–24,907,0.21940463065049615,5.2348401323043,4748.0,1.1626890986653875,1.095874520055551,2934.0,-2257.5,1.2691308147433367
prior_5m_rvol,Prior completed 5m RVOL,Latest fully completed 5-minute bar.,at_or_above,0.5,Holdout 2025–26,801,0.29712858926342073,5.864544319600499,4697.5,1.1188728901485436,1.0761631769308369,3095.5,-2800.5,1.1678545075338287
prior_5m_rvol,Prior completed 5m RVOL,Latest fully completed 5-minute bar.,at_or_above,0.75,Overall,2557,0.25068439577630036,3.7035588580367618,9470.0,1.0945879133227125,1.0419021417612175,4356.0,-3456.0,0.6455900276501423
prior_5m_rvol,Prior completed 5m RVOL,Latest fully completed 5-minute bar.,at_or_above,0.75,Train 2019–22,1239,0.2324455205811138,-0.25746569814366427,-319.0,0.9930212207394443,0.9412592405913979,-2797.0,-3456.0,-0.19768829057021836
prior_5m_rvol,Prior completed 5m RVOL,Latest fully completed 5-minute bar.,at_or_above,0.75,Validation 2023–24,701,0.2282453637660485,7.104850213980028,4980.5,1.2159660039459705,1.1482056697935432,3578.5,-2084.5,1.4440966012436334
prior_5m_rvol,Prior completed 5m RVOL,Latest fully completed 5-minute bar.,at_or_above,0.75,Holdout 2025–26,617,0.31280388978930307,7.793354943273906,4808.5,1.153395859252879,1.1110265569187763,3574.5,-2023.0,1.3420882208063025
prior_5m_rvol,Prior completed 5m RVOL,Latest fully completed 5-minute bar.,at_or_above,1.0,Overall,1763,0.25184344866704483,2.274532047646058,4010.0,1.0549288732731992,1.006398223303281,484.0,-4903.0,0.36938455795081543
prior_5m_rvol,Prior completed 5m RVOL,Latest fully completed 5-minute bar.,at_or_above,1.0,Train 2019–22,867,0.22491349480968859,-3.701845444059977,-3209.5,0.9063056488103927,0.8611493413476392,-4943.5,-4903.0,-0.7169578679534917
prior_5m_rvol,Prior completed 5m RVOL,Latest fully completed 5-minute bar.,at_or_above,1.0,Validation 2023–24,469,0.24946695095948826,10.233475479744136,4799.5,1.3027693666414333,1.2332316612810679,3861.5,-1074.5,1.640582823967713
prior_5m_rvol,Prior completed 5m RVOL,Latest fully completed 5-minute bar.,at_or_above,1.0,Holdout 2025–26,427,0.3091334894613583,5.667447306791569,2420.0,1.1056930098486668,1.0666766014518978,1566.0,-2278.0,1.0082310552220592
prior_5m_rvol,Prior completed 5m RVOL,Latest fully completed 5-minute bar.,at_or_above,1.25,Overall,1170,0.24957264957264957,-0.5123931623931623,-599.5,0.9881798554767984,0.9439849838977076,-2939.5,-5541.5,-0.038230880805682516
prior_5m_rvol,Prior completed 5m RVOL,Latest fully completed 5-minute bar.,at_or_above,1.25,Train 2019–22,592,0.22297297297297297,-6.527027027027027,-3864.0,0.842712637127796,0.8019498989740471,-5048.0,-5541.5,-0.95963327668074
prior_5m_rvol,Prior completed 5m RVOL,Latest fully completed 5-minute bar.,at_or_above,1.25,Validation 2023–24,293,0.24914675767918087,7.959044368600683,2332.0,1.2271576076368595,1.1630785037126978,1746.0,-1466.5,0.9874553952161227
prior_5m_rvol,Prior completed 5m RVOL,Latest fully completed 5-minute bar.,at_or_above,1.25,Holdout 2025–26,285,0.30526315789473685,3.2719298245614037,932.5,1.0586994838222334,1.0222638496499201,362.5,-2000.0,0.5898381208661667
prior_5m_rvol,Prior completed 5m RVOL,Latest fully completed 5-minute bar.,at_or_above,1.5,Overall,786,0.2480916030534351,-1.5031806615776082,-1181.5,0.9664670488732474,0.9243876318101933,-2753.5,-5548.5,-0.09471551181645117
prior_5m_rvol,Prior completed 5m RVOL,Latest fully completed 5-minute bar.,at_or_above,1.5,Train 2019–22,406,0.20935960591133004,-11.193349753694582,-4544.5,0.7489365228440418,0.7142133063010191,-5356.5,-5548.5,-1.2457313057284927
prior_5m_rvol,Prior completed 5m RVOL,Latest fully completed 5-minute bar.,at_or_above,1.5,Validation 2023–24,185,0.25405405405405407,10.989189189189188,2033.0,1.3252539796816254,1.254807323986823,1663.0,-929.5,1.0800078560913449
prior_5m_rvol,Prior completed 5m RVOL,Latest fully completed 5-minute bar.,at_or_above,1.5,Holdout 2025–26,195,0.3230769230769231,6.82051282051282,1330.0,1.122214564668045,1.0843314044767416,940.0,-2036.0,0.7604620985254141
prior_5m_rvol,Prior completed 5m RVOL,Latest fully completed 5-minute bar.,at_or_above,2.0,Overall,418,0.23444976076555024,-5.534688995215311,-2313.5,0.8837466395316701,0.8466687763199533,-3149.5,-4739.5,-0.32446647307263626
prior_5m_rvol,Prior completed 5m RVOL,Latest fully completed 5-minute bar.,at_or_above,2.0,Train 2019–22,235,0.2170212765957447,-10.7,-2514.5,0.7702498972086436,0.7361767955801105,-2984.5,-3884.0,-0.8509058260529261
prior_5m_rvol,Prior completed 5m RVOL,Latest fully completed 5-minute bar.,at_or_above,2.0,Validation 2023–24,88,0.20454545454545456,3.1363636363636362,276.0,1.0830324909747293,1.0288683602771362,100.0,-751.5,0.21771391017664923
prior_5m_rvol,Prior completed 5m RVOL,Latest fully completed 5-minute bar.,at_or_above,2.0,Holdout 2025–26,95,0.30526315789473685,-0.7894736842105263,-75.0,0.9866832386363636,0.9540249826509368,-265.0,-2122.0,0.21622934994758777
