date,SND baseline,First physical touch core,First touch + width ≤0.5 ATR,First touch + impulse volume <0.75,First touch + normal RVOL,First touch + opposing room,First touch + width + low volume,Sensitivity · first touch + width ≤0.4,Sensitivity · first touch + width ≤0.6,Sensitivity · first touch + volume <0.5,Sensitivity · first touch + volume <1.0
2019-08-24,-0.7779329608938548,-0.5693548387096774,2.3009708737864076,-3.4411764705882355,-0.06048387096774194,0.22093023255813954,-0.2361111111111111,4.091772151898734,1.1077235772357723,-3.75,-2.1527777777777777
2019-08-25,-1.0977653631284916,-0.5693548387096774,2.3009708737864076,-3.4411764705882355,-0.06048387096774194,0.22093023255813954,-0.2361111111111111,4.091772151898734,1.1077235772357723,-3.75,-2.1527777777777777
2019-08-26,-0.44305555555555554,-0.8120915032679739,2.56,-4.5285714285714285,-0.4032258064516129,-0.125,-0.2361111111111111,4.503289473684211,1.01875,-6.653846153846154,-2.8518518518518516
2019-08-27,-0.5522598870056498,-0.8926174496644296,2.642857142857143,-3.953125,-0.3951612903225806,-0.3709677419354839,0.828125,4.760135135135135,1.0614406779661016,-6.145833333333333,-2.6153846153846154
2019-08-28,-0.26857142857142857,-0.9060402684563759,2.4475,-4.485294117647059,-0.1557377049180328,-0.3870967741935484,0.36764705882352944,4.447368421052632,0.8270833333333333,-7.134615384615385,-2.7735849056603774
2019-08-29,-0.42428571428571427,-0.9898648648648649,2.3069306930693068,-4.485294117647059,-0.1557377049180328,-0.11788617886178862,0.36764705882352944,4.447368421052632,0.8520833333333333,-7.134615384615385,-2.7735849056603774
2019-08-30,-0.6709039548022598,-1.2733333333333334,2.3069306930693068,-4.485294117647059,-0.6209677419354839,-0.24193548387096775,0.36764705882352944,4.447368421052632,0.7169421487603306,-7.134615384615385,-2.7735849056603774
2019-08-31,-0.6235795454545454,-1.221476510067114,2.42,-4.485294117647059,-0.6209677419354839,-0.17073170731707318,0.36764705882352944,4.626666666666667,0.7979166666666667,-7.134615384615385,-2.7735849056603774
2019-09-01,-1.0589080459770115,-1.8530405405405406,1.36,-4.485294117647059,-0.6209677419354839,-0.9282786885245902,0.36764705882352944,3.2133333333333334,0.029411764705882353,-7.134615384615385,-4.75
2019-09-02,-0.8706896551724138,-1.7936241610738255,1.0735294117647058,-4.685714285714286,-0.5163934426229508,-1.127016129032258,-0.2916666666666667,3.17,-0.19008264462809918,-7.134615384615385,-4.877358490566038
