direction,trades,wins,losses,win_rate,avg_points,total_points,avg_r,total_pnl,avg_pnl,profit_factor,max_drawdown,avg_mfe_points,avg_mae_points
long,239,87,152,0.36401673640167365,2.9644351464435146,708.5,0.07382627080735647,1417.0,5.928870292887029,1.0766298028824055,-4492.5,67.09832635983264,55.77928870292887
short,207,61,146,0.2946859903381642,-7.911835748792271,-1637.75,-0.10879749642856074,-3275.5,-15.823671497584542,0.7965401577737747,-4666.5,60.27777777777778,53.0036231884058
