date,SND baseline,1h reference,1h · no BOS,1h · RVOL 0.75–1.25,1h · impulse/prior volume <0.75,1h · first SND test,1h · first physical touch,1h · width ≤0.5 ATR,1h · opposing room ≥2R/open
2019-09-07,-1384.0,-1406.0,-605.5,-329.0,-529.0,-1281.5,-918.5,-381.5,-1067.0
2019-09-08,-1384.0,-1406.0,-605.5,-329.0,-529.0,-1281.5,-918.5,-381.5,-1067.0
2019-09-09,-1322.0,-1345.5,-621.5,-345.0,-529.0,-1221.0,-858.0,-397.5,-1083.0
2019-09-10,-1252.5,-1473.5,-749.5,-402.0,-597.5,-1349.0,-974.5,-382.5,-1068.0
2019-09-11,-1375.0,-1361.5,-596.5,-402.0,-597.5,-1237.0,-862.5,-229.5,-915.0
2019-09-12,-1393.0,-1379.5,-614.5,-402.0,-597.5,-1255.0,-880.5,-257.0,-917.0
2019-09-13,-1447.5,-1434.0,-656.5,-402.0,-618.0,-1309.5,-914.5,-311.5,-971.5
2019-09-14,-1447.5,-1434.0,-656.5,-402.0,-618.0,-1309.5,-914.5,-311.5,-971.5
2019-09-15,-1447.5,-1483.0,-705.5,-451.0,-618.0,-1358.5,-963.5,-328.0,-1020.5
2019-09-16,-1351.5,-1527.0,-730.5,-451.0,-618.0,-1402.5,-1007.5,-347.0,-1064.5
2019-09-17,-1392.0,-1449.5,-653.0,-462.0,-648.5,-1325.0,-930.0,-239.0,-1106.0
2019-09-18,-1306.5,-1512.0,-704.0,-462.0,-648.5,-1387.5,-992.5,-282.0,-1186.0
2019-09-19,-1241.0,-1435.5,-627.5,-385.5,-666.5,-1311.0,-916.0,-300.0,-1186.0
