date,SND baseline,1h reference,1h · no BOS,1h · RVOL 0.75–1.25,1h · impulse/prior volume <0.75,1h · first SND test,1h · first physical touch,1h · width ≤0.5 ATR,1h · opposing room ≥2R/open
2021-02-23,-4433.5,-3874.5,-1612.0,-2670.0,-1285.0,-1763.5,-1039.0,-4230.5,-2181.5
2021-02-24,-4887.0,-4214.0,-1841.0,-2670.0,-1408.5,-2103.0,-1378.5,-4336.0,-2410.5
2021-02-25,-5401.5,-4459.5,-2086.5,-2761.0,-1408.5,-2348.5,-1624.0,-4427.0,-2565.0
2021-02-26,-5337.5,-4391.5,-1886.5,-2761.0,-1408.5,-2280.5,-1424.0,-4427.0,-2365.0
2021-02-27,-5337.5,-4391.5,-1886.5,-2761.0,-1408.5,-2280.5,-1424.0,-4427.0,-2365.0
2021-02-28,-5537.5,-4591.5,-2086.5,-2761.0,-1408.5,-2480.5,-1624.0,-4427.0,-2365.0
2021-03-01,-5930.5,-4784.5,-2144.5,-2761.0,-1408.5,-2673.5,-1817.0,-4485.0,-2558.0
2021-03-02,-6022.0,-4876.0,-2236.0,-2761.0,-1408.5,-2765.0,-1908.5,-4485.0,-2649.5
2021-03-03,-5451.0,-4744.0,-2304.0,-2400.0,-1208.5,-2483.0,-1626.5,-4324.0,-2528.5
2021-03-04,-5632.5,-5163.0,-2536.5,-2400.0,-1208.5,-2809.0,-1952.5,-4450.0,-2747.5
2021-03-05,-5725.0,-5524.5,-2898.0,-2400.0,-1208.5,-3101.5,-2245.0,-4450.0,-2909.0
2021-03-06,-5725.0,-5524.5,-2898.0,-2400.0,-1208.5,-3101.5,-2245.0,-4450.0,-2909.0
2021-03-07,-5525.0,-5324.5,-2898.0,-2400.0,-1208.5,-2901.5,-2045.0,-4450.0,-2709.0
2021-03-08,-5404.0,-5003.5,-2577.0,-2400.0,-1208.5,-2501.5,-1845.0,-4329.0,-2588.0
2021-03-09,-6217.0,-5616.5,-3040.0,-2400.0,-1208.5,-2764.5,-2108.0,-4430.5,-2839.5
2021-03-10,-6218.0,-5559.0,-2849.5,-2533.0,-1341.5,-2564.5,-1908.0,-4430.5,-2782.0
2021-03-11,-6436.5,-5777.5,-3068.0,-2733.0,-1360.0,-2783.0,-2126.5,-4449.0,-2800.5
2021-03-12,-6365.5,-5741.0,-3031.5,-2533.0,-1360.0,-2746.5,-1966.5,-4489.0,-2640.5
2021-03-13,-6365.5,-5741.0,-3031.5,-2533.0,-1360.0,-2746.5,-1966.5,-4489.0,-2640.5
2021-03-14,-6365.5,-5741.0,-3031.5,-2533.0,-1360.0,-2746.5,-1966.5,-4489.0,-2640.5
2021-03-15,-6019.0,-5653.0,-2943.5,-2533.0,-1395.0,-2658.5,-1878.5,-4601.0,-2506.5
2021-03-16,-6233.0,-5708.5,-2958.0,-2547.5,-1395.0,-2699.5,-1919.5,-4656.5,-2521.0
2021-03-17,-6340.0,-5792.0,-3011.5,-2547.5,-1414.5,-2783.0,-2003.0,-4740.0,-2604.5
2021-03-18,-6959.0,-5999.0,-3218.5,-2670.5,-1414.5,-2930.5,-2150.5,-4740.0,-2728.5
2021-03-19,-7275.0,-6021.0,-3240.5,-2692.5,-1414.5,-2952.5,-2172.5,-4762.0,-2750.5
2021-03-20,-7275.0,-6021.0,-3240.5,-2692.5,-1414.5,-2952.5,-2172.5,-4762.0,-2750.5
2021-03-21,-7301.0,-6047.0,-3266.5,-2718.5,-1414.5,-2978.5,-2198.5,-4788.0,-2776.5
2021-03-22,-7383.0,-6129.0,-3317.5,-2718.5,-1414.5,-3060.5,-2280.5,-4870.0,-2858.5
2021-03-23,-6938.0,-5812.0,-3000.5,-2643.5,-1214.5,-2712.0,-1932.0,-4753.0,-2541.5
2021-03-24,-6518.0,-5652.0,-2647.5,-2636.5,-1061.5,-2752.0,-1972.0,-4684.5,-2293.5
2021-03-25,-6509.0,-5643.0,-2838.5,-2811.0,-1126.0,-2743.0,-1963.0,-4501.0,-2176.5
2021-03-26,-6473.0,-5607.0,-2767.5,-2733.0,-970.0,-2663.0,-1883.0,-4465.0,-2140.5
2021-03-27,-6473.0,-5607.0,-2767.5,-2733.0,-970.0,-2663.0,-1883.0,-4465.0,-2140.5
2021-03-28,-6473.0,-5607.0,-2767.5,-2733.0,-970.0,-2663.0,-1883.0,-4465.0,-2140.5
2021-03-29,-6197.0,-5732.5,-2893.0,-2832.5,-1069.5,-2788.5,-2008.5,-4543.5,-2266.0
2021-03-30,-6468.5,-5910.5,-3071.0,-2955.5,-1112.5,-2966.5,-2186.5,-4586.5,-2364.0
2021-03-31,-6655.0,-5947.0,-3107.5,-2975.0,-1112.5,-3003.0,-2223.0,-4623.0,-2400.5
2021-04-01,-6892.5,-6085.0,-3245.5,-3036.0,-1173.5,-3141.0,-2361.0,-4693.0,-2538.5
2021-04-02,-6892.5,-6085.0,-3258.5,-3036.0,-1173.5,-3141.0,-2361.0,-4693.0,-2538.5
2021-04-03,-6892.5,-6085.0,-3258.5,-3036.0,-1173.5,-3141.0,-2361.0,-4693.0,-2538.5
2021-04-04,-6904.5,-6097.0,-3258.5,-3036.0,-1173.5,-3153.0,-2373.0,-4705.0,-2550.5
2021-04-05,-7011.0,-6193.0,-3258.5,-3036.0,-1173.5,-3249.0,-2469.0,-4735.0,-2646.5
2021-04-06,-7051.0,-5983.5,-3049.0,-3073.0,-1173.5,-3086.0,-2306.0,-4753.0,-2400.0
2021-04-07,-7160.5,-6093.0,-3158.5,-3123.5,-1259.0,-3195.5,-2415.5,-4798.0,-2600.0
2021-04-08,-7235.5,-6168.0,-3205.5,-3208.0,-1259.0,-3270.5,-2490.5,-4826.0,-2675.0
2021-04-09,-7243.0,-6197.0,-3205.5,-3237.0,-1259.0,-3299.5,-2519.5,-4855.0,-2704.0
2021-04-10,-7243.0,-6197.0,-3205.5,-3237.0,-1259.0,-3299.5,-2519.5,-4855.0,-2704.0
2021-04-11,-7243.0,-6197.0,-3205.5,-3237.0,-1259.0,-3299.5,-2519.5,-4855.0,-2704.0
2021-04-12,-7380.5,-6334.5,-3270.0,-3366.0,-1259.0,-3437.0,-2622.0,-4884.5,-2789.0
2021-04-13,-7489.5,-6443.5,-3330.5,-3435.0,-1294.0,-3546.0,-2731.0,-4930.5,-2898.0
2021-04-14,-7677.5,-6534.0,-3377.5,-3460.5,-1294.0,-3636.5,-2821.5,-4989.0,-2941.5
2021-04-15,-7437.0,-6293.5,-3137.0,-3418.0,-1294.0,-3396.0,-2581.0,-5072.0,-2925.0
2021-04-16,-7565.0,-6339.5,-3181.0,-3449.0,-1294.0,-3442.0,-2627.0,-5116.0,-2925.0
2021-04-17,-7565.0,-6339.5,-3181.0,-3449.0,-1294.0,-3442.0,-2627.0,-5116.0,-2925.0
2021-04-18,-7565.0,-6339.5,-3181.0,-3449.0,-1317.5,-3442.0,-2627.0,-5116.0,-2925.0
2021-04-19,-7636.5,-6411.0,-3252.5,-3481.5,-1317.5,-3474.5,-2659.5,-5148.5,-2996.5
2021-04-20,-7233.0,-6417.5,-3311.0,-3455.0,-1265.5,-3481.0,-2666.0,-5255.5,-3003.0
2021-04-21,-6996.5,-6217.5,-3177.0,-3255.0,-1065.5,-3347.0,-2532.0,-5321.5,-2837.5
2021-04-22,-7242.5,-6463.5,-3335.0,-3371.0,-1153.5,-3570.5,-2755.5,-5349.5,-2976.0
2021-04-23,-7225.0,-6446.0,-3335.0,-3371.0,-1153.5,-3553.0,-2738.0,-5349.5,-2958.5
2021-04-24,-7225.0,-6446.0,-3335.0,-3371.0,-1153.5,-3553.0,-2738.0,-5349.5,-2958.5
2021-04-25,-7225.0,-6446.0,-3335.0,-3371.0,-1153.5,-3553.0,-2738.0,-5349.5,-2958.5
2021-04-26,-7417.5,-6612.0,-3407.5,-3478.5,-1153.5,-3625.5,-2810.5,-5359.5,-3031.0
2021-04-27,-7252.5,-6426.0,-3221.5,-3478.5,-1153.5,-3439.5,-2610.5,-5173.5,-2845.0
2021-04-28,-7139.0,-6450.5,-3246.0,-3460.5,-1175.5,-3464.0,-2635.0,-5230.0,-2847.5
2021-04-29,-7333.5,-6524.5,-3320.0,-3498.0,-1175.5,-3464.0,-2635.0,-5230.0,-2983.5
2021-04-30,-7223.5,-6525.0,-3320.5,-3498.5,-1115.0,-3464.5,-2635.5,-5169.5,-2983.5
2021-05-01,-7223.5,-6525.0,-3320.5,-3498.5,-1115.0,-3464.5,-2635.5,-5169.5,-2983.5
2021-05-02,-7223.5,-6525.0,-3320.5,-3498.5,-1115.0,-3464.5,-2647.0,-5181.0,-2983.5
2021-05-03,-7100.0,-6567.5,-3363.0,-3541.0,-1115.0,-3507.0,-2713.0,-5191.0,-2983.5
2021-05-04,-7410.0,-6695.5,-3163.0,-3341.0,-1151.5,-3307.0,-2513.0,-5191.0,-2983.5
2021-05-05,-7530.5,-6526.5,-2994.0,-3141.0,-1151.5,-3138.0,-2344.0,-5222.0,-3014.5
2021-05-06,-7667.5,-6538.0,-3005.5,-3122.5,-1189.5,-3098.0,-2304.0,-5290.0,-3026.0
2021-05-07,-7761.5,-6632.0,-3099.5,-3216.5,-989.5,-2928.5,-2134.5,-5320.5,-3056.5
2021-05-08,-7761.5,-6632.0,-3099.5,-3216.5,-989.5,-2928.5,-2134.5,-5320.5,-3056.5
2021-05-09,-7761.5,-6632.0,-3099.5,-3216.5,-989.5,-2928.5,-2134.5,-5320.5,-3056.5
2021-05-10,-8126.5,-6785.0,-3175.0,-3346.0,-1040.5,-3030.5,-2236.5,-5422.5,-3209.5
2021-05-11,-8193.5,-6852.0,-3242.0,-3346.0,-1040.5,-3097.5,-2303.5,-5422.5,-3276.5
2021-05-12,-7908.0,-6632.5,-3022.5,-3346.0,-1040.5,-2766.5,-1972.5,-5291.5,-3057.0
2021-05-13,-7478.5,-6493.0,-2778.0,-3346.0,-1040.5,-2522.0,-1728.0,-5116.0,-2881.5
2021-05-14,-7920.0,-6771.5,-2963.5,-3346.0,-1040.5,-2640.5,-1846.5,-5193.0,-3051.5
2021-05-15,-7920.0,-6771.5,-2963.5,-3346.0,-1040.5,-2640.5,-1846.5,-5193.0,-3051.5
2021-05-16,-7920.0,-6771.5,-2963.5,-3346.0,-1040.5,-2640.5,-1846.5,-5193.0,-3051.5
2021-05-17,-7777.5,-6629.0,-2797.0,-3403.5,-1098.0,-2498.0,-1704.0,-5226.5,-2909.0
2021-05-18,-7924.5,-6776.0,-2904.5,-3484.5,-1098.0,-2579.0,-1785.0,-5307.5,-2990.0
2021-05-19,-7755.5,-6879.5,-2935.5,-3511.0,-1124.5,-2529.0,-1735.0,-5385.0,-2867.5
2021-05-20,-7878.0,-6751.5,-2735.5,-3583.0,-924.5,-2401.0,-1607.0,-5385.0,-2739.5
2021-05-21,-7896.5,-6770.0,-2735.5,-3601.5,-924.5,-2419.5,-1625.5,-5403.5,-2758.0
2021-05-22,-7896.5,-6770.0,-2735.5,-3601.5,-924.5,-2419.5,-1625.5,-5403.5,-2758.0
2021-05-23,-7922.0,-6795.5,-2735.5,-3601.5,-924.5,-2445.0,-1651.0,-5429.0,-2783.5
2021-05-24,-8096.0,-6956.5,-2735.5,-3762.5,-924.5,-2606.0,-1812.0,-5429.0,-2851.5
2021-05-25,-8106.0,-6966.5,-2745.5,-3796.0,-924.5,-2616.0,-1822.0,-5462.5,-2885.0
2021-05-26,-8178.0,-7053.5,-2832.5,-3796.0,-989.0,-2703.0,-1909.0,-5497.5,-2959.5
2021-05-27,-8216.5,-7089.0,-2868.0,-3859.5,-1052.0,-2738.5,-1944.5,-5566.5,-2947.0
2021-05-28,-8180.5,-7053.0,-2832.0,-3823.5,-990.5,-2702.5,-1908.5,-5619.5,-3000.0
2021-05-29,-8180.5,-7053.0,-2832.0,-3823.5,-990.5,-2702.5,-1908.5,-5619.5,-3000.0
2021-05-30,-8180.5,-7053.0,-2832.0,-3823.5,-990.5,-2702.5,-1908.5,-5619.5,-3000.0
2021-05-31,-8118.0,-6991.0,-2739.5,-3812.5,-993.5,-2640.5,-1846.5,-5633.5,-3003.0
2021-06-01,-8088.5,-6899.0,-2647.5,-3612.5,-993.5,-2548.5,-1725.0,-5731.5,-2911.0
2021-06-02,-8248.5,-6961.5,-2710.0,-3612.5,-993.5,-2611.0,-1787.5,-5749.0,-2928.5
2021-06-03,-8328.0,-7049.5,-2721.5,-3689.0,-993.5,-2699.0,-1875.5,-5760.5,-2940.0
2021-06-04,-8350.0,-6976.0,-2831.5,-3674.0,-1025.5,-2640.5,-1817.0,-5834.5,-3066.5
2021-06-05,-8350.0,-6976.0,-2831.5,-3674.0,-1025.5,-2640.5,-1817.0,-5834.5,-3066.5
2021-06-06,-8350.0,-6976.0,-2831.5,-3674.0,-1025.5,-2640.5,-1817.0,-5834.5,-3066.5
2021-06-07,-8403.5,-7029.5,-2862.5,-3674.0,-1056.5,-2694.0,-1870.5,-5888.0,-3120.0
2021-06-08,-8335.5,-7128.0,-2947.0,-3798.5,-1226.5,-2792.5,-1969.0,-5927.0,-3094.0
2021-06-09,-8354.5,-7147.0,-2966.0,-3676.5,-1290.5,-2811.5,-1988.0,-5946.0,-3113.0
2021-06-10,-8063.0,-7313.5,-3079.5,-3763.0,-1303.0,-2925.0,-2015.0,-5973.0,-3279.5
2021-06-11,-8011.5,-7362.5,-3079.5,-3763.0,-1303.0,-2974.0,-2064.0,-5989.0,-3328.5
2021-06-12,-8011.5,-7362.5,-3079.5,-3763.0,-1303.0,-2974.0,-2064.0,-5989.0,-3328.5
2021-06-13,-8011.5,-7362.5,-3079.5,-3763.0,-1303.0,-2974.0,-2064.0,-5989.0,-3328.5
2021-06-14,-8120.0,-7193.0,-2910.0,-3763.0,-1322.5,-3073.0,-2143.5,-6019.5,-3339.5
2021-06-15,-8152.5,-7225.0,-2901.5,-3779.0,-1314.0,-3105.0,-2175.5,-6004.0,-3371.5
2021-06-16,-8159.0,-7231.5,-2982.0,-3779.0,-1314.0,-3111.5,-2182.0,-6022.0,-3366.5
2021-06-17,-8033.5,-7106.0,-2810.0,-3779.0,-1142.0,-2939.5,-2010.0,-6050.0,-3241.0
2021-06-18,-8076.5,-7137.0,-2841.0,-3810.0,-1173.0,-2970.5,-2041.0,-6081.0,-3272.0
2021-06-19,-8076.5,-7137.0,-2841.0,-3810.0,-1173.0,-2970.5,-2041.0,-6081.0,-3272.0
2021-06-20,-8076.5,-7137.0,-2841.0,-3810.0,-1173.0,-2970.5,-2041.0,-6081.0,-3272.0
2021-06-21,-7997.0,-7232.0,-2975.5,-3795.0,-1283.0,-3065.5,-2136.0,-6066.0,-3367.0
2021-06-22,-7842.0,-7051.5,-2795.0,-3595.0,-1290.0,-2885.0,-1955.5,-6085.5,-3386.5
2021-06-23,-7945.0,-7154.5,-2877.5,-3654.0,-1343.5,-2988.0,-2058.5,-6159.5,-3489.5
2021-06-24,-7783.0,-7000.5,-2902.0,-3700.0,-1343.5,-2834.0,-1904.5,-6005.5,-3335.5
2021-06-25,-7741.5,-6995.5,-2931.5,-3695.0,-1379.5,-2829.0,-1899.5,-6005.5,-3371.5
2021-06-26,-7741.5,-6995.5,-2931.5,-3695.0,-1379.5,-2829.0,-1899.5,-6005.5,-3371.5
2021-06-27,-7741.5,-6995.5,-2931.5,-3695.0,-1379.5,-2829.0,-1899.5,-6005.5,-3371.5
2021-06-28,-7855.0,-6841.5,-2777.5,-3695.0,-1379.5,-2675.0,-1745.5,-6019.5,-3417.5
2021-06-29,-7669.0,-6655.5,-2629.0,-3509.0,-1379.5,-2489.0,-1559.5,-6058.0,-3231.5
2021-06-30,-7688.5,-6675.0,-2605.0,-3509.0,-1379.5,-2508.5,-1579.0,-6070.5,-3207.5
2021-07-01,-7705.0,-6645.0,-2505.5,-3479.0,-1474.5,-2478.5,-1674.0,-6089.0,-3177.5
2021-07-02,-7717.0,-6657.0,-2517.5,-3479.0,-1474.5,-2490.5,-1686.0,-6101.0,-3189.5
2021-07-03,-7717.0,-6657.0,-2517.5,-3479.0,-1474.5,-2490.5,-1686.0,-6101.0,-3189.5
2021-07-04,-7717.0,-6657.0,-2517.5,-3479.0,-1474.5,-2490.5,-1686.0,-6101.0,-3189.5
2021-07-05,-7775.0,-6715.0,-2558.5,-3522.0,-1474.5,-2548.5,-1744.0,-6159.0,-3230.5
2021-07-06,-7854.5,-6749.0,-2592.5,-3556.0,-1474.5,-2582.5,-1778.0,-6173.0,-3264.5
2021-07-07,-7703.5,-6598.0,-2416.0,-3381.5,-1474.5,-2406.0,-1601.5,-6024.0,-3115.5
2021-07-08,-7554.5,-6637.0,-2416.0,-3381.5,-1513.5,-2445.0,-1640.5,-6063.0,-3154.5
2021-07-09,-7376.5,-6459.0,-2238.0,-3381.5,-1313.5,-2267.0,-1462.5,-5885.0,-2976.5
2021-07-10,-7376.5,-6459.0,-2238.0,-3381.5,-1313.5,-2267.0,-1462.5,-5885.0,-2976.5
2021-07-11,-7376.5,-6459.0,-2238.0,-3381.5,-1313.5,-2267.0,-1462.5,-5885.0,-2976.5
2021-07-12,-7551.0,-6606.5,-2385.5,-3427.5,-1313.5,-2414.5,-1610.0,-5931.0,-3046.0
2021-07-13,-7643.0,-6687.0,-2466.0,-3427.5,-1313.5,-2495.0,-1690.5,-5975.5,-3126.5
2021-07-14,-7696.5,-6684.5,-2435.0,-3468.5,-1313.5,-2492.5,-1688.0,-6016.5,-3216.5
2021-07-15,-7545.5,-6733.5,-2435.0,-3468.5,-1313.5,-2541.5,-1737.0,-6065.5,-3265.5
2021-07-16,-7672.5,-6860.5,-2562.0,-3512.0,-1362.0,-2668.5,-1800.5,-6137.5,-3392.5
2021-07-17,-7672.5,-6860.5,-2562.0,-3512.0,-1362.0,-2668.5,-1800.5,-6137.5,-3392.5
2021-07-18,-7672.5,-6860.5,-2562.0,-3512.0,-1362.0,-2668.5,-1800.5,-6137.5,-3392.5
2021-07-19,-7934.5,-6988.0,-2482.0,-3554.0,-1386.5,-2796.0,-1886.0,-6162.0,-3520.0
2021-07-20,-8014.5,-7068.0,-2538.5,-3554.0,-1386.5,-2876.0,-1909.5,-6185.5,-3600.0
2021-07-21,-8174.5,-7184.5,-2655.0,-3601.0,-1503.0,-2992.5,-2026.0,-6209.5,-3716.5
2021-07-22,-8331.0,-7264.5,-2710.0,-3656.0,-1531.5,-3072.5,-2106.0,-6289.5,-3796.5
2021-07-23,-8357.5,-7291.0,-2726.0,-3672.0,-1531.5,-3099.0,-2132.5,-6316.0,-3823.0
2021-07-24,-8357.5,-7291.0,-2726.0,-3672.0,-1531.5,-3099.0,-2132.5,-6316.0,-3823.0
2021-07-25,-8382.0,-7315.5,-2726.0,-3696.5,-1556.0,-3123.5,-2157.0,-6340.5,-3847.5
2021-07-26,-8459.5,-7393.0,-2837.5,-3709.5,-1569.0,-3201.0,-2234.5,-6366.0,-3899.5
2021-07-27,-8662.5,-7451.5,-2896.0,-3724.0,-1583.5,-3259.5,-2293.0,-6380.5,-3958.0
2021-07-28,-8756.5,-7545.5,-2896.0,-3724.0,-1683.5,-3353.5,-2387.0,-6380.5,-3958.0
2021-07-29,-8894.0,-7580.5,-2931.0,-3747.0,-1683.5,-3388.5,-2422.0,-6415.5,-3993.0
2021-07-30,-8749.5,-7436.0,-2731.0,-3781.0,-1683.5,-3244.0,-2222.0,-6449.5,-4082.5
2021-07-31,-8749.5,-7436.0,-2731.0,-3781.0,-1683.5,-3244.0,-2222.0,-6449.5,-4082.5
2021-08-01,-8749.5,-7436.0,-2731.0,-3781.0,-1683.5,-3244.0,-2222.0,-6449.5,-4082.5
2021-08-02,-8629.0,-7472.5,-2542.5,-3817.5,-1683.5,-3280.5,-2247.0,-6486.0,-4119.0
2021-08-03,-8757.0,-7559.0,-2601.0,-3904.0,-1712.5,-3367.0,-2304.5,-6544.5,-4215.0
2021-08-04,-8765.0,-7653.5,-2695.5,-3947.0,-1724.0,-3461.5,-2399.0,-6596.0,-4249.5
2021-08-05,-8646.0,-7535.0,-2781.0,-4007.0,-1766.5,-3343.0,-2280.5,-6656.0,-4313.5
2021-08-06,-8710.5,-7579.5,-2855.0,-3977.5,-1766.5,-3356.5,-2294.0,-6666.0,-4358.0
2021-08-07,-8710.5,-7579.5,-2855.0,-3977.5,-1766.5,-3356.5,-2294.0,-6666.0,-4358.0
2021-08-08,-8710.5,-7579.5,-2855.0,-3977.5,-1766.5,-3356.5,-2294.0,-6666.0,-4358.0
2021-08-09,-8539.0,-7408.0,-2848.5,-3806.0,-1738.5,-3350.0,-2287.5,-6687.5,-4130.0
2021-08-10,-8660.0,-7521.5,-2913.5,-3835.0,-1791.5,-3415.0,-2352.5,-6727.5,-4104.0
2021-08-11,-8521.5,-7607.5,-2970.0,-3891.5,-1848.0,-3501.0,-2438.5,-6757.0,-4190.0
2021-08-12,-8386.5,-7681.5,-3044.0,-3965.5,-1893.5,-3575.0,-2512.5,-6785.5,-4264.0
2021-08-13,-8467.0,-7684.0,-3073.5,-3938.5,-1906.5,-3577.5,-2515.0,-6815.0,-4266.5
2021-08-14,-8467.0,-7684.0,-3073.5,-3938.5,-1906.5,-3577.5,-2515.0,-6815.0,-4266.5
2021-08-15,-8511.0,-7728.0,-3117.5,-3938.5,-1906.5,-3621.5,-2559.0,-6815.0,-4266.5
2021-08-16,-8341.5,-7848.0,-3138.5,-4037.5,-1906.5,-3741.5,-2679.0,-6836.0,-4386.5
2021-08-17,-8141.5,-7648.0,-2938.5,-4037.5,-1706.5,-3541.5,-2479.0,-6636.0,-4186.5
2021-08-18,-8162.5,-7669.0,-2959.5,-4037.5,-1706.5,-3562.5,-2500.0,-6657.0,-4207.5
2021-08-19,-7875.5,-7312.0,-2750.5,-4083.5,-1752.5,-3203.0,-2140.5,-6648.0,-3804.5
2021-08-20,-7915.5,-7352.0,-2790.5,-4083.5,-1752.5,-3203.0,-2140.5,-6688.0,-3844.5
2021-08-21,-7915.5,-7352.0,-2790.5,-4083.5,-1752.5,-3203.0,-2140.5,-6688.0,-3844.5
2021-08-22,-7980.5,-7389.0,-2827.5,-4083.5,-1777.5,-3227.0,-2164.5,-6725.0,-3881.5
2021-08-23,-8042.5,-7429.0,-2845.0,-4123.5,-1777.5,-3267.0,-2204.5,-6742.5,-3921.5
2021-08-24,-8104.5,-7478.5,-2894.5,-4140.5,-1810.0,-3316.5,-2254.0,-6803.0,-3971.0
2021-08-25,-8140.0,-7514.0,-2930.0,-4164.0,-1826.5,-3352.0,-2289.5,-6843.0,-3990.0
2021-08-26,-8113.5,-7487.5,-2873.5,-4194.0,-1856.0,-3325.5,-2263.0,-6855.5,-3963.5
2021-08-27,-8230.0,-7595.0,-2916.5,-4281.0,-1876.5,-3368.5,-2306.0,-6898.5,-4071.0
2021-08-28,-8230.0,-7595.0,-2916.5,-4281.0,-1876.5,-3368.5,-2306.0,-6898.5,-4071.0
2021-08-29,-8230.0,-7595.0,-2916.5,-4281.0,-1876.5,-3368.5,-2306.0,-6898.5,-4071.0
2021-08-30,-7898.0,-7612.0,-2963.0,-4281.0,-1876.5,-3385.5,-2323.0,-6945.0,-4083.5
2021-08-31,-7968.0,-7682.0,-2980.0,-4351.0,-1876.5,-3455.5,-2393.0,-6962.0,-4153.5
2021-09-01,-7956.0,-7735.0,-2998.0,-4369.0,-1929.5,-3508.5,-2446.0,-6980.0,-4206.5
2021-09-02,-7954.0,-7535.0,-2798.0,-4169.0,-1929.5,-3308.5,-2246.0,-6780.0,-4006.5
2021-09-03,-8046.0,-7627.0,-2890.0,-4200.5,-1955.0,-3400.5,-2338.0,-6780.0,-4006.5
2021-09-04,-8046.0,-7627.0,-2890.0,-4200.5,-1955.0,-3400.5,-2338.0,-6780.0,-4006.5
2021-09-05,-8046.0,-7627.0,-2890.0,-4200.5,-1955.0,-3400.5,-2338.0,-6780.0,-4006.5
2021-09-06,-7962.5,-7543.5,-2806.5,-4220.5,-1947.0,-3317.0,-2254.5,-6696.5,-3910.0
2021-09-07,-7882.0,-7492.0,-2812.5,-4226.5,-1949.5,-3265.5,-2260.5,-6681.5,-3962.5
2021-09-08,-8064.5,-7719.5,-2612.5,-4026.5,-1949.5,-3153.0,-2060.5,-6692.0,-3762.5
2021-09-09,-7886.0,-7541.0,-2434.0,-3848.0,-1749.5,-2974.5,-1882.0,-6513.5,-3584.0
2021-09-10,-7964.5,-7619.5,-2512.5,-3848.0,-1764.0,-2997.5,-1915.5,-6515.5,-3662.5
2021-09-11,-7964.5,-7619.5,-2512.5,-3848.0,-1764.0,-2997.5,-1915.5,-6515.5,-3662.5
2021-09-12,-7973.0,-7628.0,-2521.0,-3848.0,-1772.5,-3006.0,-1924.0,-6524.0,-3671.0
2021-09-13,-8059.5,-7689.0,-2582.0,-3848.0,-1772.5,-3067.0,-1985.0,-6585.0,-3732.0
2021-09-14,-8239.5,-7869.0,-2667.0,-4028.0,-1935.0,-3247.0,-2165.0,-6609.0,-3817.0
2021-09-15,-7976.5,-7788.0,-2728.0,-4063.0,-2019.0,-3166.0,-2107.0,-6409.0,-3936.0
2021-09-16,-7655.5,-7496.5,-2636.5,-3971.5,-1847.0,-2838.0,-1751.0,-6237.0,-3611.0
2021-09-17,-7824.0,-7700.5,-2672.0,-4007.0,-1847.0,-2873.5,-1786.5,-6237.0,-3779.5
2021-09-18,-7824.0,-7700.5,-2672.0,-4007.0,-1847.0,-2873.5,-1786.5,-6237.0,-3779.5
2021-09-19,-7624.0,-7500.5,-2672.0,-4007.0,-1647.0,-2673.5,-1586.5,-6237.0,-3579.5
2021-09-20,-7656.5,-7405.0,-2713.0,-4048.0,-1647.0,-2578.0,-1491.0,-6341.5,-3484.0
2021-09-21,-7622.0,-7370.5,-2729.5,-4048.0,-1647.0,-2743.5,-1656.5,-6358.0,-3449.5
2021-09-22,-7688.0,-7436.5,-2795.5,-4078.5,-1647.0,-2809.5,-1722.5,-6424.0,-3515.5
2021-09-23,-7931.0,-7443.5,-2984.0,-4145.0,-1492.5,-3016.5,-1929.5,-6490.5,-3522.5
2021-09-24,-7972.0,-7084.5,-2825.0,-3786.0,-1492.5,-2657.5,-1796.0,-6490.5,-3589.0
2021-09-25,-7972.0,-7084.5,-2825.0,-3786.0,-1492.5,-2657.5,-1796.0,-6490.5,-3589.0
2021-09-26,-8002.5,-7115.0,-2855.5,-3786.0,-1492.5,-2688.0,-1826.5,-6521.0,-3619.5
2021-09-27,-8364.5,-7356.0,-3006.0,-3736.5,-1492.5,-2850.0,-1988.5,-6538.5,-3860.5
2021-09-28,-8516.5,-7508.0,-3013.5,-3943.0,-1492.5,-3002.0,-1996.0,-6195.0,-4012.5
2021-09-29,-8741.0,-7672.0,-3177.5,-3943.0,-1604.5,-3144.5,-2138.5,-5832.5,-4176.5
2021-09-30,-8724.0,-7868.5,-3374.0,-4006.5,-1625.0,-3228.5,-2222.5,-5853.0,-4373.0
2021-10-01,-8346.5,-7539.5,-3494.0,-3606.5,-1625.0,-3099.5,-2093.5,-5901.5,-4421.5
2021-10-02,-8346.5,-7539.5,-3494.0,-3606.5,-1625.0,-3099.5,-2093.5,-5901.5,-4421.5
2021-10-03,-8346.5,-7539.5,-3494.0,-3606.5,-1625.0,-3099.5,-2093.5,-5901.5,-4421.5
2021-10-04,-8061.5,-7900.5,-3779.0,-3687.0,-1986.5,-3460.5,-2323.5,-6076.5,-4631.5
2021-10-05,-8007.5,-7934.0,-3714.0,-3687.0,-1986.5,-3494.0,-2357.0,-5916.5,-4625.0
2021-10-06,-8240.5,-8054.0,-3723.5,-3740.5,-2043.5,-3524.5,-2387.5,-6105.5,-4675.5
2021-10-07,-8323.0,-8136.5,-3768.0,-3811.0,-2076.0,-3607.0,-2458.0,-6176.0,-4758.0
2021-10-08,-8311.0,-8113.5,-3848.0,-3728.5,-1993.5,-3584.0,-2567.0,-6235.5,-4735.0
