entry_time,entry_bar_close,exit_time,quantity,entry,exit,gross_pnl,cost,net_pnl,exit_reason,initial_stop,initial_risk_usd,initial_target,gross_r,net_r,holding_minutes,exit_month,crossed_local_date,source_minutes_in_entry_day_flatten_window,direction
2025-10-15T10:00:00-04:00,2025-10-15T10:00:00-04:00,2025-10-15T11:50:00-04:00,1,25014.0,24920.5,-1870.0,12.5,-1882.5,stop,24920.5,1870.0,25201.0,-1.0,-1.0066844919786095,110.0,2025-10,False,15,Long
2025-10-16T10:35:00-04:00,2025-10-16T10:35:00-04:00,2025-10-16T15:28:00+00:00,1,25109.5,25038.0,-1430.0,12.5,-1442.5,stop,25038.0,1430.0,25252.5,-1.0,-1.0087412587412588,53.0,2025-10,False,15,Long
2025-10-20T09:55:00-04:00,2025-10-20T09:55:00-04:00,2025-10-20T15:50:00-04:00,1,25230.0,25325.25,1905.0,12.5,1892.5,force-flat window,25114.75,2305.0,25460.5,0.8264642082429501,0.8210412147505423,355.0,2025-10,False,15,Long
2025-10-21T11:50:00-04:00,2025-10-21T11:50:00-04:00,2025-10-21T15:50:00-04:00,1,25308.5,25315.0,130.0,12.5,117.5,force-flat window,25233.0,1510.0,25459.5,0.08609271523178808,0.07781456953642384,240.0,2025-10,False,15,Long
2025-10-22T09:55:00-04:00,2025-10-22T09:55:00-04:00,2025-10-22T14:28:00+00:00,1,25280.25,25172.25,-2160.0,12.5,-2172.5,stop,25172.25,2160.0,25496.25,-1.0,-1.005787037037037,33.0,2025-10,False,15,Long
2025-10-24T10:10:00-04:00,2025-10-24T10:10:00-04:00,2025-10-24T15:50:00-04:00,1,25532.5,25545.5,260.0,12.5,247.5,force-flat window,25429.75,2055.0,25738.0,0.12652068126520682,0.12043795620437957,340.0,2025-10,False,15,Long
2025-10-27T10:05:00-04:00,2025-10-27T10:05:00-04:00,2025-10-27T15:50:00-04:00,1,25866.5,25951.0,1690.0,12.5,1677.5,force-flat window,25796.5,1400.0,26006.5,1.207142857142857,1.1982142857142857,345.0,2025-10,False,15,Long
2025-10-28T12:35:00-04:00,2025-10-28T12:35:00-04:00,2025-10-28T15:50:00-04:00,1,26109.0,26185.5,1530.0,12.5,1517.5,force-flat window,26041.5,1350.0,26244.0,1.1333333333333333,1.124074074074074,195.0,2025-10,False,15,Long
2025-10-29T10:00:00-04:00,2025-10-29T10:00:00-04:00,2025-10-29T14:51:00+00:00,1,26318.75,26254.75,-1280.0,12.5,-1292.5,stop,26254.75,1280.0,26446.75,-1.0,-1.009765625,51.0,2025-10,False,15,Long
2025-11-05T09:50:00-05:00,2025-11-05T09:50:00-05:00,2025-11-05T18:37:00+00:00,1,25608.5,25849.5,4820.0,7.5,4812.5,limit,25488.0,2410.0,25849.5,2.0,1.9968879668049793,227.0,2025-11,False,15,Long
2025-11-10T10:05:00-05:00,2025-11-10T10:05:00-05:00,2025-11-10T11:00:00-05:00,1,25640.25,25525.25,-2300.0,12.5,-2312.5,stop,25525.25,2300.0,25870.25,-1.0,-1.0054347826086956,55.0,2025-11,False,15,Long
2025-11-11T13:20:00-05:00,2025-11-11T13:20:00-05:00,2025-11-11T15:50:00-05:00,1,25657.5,25655.0,-50.0,12.5,-62.5,force-flat window,25588.5,1380.0,25795.5,-0.036231884057971016,-0.04528985507246377,150.0,2025-11,False,15,Long
2025-11-26T11:05:00-05:00,2025-11-26T11:05:00-05:00,2025-11-26T15:50:00-05:00,1,25291.5,25321.75,605.0,12.5,592.5,force-flat window,25189.0,2050.0,25496.5,0.2951219512195122,0.2890243902439024,285.0,2025-11,False,15,Long
2025-11-28T11:10:00-05:00,2025-11-28T11:10:00-05:00,2025-12-01T00:46:00+00:00,1,25434.75,25331.0,-2075.0,12.5,-2087.5,stop,25331.0,2075.0,25642.25,-1.0,-1.0060240963855422,3396.0,2025-11,True,0,Long
2025-12-03T10:05:00-05:00,2025-12-03T10:05:00-05:00,2025-12-03T15:50:00-05:00,1,25570.0,25674.5,2090.0,12.5,2077.5,force-flat window,25453.0,2340.0,25804.0,0.8931623931623932,0.8878205128205128,345.0,2025-12,False,15,Long
2025-12-05T09:55:00-05:00,2025-12-05T09:55:00-05:00,2025-12-05T16:32:00+00:00,1,25795.0,25673.5,-2430.0,12.5,-2442.5,stop,25673.5,2430.0,26038.0,-1.0,-1.0051440329218106,97.0,2025-12,False,15,Long
2025-12-09T10:30:00-05:00,2025-12-09T10:30:00-05:00,2025-12-09T15:50:00-05:00,1,25656.75,25707.5,1015.0,12.5,1002.5,force-flat window,25560.0,1935.0,25850.25,0.524547803617571,0.5180878552971576,320.0,2025-12,False,15,Long
2025-12-10T12:55:00-05:00,2025-12-10T12:55:00-05:00,2025-12-10T15:50:00-05:00,1,25668.5,25837.0,3370.0,12.5,3357.5,force-flat window,25567.0,2030.0,25871.5,1.6600985221674878,1.6539408866995073,175.0,2025-12,False,15,Long
2025-12-11T13:40:00-05:00,2025-12-11T13:40:00-05:00,2025-12-11T15:50:00-05:00,1,25664.0,25677.0,260.0,12.5,247.5,force-flat window,25556.0,2160.0,25880.0,0.12037037037037036,0.11458333333333333,130.0,2025-12,False,15,Long
2025-12-23T11:05:00-05:00,2025-12-23T11:05:00-05:00,2025-12-23T15:50:00-05:00,1,25739.25,25806.25,1340.0,12.5,1327.5,force-flat window,25638.0,2025.0,25941.75,0.6617283950617284,0.6555555555555556,285.0,2025-12,False,15,Long
2025-12-24T10:15:00-05:00,2025-12-24T10:15:00-05:00,2025-12-26T13:41:00+00:00,1,25828.25,25916.75,1770.0,7.5,1762.5,limit,25784.0,885.0,25916.75,2.0,1.9915254237288136,2786.0,2025-12,True,0,Long
